day	Anno	celltype	UMAP_1	UMAP_2	marker:Tbx5	marker:Hcn4	marker:Gata4	up:Nkx2-5	up:Mef2c	up:Casz1	up:Arid3b	up:Gata5	up:Fos	up:Tbx20	up:Srf	up:Atf3	up:Irx2	up:Tsc22d1	up:Zbtb20	up:Irx4	up:Hoxb8	up:Mafg	up:Bbx	up:Prox1	down:Mycn	down:Id3	down:Hmgb1	down:Cnbp	down:Litaf	down:E2f5	down:Trp53	down:Lyar	down:Tgif1	down:Tfap4	down:Terf1	down:Tcf3	down:Hmgb3	down:Foxc2	down:Tcf15
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.83	0.98	0	0	1.6	0	0	0	0	0	2.5	0	1.6	0	0	3.3	0	0	0	2.2	1.6	0	4.4	4.5	5.9	5.5	2.2	0	2.8	4.3	2.5	0	2.2	3	3.8	2.2	2.2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.34	-0.59	0	0	2.2	0	0	0	0	0	0	0	0	0	0	3.7	0	0	0	0	2.2	0	3.2	4.6	5.5	4.8	3.7	0	2.2	3.7	0	0	0	3.2	2.8	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.81	1.66	0	0	2	0	2	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0	4.8	4.9	6.2	5.1	2.6	0	3.8	3.6	3	0	3.2	3.2	4.1	0	3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.58	3.51	0	0	0	0	0	0	0	0	3.2	0	1.8	0	0	2.4	0	0	0	0	1.8	0	2.4	2.4	6.1	5.3	1.8	0	2.7	3.8	1.8	1.8	0	2.4	4.1	3.9	4.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.27	-1.22	0	0	0	0	3.2	0	0	2.4	0	1.7	0	0	0	2.7	0	0	0	2.4	1.7	0	3.9	4.5	6.2	5	1.7	3.4	3	4.1	2.4	0	0	1.7	4.1	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.14	-2.98	0	0	2.1	2.4	2.4	0	1.5	1.5	0	1.5	0	0	0	3.6	0	0	0	1.5	0	0	3.8	4.9	5.9	5.5	0	2.1	3.5	3.6	2.1	1.5	1.5	3.1	3.8	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.71	3.11	0	0	2	0	0	0	0	1.5	0	0	1.5	0	0	3.2	0	0	0	2	1.5	0	4.4	4.4	6	4.9	2.4	2.7	2.7	3.9	3.2	1.5	1.5	3.3	3.2	2.9	2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.79	3.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6	3.6	5.9	4.9	3.6	3.6	3.2	3.6	2.6	0	0	2.6	4.5	0	3.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2	-2.74	0	0	1.7	1.7	2.3	0	2.3	1.7	0	0	0	0	0	2.9	0	0	0	1.7	1.7	0	3.8	5.1	6.1	5	2.6	1.7	4	3.3	1.7	2.9	0	2.6	4.1	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.36	5.01	0	0	0	0	0	1.4	0	0	2.3	0	0	0	0	2.3	0	0	0	1.4	0	0	3.3	2.9	6.1	5.2	1.9	2.8	2.9	3.9	1.9	1.9	1.9	2.3	4.6	0	3.1
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.98	2.77	2.3	0	0	1.7	0	0	1.7	1.7	0	1.7	0	0	0	3.4	0	0	0	0	0	0	3.5	4.7	5.8	5.2	0	1.7	3.2	4	3	1.7	0	2.3	4.4	2.3	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.33	-0.07	0	0	0	0	0	0	1.7	0	1.7	1.7	0	0	0	2.7	0	0	0	1.7	2.7	0	4.3	4.4	6.2	5.1	2.3	3	3.4	2.7	0	3	2.7	3	4.2	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.22	0.62	0	0	0	0	0	0	0	0	0	0	1.7	0	0	1.7	0	0	0	1.7	0	0	4.4	4.9	6	5.2	2.6	2.6	2.9	4	2.3	2.6	2.3	2.6	3.8	1.7	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.25	0.24	0	0	2	0	2	0	2	1.4	0	0	0	0	0	3.8	0	0	0	0	2.4	0	3.4	4.8	5.8	4.9	2.4	3.5	3.3	4.1	1.4	1.4	1.4	2.4	3.2	1.4	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.48	-0.25	0	0	1.5	0	2.1	0	0	1.5	0	1.5	0	0	0	3.1	0	0	0	1.5	2.1	0	2.7	4.4	5.7	5.3	1.5	2.5	3.4	4.1	2.7	1.5	2.5	1.5	3.1	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.19	-1.38	0	0	0	1.9	1.9	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	3.3	3.8	5.9	5	1.9	1.9	2.8	3.9	0	0	0	3.1	4	1.9	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.66	-0.42	0	0	1.7	0	0	0	0	0	0	0	0	0	0	3.7	0	0	0	1.7	1.7	0	2.9	3.8	5.6	4.6	1.7	1.7	3.4	3.8	2.2	1.7	0	2.2	3.7	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.38	3.04	0	0	0	0	0	0	1.8	0	0	0	0	0	0	2.4	0	0	0	0	0	0	3.5	4.9	6	4.7	3	2.4	2.4	4.3	0	2.4	3	3	4.5	0	2.4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.43	-0.22	0	0	1.9	0	0	0	0	0	0	0	0	0	0	3.7	0	0	0	0	0	0	3.1	4.6	5.8	5.1	1.9	3.1	2.5	4.4	1.9	0	1.9	1.9	3.4	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.08	4.09	0	0	0	0	0	0	0	0	3.2	0	0	0	0	2.8	0	0	0	1.8	1.8	1.8	3.8	3.9	6.1	5	2.8	2.8	3.6	4	3	2.4	2.4	1.8	4.1	3.7	4.5
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.25	-0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0	0	2.1	0	0	3.1	4.5	5.9	5.3	0	2.7	2.1	3.9	0	0	2.1	3.4	3.8	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.51	-0.86	0	0	0	0	2.6	0	0	0	0	1.9	0	0	0	3.9	0	0	0	0	1.9	0	3.8	4.8	5.6	4.4	2.6	2.6	1.9	4.1	1.9	2.6	1.9	1.9	4.4	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.81	1.64	0	0	0	0	0	0	1.8	0	0	0	0	0	0	3	0	0	0	1.8	0	0	2.4	4.4	6	4.9	2.8	1.8	3	4.5	2.4	0	2.8	1.8	4	1.8	4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.2	-3.4	1.6	0	3	2.2	3.9	0	1.6	1.6	0	1.6	2.2	0	0	3.2	1.6	0	0	0	2.6	0	3.7	4.8	6.1	5.1	1.6	1.6	2.2	3.5	1.6	1.6	2.2	2.8	3.6	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.86	-1.2	0	0	1.7	0	2.3	0	1.7	1.7	0	0	0	0	0	4.2	0	0	0	0	2.6	0	4.2	4.8	6.1	4.9	0	2.3	2.3	3.8	2.3	2.3	1.7	2.9	4	1.7	2.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.55	-1.95	0	0	2.1	0	1.6	0	2.1	0	0	0	0	0	0	3.2	0	0	0	2.1	0	0	3.8	4.5	6	5.1	2.5	2.5	3.3	3.6	2.5	2.1	1.6	2.8	4.1	2.1	2.8
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.22	-1.41	1.6	0	1.6	0	2.5	0	2.5	1.6	2.5	0	0	0	0	3.5	0	0	0	0	2.1	0	3.6	4.8	6	5	2.5	2.1	3.2	4.2	2.5	1.6	2.5	3.3	2.8	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.42	1.75	0	0	0	0	0	0	0	0	0	0	1.6	0	0	2.8	0	0	0	0	2.2	0	4.2	3.5	6.1	5.2	2.2	2.2	3.2	4.1	0	2.5	2.2	2.2	4	3	4
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1	-3.11	0	0	1.7	1.7	3.5	0	1.2	1.7	2.1	1.2	1.2	0	0	3.1	0	0	0	0	2.3	0	3.2	4.4	5.7	5.3	1.2	1.2	3.4	4.1	2.1	1.2	2.1	2.5	3.4	1.7	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.9	2.67	0	0	0	0	0	0	0	0	2.4	0	0	0	1.8	3.5	0	0	0	1.8	0	0	4.2	4.6	6	5	0	2.4	2.8	3.8	2.4	0	1.8	2.8	4.1	3.5	4.1
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.29	2.97	0	0	1.7	0	0	0	0	0	2.3	0	0	0	0	2.7	0	0	0	0	0	0	4	3.2	6	5.4	2.7	1.7	3.5	4.4	3	1.7	2.3	1.7	3.9	2.3	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.72	3.75	0	0	0	0	0	0	2.3	0	0	0	0	0	0	3	0	0	0	2.3	0	0	3.4	3	6.2	5.1	3	3	4.3	3.9	0	2.3	0	0	3	0	2.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.57	-0.83	2	0	2	2	4.2	0	0	0	0	0	0	0	0	3.3	0	0	0	2	2	0	2.6	5	6.1	5.2	2	2.6	3.3	3.8	2.6	2.6	3.3	2	4.1	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.99	3.45	0	0	0	0	1.8	0	0	0	1.8	0	0	0	0	3.3	0	0	0	1.8	0	0	4.1	4.9	6.2	5.2	0	2.4	4	3.5	3.3	0	0	2.4	3.7	2.8	3.3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.07	-0.22	0	0	1.7	1.7	3.6	0	2.3	1.7	2.3	1.7	0	0	0	2.7	0	0	0	0	2.7	0	3.7	4	5.9	5.1	2.3	1.7	2.7	3.7	2.7	1.7	2.3	2.3	4.1	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.63	2.11	0	0	1.8	0	0	0	0	1.8	0	0	1.8	0	0	3.1	0	0	0	0	2.4	0	4	4.7	6	5	2.8	2.8	3.4	4.3	3.1	1.8	0	3.1	4.4	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.23	-1.59	1.4	0	2.3	0	2.5	0	1.4	1.9	0	1.4	0	0	0	2.7	0	0	0	1.9	2.3	0	3.5	5.2	5.8	5.2	1.4	2.7	3.1	4	2.7	1.4	0	2.7	3.8	0	1.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.43	-0.5	0	0	0	0	2	0	2	0	2	2	0	0	0	2.7	0	0	0	0	0	0	2.7	4.1	4.9	4.2	0	2.7	2.7	3.7	2	0	2.7	2	3.3	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.11	1.96	2.5	0	2.9	0	0	0	0	0	0	2.5	0	0	0	2.5	0	0	0	0	0	0	4.1	4.6	5.9	5.1	1.9	3.6	3.9	4.3	0	1.9	0	3.4	3.7	1.9	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.06	-0.93	0	0	2.7	0	3.3	0	0	0	3	0	0	0	0	2.7	1.7	0	0	0	1.7	1.7	3.3	4.7	5.6	4.7	2.3	2.7	3.5	4.7	2.3	0	3	3.6	3.5	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.47	-1.14	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	3.3	5.3	5.5	4.7	2.6	2.6	3	4.3	0	2.6	2	0	3.8	2	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.45	3.87	0	0	1.9	1.4	0	0	0	0	1.9	0	1.4	0	0	2.9	0	0	0	2.6	2.8	0	2.3	4.5	5.6	4.8	1.4	1.9	3.6	4.4	2.3	0	1.4	1.9	4.3	2.3	1.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.99	-2.25	0	0	2	0	0	0	2	0	0	0	0	0	0	3.3	0	0	0	0	2.7	0	3	5	5.7	4.9	2	2.7	4	4.1	2.7	0	2.7	3.7	3.5	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.62	-0.13	0	0	2	0	0	0	2.6	0	2	2	0	0	0	2.6	0	0	0	0	0	0	3	4.3	5.6	4.5	0	2	3.8	4.3	2	0	0	2.6	4.2	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.64	-1.24	1.9	0	1.9	0	0	0	0	1.9	2.9	0	0	0	0	3.1	0	0	0	0	0	0	3.9	4.3	6	4.7	2.9	1.9	3.1	4.3	0	0	2.5	2.9	3.7	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.92	2.08	0	0	0	0	0	0	0	0	2.4	0	0	0	0	3	2.4	0	0	3	3	0	3.7	5.4	6	4.5	2.4	2.4	2.4	3	3	0	0	3	4.7	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.28	2.16	0	0	2	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	2	0	0	2.7	4.5	5.5	4.7	2	0	2.7	4.3	0	2	0	2.7	3.3	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.49	4.34	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	0	2.9	5	6	5.2	2.9	2.9	3.3	3.6	2.9	2.3	2.9	2.3	4	0	2.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.19	0.49	0	0	2.4	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	3	0	0	3.9	5.8	5.3	4.9	3	2.4	3.7	3.7	0	0	2.4	2.4	4.1	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.18	2.25	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	1.9	0	4.3	5	5.8	4.8	0	3.9	2.5	3.5	2.9	1.9	1.9	2.5	4.4	3.3	2.5
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.25	0.28	0	0	3	0	0	0	0	0	2.7	0	2	0	0	3.5	0	0	0	0	0	0	3.5	4.2	5.8	5	0	2.7	3.5	3.9	3.9	0	2.7	2.7	4.5	2.7	2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.29	1.68	0	0	2.3	0	0	0	1.7	1.7	0	2.3	0	0	0	2.6	1.7	0	0	0	1.7	0	3.4	5	5.7	4.8	2.6	2.9	3.4	4.2	1.7	2.3	2.3	3.1	4.2	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.55	0.65	0	0	2.3	0	0	0	0	2.3	0	0	0	0	0	2.9	0	0	0	2.3	0	0	3.6	4.5	5.8	5	2.3	2.3	2.9	4.3	0	0	2.9	3.3	2.9	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.42	1.49	0	0	1.8	0	1.8	0	0	2.4	0	2.4	0	0	0	2.8	0	0	0	0	0	0	3.7	4.6	5.8	5	3.3	3.1	2.8	4.2	1.8	0	1.8	3.1	3.9	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.99	-0.62	0	0	2.3	0	3.3	0	2.3	0	0	2.3	0	0	0	2.9	0	0	0	0	4	0	2.9	4.8	6.1	4.9	3.3	2.3	2.9	3.8	0	2.3	2.3	2.9	3.8	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.61	-1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	4	3.8	5.7	5.2	2.5	0	3.1	4	2.5	0	2.5	3.5	3.5	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.18	-1.61	0	0	0	0	0	0	0	0	1.9	0	0	0	0	2.9	0	0	0	0	2.5	0	4	4.7	5.4	5.1	1.9	2.5	3.2	3.6	1.9	1.9	1.9	3.4	3.2	1.9	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.23	3.62	0	0	2.5	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	3.4	3.9	5.8	4.2	2.5	2.5	2.5	4.6	0	1.9	1.9	1.9	4	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.73	1.91	0	0	2.3	0	3	0	2.3	2.3	0	0	0	0	0	0	0	0	0	3	2.3	0	4.5	5	5.6	5.3	0	0	3	4.5	3	0	2.3	3	3.6	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.42	-1.98	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	3	0	3.7	4.6	5.7	5.2	0	0	3	4.1	0	0	0	4.1	3.7	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.85	-1.25	0	0	0	0	2	0	2	0	0	0	0	0	0	3.3	0	0	0	2	2	0	2	4.4	5.7	4.5	0	0	3.8	4	0	0	2	3.3	3	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.99	-1.91	0	0	2	0	2	0	2	0	2	0	0	0	0	2	2	0	0	0	0	0	4	4.8	5.6	5	2	2	2.7	3.7	2.7	2.7	2	2	3.9	0	2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.43	-2.18	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3.3	4.1	5.9	5.5	0	3	2.7	3.9	2.7	2	0	2.7	2.7	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.94	0	0	0	2	0	2	0	2.6	2	0	0	0	0	0	3.3	0	0	0	0	2.6	0	3.3	5.3	5.5	5.1	3	2	3	4	2	2	2	3.6	3.8	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.53	-1.28	0	0	0	0	1.7	0	0	0	0	1.7	0	0	1.7	3.2	1.7	0	0	0	0	0	2.3	4.9	5.9	4.7	2.3	0	2.7	3.5	2.3	1.7	0	1.7	3.9	2.3	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.33	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	2.9	0	0	5	5.4	5	0	0	0	4.5	0	2.9	0	2.9	4.3	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.64	3.4	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	2.1	0	3.4	4.9	5.7	5	0	2.8	3.8	2.8	2.1	0	0	0	3.6	2.1	2.8
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.37	1.46	0	0	0	0	1.9	0	2.8	2.5	0	1.9	0	0	0	2.5	0	0	0	0	1.9	0	2.8	4	5.7	4.8	1.9	2.5	3.3	4.3	0	0	0	2.8	4.2	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.63	4.03	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	0	0	0	0	3.9	4.8	5.5	4.9	2.7	2.7	3.6	4.2	2.1	2.1	2.1	3.1	2.7	2.1	2.7
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.63	0.92	0	0	2	0	3.3	0	0	2	2.6	0	0	0	0	3	0	0	0	0	2	0	3	4.8	5.5	5.1	2.6	2.6	3.3	4.1	3.3	0	2.6	2.6	4.4	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.61	5.15	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	0	0	0	2.1	2.7	0	2.7	3.8	5.9	4.7	0	3.4	2.7	3.8	2.7	0	2.1	2.7	4.1	0	2.1
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.37	0.15	0	0	1.6	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	2.6	0	0	3.1	5	5.7	4.9	1.6	2.9	2.6	3.4	2.6	0	2.2	2.9	3.7	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.05	-4.25	0	0	0	0	3.1	0	2.7	0	0	0	2	0	0	4.3	0	0	0	2	2.7	0	3.7	4.8	5.7	4.5	0	2.7	2	3.1	2	2	2	3.9	3.7	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.51	3.85	0	0	1.8	0	0	0	1.8	0	0	0	0	0	0	2.4	0	0	0	1.8	0	0	4	4.4	5.8	4.7	3	2.4	2.8	4.1	1.8	0	2.4	2.4	3.8	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.32	-1.12	0	0	0	0	2	0	0	0	2	2	0	0	0	2.7	0	0	0	2.7	2	0	3.5	4.2	5.7	4.9	0	2	2	4	3.1	0	3.1	2.7	3.7	2.7	2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.54	-2.62	0	0	0	0	1.9	0	2.5	0	1.9	0	0	0	0	1.9	0	0	0	0	2.5	0	3.6	4.9	5.5	5	2.5	1.9	3.4	4.1	2.5	1.9	3.2	3.6	3.4	0	1.9
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-6.84	-1.85	0	0	1.2	0	2.3	0	1.7	2.3	0	0	0	0	0	2.7	0	0	0	2.1	1.2	0	2.9	4.6	5.9	5	2.1	3	3	4.2	2.1	1.7	1.7	1.7	4.2	1.2	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.25	-2.04	0	0	0	0	0	0	2.2	2.2	0	0	0	0	0	1.6	0	0	0	0	2.2	0	2.2	4.1	5.7	4.9	1.6	0	1.6	4.3	1.6	2.2	2.9	2.2	3.4	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.19	0.89	2	0	3	0	0	0	0	0	3.3	2	2.6	0	0	2	0	0	0	0	0	0	3	5	5.7	5	2.6	2.6	2	3.7	2.6	0	2	3	3.8	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.19	-1.09	0	0	2.3	0	3.3	0	0	0	2.3	0	0	0	0	2.9	0	0	0	0	0	0	3.3	4.8	5.9	5	2.9	3.3	3.3	2.9	0	2.3	2.3	3.6	3.6	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.38	2.08	0	0	1.8	0	2.4	0	0	0	2.8	0	0	0	0	3.5	0	0	0	1.8	1.8	0	3.5	4.2	5.2	5.1	2.4	1.8	2.8	4.2	3.3	2.4	2.4	2.8	3.1	0	1.8
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.96	-0.51	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	2	0	3.8	5.1	5.6	4.6	2	3.3	3	4.6	2	2	2	3	2.6	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.69	-0.26	0	0	2.5	0	0	0	2.5	0	3.2	0	0	0	0	0	0	0	0	0	0	0	4.1	3.8	5.6	4.5	0	2.5	3.6	4.1	2.5	0	0	3.2	3.2	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.67	-2.32	0	0	0	2	0	0	0	0	3.9	0	0	0	0	3.4	0	0	0	2.6	2	0	3	5.1	5.7	4.5	0	0	4.1	3.6	3	0	2.6	3	4	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.22	1.1	0	0	2.6	0	2.6	0	0	0	2	0	0	0	0	2.6	0	0	0	0	2.6	0	3.8	5	6	4.8	3.2	2.6	3	4.3	0	0	2.6	3.6	3.2	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.66	2.34	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	1.6	2.2	0	4.4	5	5.5	5.2	1.6	1.6	3	4.5	2.5	1.6	2.5	3.2	4	2.2	2.2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.22	-1.26	0	0	0	0	1.9	0	0	1.9	1.9	1.9	2.6	0	0	3.6	0	0	0	1.9	0	0	3.8	5.2	5.5	4.8	0	2.6	3.2	4.1	2.9	0	0	0	2.9	1.9	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.96	-0.33	0	0	0	0	3	0	2.3	0	0	0	0	0	0	3	0	0	0	0	0	2.3	3.6	4.2	5.6	4.3	2.3	0	2.3	3.3	0	2.3	0	0	3.8	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.77	-2.25	0	0	0	0	0	0	2.7	0	1.8	0	0	0	0	4	0	0	0	0	2.4	0	3.2	3.9	5.5	4.7	2.4	0	2.7	3.9	0	1.8	3	0	4.1	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.68	0.04	0	0	2.3	0	0	0	0	0	0	0	0	0	0	3.3	2.3	0	0	2.3	0	0	0	4.6	5.5	4.4	0	3.3	3.3	4.6	0	0	2.3	2.9	3.8	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.98	2.9	0	0	0	0	0	0	0	0	1.9	0	0	0	0	2.9	0	0	0	0	0	0	2.5	4.2	5.6	5.1	2.5	0	3.7	4.2	2.5	1.9	2.5	2.5	4.1	2.5	4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.95	-1.3	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	2.2	0	0	3.9	4.6	5.9	4.4	0	2.2	3.7	4.4	0	0	3.5	2.2	4.5	0	2.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.2	3.48	0	0	0	0	0	0	0	2.3	2.3	0	0	0	0	2.3	0	0	0	0	0	0	3.8	3.8	5.5	5.1	3.3	0	4.2	4.4	3	0	3	0	4	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.84	-0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	2.2	0	2.2	2.2	6	5	0	3.2	3.7	4.5	2.2	0	0	0	3.5	2.2	4.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.47	0.35	0	0	2.3	0	0	0	0	2.3	2.3	0	0	0	0	3.6	0	0	0	2.3	0	0	2.3	4.6	6	5.1	0	0	3.6	4.4	0	0	2.3	2.3	3.8	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.32	-2.84	0	0	0	2.2	0	0	0	0	4.1	0	0	0	0	2.2	0	0	0	2.9	0	0	2.2	5.1	5.9	4.8	0	2.9	3.3	2.9	0	2.2	2.2	2.9	3.9	2.2	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.13	2.92	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	2.9	3.2	5.7	5	2.2	2.2	3.5	3.7	2.9	0	2.2	0	3.9	3.5	3.7
