day	Anno	celltype	UMAP_1	UMAP_2	Cdx2	Dnd1	Dppa3	Gsc	Hhex	Ifitm3	Lhx1	Mesp1	Msx1	Msx2	Otx2	Sox17	Sp5	T
E7	E7_Primitive_Streak	Primitive_Streak	-5.81	-0.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	3.38	-0.63	0	0	0	3.9	0	0	3.2	1.8	0	0	3	0	3.4	0
E7	E7_Primitive_Streak	Primitive_Streak	-4.47	2.75	0	0	0	2	0	0	0	0	0	0	2	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-4.68	-0.99	0	2.3	0	0	0	2.3	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.17	0.04	0	0	0	3.5	2.7	2.1	3.9	0	2.1	0	3.3	2.5	3.4	2.1
E7	E7_Primitive_Streak	Primitive_Streak	0.02	-2.78	0	0	0	3	0	2	0	2.6	0	0	0	0	3	2
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.81	1.79	0	0	0	3.4	2.3	0	1.7	0	0	0	2.3	0	2.3	2.3
E7	E7_Primitive_Streak	Primitive_Streak	0.05	0.78	0	1.7	0	2.7	0	0	0	0	0	0	2.3	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	3.11	1.03	0	2	0	2.3	2	1.4	2.8	0	0	0	2.8	0	1.4	1.4
E7	E7_Primitive_Streak	Primitive_Streak	-1.54	2.93	0	1.6	0	0	0	0	0	0	0	0	1.6	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.43	2.36	0	0	0	2.4	0	0	1.8	0	0	0	1.8	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.33	-2.35	0	0	0	2	0	0	0	0	0	0	2	0	2	3.2
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.04	0.39	0	0	0	3.2	0	1.8	2.8	0	3	0	3.4	0	3.7	3
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.3	3.58	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-4.78	2.81	0	0	0	1.9	0	0	0	0	1.9	0	2.9	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	0.94	-1.64	0	0	0	2.4	0	0	1.8	4.7	0	0	2.4	0	3.6	2.4
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.58	-0.26	0	0	0	3.9	0	0	3.2	0	0	0	3.2	0	4	0
E7	E7_Primitive_Streak	Primitive_Streak	-6	-0.73	0	0	0	2.4	0	0	0	0	0	0	0	0	0	1.8
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	8.08	-2.51	0	0	0	1.8	4	0	3.3	0	0	0	2.8	4.7	4.3	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.33	3.57	0	0	0	0	0	0	0	0	0	0	2	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.74	4.21	0	0	0	0	0	0	0	0	0	0	1.6	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.35	-0.02	0	2	0	2	0	2.6	0	0	3.3	2.4	2.9	0	2.4	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	7.79	-2.16	0	0	0	4.1	0	0	3.7	0	0	0	0	4	2.1	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.85	1.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.87	-1.09	0	0	0	2	2	0	0	0	0	0	0	0	2	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.57	0.6	0	0	0	0	0	2	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-4.85	2.21	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.98	1.71	0	1.8	0	1.8	0	1.8	0	0	1.8	0	2.8	0	3.1	2.4
E7	E7_Primitive_Streak	Primitive_Streak	-1.11	2.36	0	0	0	2.9	0	0	0	0	0	0	2.3	0	0	1.7
E7	E7_Primitive_Streak	Primitive_Streak	3.67	-0.89	0	2	0	2.7	2	0	3.3	0	2	0	3.3	0	3.3	3.1
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.71	2.28	0	0	0	3.5	3.9	0	3.2	0	0	0	3.5	0	3.7	2.9
E7	E7_Primitive_Streak	Primitive_Streak	-1.05	3.73	0	2.3	0	0	0	0	0	0	0	0	0	0	0	1.7
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	2.37	1.11	0	1.5	0	3.1	0	0	3.2	1.5	2.1	0	2.9	0	3.2	0
E7	E7_Primitive_Streak	Primitive_Streak	1.47	-2.14	0	0	0	2	0	0	0	0	2	0	3.3	0	4.1	3.3
E7	E7_Primitive_Streak	Primitive_Streak	0.19	-2.52	0	0	0	3.2	0	0	0	3.2	0	0	0	0	3.7	1.9
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	6.06	2.24	0	0	0	3.3	3.1	0	2.7	0	0	0	3.1	2.1	3.6	2.1
E7	E7_Primitive_Streak	Primitive_Streak	-4.81	1.13	0	2.2	0	3.5	0	0	0	0	0	0	2.9	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-4.73	1.62	0	0	0	1.9	0	1.9	0	0	0	0	1.9	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	6.16	-0.93	0	0	0	3.8	2.3	0	3.8	0	0	0	4.2	3.3	3.8	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.79	2.08	0	0	1.5	1.5	0	0	0	0	2.9	0	2.1	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.94	-1.22	0	0	0	4.6	2.1	1.5	3.8	0	1.5	0	2.9	3.8	2.9	2.5
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	6.33	2.02	0	0	0	2.9	0	0	0	0	0	0	0	0	2.9	0
E7	E7_Primitive_Streak	Primitive_Streak	2.32	2.98	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	1.13	-1.77	0	2.7	0	0	0	0	0	4.6	2.7	2.7	0	0	2.7	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.34	-1.56	0	0	0	3.9	0	0	0	0	0	0	2.8	0	4.4	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.28	0.58	0	0	0	2.3	0	2.9	0	0	0	0	2.3	0	2.9	2.9
E7	E7_Primitive_Streak	Primitive_Streak	-3.6	0.8	0	0	0	0	0	4	0	0	0	2.6	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-5.47	2.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.67	1.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-1.31	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.72	-1.39	0	0	0	3.8	2.5	0	2.5	0	0	0	2.5	2.5	0	2.5
E7	E7_Primitive_Streak	Primitive_Streak	3.6	0.09	0	0	0	2.6	0	0	0	0	0	0	0	0	3.2	2.6
E7	E7_Primitive_Streak	Primitive_Streak	4.24	3.44	0	2.8	0	0	0	0	0	0	0	0	0	0	0	2.8
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.29	0.89	0	0	0	4	3.7	0	3.7	0	0	0	3.3	0	4	4.2
E7	E7_Primitive_Streak	Primitive_Streak	-2.06	-3.33	0	0	0	0	0	0	0	3.6	0	3	0	0	0	3
E7	E7_Primitive_Streak	Primitive_Streak	-2.67	-1.16	2.5	0	0	0	0	0	0	0	0	0	0	0	2.5	3.2
E7	E7_Primitive_Streak	Primitive_Streak	-4.06	0.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-4.63	2.65	0	2.8	0	0	0	0	0	0	0	0	2.8	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-1.19	2.51	2.5	0	0	0	0	0	0	0	0	0	2.5	0	2.5	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.96	-0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5
E7	E7_Primitive_Streak	Primitive_Streak	0.22	2.39	0	0	0	2.4	0	0	0	2.4	0	0	2.4	0	0	3.7
E7	E7_Primitive_Streak	Primitive_Streak	-2.56	-1.48	0	0	0	3	0	0	0	0	0	0	0	0	3	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.18	-1.64	0	0	0	3.5	3.9	2.9	3.9	0	0	0	0	0	2.9	4.2
E7	E7_PGC	PGC	-1.25	-5.09	0	0	0	0	0	3.7	0	0	0	3.7	0	0	0	3
E7	E7_Primitive_Streak	Primitive_Streak	0.56	-0.98	3.2	0	0	0	0	0	0	2.5	0	0	0	0	2.5	5.3
E7	E7_Primitive_Streak	Primitive_Streak	-2.29	0.92	0	0	0	0	0	2.9	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-1.52	4.21	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-1.87	-1.91	0	0	0	3.6	0	0	3	0	0	0	0	0	0	3
E7	E7_Primitive_Streak	Primitive_Streak	0.97	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6
E7	E7_Primitive_Streak	Primitive_Streak	-2.4	-3.27	0	0	0	0	0	0	0	0	0	3	0	0	3	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.38	2.22	0	0	0	2.2	0	0	0	4	0	2.2	0	0	2.8	2.8
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.61	-0.75	0	0	0	4.2	2.8	0	3.5	0	3.5	0	4.2	0	3.5	3.5
E7	E7_Primitive_Streak	Primitive_Streak	-2.61	0.66	0	0	2.5	0	2.5	0	0	0	0	0	0	0	3.1	3.1
E7	E7_Primitive_Streak	Primitive_Streak	-1.48	-1.52	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	1.4	-1.68	0	0	0	3.1	0	2.4	3.1	0	2.4	0	2.4	0	2.4	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	9.25	-3.28	0	0	0	0	2.4	0	2.4	4.7	2.4	0	0	4.4	3.4	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	1.79	-2.22	0	2.6	2.6	2.6	0	0	3.2	4.1	0	0	0	4.3	4.4	4.7
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	7.39	-2.79	0	0	0	0	3.4	2.8	4.1	0	0	0	0	4.3	2.8	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.7	2.4	0	0	0	3.5	0	0	3.5	0	0	0	3.5	0	2.9	4.9
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	8.11	-2.98	0	0	0	0	0	0	0	0	0	0	0	3	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.07	2	0	2.3	0	2.3	0	2.3	0	0	0	0	0	0	0	2.9
E7	E7_Primitive_Streak	Primitive_Streak	-0.21	-0.04	0	0	0	3.3	0	0	2.6	2.6	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	0.33	-1.31	0	0	0	0	0	3	0	0	0	0	0	0	0	3.7
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	8.81	-2.87	0	0	0	0	0	0	2.6	0	0	0	0	4	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	9.03	-2.75	0	0	0	2.7	0	2.7	0	0	0	0	0	3.7	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.76	-0.02	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.07	1.28	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	7.89	-3.27	0	0	0	3.3	0	0	0	0	0	0	0	4.3	3.3	2.6
E7	E7_Primitive_Streak	Primitive_Streak	0.13	4.37	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.21	0	0	0	0	2.5	4.7	0	3.6	0	0	0	3.6	4.4	3.6	3.2
E7	E7_Primitive_Streak	Primitive_Streak	-1.44	2.77	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.72	-0.63	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	7.03	-1.58	0	2.4	0	4.3	0	0	4.3	0	2.4	0	3.1	3.5	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	9.03	-2.72	0	0	0	0	0	2.5	0	0	0	0	0	4.2	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	6.07	-1.94	0	0	0	3.1	0	0	0	3.5	0	0	3.5	3.5	0	3.1
E7	E7_Primitive_Streak	Primitive_Streak	-0.16	1.57	0	0	0	0	0	0	0	0	0	0	0	0	2.7	3.7
E7	E7_Primitive_Streak	Primitive_Streak	-4.59	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	6.22	-1.76	0	0	0	0	3	0	3	0	0	0	0	0	3	4.5
E7	E7_Primitive_Streak	Primitive_Streak	-0.31	3.91	2.8	0	0	2.8	0	2.8	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.52	1.91	0	0	0	0	0	0	0	0	0	0	2.9	0	0	2.9
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.94	1.05	0	0	0	3.5	0	0	0	0	0	0	0	0	4.4	3.5
E7	E7_Primitive_Streak	Primitive_Streak	2.47	3.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-5.47	-1.36	0	0	0	3.3	0	0	0	0	0	0	0	0	0	2.6
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	8.9	-1.58	0	0	0	0	3.1	0	2.4	0	0	2.4	2.4	4	2.4	0
E7	E7_Primitive_Streak	Primitive_Streak	-4.87	1.07	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	6.82	-0.82	0	0	0	3.5	3.5	3.8	4	0	0	0	2.5	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	7.29	-1.34	0	0	0	4	4	0	2.9	0	0	0	2.9	5.1	0	0
E7	E7_Primitive_Streak	Primitive_Streak	2.63	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.55	1.9	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-5.57	-1.16	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	0.29	2.43	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-1.52	0.29	0	0	0	0	0	2.4	0	3.1	0	0	3.1	0	2.4	3.8
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.09	-0.19	0	0	0	2.8	3.4	0	4.7	0	0	0	2.8	0	4.1	2.8
E7	E7_Primitive_Streak	Primitive_Streak	-0.65	2.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	8.6	-3.09	0	0	0	0	2.8	0	0	0	0	0	0	3.4	3.8	0
E7	E7_PGC	PGC	-0.48	-5.37	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4
E7	E7_PGC	PGC	-1.51	-4	0	0	0	0	0	0	0	4	2.9	0	0	0	2.9	2.9
E7	E7_Primitive_Streak	Primitive_Streak	-1.84	-1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7
E7	E7_Primitive_Streak	Primitive_Streak	-3.54	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.65	1.19	0	0	0	3.6	4	0	3	0	0	0	3.6	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.5	0.38	0	0	0	0	0	0	0	0	2.5	3.2	3.5	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-4.67	1.06	0	0	0	0	0	0	0	0	2.8	0	2.8	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.13	0.56	0	0	0	0	0	3.1	0	0	3.1	2.5	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.79	1.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-4.09	1.19	0	0	0	0	0	0	0	0	0	0	3	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.54	0.61	0	0	0	0	0	2.8	0	0	0	0	3.4	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	2.66	3.28	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	6.63	-1.85	0	0	0	3	0	0	0	0	0	0	0	3	2.4	3
E7	E7_Primitive_Streak	Primitive_Streak	-3.29	-0.56	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	6	-1.88	0	0	0	3.7	3.5	0	4.1	0	0	0	4	3.5	4.3	3.1
E7	E7_Primitive_Streak	Primitive_Streak	-4.59	0.9	0	0	0	0	0	0	0	0	0	0	3	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.88	2.3	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	-1.67	1.2	0	0	0	2.5	0	0	3.8	0	0	0	0	3.2	3.2	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.74	2.77	0	0	0	0	0	0	4.1	0	0	0	0	0	3.7	4.4
E7	E7_Primitive_Streak	Primitive_Streak	-2.09	0.13	0	2.4	0	0	0	0	0	0	0	0	2.4	0	0	3
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	8.09	-0.76	0	0	0	2.4	0	0	2.4	0	0	0	2.4	4	0	0
E7	E7_Primitive_Streak	Primitive_Streak	0.72	-2.05	0	0	0	2.8	0	2.8	2.8	4.4	0	0	0	0	3.5	2.8
E7	E7_Primitive_Streak	Primitive_Streak	-3.7	3	0	2.4	0	0	2.4	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-4.65	2.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	7.45	-1.35	0	0	0	2.6	3.3	0	2.6	0	0	0	0	4.8	0	2.6
E7	E7_Primitive_Streak	Primitive_Streak	-0.46	-2.63	0	0	0	0	0	0	0	4.5	3	3	0	0	3	4
E7	E7_Primitive_Streak	Primitive_Streak	-0.76	-3.04	0	0	0	0	0	0	0	0	0	0	0	0	2.4	2.4
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.42	-2.2	0	0	0	3.3	2.6	0	0	0	0	0	0	0	2.6	3.3
E7	E7_Primitive_Streak	Primitive_Streak	0.26	1.98	0	0	0	0	0	0	0	0	2.6	0	3.3	0	0	2.6
E7	E7_Primitive_Streak	Primitive_Streak	1	3.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	7.29	-1.17	0	2.6	0	2.6	0	0	3.3	0	0	0	0	3.3	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.68	0.84	0	0	0	4.2	4.2	0	2.9	0	0	0	2.9	0	0	4.2
E7	E7_Primitive_Streak	Primitive_Streak	-2.36	2.85	0	0	0	0	0	0	0	0	0	0	3.1	0	0	2.4
E7	E7_Primitive_Streak	Primitive_Streak	-4.7	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-1.28	2.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	3.84	-1.82	0	0	0	3.7	0	0	0	0	0	0	0	3	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.49	2.48	0	0	0	0	0	0	2.6	2.6	0	0	2.6	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.35	0.01	0	2.8	0	3.5	4.2	0	3.5	0	0	0	3.9	3.5	2.8	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.48	-0.24	0	0	0	0	0	0	0	0	0	0	3	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.56	3.5	0	0	0	0	0	0	0	0	0	0	2.9	0	0	4.3
E7	E7_Primitive_Streak	Primitive_Streak	-4.56	-0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.27	2.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	8.11	-2.71	0	0	0	0	2.6	0	3.3	0	0	2.6	2.6	3.6	2.6	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	3.8	-0.42	0	0	0	3.5	3.8	2.5	3.5	0	0	0	3.1	2.5	3.5	3.1
E7	E7_Primitive_Streak	Primitive_Streak	-0.52	0.81	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.41	-1.7	0	0	0	0	3.9	0	4.2	0	0	0	0	3.9	2.8	2.8
E7	E7_Primitive_Streak	Primitive_Streak	-1.25	4.35	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-1.63	-2.06	2.7	0	0	0	0	0	0	3.4	0	0	2.7	0	0	4.6
E7	E7_Primitive_Streak	Primitive_Streak	-1.64	-1.79	0	0	0	0	0	0	0	0	2.9	0	0	0	0	3.6
E7	E7_Primitive_Streak	Primitive_Streak	-2.4	0.59	0	0	0	0	0	2.5	0	0	2.5	0	0	0	2.5	0
E7	E7_Primitive_Streak	Primitive_Streak	-4.59	-0.59	0	0	0	0	0	3	0	3	0	0	0	0	4.5	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	5.29	0.91	0	0	0	3.6	0	0	2.5	0	0	0	2.5	0	0	3.2
E7	E7_Primitive_Streak	Primitive_Streak	-1.67	0.51	0	0	0	0	0	2.7	0	2.7	0	0	3.3	0	0	2.7
E7	E7_Primitive_Streak	Primitive_Streak	2.56	3.65	0	0	0	2.6	0	0	0	0	0	0	2.6	0	2.6	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	-0.5	-0.45	0	0	0	2.8	2.8	0	2.8	0	2.8	0	0	0	2.8	2.8
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	3.72	-1.8	0	0	0	0	4	0	4	0	0	0	4.3	0	4.3	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.24	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-5.13	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	9.04	-2.42	0	0	0	0	0	0	0	0	2.4	0	0	4	3.1	0
E7	E7_Primitive_Streak	Primitive_Streak	-5.11	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.27	1.25	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.42	-0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
E7	E7_Primitive_Streak	Primitive_Streak	-3.52	-1.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-0.69	-2.51	0	0	0	0	0	0	0	4.1	0	0	0	0	3.9	4.3
E7	E7_Primitive_Streak	Primitive_Streak	-4.55	-1.69	0	0	0	0	0	0	0	0	3	0	0	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	1.29	2	0	0	0	0	0	0	3.1	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.8	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	0.7	-1.58	0	0	0	0	0	0	0	4	0	0	0	0	3.6	4.3
E7	E7_Primitive_Streak	Primitive_Streak	0.09	0.08	0	0	0	0	0	0	0	0	0	0	0	0	3.4	3.8
E7	E7_Primitive_Streak	Primitive_Streak	-2.08	2.15	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-2.97	2.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-4.1	2.77	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.39	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7
E7	E7_Primitive_Streak	Primitive_Streak	-4.34	0.49	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.54	0.55	0	0	0	2.8	3.5	2.8	2.8	0	0	0	0	0	2.8	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	3.67	0.54	0	0	0	3.4	3.7	2.4	4.3	0	2.4	0	3.7	0	3.4	3.7
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	4.59	-0.23	0	0	0	0	0	0	4.5	0	0	0	3.8	3.4	3.8	0
E7	E7_PGC	PGC	-1.14	-4.33	0	0	0	0	2.8	0	0	0	2.8	2.8	0	0	0	3.9
E7	E7_Primitive_Streak	Primitive_Streak	-5.44	-0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7	E7_Primitive_Streak	Primitive_Streak	-3.52	2.02	0	0	0	0	0	0	0	0	0	0	0	0	2.4	2.4
E7	E7_Primitive_Streak	Primitive_Streak	-0.69	0.91	0	0	0	0	0	2.7	0	0	0	0	0	0	2.7	2.7
E7	E7_Primitive_Streak	Primitive_Streak	-3.61	0.38	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	7.21	-2.8	0	0	0	0	0	0	0	0	0	0	3.4	2.8	0	2.8
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	6.16	-2.56	0	0	0	3.7	0	0	0	0	0	0	0	4.9	0	0
E7	E7_Anterior_Primitive_Streak	Anterior_Primitive_Streak	7.05	-0.65	0	0	0	3.7	3.7	2.6	3.3	0	0	0	2.6	4	2.6	0
