day	Anno	celltype	UMAP_1	UMAP_2	marker:Slc2a3	marker:Postn	up:Msx1	up:Pitx2	up:Hoxb6	up:Tsc22d1	up:Peg3	up:Klf6	up:Hoxb8	up:Jun	up:Cdx4	up:Twist1	up:Rarg	up:Sp5	up:Prrx1	up:Hoxd4	down:Foxf1	down:Hlx	down:Lin28a
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	4.17	3.98	5.2	2.5	3.9	3.6	2.5	3.9	3.6	2.5	0	2.5	0	0	0	0	0	0	0	0	2.5
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-1.14	2.1	0	3	3.3	3.3	2.3	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-4.05	-2.64	0	0	0	0	0	3.3	3.6	0	0	0	0	2.2	0	0	0	0	2.2	0	3.6
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-1.47	-2.84	2.9	0	4.4	2.9	3.8	3.6	4.3	2.9	0	2.9	0	2.9	0	0	0	0	4	0	2.3
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-1.25	1.67	3.2	0	2.4	1.5	0	2.7	3.1	1.5	0	1.5	0	0	0	0	0	0	2.7	0	1.5
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	5.04	2.04	4.9	0	3.2	2.8	2.2	2.2	3.2	2.8	2.8	2.8	0	2.8	0	0	0	0	3.2	0	2.8
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	0.14	-4.32	0	0	2.5	3.5	0	3.5	3.1	0	0	0	0	0	0	0	0	0	3.1	2.5	2.5
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-0.53	1.54	4.3	0	4.4	3.1	2.9	3.9	4.1	2.9	2.4	1.5	2.4	2.4	1.5	2.7	2	0	1.5	0	2.7
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	5.09	3.67	5.1	2.5	4	3.8	3.1	4.6	4.5	3.5	0	0	0	0	3.1	2.5	0	0	3.1	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	5.76	3.12	4.2	3.7	3.7	2.2	3.5	3.2	3.2	2.8	2.2	0	0	0	0	0	0	0	2.8	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	1.43	-4.28	3.7	0	3.4	3	3.7	0	3	2.4	0	0	0	0	3	0	0	0	3.4	0	2.4
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	0.91	1.42	3.5	1.7	4.5	2.3	1.7	3.6	4.3	2.3	1.7	1.7	0	3.3	1.7	0	2.7	1.7	2.3	0	2.3
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	3.17	2.41	4.1	2.5	3.9	2.5	3.9	0	3.9	2.5	2.5	0	0	2.5	0	0	0	0	3.2	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	2.12	-1.17	3	0	1.7	3	0	3.4	2.7	2.3	0	0	0	0	2.3	0	0	0	4	1.7	2.3
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	6.42	3.01	4.8	4	2.4	2.4	0	3.1	3.7	0	0	2.4	0	0	0	0	0	0	0	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	3.09	-5.06	2	0	0	2	2	2	3.3	0	0	0	0	0	0	0	0	0	2.7	0	2
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-5.84	-4.98	2.9	0	2.9	0	0	3.2	2.6	2.9	0	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-5.44	3.3	2.2	0	3.9	0	2.2	2.8	3.7	0	2.2	0	3.5	0	2.2	0	2.2	0	0	0	2.2
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-3.6	-1.09	0	0	2.3	2.9	2.9	3.8	3.6	2.3	0	0	0	0	0	0	0	0	3.8	0	2.9
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-3.95	1.9	3.2	0	2.6	0	2.6	2.6	2.6	0	0	0	0	0	0	2.6	0	0	4.1	2.6	2.6
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-2.25	-2.8	1.9	0	3.7	0	0	3.7	3.9	2.9	0	0	0	0	0	0	1.9	0	4	1.9	2.9
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-0.8	4.64	0	2.3	2.3	0	0	3.6	3.1	2.3	1.7	0	0	1.7	0	0	0	0	2.6	0	1.7
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-5.86	-3.91	1.5	0	3.9	0	0	2.7	3.5	2.9	0	0	0	3.7	0	0	0	0	0	0	1.5
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	4.46	2.74	4	3.8	3.5	4	3.5	4.2	3.5	3.2	0	2.5	2.5	2.5	0	0	0	0	2.5	0	2.5
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-5.15	-1	1.9	0	4.3	0	0	2.5	3.9	1.9	0	2.5	0	3.6	0	3.4	1.9	1.9	3.2	0	1.9
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	5.84	2.18	5.3	3.4	2.4	3	4.1	3.7	3.9	3	3.9	0	0	0	2.4	2.4	0	0	2.4	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-4.9	1.04	3.2	0	3.2	0	2.2	3.5	2.8	2.2	3.2	0	3.2	0	3.2	0	0	0	3.7	2.2	2.8
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-4.68	5.17	3.1	0	3.5	0	3.8	2.4	3.5	0	0	0	2.4	0	0	0	0	2.4	2.4	0	3.5
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-5.4	2.55	2.2	0	3.9	2.2	3.5	3.7	3.2	0	0	2.8	3.7	2.2	2.2	0	0	0	3.5	0	2.2
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-4.11	4.74	4	1.5	3.7	2.9	2.7	3.2	3.6	2.5	2.1	2.1	0	2.7	1.5	0	0	1.5	2.9	0	2.5
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-3.36	-0.17	1.9	0	3.7	0	1.9	2.5	3.9	1.9	0	0	0	3.1	2.9	0	1.9	0	3.5	0	2.9
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	3.43	6.15	4.3	0	3.8	3.8	0	3.4	2.7	3.8	0	2.7	0	0	0	0	0	0	0	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-4.65	-6.18	2.5	0	2.5	0	0	3.8	2.5	0	0	2.5	0	2.5	0	0	0	0	3.2	0	2.5
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	5.94	2.2	5.4	0	4.3	3.2	3.2	3.9	4.2	2.2	2.8	2.2	0	2.2	0	2.2	0	0	2.8	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	5.58	2.35	5.3	2.4	4.2	3.1	3.1	4	3.5	4	2.4	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-6.38	-3.9	3	0	3.3	0	0	2.8	4.4	2.6	0	2.6	0	3.2	1.4	3	1.4	0	0	0	2.4
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	3.58	3.18	4.8	0	3.1	4.5	2.1	3.8	3.9	3.1	2.1	2.1	0	2.1	2.1	2.7	0	0	0	0	2.1
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-4.19	5.05	0	0	3.2	0	2.5	0	3.2	2.5	2.5	0	3.2	0	2.5	0	0	0	2.5	0	2.5
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-3.78	0.84	3.4	0	0	0	0	3.4	2.7	0	0	0	0	0	0	0	0	2.7	3.8	0	2.7
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	2.93	-3.19	2.6	3.2	0	3.2	0	3.6	3.2	0	0	0	0	0	0	0	0	0	4.1	0	2.6
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	2.24	-2.94	2.3	0	0	0	2.3	2.3	3.3	2.9	0	0	0	0	2.3	0	0	0	2.9	0	2.3
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	2.01	-3.06	2	2	0	3	2	2.6	3.5	2	0	0	0	0	0	0	0	0	4.3	0	2
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-4.07	1.04	2	0	3.5	0	2	3	3.3	2	3	0	3.3	2	2	0	3	2	3	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	5.53	3.77	5.3	3.3	3.9	2.6	2.6	3.9	3.5	3.5	0	3.3	0	2	2	0	2	0	3	0	2
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	1.66	-2.67	2.7	2.1	2.1	3.6	0	2.7	2.7	3.1	3.1	0	0	0	2.1	0	0	0	3.9	0	2.1
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	4.46	0.59	3.7	0	4.3	0	0	2.4	3.9	0	2.4	0	0	0	2.4	0	0	0	2.4	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	1.81	5.21	4.7	3.3	3.3	3.3	2.7	3.7	4	3.7	2.7	0	0	0	2.7	0	0	0	3.7	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	6.15	3.54	5.1	3.6	4.1	2.5	0	3.9	4.3	4.1	0	0	0	0	0	0	0	2.5	2.5	0	2.5
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-2.59	3.07	3	0	2.3	0	2.3	0	3.7	3	0	0	0	0	2.3	0	0	0	3.4	3	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-6.33	-5.06	2.3	0	4.1	0	0	3.6	2.9	0	0	0	0	0	0	0	2.3	0	2.3	0	2.3
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	4.55	-1.26	1.9	0	1.9	2.9	2.5	3.5	2.9	2.9	0	1.9	0	0	1.9	0	0	0	3.8	3.1	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	0.49	-5.08	2.9	0	0	3.2	3.5	3.2	3.5	2.2	0	0	0	0	0	0	0	0	3.7	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	3.37	6.49	4.6	0	2.8	3.7	0	3.2	2.8	3.2	0	4.2	0	2.8	0	2.1	0	0	2.1	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-7.03	-3.95	0	0	2.4	0	0	2.4	3.1	3.1	0	0	0	2.4	0	0	0	0	2.4	0	2.4
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-1.95	0.13	2.4	0	1.5	2.7	1.5	3.1	3.3	2.4	0	0	0	3.2	0	0	0	0	2.7	1.5	3.1
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	4.28	1.82	3.6	2.3	4.5	3.3	3.3	0	3.8	4.1	0	0	2.3	2.9	2.3	0	0	0	0	0	2.3
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	3.22	-1.18	2	2	0	2.7	0	3.7	3.3	0	0	2	0	0	2.7	0	0	0	3.9	3	2
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	1.76	4.52	2.3	0	3.9	3.7	0	3.7	3.4	3	2.3	0	0	0	0	0	0	0	3	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-3.93	-6.56	2.8	0	0	0	0	2.8	3.7	2.8	0	2.2	0	0	0	0	0	0	0	0	2.2
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-0.6	4.95	3.3	0	3.7	2.7	0	3.3	3.7	2.7	0	2.7	0	3.3	0	0	0	0	0	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-0.2	-1.04	3.4	0	2.6	2.2	1.6	3.2	3	2.2	0	0	0	1.6	2.2	0	0	0	3.5	0	2.6
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	3.42	-1.44	2.8	0	3.2	2.8	2.2	2.2	2.2	2.8	2.2	0	0	0	2.2	0	0	0	2.8	0	3.9
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-4.92	-0.65	1.7	0	3.8	2.4	2.4	1.7	3.4	2.4	0	0	0	0	2.4	1.7	0	1.7	3.5	0	1.7
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-4.19	-1.53	0	0	3.5	2	0	3.8	3.5	0	0	2	2.6	2	0	0	2	0	3	0	3.5
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	5.23	-3.37	3.3	2.3	2.3	2.9	2.3	3.8	0	2.3	2.9	2.3	0	0	0	0	0	0	3.3	0	2.3
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	0.6	-0.54	3.4	1.8	3	2.8	0	1.8	3.3	2.4	0	0	0	0	0	0	0	0	3.4	1.8	2.4
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-2.02	-1.47	3.3	0	3.5	2.5	4	2.5	2.5	1.8	0	0	0	1.8	1.8	1.8	2.5	0	0	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-2.84	0.27	2.4	0	4.3	0	2.4	2.7	4	2.7	2.4	0	3	0	2.7	0	0	3.4	3.2	1.8	3
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	3.51	-4.2	2.8	0	3.8	2.8	2.8	2.8	0	0	2.8	0	0	0	0	0	0	0	3.4	0	3.4
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-2.45	-6.49	2	0	2	0	0	3.3	3.7	0	0	0	0	2	0	0	0	0	0	0	2
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	3.53	-1.8	0	3.1	3.1	2.5	3.8	4.4	3.5	2.5	0	0	0	0	0	0	0	0	4.5	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	1.39	3.52	4.8	0	4.5	2.1	4	2.8	3.8	2.1	0	0	0	0	0	0	0	0	2.8	0	2.1
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-2.38	-7.54	1.5	0	3.4	0	1.5	2.7	3.1	2.1	2.1	1.5	2.1	1.5	1.5	0	0	1.5	3.1	0	2.1
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	3.32	-4.23	0	0	0	0	0	3.9	3.3	2.6	0	0	0	0	0	0	0	0	3.3	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	4.4	-3.21	3.1	0	0	1.8	1.8	3.6	3.1	1.8	1.8	1.8	0	0	1.8	0	0	0	2.4	2.4	3.6
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	4.81	-3.82	3.8	2.5	2.5	3.1	2.5	3.1	2.5	0	2.5	0	0	0	2.5	0	0	0	3.1	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-5.82	-5.13	3.1	0	0	0	0	4.3	3.5	2.5	0	0	0	3.1	0	0	0	0	2.5	0	3.1
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-3.04	3.7	2.6	0	4	3.3	3.3	0	4.4	0	0	0	0	0	0	0	0	0	4	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	4.74	0.91	2.4	0	4.3	3.1	3.4	3.9	3.9	3.1	2.4	0	0	3.1	0	0	0	0	3.4	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	3.49	3.48	4.3	3.6	3.8	2.3	1.7	3.9	2.9	2.3	1.7	2.3	0	1.7	1.7	2.3	0	0	1.7	0	2.7
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	2.91	-3.21	0	0	0	0	0	3.2	3.2	3.2	0	2.6	0	0	0	0	0	0	3.9	0	2.6
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	4.06	3.06	5.1	3.5	4.4	0	2	4.5	2.6	3.7	2	2.6	0	0	3	2.6	0	0	2	0	3
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	3.72	8.45	3.1	2.1	2.1	3.8	2.7	2.1	3.9	3.1	0	3.1	0	0	0	2.1	0	0	2.1	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	2.43	-2.8	2.9	0	3.5	3.5	0	3.6	2.3	2.3	1.7	0	0	1.7	0	0	0	0	3.1	2.3	2.3
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	2.76	-1.57	0	2.7	2.7	3.3	2	3.1	3.5	0	2	0	0	2.7	2	0	0	0	3.7	2.7	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	6.11	2.12	5.5	3.6	2.1	3.4	2.7	3.6	3.8	2.7	2.1	2.7	0	0	0	0	0	0	2.7	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-4.66	-1.52	2	0	3.5	3	0	2	4.1	3	0	2	0	3.3	0	0	0	0	3.3	0	2
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-2.16	-4.52	2.2	0	3.5	2.2	0	3.2	2.2	0	0	0	2.2	0	0	0	0	0	4.1	0	2.2
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-4.44	-1.98	1.9	0	4.1	2.5	0	3.4	3.2	2.5	0	2.5	0	1.9	1.9	0	0	0	3.2	0	2.9
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-0.45	1.82	4.4	2.2	2.6	2.8	2.2	4.2	3.9	3.2	0	0	0	0	2.2	2.8	1.6	0	2.2	0	2.8
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	3.58	-2.54	4	0	2.3	0	2.3	0	2.9	0	2.3	0	0	0	0	0	0	0	3.8	0	3.6
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-3.55	-6.02	0	0	2.5	0	0	3.5	3.2	0	0	2.5	0	0	0	0	0	0	0	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-0.69	5.17	3.3	0	3.7	0	3.3	3.9	4.5	2.6	2.6	3.3	0	0	0	0	0	0	0	0	2.6
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	1.42	-1.52	3.1	2	0	2.7	3.1	3.9	2.7	2.7	0	0	0	0	0	0	0	0	3.1	2.7	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-2.79	0.32	2.8	0	3.1	1.9	2.5	3.5	4.1	1.9	0	0	1.9	2.5	1.9	0	1.9	0	3.7	1.9	2.5
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	3.06	2.53	4.4	2.8	3.7	2.8	3.4	3.7	4.6	0	2.1	0	0	3.4	2.1	2.1	0	0	0	0	2.1
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	4.32	4.8	4.5	2.9	3.5	0	2.2	3.9	3.9	0	0	0	0	2.2	2.2	0	0	0	3.3	0	3.3
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	0.35	-3.35	2.7	0	3.1	2.1	3.1	2.1	3.8	3.6	0	2.7	0	0	0	0	0	0	4.1	2.1	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-4.55	0.11	4	0	4.7	0	0	2.2	4.2	2.2	0	0	2.2	0	0	0	0	2.2	3.2	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-1.78	-5.13	0	0	0	0	0	3.4	2.4	3.4	0	0	0	0	0	0	0	0	3.4	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-3.15	-1.48	4.5	1.6	3.7	3	1.6	3.6	3.7	3	2.8	2.6	0	2.6	0	1.6	1.6	0	2.6	0	2.6
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	3.15	-3.75	2.5	0	3.9	0	2.5	2.5	2.5	2.5	0	0	0	0	0	2.5	0	0	3.9	0	3.6
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	4.98	-3.99	3.5	2.8	0	2.2	0	3.2	3.2	2.2	0	0	0	0	2.2	0	0	0	4	0	3.2
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-4.32	2.35	0	0	0	2.5	0	3.6	3.8	0	0	0	3.2	0	2.5	0	0	0	3.6	0	3.8
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	4.48	-4.37	0	0	2.8	2.2	2.8	2.2	0	0	0	0	0	0	0	0	0	0	0	2.2	2.2
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-6.57	-4.67	2.1	0	2.1	0	0	3.6	3.4	2.8	0	0	0	2.1	2.1	2.8	2.1	0	0	0	3.2
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	3.97	6.16	4.2	0	3	2.6	2	3	2	3.3	0	0	2	2	0	0	0	0	0	0	2
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	6.27	1.95	4.2	3.3	3.3	3.3	3.3	4.2	3.8	2.3	0	2.3	0	0	0	0	0	0	3.6	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	3.49	-0.97	2.3	0	0	0	0	2.9	4.1	2.3	2.3	0	0	0	0	0	0	0	3.6	2.9	3.3
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	5.79	3.37	5.4	3.2	3.9	2.9	3.2	3.5	3.9	3.2	2.2	0	0	2.2	2.9	0	0	0	2.2	0	2.2
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	1.59	-2.3	2.8	0	3.5	2.4	0	3.3	3.1	3.3	1.8	1.8	0	0	0	0	0	0	3.3	1.8	3.3
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	0.79	-0.42	2.5	0	2.3	2.3	1.4	2.5	3.2	1.9	1.4	0	0	0	1.4	0	0	0	3.1	2.3	2.3
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	2.84	6.81	4.1	1.8	3.3	2.9	2.4	2.6	3.1	2.1	0	2.1	0	1.8	1.2	1.8	0	0	2.1	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-2.01	-3.65	2.3	0	3.3	0	0	3	4	3	0	0	0	0	0	0	0	0	3.8	3	2.3
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-4.83	0.18	3	0	3.9	0	0	0	0	3.4	0	3	0	0	0	0	3	0	2.3	0	3.7
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	2.93	2.58	4.8	2.2	4	4	2.2	4.6	4.2	3.2	2.2	0	0	2.8	0	2.8	0	0	2.8	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	3.77	-4.75	3.7	0	3.7	0	2.7	2.7	0	2.7	3.3	0	0	0	2.7	0	0	0	4.4	0	2.7
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	2.92	1.31	3.5	2.8	3.7	3.2	0	3.8	4.1	0	2.2	0	0	3.5	2.2	0	2.2	0	3.5	0	2.8
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-3.46	-0.24	3.6	0	2.3	0	2.3	2.9	3.6	2.3	0	0	0	2.3	2.9	2.3	2.3	0	2.9	0	2.3
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-0.17	0.4	3.4	0	3.6	2.1	2.7	3.4	4.2	2.1	0	2.1	0	3.4	0	0	0	0	2.1	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-4.25	4.86	3.1	0	3.1	0	3.1	3.7	4.4	0	2.4	0	2.4	0	0	0	0	0	3.1	0	2.4
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-6.55	-4.45	2.2	0	3.7	0	0	3.5	2.9	2.2	0	3.2	0	2.9	0	2.9	0	0	0	0	2.9
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	4.5	8.26	3.9	0	0	3.7	0	3.9	0	2.4	0	2.4	0	2.4	0	0	0	0	2.4	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-6.15	-4.13	3.4	0	0	0	0	4	3.8	3.8	0	2.7	0	2.1	0	0	0	0	0	0	2.7
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	4.62	3.34	4.9	3.5	3.2	3.2	2.5	4.2	3.8	2.5	3.2	0	0	2.5	0	0	0	0	3.2	0	2.5
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	2.59	5.92	3.5	2	2	3.5	2	3.8	3.5	2	2	3.3	0	2.6	2	2.6	0	0	0	0	2
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	4.75	0.65	2.6	2.6	3.9	3.2	2.6	2.6	4.1	2.6	2.6	0	0	0	2.6	0	0	0	2.6	2.6	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	4.83	2.5	5	0	2.9	2.9	2.9	4.1	3.2	2.9	1.9	1.9	0	0	0	0	0	0	0	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	3.75	3.19	4.9	2	3.9	3.3	3	3.7	3.9	3.3	0	0	0	0	0	2	0	0	2.7	0	2
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	4.74	-1.99	3	0	0	3.3	0	3.3	3.3	2.3	0	0	0	0	3	0	0	0	3.6	0	3.3
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	1.37	-4.85	0	0	2.4	2.4	2.4	3.4	3	0	0	0	0	0	0	0	0	0	2.4	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-0.75	4.69	3	0	2	0	2	2	2.6	2.6	0	3	0	0	2	0	0	2	2	2.6	2.6
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	2.25	-2.77	2.9	0	2.9	2.3	2.3	3.8	3.3	0	0	2.9	0	0	3.6	0	0	0	3.8	0	0
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-5.01	4.37	2.6	0	3	0	2.6	3	3.2	0	1.6	2.2	2.2	1.6	2.2	0	2.2	0	3.6	1.6	3
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	2.22	-2.57	3.6	0	3.1	0	2.1	2.7	3.1	0	2.1	0	0	0	0	0	0	0	2.7	2.7	3.4
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-0.43	0.11	3.2	1.6	3.2	2.2	2.2	2.5	3.5	2.8	1.6	1.6	0	0	1.6	2.2	0	0	3.2	2.2	1.6
E8.25	E825_Somatic_mesoderm_B	Somatic_mesoderm_B	-4.34	-0.4	3.3	0	2.6	2.6	3.7	3.3	3.7	2.6	2.6	0	0	3.3	0	0	0	0	3.7	0	0
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	0.86	-1.08	2.4	0	1.8	3	0	3.4	2.7	2.4	0	3.2	0	1.8	0	0	0	0	3.6	0	2.7
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-3.75	-5.27	0	0	3	0	0	4	2.6	0	0	0	0	0	0	0	0	0	0	0	3.2
E8.25	E825_Somatic_mesoderm_A	Somatic_mesoderm_A	-1.43	1.57	2.7	2.7	2.7	2.4	2.4	3	3	0	1.5	0	0	0	1.5	0	0	0	3.2	0	2.4
