day	Anno	celltype	UMAP_1	UMAP_2	marker:Cdx4	marker:Epha5	marker:Hes3	up:Hes3	up:Nkx1-2	up:Hoxb9	up:Sox2	up:Foxb1	up:Nr6a1	down:T	down:Tbx6	down:Msx2	down:Mixl1	down:Mesp1	down:Hes7	down:Klf5	down:Snai1	down:Hand1
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.44	-3.39	0	0	0	0	4	0	0	0	2.5	4	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.24	1.63	0	0	0	0	2.8	0	3.2	0	3.2	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.76	1.66	3.7	2.8	3.7	3.7	4.2	3.2	0	0	2.2	2.8	0	0	0	0	3.2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.94	-3.93	0	0	3.3	3.3	3.4	0	1.8	1.8	3.3	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.54	2.46	0	0	2.2	2.2	2.8	0	0	0	2.2	4	0	0	0	0	0	2.2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.18	-1.22	3	0	2	2	3	0	2	0	3.5	2	2	0	0	0	2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.46	-1.49	3	3.3	0	0	3.6	3	1.8	0	3.4	3.8	0	0	0	0	3.6	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.01	3.67	1.7	0	0	0	2.7	2.7	0	1.7	3.4	1.7	0	0	0	0	3.2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.17	-0.84	1.9	2.5	0	0	4	2.5	0	0	3.7	2.5	0	0	0	0	3.4	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.01	-1.6	0	0	3.6	3.6	2.5	0	0	1.8	0	2.5	0	1.8	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.89	4.84	0	0	2.3	2.3	2.3	0	2.3	0	0	2.3	0	2.3	0	0	0	0	0	2.3
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.09	1.9	0	2.6	3.2	3.2	2.6	0	2	0	3.2	2	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.46	0.65	3.3	3.1	2.2	2.2	3.1	1.6	0	0	3.3	2.6	1.6	0	0	1.6	3.3	0	1.6	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.26	-3.39	0	0	3.6	3.6	2.4	0	2.8	2.4	2.8	0	0	0	0	0	0	0	1.8	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.55	-4.11	0	0	0	0	3.1	1.9	0	1.9	1.9	3.3	0	1.9	0	1.9	1.9	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.29	1.65	0	0	2	2	0	2	0	0	2.6	2	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.11	-2.09	1.9	0	0	0	3.2	2.9	1.9	0	3.2	3.6	1.9	0	0	0	1.9	2.6	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.99	-3.99	0	0	3.3	3.3	3.5	0	2	0	0	0	0	0	0	0	0	2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.49	3.84	1.9	2.9	0	0	2.6	0	0	0	3.8	0	0	1.9	0	0	1.9	1.9	0	1.9
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.76	0.72	2.7	1.7	2.7	2.7	3.6	3.2	2.3	2.7	2.3	3.2	0	0	0	0	2.3	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.31	-2.28	2.7	0	3.6	3.6	3.8	3.4	2.1	0	2.1	0	0	0	0	0	0	2.1	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.43	1.32	3.3	2	3	3	2.6	2.6	0	2	0	3.3	0	0	0	0	2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.77	-4.43	0	0	3.7	3.7	3.5	0	2	0	2	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.04	-2.8	1.9	1.9	3.3	3.3	2.5	3.1	0	0	1.9	2.8	1.9	0	0	0	0	1.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.91	0.09	0	0	1.8	1.8	3.6	1.8	2.8	3.1	1.8	3.3	0	0	0	0	1.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.13	-4.3	0	0	3.6	3.6	2.3	0	2.3	2.3	0	0	0	2.3	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.54	1.42	2.4	0	3	3	3.4	2.4	0	0	0	3.7	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.24	-0.26	0	0	0	0	3.5	0	2.3	0	0	2.3	0	0	0	0	1.7	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.8	-1.25	1.8	0	2.4	2.4	3.2	1.8	0	2.4	1.8	4.1	2.7	0	0	0	1.8	0	0	1.8
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.75	-0.51	0	0	1.6	1.6	3.5	0	2.5	0	2.1	3.6	1.6	0	0	0	2.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.63	-5.23	0	0	0	0	3.6	0	0	0	2.5	2.5	0	0	0	0	0	0	1.9	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.2	-0.58	3.2	0	0	0	3.2	2.8	2.8	0	3.2	4.1	0	0	0	0	2.1	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.05	-2.08	1.9	0	1.9	1.9	3.6	1.9	0	1.9	2.5	2.9	0	0	0	0	1.9	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.66	-1.31	3.1	2.9	1.9	1.9	3.4	0	2.5	3.5	2.5	0	0	0	0	0	1.9	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.34	0.25	0	0	2.4	2.4	3.5	0	0	0	0	0	1.8	0	0	0	0	0	1.8	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.18	-5.52	0	0	2.8	2.8	3.1	0	1.9	0	2.5	3.3	0	0	0	0	1.9	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.78	-5.34	0	0	3.1	3.1	3.4	0	2.7	2.1	2.1	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.6	-2.66	2.3	1.7	0	0	3.9	0	3	2.3	1.7	2.3	0	0	0	0	1.7	0	0	1.7
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.25	-2.36	0	2.2	2.6	2.6	3.3	1.6	2.6	0	2.9	0	0	1.6	0	0	1.6	1.6	1.6	1.6
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.86	0.96	0	2	3	3	2	0	2	2	0	0	0	0	0	0	0	0	0	2
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.7	1.74	1.8	0	2.4	2.4	3	0	0	0	2.8	0	0	0	0	0	2.4	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.9	-5.95	1.9	0	2.9	2.9	2.5	0	1.9	0	1.9	0	0	1.9	0	0	1.9	1.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.31	-2.58	2.8	3.5	2.2	2.2	3.7	3.8	0	0	3.8	2.8	0	0	0	0	2.8	0	2.2	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.73	-2.9	2	2	2.6	2.6	3	3	3	0	2	3.4	0	0	0	0	2	2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.08	-4.2	2.4	2.4	0	0	1.8	1.8	0	1.8	2.4	1.8	0	0	0	0	1.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.2	1.68	2.1	0	3.1	3.1	2.1	0	0	0	2.1	2.1	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.22	1.75	2.2	3.2	0	0	3.7	0	0	2.2	3.4	3.4	0	0	0	0	2.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.42	-4.96	0	0	1.8	1.8	3.8	0	1.8	0	2.8	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.65	1.74	3.6	2.9	0	0	3.4	2.5	1.9	0	3.2	1.9	0	0	0	0	1.9	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.45	0.41	3.2	0	1.9	1.9	1.9	2.9	0	1.9	1.9	4.1	1.9	0	0	0	1.9	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.67	-2.12	0	0	3.5	3.5	3.3	0	1.9	3.8	0	2.5	0	0	0	0	2.5	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.4	-0.37	3.3	0	3	3	2.8	2.1	1.6	0	2.8	2.8	0	1.6	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.05	0.51	2.5	2.2	1.6	1.6	3	3.2	2.2	2.2	2.8	2.5	1.6	1.6	0	0	2.8	0	1.6	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.23	0.77	3	3.2	1.8	1.8	3.6	1.8	0	0	3.2	3.9	0	0	2.8	0	1.8	0	0	1.8
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.93	-1.29	3.3	3	0	0	3.3	3	0	2.7	3.5	2	2	0	0	0	3.7	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.49	1.41	2.9	1.9	0	0	2.5	0	1.9	1.9	2.5	4.2	1.9	2.5	1.9	0	2.9	1.9	1.9	2.5
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.96	1.43	2	2	2.7	2.7	2.7	0	0	0	2.7	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.58	0.62	1.5	0	0	0	2.7	1.5	2.1	1.5	3	1.5	1.5	0	0	0	1.5	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.5	-1.65	0	2.5	2.5	2.5	2.5	2.5	2.5	0	0	2.5	0	0	0	0	0	2.5	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.73	-2.96	0	0	2.1	2.1	3.1	0	2.1	0	2.1	0	0	0	0	0	2.1	0	0	2.1
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.29	-3.09	0	3.3	2.6	2.6	4.3	0	2.6	3.7	2.6	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.55	-1.57	2.6	2.6	2	2	2	0	2	0	2	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.07	-0.8	2.6	0	1.7	1.7	4	0	0	2.9	2.3	4.6	1.7	0	0	0	2.6	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.96	-0.9	2	0	2	2	2.6	0	0	0	2	3.8	0	0	0	0	4	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.61	-0.98	0	2.9	1.9	1.9	3.6	1.9	0	1.9	3.4	2.5	0	0	0	0	3.6	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.52	1.1	3.2	0	0	0	2.7	1.7	0	0	1.7	4.3	1.7	0	0	0	2.7	2.7	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.38	-4.36	0	0	3.3	3.3	2.3	0	0	2.3	2.6	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.38	0.87	0	0	2.1	2.1	3.4	0	0	0	0	2.1	0	0	0	0	0	2.1	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.78	-4.4	1.7	0	2.9	2.9	3.1	1.7	0	0	3.3	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.14	-0.31	2.9	2.3	0	0	2.3	2.3	2.3	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.15	3.5	3.4	3.1	2.7	2.7	3.1	2.1	2.1	0	2.1	3.1	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.39	0.35	2.2	0	0	0	3.5	0	0	2.2	0	3.7	0	0	0	0	2.2	2.2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.71	-2.25	2.6	2.6	2.6	2.6	3.6	3.3	3.6	2.6	0	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.07	3.21	0	2.3	2.9	2.9	3.6	3.3	2.3	0	3.6	2.9	0	0	0	0	2.9	2.3	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.8	-4.47	0	0	3.6	3.6	3.6	0	2.4	1.8	2.4	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.2	1.49	0	2.1	0	0	2.1	0	0	0	2.1	3.4	2.1	0	0	0	2.8	0	2.1	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.83	1.44	2.1	2.1	2.1	2.1	3.6	0	2.1	2.1	2.1	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.05	1.22	2.5	0	0	0	1.9	1.9	2.5	1.9	1.9	2.5	1.9	0	0	0	1.9	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.95	-2.68	3.6	2.9	3.3	3.3	2.9	2.3	3.3	2.9	3.3	2.3	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-3.7	-2.23	3.5	0	0	0	4	0	2.2	2.8	3.2	4	0	0	0	0	2.8	0	0	0
E8.25	E825_NMP	NMP	-2.38	-3.26	3.1	2.9	2.9	2.9	3.1	3.1	0	1.9	2.5	2.9	0	0	0	0	2.5	1.9	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.66	-2.31	3.4	2.4	3.7	3.7	0	2.4	0	0	4.2	0	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.61	-2.42	2.2	0	2.9	2.9	2.2	0	0	0	3.3	0	0	0	0	0	0	0	2.2	0
E8.25	E825_NMP	NMP	-2.66	-1.18	3.1	3.1	3.1	3.1	2.5	3.1	0	0	2.5	2.5	0	0	0	0	3.3	0	0	0
E8.25	E825_NMP	NMP	-5.06	0.4	3.8	2.9	0	0	3.3	2.9	0	0	2.3	3.6	2.3	0	2.3	2.3	2.9	0	0	0
E8.25	E825_NMP	NMP	-3.43	1.1	4.9	2.1	3.4	3.4	2.8	2.8	2.1	2.8	0	4	2.1	0	0	0	2.1	0	0	2.1
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.7	-2.94	2.8	2.4	1.8	1.8	2.4	3	3.3	3	2.4	0	0	0	0	0	0	0	1.8	1.8
E8.25	E825_NMP	NMP	-3.08	2.49	4.4	2.8	0	0	0	2.1	0	0	2.1	3.6	0	0	0	0	3.1	0	0	0
E8.25	E825_NMP	NMP	-1.83	0.03	3.4	3.4	3.1	3.1	2.7	3.6	0	3.4	2.1	0	0	0	0	0	3.6	0	0	0
E8.25	E825_NMP	NMP	-0.93	2.29	4.3	2.2	0	0	2.8	2.8	2.2	0	3.2	0	2.2	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	2.19	-1.87	4.1	2.8	4.5	4.5	2.8	2.8	0	3.9	3.9	0	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.48	3.65	2.6	0	4.1	4.1	2.6	1.9	1.9	0	0	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-4.59	0.74	4.3	3.4	0	0	2.1	2.8	0	0	2.8	4	3.1	0	0	0	3.6	0	0	2.1
E8.25	E825_NMP	NMP	-3.07	1.35	4.9	3.9	3.3	3.3	2.7	2	0	2	2	2.7	2	0	0	0	3.3	0	0	0
E8.25	E825_NMP	NMP	-1.66	4.31	4.4	2.9	2.2	2.2	3.2	2.2	0	2.2	0	2.9	0	2.2	0	0	0	2.2	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.5	-2.79	0	3.2	2.2	2.2	0	0	3.5	3.9	0	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	1.54	0.86	2.8	2.2	2.8	2.8	3.5	2.2	2.8	2.2	2.8	0	0	0	0	0	3.2	0	0	2.2
E8.25	E825_NMP	NMP	-0.32	2.19	3.5	2.8	2.8	2.8	3.2	2.2	0	0	3.5	3.5	0	0	0	0	4.3	0	0	0
E8.25	E825_NMP	NMP	-1.35	1.15	4	3.6	3	3	3.4	0	0	0	0	3.4	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.43	-3.33	0	0	3.4	3.4	3.1	0	2.7	2.1	2.1	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-2.71	2.76	3.6	3.4	0	0	0	2.1	2.1	2.1	2.1	3.1	2.1	0	0	0	3.8	0	0	2.1
E8.25	E825_NMP	NMP	-3.61	0.39	4.2	3.6	1.8	1.8	1.8	3.1	2.4	2.4	0	2.8	0	0	0	0	2.8	0	0	0
E8.25	E825_NMP	NMP	-1.36	-2.46	3.5	4.1	0	0	0	3.9	2.8	0	0	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-3.3	1.18	3.6	3.1	3.9	3.9	1.8	2.4	2.4	2.8	1.8	1.8	0	0	0	0	1.8	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.44	-2.33	0	2.6	3.6	3.6	0	3.2	0	2.6	0	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	0.78	3.24	3.6	3.3	3.6	3.6	3.8	4	2.3	0	3.3	2.3	0	0	0	0	3.6	0	0	0
E8.25	E825_NMP	NMP	4.47	1.8	2.1	0	3.6	3.6	2.1	3.6	0	0	3.8	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-1.21	-0.6	3	3.3	3	3	2.6	2.6	2.6	0	2.6	0	0	0	0	0	3.5	0	0	0
E8.25	E825_NMP	NMP	-1.97	-0.55	4	0	3.1	3.1	2.8	3.4	0	2.1	3.6	0	2.1	0	0	0	3.4	0	0	0
E8.25	E825_NMP	NMP	-1.47	-1.01	3.6	3	2.3	2.3	3.9	2.3	0	0	3.4	2.3	0	0	0	0	2.3	0	0	0
E8.25	E825_NMP	NMP	-0.56	0.7	0	3.1	2.5	2.5	2.5	0	0	2.5	3.1	2.5	0	0	0	0	2.5	2.5	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.48	-2.66	0	0	4.5	4.5	0	0	3.5	3.1	2.5	0	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.14	-3.26	2.7	0	4	4	3.2	0	2.7	2.4	2.7	0	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.07	2.96	3.2	0	2.5	2.5	3.2	2.5	0	3.2	3.8	0	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.75	-3.14	3.1	0	4	4	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-5.15	0	3.8	3.5	2.5	2.5	2.9	3.1	0	2.5	3.1	4	0	0	0	0	4.4	0	0	0
E8.25	E825_NMP	NMP	-4.17	0.43	3.7	3.5	2.2	2.2	3.5	0	0	3.2	0	3.9	0	0	0	0	4.2	0	0	0
E8.25	E825_NMP	NMP	-3.71	0.92	2.9	2.9	0	0	2.9	3.3	0	0	2.2	2.2	2.2	0	0	2.9	3.5	0	0	0
E8.25	E825_NMP	NMP	-2.16	3.63	4	4	0	0	2.6	0	0	2.6	0	3.3	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	2.44	-0.06	2.8	3.2	0	0	3.7	3.7	2.8	3.8	3.2	3.2	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.69	-3.14	3.2	0	2.6	2.6	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-0.25	-1.98	2.5	4.5	3.6	3.6	3.6	3.6	3.2	0	0	3.6	0	0	0	0	0	2.5	0	0
E8.25	E825_NMP	NMP	-3.13	0.67	3.7	2.6	0	0	3.7	3	2	3	3.5	3	0	0	0	2	4.1	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.15	-3.09	4	0	3.1	3.1	3.1	3.1	3.1	0	2.4	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-0.65	0.19	4.2	3.4	3	3	0	3.7	0	3.7	0	0	0	0	0	0	3	0	0	0
E8.25	E825_NMP	NMP	2.79	-0.69	3.7	2.1	2.7	2.7	0	2.7	2.1	0	2.1	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-1.25	0.01	4.2	2.6	2.6	2.6	3.3	2.6	0	0	0	4	0	0	0	2.6	2.6	0	0	0
E8.25	E825_NMP	NMP	0.08	1.63	2.2	2.2	3.2	3.2	3.2	3.2	2.2	0	2.2	3.7	0	0	0	0	3.2	0	0	2.2
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.5	-1.68	2.7	0	2.7	2.7	2.7	0	2.7	2	3	2	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.71	-1.62	4.2	2.4	3.6	3.6	2.8	4	0	3.1	3.3	0	0	0	0	0	0	1.8	0	0
E8.25	E825_NMP	NMP	2.57	1.82	3.4	4	2.7	2.7	2.7	2.7	2.7	0	3.4	2.7	0	0	0	0	2.7	0	0	0
E8.25	E825_NMP	NMP	-2.33	-0.9	4.4	3.4	3.6	3.6	3.8	4.2	2.7	2.1	3.4	0	0	0	0	0	2.7	0	0	0
E8.25	E825_NMP	NMP	-0.92	3.87	4	3.1	3.8	3.8	3.6	2.1	0	2.1	3.4	3.1	2.1	0	2.1	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.77	-1.2	0	0	4.3	4.3	3.2	2.8	2.2	2.2	2.2	0	0	2.2	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-2.14	-0.82	4.2	2.3	3	3	0	3	2.3	2.3	3.3	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	3.6	-0.58	3.9	2.6	3.5	3.5	3.6	4.1	2.6	2.6	2	0	0	0	0	0	2	0	0	0
E8.25	E825_NMP	NMP	-3.63	-0.54	4.5	3.6	2.4	2.4	2.4	3.3	0	3.1	3.8	3.1	1.8	0	0	0	2.8	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.18	-2.22	4.1	3.2	3.9	3.9	4.1	3.2	3.2	0	3.9	0	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.13	-0.86	3.5	0	3.5	3.5	3.2	2.8	2.8	0	2.8	0	0	0	0	0	0	0	0	2.2
E8.25	E825_NMP	NMP	-1.31	-1.02	4.3	2.8	3.4	3.4	3.8	3.8	0	0	3.8	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-4.28	0	3.3	3.7	0	0	2.7	3.3	2	3	3.3	4.5	2	0	0	2	3.3	0	0	0
E8.25	E825_NMP	NMP	-5.48	1.72	4.4	3.9	0	0	3.1	3.1	0	2.4	3.7	3.6	0	0	0	1.8	4	0	0	0
E8.25	E825_NMP	NMP	-2.43	2.44	4.4	0	2.7	2.7	2.1	3.6	2.1	0	2.7	3.4	0	0	0	0	2.7	0	0	0
E8.25	E825_NMP	NMP	-1.69	-1.55	3.3	3.1	3.9	3.9	2.7	3.5	2.7	2	3.9	2.7	0	0	0	0	2	0	2	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.3	-3.27	2.9	3.1	2.9	2.9	0	2.9	2.9	1.7	3.4	1.7	0	0	0	0	1.7	0	1.7	0
E8.25	E825_NMP	NMP	-0.71	3.24	4.3	2.4	3.1	3.1	3.8	3.5	3.1	3.5	0	0	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.74	-2.78	2.8	2.8	3.2	3.2	2.8	3.5	2.2	2.8	2.8	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-0.36	-2.23	3.7	3	4.1	4.1	2.4	2.4	3	0	3	0	0	0	0	0	2.4	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.81	5.82	3.4	2.4	3	3	0	0	2.4	2.4	2.4	0	0	0	0	0	3.4	0	0	0
E8.25	E825_NMP	NMP	-0.53	3.23	2.6	3	2.6	2.6	3	2	0	2.6	3	2	0	0	0	0	3.3	0	0	0
E8.25	E825_NMP	NMP	-1.36	4.31	3.6	0	3.4	3.4	3.9	3.4	0	0	0	2.3	0	2.3	0	0	3.6	2.3	2.3	0
E8.25	E825_NMP	NMP	-3.02	2.69	4.2	3.3	0	0	3.3	2.3	0	0	0	4.1	0	2.3	0	2.3	3.8	0	0	0
E8.25	E825_NMP	NMP	1.92	-0.41	3.8	2.8	3.4	3.4	3.6	2.1	3.1	0	2.8	0	0	0	0	0	2.1	0	0	0
E8.25	E825_NMP	NMP	-2.65	-1.46	3.7	2.9	2.5	2.5	3.1	3.3	0	2.5	2.9	2.5	0	0	0	0	3.3	0	0	0
E8.25	E825_NMP	NMP	-0.37	-1.7	3.6	2.5	2.9	2.9	2.9	4.2	2.9	3.6	1.9	0	0	0	0	0	1.9	0	0	0
E8.25	E825_NMP	NMP	4.1	0.46	3.5	0	4.1	4.1	3.8	0	2.9	0	2.9	0	0	0	0	0	0	0	0	0
E8.25	E825_NMP	NMP	-0.79	1.97	3.7	0	4.1	4.1	3.4	2.4	0	3	0	3.4	0	0	0	0	0	0	0	0
E8.25	E825_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.36	-2.58	2.9	0	2.9	2.9	3.4	2.9	1.9	2.9	0	0	0	0	0	0	0	0	0	0
