day	Anno	celltype	UMAP_1	UMAP_2	marker:Cdx4	marker:Epha5	marker:Hes3	up:Hes3	up:Nkx1-2	up:Hoxb9	up:Sox2	up:Foxb1	up:Nr6a1	down:T	down:Tbx6	down:Msx2	down:Mixl1	down:Mesp1	down:Hes7	down:Klf5	down:Snai1	down:Hand1
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.99	-3.1	3.4	1.9	0	0	0	2.9	1.9	0	2.5	2.5	0	0	0	0	0	1.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.04	-3.61	0	0	4	4	2.3	2.3	2.3	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.21	-4.75	0	0	3.2	3.2	2.6	0	0	0	2.6	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.78	-0.25	3.9	3	3	3	2.3	3.6	0	3	0	4.3	0	0	0	0	4.2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.46	2.78	4.1	2.8	2.1	2.1	0	2.1	2.1	0	2.8	3.8	0	2.1	0	0	3.1	2.1	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.29	2.45	3.8	2.5	3.1	3.1	3.1	3.5	2.5	2.5	3.5	3.1	0	0	0	0	3.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.01	-2	3.7	3.1	0	0	3.5	2.4	0	0	2.4	3.1	0	0	0	0	3.1	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.05	1.65	3.2	0	2.5	2.5	3.2	0	0	0	0	0	0	0	0	0	2.5	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.5	1.19	3	0	0	0	3.7	2.4	0	0	3.4	2.4	0	0	0	0	2.4	2.4	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.04	0.44	3	0	2.3	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.95	3.33	3.8	2.6	2	2	2	3.8	2.6	2	3	0	0	0	0	0	2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.02	-3.79	2.7	2.7	0	0	3.3	0	0	0	3.3	0	0	0	0	0	2.7	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.55	-0.8	4.1	2.1	0	0	3.8	2.8	0	0	2.8	3.6	0	0	2.1	0	2.1	2.1	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.72	0	3.9	3.1	3.5	3.5	2	2.7	3.1	3.1	2.7	2	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.42	4.18	4.1	3.2	4.3	4.3	2.6	2.6	2.6	2.6	2.6	0	0	2.6	0	0	0	2.6	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.07	4.08	3.7	2.1	2.1	2.1	0	2.7	2.1	0	0	2.7	0	0	0	0	2.1	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.54	3.97	4.5	2.8	0	0	3.2	0	2.8	0	3.2	3.7	0	0	0	0	2.2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.14	2.27	3.2	3.2	3.9	3.9	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.56	-0.85	2.7	0	2.7	2.7	3.1	0	2.1	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.18	1.03	3.1	0	2.7	2.7	3.1	0	0	0	2.7	0	0	0	0	0	2.7	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.19	-2.81	0	0	2.9	2.9	2.9	0	0	0	2.9	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.02	1.93	3.8	2.3	0	0	2.3	2.3	0	2.3	0	3.3	0	0	0	0	0	2.3	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.55	0.86	3.7	0	4.4	4.4	3	2.4	0	0	2.4	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.86	0.81	2.4	2.4	3.9	3.9	3	0	0	2.4	2.4	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.24	-3.9	3.5	0	3.9	3.9	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.5	-5.29	2.1	0	0	0	2.7	0	2.7	0	2.1	0	0	2.1	0	0	2.1	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.38	-3.3	0	0	2.3	2.3	2.3	0	2.3	0	0	0	3	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.53	-0.01	2.5	2.5	2.5	2.5	3.2	2.5	0	0	2.5	3.2	0	0	0	0	2.5	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.37	1.31	3.7	2	3.9	3.9	3.3	3.3	0	0	2	3.3	0	0	0	0	3	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.37	-1.37	3.9	2.5	3.9	3.9	3.9	2.5	1.9	2.5	3.4	0	0	0	0	0	1.9	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.43	1.8	3.2	2.2	3.2	3.2	2.8	2.2	2.2	0	2.8	0	0	0	0	0	3.2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.07	-4.23	2.4	0	2.4	2.4	2.4	0	2.4	0	3.5	0	0	0	0	0	2.4	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0	-3.02	4.1	2.2	3.3	3.3	0	0	0	2.2	2.2	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.77	-4.67	2.3	2.3	2.9	2.9	0	0	2.3	2.3	2.9	0	0	0	0	0	0	2.3	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.82	-1.89	0	0	3	3	3.4	0	0	0	0	3.4	0	0	0	0	3.4	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.94	2.08	3.3	0	0	0	2.6	0	0	0	2.6	0	0	0	0	0	2.6	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.23	-0.65	0	2.1	2.8	2.8	2.8	0	0	2.1	0	2.1	0	0	0	0	2.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.17	-2.45	2.3	2.3	2.3	2.3	3.3	2.3	2.9	0	0	3.3	0	0	0	0	2.9	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.66	0.27	0	2.4	3.7	3.7	3	0	0	2.4	3	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.11	1.5	3	2.4	3	3	3.7	0	0	0	2.4	3.4	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.85	-3.81	2.7	0	2	2	2.7	0	0	2	3	3.9	0	0	0	0	0	2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.47	4.5	4.2	2.4	2.4	2.4	0	0	0	0	2.4	3.5	0	0	0	0	0	2.4	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.33	-3.98	2.7	0	2.7	2.7	2.7	0	0	0	2.7	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.51	-1.69	3.5	0	2.2	2.2	3.5	3.2	0	2.2	3.5	3.7	0	0	0	0	3.5	0	0	2.2
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.48	1.28	3.1	2.1	2.7	2.7	3.8	2.1	0	0	0	2.1	0	0	0	0	3.1	0	2.1	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.48	0.25	0	0	2.4	2.4	2.4	0	0	0	0	0	0	0	0	0	0	2.4	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.18	1.57	4.6	3.3	2.9	2.9	2.3	2.9	0	0	2.3	2.3	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.77	-1.82	4	3.5	3.1	3.1	3.7	3.7	0	3.1	2.4	0	0	2.4	0	0	2.4	0	2.4	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.14	-0.08	0	0	3	3	3.9	0	2.3	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.21	0.04	0	0	2.6	2.6	3.3	2	0	0	2	2	0	0	0	0	0	2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.53	0.72	0	0	0	0	2.4	0	0	0	0	4	0	0	0	0	2.4	2.4	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.58	-1.13	3.3	0	0	0	2.3	0	2.3	0	2.3	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.06	1.19	0	2.9	0	0	0	2.9	2.9	0	2.9	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.65	1.97	3.3	0	3	3	3.6	2.3	3	2.3	0	3	0	0	0	2.3	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.72	1.86	2.6	2.6	3.6	3.6	4.1	0	0	0	3.6	3.2	2.6	0	0	0	2.6	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.54	4.28	3.1	2.4	3.1	3.1	0	2.4	0	2.4	3.1	3.5	0	0	0	2.4	0	0	0	3.1
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.25	0.18	3.1	0	3.1	3.1	3.5	0	2.5	2.9	1.9	2.9	0	1.9	0	0	0	0	0	1.9
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.11	-4.68	2	0	3	3	3.8	2	2	2.6	3	3.3	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.37	1.43	3.3	0	0	0	3.3	3.3	0	2.3	0	2.3	0	0	0	0	4.1	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.51	-2.03	3.2	0	2.8	2.8	3.9	2.2	0	2.2	0	0	0	0	0	0	0	0	0	2.2
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.44	2.87	4.2	3.3	2.3	2.3	3.3	0	0	0	2.3	3.3	0	0	0	0	2.9	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.24	-3.6	2.9	0	0	0	2.9	0	3.6	0	2.3	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.94	-3.13	0	2.1	3.4	3.4	0	0	2.1	2.1	0	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.73	1.13	3.8	4.7	3.4	3.4	3.8	0	0	0	3.8	2.7	2.7	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.18	0.16	0	2.1	2.7	2.7	3.1	2.1	3.1	0	2.7	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.75	-3.02	2.1	0	2.7	2.7	2.7	0	2.1	0	2.1	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.74	-4.73	0	0	3.4	3.4	2.6	0	2.6	0	1.9	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.05	1.42	0	2.1	3.1	3.1	3.6	2.1	0	0	2.1	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.91	-2.48	3.1	2.1	3.1	3.1	3.4	3.9	0	0	3.4	2.1	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.53	1.17	4.9	3.2	2.9	2.9	2.2	3.2	0	2.9	0	4.1	0	0	0	0	3.2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.4	0.46	0	0	3.7	3.7	3.4	0	0	0	3	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.86	0.51	4.3	2.5	0	0	2.5	3.1	0	3.1	3.1	0	0	0	0	0	3.1	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.07	-2.83	3.2	2.2	3.9	3.9	2.8	3.2	0	0	2.2	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.02	-3.6	2.9	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.36	-2.2	3.1	0	2	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.22	2.06	0	0	0	0	2.2	2.8	0	0	2.2	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.97	-2.54	2.4	3.1	2.4	2.4	3.1	3.1	3.7	0	2.4	2.4	0	0	0	0	3.7	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.09	-3.55	3.6	0	0	0	2.9	3.6	2.2	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.39	-4.56	2	0	3.8	3.8	2.6	0	2	0	2	0	0	0	0	0	0	0	0	2
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.6	-1.06	2.5	2.5	2.5	2.5	3.8	3.2	0	0	3.2	2.5	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.57	-2.98	4	3.9	0	0	4.1	3.1	2.1	0	3.6	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.39	3.68	2.5	1.9	2.9	2.9	1.9	2.5	0	0	0	1.9	0	0	0	0	0	1.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.32	-5.37	0	0	1.9	1.9	2.9	0	0	2.6	3.2	0	1.9	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.41	0.61	2.9	2.3	2.3	2.3	3.6	2.3	0	2.9	2.9	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.63	3.32	0	0	2.2	2.2	2.8	0	0	0	2.2	2.2	0	0	0	0	0	0	0	2.2
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.88	-4.82	0	0	2.3	2.3	3.3	0	1.7	2.3	3	0	0	0	0	0	0	0	1.7	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.74	-2.55	0	0	3.3	3.3	2.7	2.7	0	0	2.7	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.07	-1.81	2.3	0	0	0	3.4	0	0	3	0	3	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.78	1.73	0	0	0	0	3.3	2	2	0	2	0	0	2	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.28	1.88	0	0	0	0	4.2	0	2.3	0	2.3	2.3	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.89	1.09	0	0	0	0	3.8	0	2.3	0	0	3.6	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.86	-1.14	3.1	0	2.5	2.5	0	0	2.5	0	2.8	3.1	0	0	0	0	1.8	1.8	0	1.8
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.6	-1.94	0	0	2.5	2.5	4.7	0	0	0	0	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.61	3.92	3.3	0	2.7	2.7	2.7	0	0	0	3.1	2	0	0	0	0	2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.17	-1.22	0	0	3.5	3.5	3.8	0	2	0	3	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.68	-2.25	0	0	2.3	2.3	3.3	0	2.3	2.3	2.3	0	0	0	0	0	0	0	0	2.3
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.87	-5.85	0	0	0	0	2.5	0	1.8	0	1.8	0	0	1.8	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.26	5.16	2	0	2.6	2.6	2	2	0	0	2.6	0	0	2	0	0	0	2.6	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.18	-1.03	2.2	0	0	0	3.2	2.2	0	2.2	0	2.2	0	0	0	0	3.5	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.04	-1.51	2	0	0	0	3	0	0	0	2.6	4.3	2.6	0	2	0	2.6	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.93	4.81	0	0	0	0	2.5	2.5	2.5	0	0	2.5	0	0	0	0	0	2.5	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.05	-5.03	0	0	0	0	3.1	0	3.1	1.8	0	1.8	0	0	0	0	0	1.8	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.84	0.54	3.2	2.2	2.2	2.2	2.2	2.2	0	0	0	0	0	0	0	0	2.8	2.2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.55	-1.43	0	0	2.2	2.2	3.7	0	2.2	0	2.8	2.2	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.54	0.04	2.6	2.6	3	3	2	0	0	3	3	2	0	0	0	0	2.6	2	2	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.84	4.52	2.4	0	0	0	3.9	0	0	0	3	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.41	0.66	3.4	0	0	0	4.1	0	0	2.7	2.7	3.8	0	0	0	0	2.7	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.8	0.59	1.9	1.9	2.9	2.9	4.1	1.9	0	1.9	2.9	1.9	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.08	-1.05	2.9	2.5	1.9	1.9	4	0	0	2.5	2.9	4.3	1.9	0	0	0	3.4	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.05	-1.31	2.6	2	0	0	3.3	2	0	0	3.3	4	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.52	1.16	0	2.2	3.4	3.4	3.4	0	2.2	2.2	2.8	3.2	0	0	0	0	2.2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.64	1.96	3	0	3	3	3.4	0	0	0	3.7	2.4	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.33	2.2	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	2.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.29	-2.14	2.6	0	1.9	1.9	3.8	0	1.9	0	0	0	0	0	0	0	2.9	1.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.14	-5.37	0	0	4.1	4.1	2.1	0	2.1	0	2.8	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.86	0.43	3.1	2.4	0	0	3.1	3.5	0	0	2.4	2.4	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.7	-0.22	3.5	0	0	0	2.5	2.9	2.5	0	2.5	3.1	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.32	-2.85	3.8	0	3.5	3.5	0	2.8	2.8	0	3.8	0	0	0	0	0	0	2.8	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.77	0.85	0	0	2.8	2.8	4.4	0	0	0	0	4.2	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.86	-0.84	0	2.7	0	0	4	2.7	2.7	2.7	2.7	2.7	0	0	0	0	3.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.27	3.66	0	2.4	2.4	2.4	3.4	0	0	0	3.4	0	0	3	0	0	2.4	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.38	3.75	0	0	0	0	2.5	2.5	0	0	2.5	2.5	0	0	0	0	2.5	2.5	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.77	2.71	0	0	2.3	2.3	2.3	0	2.3	0	0	2.9	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.64	2.32	0	0	0	0	3.9	0	2.4	0	2.4	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.49	4.92	0	2	2	2	2	2	0	0	2.6	3.3	0	2	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.01	4.22	3.4	2.5	1.9	1.9	2.9	3.4	0	0	1.9	3.4	0	2.9	0	0	1.9	1.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.94	2.58	0	0	2.9	2.9	3.5	0	2.9	0	2.9	0	0	0	0	0	2.2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.17	0.55	0	2.1	2.7	2.7	2.7	0	0	0	0	2.1	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.31	2.67	0	0	0	0	2.3	2.3	2.3	2.3	2.3	2.3	0	0	0	0	3.3	2.3	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.53	1.37	0	0	2.9	2.9	2.3	3.3	0	2.3	2.9	3.3	0	0	0	0	2.3	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.76	2.84	0	0	0	0	4	2.1	0	2.1	2.1	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.04	0.59	0	0	3	3	3.3	0	2	3	0	2	0	0	0	0	2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.85	-2.07	0	0	4	4	2.1	0	2.1	0	0	0	0	0	2.1	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.88	2.79	2.5	2.5	2.5	2.5	3.1	0	0	0	3.8	2.5	0	0	0	0	3.1	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.82	-1.42	0	3.4	3.2	3.2	3.2	2.8	0	0	2.8	3.4	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.98	3.57	2.8	0	3.2	3.2	3.7	2.8	0	0	2.8	2.8	0	0	0	0	3.7	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.5	-3.74	0	2.1	2.1	2.1	3.9	2.1	0	2.1	3.4	2.1	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.15	-1.11	3.4	2.4	3	3	0	3.4	2.4	2.4	3.4	3	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.52	-1.61	2.6	0	0	0	2	0	0	2.6	0	4.4	0	0	0	0	2.6	2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.6	2.81	2.2	0	0	0	3.5	2.8	3.2	0	0	3.7	0	0	0	0	2.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.19	-1.6	0	1.7	2.3	2.3	3.2	0	1.7	0	1.7	3.2	1.7	0	0	0	2.7	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.67	2.41	0	2.1	3.1	3.1	2.7	0	2.7	3.1	2.7	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.14	-0.86	0	1.8	0	0	3.2	0	0	2.4	3.4	1.8	0	0	0	0	1.8	1.8	1.8	1.8
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.41	-1.43	1.7	0	0	0	2.9	0	2.3	0	2.9	4.3	0	0	0	1.7	3.1	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.75	-1.1	2	2	2	2	2.6	2.6	0	0	3.3	3.8	0	0	0	0	3.8	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.68	1.4	3.1	3.1	0	0	2.1	2.7	0	2.1	0	4.3	0	2.1	0	0	2.7	2.1	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.99	-1.07	0	0	0	0	3.8	0	0	1.8	2.4	4.2	1.8	0	2.8	0	2.4	1.8	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2	2.72	2.1	0	2.8	2.8	3.4	2.8	0	0	2.1	3.1	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.02	0.73	2.7	0	0	0	3.5	0	2	0	2.7	2	0	0	0	0	2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.52	-1.81	2.9	2.3	1.7	1.7	3.1	1.7	0	0	2.6	0	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.89	1.12	2.1	0	0	0	3.6	0	2.1	0	0	3.6	0	0	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.62	4.63	0	0	0	0	2.3	3.6	0	0	2.9	0	0	0	0	0	3.3	3.3	0	0
