day	Anno	celltype	UMAP_1	UMAP_2	marker:T	marker:Noto	up:Foxj1	up:T	up:Noto	up:Jund	up:Mterf4	up:Meox1	up:Rfx3	up:Ebf1	up:Rfx2	up:Dmrtb1	down:Sox17	down:Gsc	down:Lhx1	down:Gata6	down:Otx2	down:Pa2g4	down:Hhex	down:Zfp706
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-4.16	0.11	0	0	0	0	0	3.3	1.6	0	0	0	0	0	5.1	3.5	3.1	2.2	3.3	4.1	2.9	4.5
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	6	2.21	2.8	2.2	3.9	2.8	2.2	3.5	0	0	0	0	0	0	0	2.2	3.2	0	2.2	3.7	0	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-6.18	0.35	1.9	0	0	1.9	0	3.2	0	0	0	0	0	0	5.3	1.9	3.2	2.9	3.4	4.6	4	4.1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.81	1.97	2.4	0	0	2.4	0	0	0	0	0	0	0	0	4	3.8	3.1	2.4	1.8	4.2	2.4	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	6.33	2.2	2	2	3.7	2	2	3.5	2.6	0	0	0	0	0	0	0	0	0	3	4	2	3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.84	0.87	2.7	0	0	2.7	0	3.3	0	0	0	0	0	0	2.1	3.3	2.7	0	3.7	3.6	3.1	4.2
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.93	-1.54	3.6	0	0	3.6	0	2.6	2	0	2	0	0	0	0	3.8	2.6	0	3	4	2	3.5
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.52	-2.15	3	0	0	3	0	2.5	1.5	0	0	0	0	0	0	3.6	3.7	0	3.3	4.7	2.5	3.5
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.88	1.99	2.8	0	0	2.8	0	3.5	0	0	0	0	0	0	3.7	4.3	3.5	2.2	3.7	4.3	3.5	3.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.94	-1.26	2.8	0	0	2.8	0	2.8	2.4	0	1.8	0	0	0	2.4	2.4	3.3	2.8	2.4	4.6	2.8	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.48	0.75	3.8	0	2.5	3.8	0	3.1	0	0	0	0	0	0	0	2.5	3.1	0	2.5	3.8	0	4.3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.46	-0.59	2.6	0	0	2.6	0	0	0	0	0	0	0	0	4.5	4.2	3.5	3.1	3.1	4.2	3.4	3.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-5.32	0.3	0	0	0	0	0	3.1	2.5	0	0	0	0	0	5.3	0	3.5	2.5	3.1	4.5	3.8	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.07	0.72	1.8	0	0	1.8	0	1.8	1.8	0	0	0	0	0	4	3.3	3.5	3.3	2.8	4.4	2.8	4.1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.83	-1	2.4	0	0	2.4	0	1.8	0	0	0	0	0	0	4.7	2.8	4.1	2.8	2.4	3.8	2.8	3.6
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.5	-0.22	0	0	0	0	0	2.1	0	0	0	0	0	0	4.2	4	3.6	2.1	2.1	4.3	2.8	3.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.14	0.03	3.8	0	2.6	3.8	0	3	0	0	0	0	0	0	2	4	3.8	2.6	2	3.8	3.8	3.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.34	3.58	4.4	0	0	4.4	0	3.9	0	0	0	0	0	0	0	3.5	3.9	0	4.2	0	4.4	2.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-4.03	1.74	0	0	0	0	0	2.3	1.7	0	0	0	0	0	4.2	3.1	2.9	2.7	2.9	4.1	3.6	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	2.47	0.26	0	0	0	0	0	3.7	0	0	0	0	0	0	0	3.7	3.4	0	3.1	4.1	3.1	3.7
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-6.62	3.54	4	0	0	4	0	2.8	0	0	0	0	0	0	2.6	3.6	3.4	1.6	1.6	4	3.4	3.2
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	5.57	2.26	2.6	0	3.6	2.6	0	3.6	2.9	0	0	0	0	0	0	1.9	0	0	0	3.6	0	4.1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.5	2.34	2	0	0	2	0	2.6	0	0	0	0	0	0	4.7	3.3	3.3	2	3	4.1	3.3	3.5
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-5.09	4.35	0	0	0	0	0	0	0	0	0	0	0	0	3.6	1.8	2.4	0	1.8	4.6	0	3.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.27	-1.97	3.5	0	0	3.5	0	2.9	0	0	0	0	0	0	4	1.9	2.9	0	2.5	4.4	3.2	3.7
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-4.85	-0.2	0	0	0	0	0	0	0	0	0	0	0	0	5.8	2.6	0	3.7	3.3	4	2.6	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	6.96	2	0	0	3.1	0	0	3.1	0	0	0	0	0	0	0	0	0	0	2.8	3.8	0	3.6
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.75	2.98	0	0	0	0	0	2	0	0	0	0	0	0	4.5	3.5	3.9	2.6	2.6	4	3	3.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.37	-3.03	3.2	0	1.6	3.2	0	1.6	0	0	0	0	0	0	2.8	1.6	3	0	2.6	3.6	2.2	3.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.33	-1.09	0	0	0	0	0	0	0	0	0	0	0	0	4.7	3.5	2.6	2	4.1	3.5	2.6	4.3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.05	-5.87	2.2	0	0	2.2	0	1.9	1.3	0	0	0	0	0	0	3.3	3.8	1.3	3.3	4.2	0	3.7
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.74	-1.79	2	0	0	2	0	3	0	0	0	0	0	0	0	3.2	3.8	2.6	0	4.6	2	4.3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.12	-2.57	0	0	0	0	0	2.3	0	0	0	0	0	0	0	3.6	0	0	0	4.1	0	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.79	-2.65	2.9	0	0	2.9	0	1.9	1.9	0	0	0	0	0	0	4	3.2	1.9	1.9	4.3	1.9	4.4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.8	-4.4	3.7	0	0	3.7	0	0	0	0	0	0	0	0	2.5	3.7	3.6	1.9	3.2	4.1	2.9	3.2
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.37	2.71	1.8	0	0	1.8	0	2.4	0	0	0	0	0	0	4.8	3	3.9	2.8	2.4	4.1	3	4.2
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.24	-0.3	1.9	1.9	0	1.9	1.9	2.5	1.9	0	0	0	0	0	0	3.9	3.7	0	3.2	4.5	3.2	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.48	2.08	2.3	0	0	2.3	0	2.3	0	0	0	0	0	0	4.9	0	4.2	3.3	2.9	4.1	2.9	4.2
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.74	2.43	0	2	3	0	2	2.6	0	0	0	0	0	0	0	3	2	0	3	3.8	2.6	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.21	-1.5	2.7	0	0	2.7	0	3.4	0	0	0	0	0	0	0	2.7	0	2.1	3.6	4.2	2.1	3.6
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.81	2.63	1.9	1.9	0	1.9	1.9	0	0	0	0	0	0	0	4.2	2.6	3.4	1.9	1.9	4.7	3.2	3.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.01	0	2	0	0	2	0	2	0	0	0	0	0	0	4.5	4	4	3.3	3.3	4	2.7	3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.45	-0.86	2.8	0	0	2.8	0	3.4	1.8	0	0	0	0	0	2.8	3.8	2.4	2.8	3.6	4	3.4	3.7
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.51	0.98	3.4	0	0	3.4	0	0	0	0	0	0	0	0	3.9	3.6	2.7	2.7	4.1	4.7	2.7	3.7
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.94	0.08	0	0	0	0	0	1.7	1.7	0	0	0	0	0	5.2	2.2	4.6	2.9	3.3	4.4	1.7	4.1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.76	-1.71	2.5	0	2.5	2.5	0	0	0	0	1.9	0	0	0	0	4.1	4.1	2.5	3.6	3.4	3.7	3.2
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.39	-2.97	2.3	0	0	2.3	0	1.7	0	0	0	0	0	0	2.3	3.6	3.5	2.3	4	3.8	3.2	4.4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	6.7	3.29	0	0	3.4	0	0	2.8	2.1	0	0	2.1	0	0	0	0	0	0	2.8	3.7	0	4.1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	2.62	2.44	3.3	0	0	3.3	0	2.9	1.7	0	1.7	0	0	0	0	4.2	3.6	1.7	3.1	4	3.1	3.5
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.73	1.62	2.5	0	0	2.5	0	0	0	0	0	0	0	0	0	3.1	3.1	0	0	4.3	3.1	3.5
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.98	-2.86	0	0	0	0	0	2.8	0	0	0	0	0	0	0	2.8	4.1	2.8	3.5	3.5	0	2.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.17	1.99	0	0	0	0	0	1.9	1.9	0	2.6	0	0	0	5.3	3.4	3.6	3.4	3.2	3.6	1.9	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.85	2.67	0	0	0	0	0	2.1	0	0	0	0	0	0	5.3	2.7	3.4	3.6	2.7	4.2	2.1	4.3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.41	-2.37	2.9	1.9	0	2.9	1.9	0	1.9	0	0	0	0	0	0	3.2	4.1	3.7	0	4.2	1.9	4.1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.96	1.33	3	0	0	3	0	2.6	2	0	0	0	0	0	0	4	4.3	2.6	3.7	4.2	4.2	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.91	-3	3.1	0	0	3.1	0	3.1	0	0	0	0	0	0	0	2.8	2.1	3.1	2.8	4.1	2.1	3.4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.55	-4.95	2.1	0	0	2.1	0	3.4	2.1	0	0	0	0	0	0	2.7	0	2.1	0	3.9	0	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.6	0.33	0	0	0	0	0	0	0	0	0	0	0	0	4.5	3.8	3.2	2.5	2.5	4.2	2.5	4.4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.93	2.54	2.2	0	4.1	2.2	0	2.2	0	0	0	0	0	0	0	3.3	0	2.2	2.9	3.8	2.2	3.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.77	-5.59	0	0	0	0	0	2.1	0	0	0	0	0	0	4.4	3.4	3.4	2.7	2.7	4.4	2.7	3.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-5.86	2.19	0	0	0	0	0	1.8	0	0	0	0	0	0	5.1	0	3.2	2.4	3	4.3	2.4	4.2
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.61	2.14	2.9	0	0	2.9	0	3.3	0	0	0	0	0	0	4.2	3.9	2.9	3.5	4.1	4.4	3.3	3.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.26	0.69	2.5	0	0	2.5	0	2.8	1.6	0	0	0	0	0	2.8	3	4.2	2.5	3.3	4	3.3	3.7
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-5.85	-0.97	2.9	0	0	2.9	0	2.6	1.6	0	0	0	0	0	3.3	3.1	3.8	2.9	3.1	4.1	2.2	3.3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.63	1.78	3.4	0	0	3.4	0	2.1	0	0	0	0	0	0	4.9	3.8	4.4	2.1	2.7	3.8	2.7	3.4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	6.2	1.82	0	2.5	3.5	0	2.5	3.8	0	0	2.5	0	0	0	0	0	0	0	0	3.8	0	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	5.13	4.18	4.2	3.5	3.8	4.2	3.5	3.2	1.7	1.7	0	0	0	0	0	2.3	2.3	0	0	3.8	2.3	3.2
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.34	-1.12	2.6	0	0	2.6	0	0	1.7	0	0	1.7	0	0	4.1	3.9	3.8	2.6	2.9	4.2	2.9	3.3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-5.57	0.85	1.9	0	0	1.9	0	2.6	0	0	0	0	0	0	4.5	3.4	3.6	2.9	2.9	4.3	4	4.1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	5.07	2.66	3.4	0	3.8	3.4	0	1.9	0	1.9	1.9	0	0	0	0	2.9	2.5	0	0	4.4	0	2.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	5.29	-0.25	3.2	0	1.9	3.2	0	2.6	0	0	0	0	1.9	0	0	3.6	1.9	0	0	4.4	2.9	3.6
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.93	-0.71	0	0	0	0	0	2.1	0	0	0	0	0	0	5.2	2.7	3.9	0	2.7	4.3	2.7	4.3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.06	0.67	2.8	0	0	2.8	0	2.8	0	0	0	0	0	0	0	3.2	4.5	2.2	3.2	4.1	3.5	4.7
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.71	1.88	3	0	0	3	0	2	0	0	0	0	0	0	2	3.2	3.2	0	2.6	3.9	3.2	3.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.24	0.77	0	0	0	0	0	2.9	0	0	1.9	0	0	0	2.9	3.9	2.9	2.5	1.9	4.3	3.7	3.7
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.39	1.71	3.1	0	0	3.1	0	2.7	2.1	0	0	0	0	0	3.4	4.1	3.6	2.1	3.4	3.8	3.1	2.1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.61	-0.09	0	0	0	0	0	0	0	0	0	0	0	0	5.1	3.6	3.8	3.4	4.3	3.6	3.8	3.6
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.55	-2.27	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	3.6	2.1	3.8	3.9	2.1	3.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.26	-6.28	0	0	0	0	0	2.8	0	0	0	0	0	0	0	1.4	2	0	2.4	4.4	0	4.1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.23	-2.33	2.5	0	0	2.5	0	2.8	0	0	0	0	0	0	0	3.3	2.8	1.8	2.5	4.3	3.3	3.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	2.12	0.59	2.6	0	0	2.6	0	0	0	0	0	0	0	0	0	3.3	3.3	0	3.3	4.4	0	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.62	-3.62	1.6	0	0	1.6	0	2.2	0	0	0	0	0	0	2.8	1.6	2.8	1.6	2.6	4.4	1.6	4.3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-4.3	1.11	0	0	0	0	0	3.3	0	0	0	0	0	0	5.2	2.8	3.2	3	2.8	4.2	2.8	3.6
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.34	1.74	1.9	0	0	1.9	0	0	0	0	0	0	0	0	4.4	3.2	3.4	3.6	3.4	3.4	3.4	3.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	5.03	-2.27	0	0	0	0	0	2.9	1.9	0	0	0	0	0	0	3.3	1.9	0	3.8	3.3	1.9	2.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-6.3	3.95	3.4	0	0	3.4	0	3.2	0	0	0	0	0	0	4.5	2.1	2.5	1.6	2.1	4.2	1.6	3.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.84	-2.48	2.8	1.6	2.5	2.8	1.6	2.5	0	0	0	0	0	0	4.1	3	3.7	1.6	2.1	3.7	2.1	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.4	-0.33	1.8	0	0	1.8	0	1.8	1.8	0	0	0	0	0	4.8	3.4	3.8	2.4	3	3.6	3.4	4.1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.21	-3.77	3.1	0	0	3.1	0	2.5	0	0	0	0	0	0	2.9	2.9	4.2	2.5	3.1	4.7	2.9	3.3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.6	-5.12	0	0	0	0	0	2.4	0	0	0	0	0	0	0	3.7	4	1.4	2.6	4.4	1.4	3.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.77	-3.16	1.8	0	0	1.8	0	1.8	1.8	0	0	0	0	0	2.4	4	4.1	1.8	2.4	4.6	1.8	3.4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.28	-1.19	3.2	1.7	0	3.2	1.7	2.3	0	0	0	0	0	0	0	3.4	3	1.7	2.7	4.4	2.7	3.5
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	6.05	1.43	2.2	2.6	2.6	2.2	2.6	3.3	1.6	0	1.6	0	0	0	0	1.6	0	0	1.6	4.2	0	3.7
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	2.32	-0.55	1.9	0	2.5	1.9	0	0	0	0	0	0	0	0	0	4	3.7	0	3.4	3.9	2.5	3.7
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	2.55	0.23	2.7	0	0	2.7	0	2.7	2.1	0	0	0	0	0	0	3.7	4	2.1	2.7	3.6	3.1	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.13	-0.43	3	0	0	3	0	2	0	0	0	0	0	0	5.3	3.2	3.8	4.1	3.9	3.4	4.1	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.26	1.23	3.2	0	0	3.2	0	2.6	0	0	0	0	0	0	3.8	3.6	4	2	2.6	4.6	3.6	4.3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.31	0.45	3.1	1.9	0	3.1	1.9	3.3	2.5	0	1.9	0	0	0	3.1	4	4.3	0	3.8	4.1	4.3	3.5
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	2.9	-1.53	3.3	0	2	3.3	0	2.7	0	0	0	0	0	0	2.7	3	2.7	0	3	4.5	3.3	4.1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.81	-2.89	3	0	0	3	0	3.2	2	0	0	0	0	0	3.5	3	3.8	3	2.6	3.6	2	3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.82	1.29	4.2	0	0	4.2	0	2.5	2.5	0	2.5	0	0	0	0	2.5	4.5	2.5	2.5	3.1	3.8	3.5
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-4.84	4.02	1.9	0	0	1.9	0	1.9	0	0	0	0	0	0	4.2	2.9	2.9	2.5	2.5	4.3	1.9	4.4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.73	0.43	0	0	0	0	0	1.8	1.8	0	0	0	0	0	4.5	3.5	3.3	2.4	3.5	4.1	3.1	3.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.93	-2.7	0	0	1.8	0	0	2.5	0	0	0	0	0	0	1.8	4.5	4	3.1	2.8	4.4	1.8	4.1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.49	-0.85	2.8	0	0	2.8	0	2.4	0	0	0	0	0	0	3.6	2.8	4.4	1.8	3.8	4.1	2.8	3.3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.92	4.67	4.1	3.2	3.9	4.1	3.2	3.2	0	2.5	0	2.5	0	0	0	0	1.9	0	1.9	3.4	0	3.6
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	6.03	2.37	1.9	1.9	1.9	1.9	1.9	2.9	2.6	0	0	0	1.9	0	0	0	1.9	0	0	4.3	0	3.2
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.78	0.19	4	0	0	4	0	2.3	1.9	0	0	0	0	0	1.3	3	3.2	2.3	3.3	4.2	2.7	4.1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.83	-4.7	0	0	0	0	0	3.6	0	0	0	0	0	0	0	2.5	2.5	2.5	2.5	4	2.9	3.7
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.43	3.59	2.8	0	0	2.8	0	2.1	2.1	0	0	0	0	0	4.2	2.1	4.3	2.8	2.1	4.1	0	3.4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.12	2.12	2.5	0	0	2.5	0	2.5	1.9	0	0	0	0	0	5.3	3.6	3.2	2.9	1.9	4.1	1.9	3.4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.27	-1.87	2.4	0	0	2.4	0	3.5	0	0	0	0	0	0	3.9	3.8	4	1.8	4	3.9	2.4	3.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-6.2	2.64	0	0	0	0	0	2.4	0	0	0	0	0	0	4.8	3.5	2.4	2.4	0	5	2.4	3.5
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.7	-1.28	1.5	0	0	1.5	0	0	1.5	0	0	1.5	0	0	2.4	2.4	2.4	2.4	1.5	4.7	1.5	3.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-5.39	-1.3	2.1	0	0	2.1	0	2.1	2.5	0	0	0	0	0	3.3	2.8	3.6	3	2.5	3.8	2.5	3.3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.66	0.63	0	0	0	0	0	0	1.8	0	0	0	0	0	4.6	4.1	3.3	2.4	2.4	4	1.8	4.4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.74	-0.86	0	0	0	0	0	1.8	0	0	0	0	0	0	5.1	3.9	3.7	2.8	2.8	4	3.9	3.5
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.69	2.25	4.3	0	2.3	4.3	0	3.2	1.7	1.7	0	0	0	0	0	3.3	3.5	2.7	2.7	3.5	2.7	3
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.24	1.15	2	0	0	2	0	2.7	0	0	0	0	0	0	4.1	3.7	4.2	0	2	4.1	3.7	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.96	1.72	1.9	0	0	1.9	0	4.3	1.9	0	0	0	0	0	5.4	3.2	2.5	2.5	2.5	3.6	3.2	3.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-1.76	-1.75	2.9	0	0	2.9	0	2.2	0	0	0	0	0	0	3.7	3.9	3.5	1.3	2.9	4.2	2.2	3.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.7	-1.62	3.3	0	1.4	3.3	0	2.8	0	0	0	0	0	0	4.3	3.4	4	2.8	3	3.9	2.8	3.2
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.34	-2.83	2.8	0	0	2.8	0	2.6	0	0	0	0	0	0	2.2	3.6	3.6	1.6	3	4.6	2.8	3.7
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	1.46	-0.47	2.9	0	0	2.9	0	2.2	0	0	0	0	0	0	2.2	3.9	2.2	0	2.2	4.1	3.5	3.5
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.91	-2.1	2.8	0	0	2.8	0	3.2	0	0	2.2	0	0	0	0	3.7	3.2	2.2	3.2	3.4	0	4.1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.84	-1.88	4	0	0	4	0	2.4	0	0	0	0	0	0	3.5	3.5	4.3	3.1	4	3.5	0	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-5.5	3.9	0	0	0	0	0	2.8	0	0	0	2.1	0	0	4.7	0	2.1	0	0	4.2	0	3.6
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.38	-5.27	1.4	0	2.8	1.4	0	2	0	0	0	0	0	0	3.6	2.8	3.2	1.4	2	4.2	1.4	3.4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	6.53	2.81	0	0	3.3	0	0	3	2	0	0	0	0	0	0	0	0	0	0	4.3	0	4.4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.05	1.5	3.4	0	0	3.4	0	2.1	0	0	0	0	0	0	5.5	4.6	3.1	3.9	3.9	3.6	2.1	3.1
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.49	2.96	0	0	0	0	0	0	0	0	0	0	0	0	4.8	0	3.4	2.6	2.9	4.3	2.6	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	5.54	2.28	2.8	0	4	2.8	0	2.1	2.1	0	0	0	0	0	0	2.8	2.1	0	0	4.1	0	3.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.8	3.41	0	0	0	0	0	2.7	0	0	0	0	0	0	5.2	3.7	3.2	3.4	1.8	4.6	2.7	3.6
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	3.5	-0.81	3.7	0	0	3.7	0	2.3	1.7	0	0	0	0	0	3	3.8	4.2	2.7	3.2	4.4	3.8	3.7
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.6	1.35	1.8	0	0	1.8	0	0	0	0	0	0	0	0	5	2.8	4.1	2.5	3.9	3.9	2.5	2.8
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	6.66	2.05	0	0	3.2	0	0	3.2	2.6	0	0	0	0	0	0	0	0	0	2.2	3.7	0	3.6
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-0.97	-0.58	2.4	0	0	2.4	0	0	0	0	0	0	0	0	4.9	3.5	4.5	1.8	3.9	4.7	1.8	4.2
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-2.95	-0.7	0	0	0	0	0	1.8	2.8	0	0	0	0	0	3.8	3.8	4.2	3.1	2.4	3.7	3.4	4.2
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.8	4.68	3.5	2.5	4.7	3.5	2.5	0	3.1	0	0	0	0	0	0	0	0	0	0	4	0	4
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	-3.11	-1.33	3	0	0	3	0	2.7	0	0	0	0	0	0	4.8	3	3.9	0	4	4.2	2.7	3.9
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	4.65	2.55	3.7	2	2.7	3.7	2	2	0	0	0	0	0	0	0	0	2.7	0	2.7	3.3	3	3.7
E7	E7_Anterior_primitive_streak	Anterior_primitive_streak	0.21	-1.72	3.3	0	0	3.3	0	2.6	0	0	0	0	0	0	0	3.7	2.6	2.6	2.6	4.2	0	4.2
