day	Anno	celltype	UMAP_1	UMAP_2	marker:Bmp4	marker:Fzd4	up:Hand1	up:Foxf1	up:Msx2	up:Msx1	up:Etv2	up:Fos	up:Prdm6	up:Cdx2	up:Hoxb2	up:Hoxd1	up:Isl1	up:Prrx2	up:Irf1	up:Zfp703	down:Sp5	down:Lhx1	down:Mesp1	down:Mesp2	down:Pou5f1	down:Gsc	down:Sox4	down:Mixl1	down:Otx2	down:Eomes	down:Zic5	down:Irx5
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	4.53	2.32	2.7	0	3.8	2.4	3.4	3.2	0	1.7	0	1.7	3.2	2.7	1.7	3	0	1.7	0	1.7	3.7	0	1.7	0	2.7	1.7	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-2.21	2.64	0	0	0	0	3.4	2.8	0	2.8	0	2.8	2.8	0	0	2.1	0	0	3.1	0	5.1	3.1	4.6	2.1	2.8	2.8	0	2.1	2.1	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	1.76	-3.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	4	0	2.5	0	3.5	0	3.1	3.8	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-1.95	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	2.5	3.1	5	4.1	4.6	0	3.5	2.7	2.5	2.1	2.1	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	1.89	-2.88	0	0	0	0	3.7	2.7	0	0	0	0	0	0	0	0	0	0	2.7	0	2.7	3.3	3.7	0	0	2.7	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	1.52	5.03	3.9	0	4.5	2.7	4.1	4	0	0	0	4	3.1	0	2.1	0	0	0	0	0	4.2	2.1	3.7	0	0	3.7	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	3.89	2.49	2.6	2	5	3.8	2.6	2	0	0	2	3	2.6	0	0	0	0	0	2	2	5.6	0	4	0	0	2.6	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-1.46	-3.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	2.2	2.2	3.5	0	3.2	0	0	0	0	2.2
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-0.03	5.39	3.6	0	3.6	0	3.2	3.2	0	3.2	0	4.1	0	0	0	0	0	0	2.6	0	5	0	3.9	0	0	0	0	2.6	0	0
E7.5	E75_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-5.49	-2.65	0	0	1.7	1.7	0	0	0	0	0	2.9	3.1	0	0	0	0	1.7	3.3	0	0	0	4.4	2.6	2.3	3.1	0	2.3	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	0.77	4.51	1.9	0	3.9	2.8	3.1	3.1	3.9	1.9	1.9	3.1	3.1	1.9	1.9	0	0	0	0	0	3.9	0	3.3	0	3.1	3.5	1.9	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	2.25	5.26	3.3	0	5	2.9	2.9	3.6	0	0	0	3.6	2.3	0	2.3	0	0	2.3	0	0	3.8	0	3.3	0	3.6	2.3	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-3.46	-2.13	0	0	0	2.7	0	0	0	0	0	0	3.4	0	0	2.1	0	0	2.7	2.1	3.6	2.1	4.3	0	3.1	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-0.54	-3.49	0	0	0	0	0	0	2.4	0	0	2.4	2.4	0	0	0	0	0	3.7	0	4.3	3	3.9	0	3.4	0	0	0	0	3
E7.5	E75_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-5.81	-1.73	0	0	0	0	0	0	0	2.2	0	3.2	3.2	0	0	2.2	0	0	3.5	0	0	0	4.3	0	0	3.2	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-6.95	1.31	0	0	0	0	0	0	0	0	0	3.6	3.6	0	0	0	0	0	3	0	2.3	0	3.6	0	0	2.3	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	1.31	5.43	2.6	0	4.3	0	3.9	0	0	0	0	3.9	2.6	0	3.6	0	0	0	0	0	4.3	0	4.7	0	0	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	1.55	-0.52	2	0	2	0	0	0	0	0	2.6	0	2.6	0	2	0	2.6	0	0	2.6	4.4	0	2.6	0	2.6	0	2	2.6	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	0.33	2.13	0	0	0	0	0	0	1.9	1.9	0	0	1.9	0	0	0	0	0	3.1	3.5	4.6	2.8	4.6	0	3.5	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	2.9	-3.16	0	0	1.9	1.9	1.9	2.5	0	0	0	0	1.9	0	1.9	0	0	0	0	0	3.8	0	3.6	0	3.7	0	2.9	2.9	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	0.29	-0.95	0	0	3	2.3	3	3	0	0	2.3	0	0	0	0	0	0	0	2.3	0	4.6	2.3	4.2	0	0	0	0	2.3	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-1.31	-0.75	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2.7	3.9	4.9	3.3	4.4	0	3	3	2	2	0	2
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	1.78	-0.53	0	0	4.2	2	3.5	4.2	0	0	2.6	2	0	2.6	0	0	0	0	2.6	2	4.1	0	3.3	2	0	0	0	2.6	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-3.19	-0.21	0	0	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0	3.3	3.3	5.1	2.9	4.4	2.9	0	4	0	3.6	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	1	-3.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	4.2	0	4	0	3.1	0	0	0	2.5	2.5
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-1.42	-1.32	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	2.3	4	4.7	0	4.3	0	2.3	3.4	0	2.3	0	3
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	4.07	-3.35	0	0	0	3.9	0	0	0	0	0	0	3.5	0	0	3.1	0	0	0	2.7	0	0	3.5	0	3.3	0	0	0	0	2
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-0.42	3.9	0	0	0	3.3	3	2	0	0	0	2.6	0	0	2	0	0	0	2.6	0	5.1	0	4	0	2.6	2	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	4.74	-1.27	1.8	1.8	1.8	1.8	2.4	1.8	3.9	2.4	0	3.3	1.8	0	0	0	0	0	1.8	1.8	3.3	0	3.1	0	2.4	0	0	1.8	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	3.83	2.95	2.1	0	4.3	3.6	3.1	3.6	0	0	0	2.1	2.7	0	2.7	0	0	0	0	0	3.4	0	2.7	0	2.1	0	0	2.1	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-1.81	0.13	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	3.2	0	4.5	3	4.5	1.8	2.8	0	1.8	1.8	1.8	1.8
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	0.69	-1.58	1.6	0	1.6	2.2	0	1.6	0	2.2	1.6	0	3.5	0	2.2	0	0	0	3.2	0	3.7	1.6	3.7	0	3	2.5	1.6	1.6	0	2.5
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-2.73	4.92	0	0	2.2	2.2	0	2.2	0	0	0	3.9	3.3	0	0	0	0	0	0	0	2.9	0	4.6	0	2.2	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-6.38	1.86	0	0	0	0	0	0	0	0	0	3.7	3.4	0	0	0	0	0	2.4	0	0	0	4.7	0	3	3	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	4.13	0.69	0	0	1.7	0	2.3	2.7	3.9	1.7	1.7	0	0	0	0	0	0	0	2.9	2.7	4.7	1.7	1.7	1.7	2.7	1.7	0	1.7	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	1.43	-1.44	0	0	2.8	2.2	2.2	0	0	0	0	0	2.2	0	2.8	0	0	0	0	2.2	2.8	2.2	2.8	0	0	0	0	0	0	0
E7.5	E75_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.68	-5.43	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	2.1	0	2.7	0	3.1	0	2.7	0	0	3.1
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	6.35	-1.24	3.1	0	3.8	3.4	2.1	3.4	0	0	2.7	0	2.7	0	0	2.1	0	0	0	0	0	0	2.1	0	2.7	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	1.06	5.45	0	0	5.2	4.2	4.1	2.5	2.5	3.2	0	3.8	0	0	3.2	0	2.5	0	0	0	4.7	0	4.5	0	2.5	2.5	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-5.22	-2.97	0	0	2	2.7	0	0	2	0	0	2	3.5	0	2.7	0	0	2	2.7	0	0	0	3.9	0	3	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	5.77	0.43	0	0	5	2.8	3.9	4.5	2.8	0	0	0	2.8	2.2	0	0	0	0	0	0	2.2	0	2.2	0	0	0	0	0	2.2	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-0.28	-2.21	0	0	2.8	0	2.2	0	0	2.2	0	0	3.5	0	0	0	0	0	2.2	2.8	4.4	2.2	3.9	0	3.2	0	0	0	0	2.2
E7.5	E75_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.44	-5.23	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	2.6	0	0	0	3.9	0	0	0	0	3.3
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	5.09	1.3	0	2	3	2	2	0	3.9	0	2.6	0	0	2	0	0	0	2.6	3	0	2	0	3.5	2	0	3.2	0	3.2	0	0
E7.5	E75_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.15	-4.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0	2.1	2.7	0	0	2.1	0	2.1
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-1.87	5.41	2.2	0	3.2	0	3.9	3.7	0	0	2.2	3.7	0	2.2	2.2	0	0	0	2.2	0	2.2	0	4.1	0	2.2	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-2.23	-1.69	0	0	0	0	1.9	0	0	0	0	0	2.5	0	0	1.9	0	0	3.7	0	3.2	1.9	4.1	0	0	0	0	0	0	2.5
E7.5	E75_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.65	-5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	3.5	0	3.1	0	2.5	0	0	0	0	2.5
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	5.2	0.25	2.2	0	3.7	3.3	3.1	1.3	2.7	0	2.2	0	0	1.3	0	1.9	0	0	3	0	3.8	0	3	0	2.7	1.3	0	2.7	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	2.84	3.9	0	0	3.5	3.8	0	2.2	0	0	0	2.2	2.2	2.2	2.2	2.9	0	2.9	0	0	4.1	0	3.3	0	2.2	2.2	0	0	0	0
E7.5	E75_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-5	-3.32	0	0	1.7	1.7	0	0	1.7	0	0	2.3	3.1	0	0	2.3	0	0	3.8	1.7	1.7	0	4	0	2.6	1.7	1.7	0	0	2.3
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	1.13	-0.06	0	0	2.2	3.6	3.3	3.6	2.2	0	0	0	2.2	0	0	0	0	0	3.6	0	5.1	2.2	3.8	0	0	2.2	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	4.47	-3.59	0	0	0	0	0	0	0	0	0	0	3.5	0	0	3.5	0	2.8	0	0	2.8	0	2.8	0	3.9	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	3.66	0.21	0	0	4.6	4.3	2.5	4.1	2.5	0	2.9	0	0	0	0	0	1.9	0	1.9	0	4.6	0	3.2	0	0	1.9	0	3.2	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-5.83	1.32	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	4.4	0	3.4	0	0	0	1.9	1.9
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-3.46	-2.53	0	0	0	0	0	0	0	0	0	0	2.9	0	0	0	0	0	2.2	0	0	0	4.3	0	0	0	0	0	0	2.2
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-4.39	-0.87	0	0	0	0	0	0	0	0	0	0	3.1	0	0	0	0	0	2.7	2.7	0	0	3.6	0	2.1	0	0	2.1	0	0
E7.5	E75_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-4.33	-2.54	0	0	0	0	0	0	0	0	0	0	3.7	0	0	0	0	0	3	0	0	0	4.1	0	3	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	4.04	1.07	0	0	3	3	0	3.6	3.6	0	0	2	0	0	0	0	0	0	0	3	3.5	0	2.6	0	0	0	0	3	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	5.38	1.66	0	0	0	3.8	2.3	2.3	3.6	0	2.3	0	0	0	0	0	0	0	0	0	3	0	2.3	0	0	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	3.36	-1.02	0	0	3.1	3.1	0	3.5	2.4	0	0	0	0	0	0	0	0	0	2.4	2.4	4.3	0	4	0	0	0	0	2.4	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	1.58	-1.03	0	0	0	0	2.4	3.4	0	0	0	2.4	0	0	0	0	0	0	2.4	3	3.9	0	3.7	2.4	2.4	2.4	3.4	0	2.4	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-4.21	-1.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	0	0	0	4	0	0	0	0	2.7	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	3.45	0.39	3	0	4.2	4.3	4	3.5	0	0	2	0	2	0	0	0	0	2	2.6	0	3	0	2.6	0	2	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-3.33	1.82	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	4.8	3.5	4.7	0	3.3	2.6	2	3.3	0	2.6
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-2.09	5.08	1.9	0	3.3	0	2.5	3.1	0	0	0	3.5	1.9	0	0	0	0	1.9	2.9	0	3.9	0	3.7	0	2.5	3.7	0	0	0	1.9
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-1.3	3.17	0	0	3.4	3.9	0	0	0	0	0	2.4	3	0	0	0	2.4	0	0	2.4	2.4	0	3.4	0	2.4	2.4	0	0	0	0
E7.5	E75_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-3.55	-1.12	0	0	0	0	0	0	0	0	0	0	3.7	0	0	2.4	0	0	2.4	0	0	0	4.4	0	2.4	0	0	0	0	0
E7.5	E75_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.01	-3.08	0	0	0	0	0	0	0	0	0	0	0	0	2.8	2.8	0	0	0	2.2	2.2	0	2.2	0	2.2	0	0	0	0	2.2
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	1.15	2.94	2.3	0	4.5	3.3	2.3	2.3	2.3	0	2.3	4.7	3.8	0	0	2.3	0	0	0	0	3.3	0	4.3	0	2.3	2.3	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	2.69	0.36	0	0	0	2.2	2.8	3.5	2.2	2.2	0	0	2.8	0	2.8	0	0	0	0	2.2	2.8	0	2.2	0	2.8	0	0	2.2	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	1.05	2	2.7	0	0	3.3	3.6	0	0	0	0	3.1	0	0	0	0	0	0	2.1	2.1	3.1	0	4.1	0	2.1	2.1	0	0	0	0
E7.5	E75_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.08	-4.72	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	2.5	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-6.92	1.84	0	0	0	0	0	2.1	0	2.1	0	0	2.7	0	0	0	0	0	3.4	0	0	0	5.2	0	0	3.6	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	2.39	3.93	0	0	3.9	3.7	0	0	0	0	0	4.3	3.7	0	0	0	0	0	0	0	3.9	0	3.3	0	0	2.6	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-0.27	-1.34	0	0	0	0	0	0	0	2.7	0	0	2.1	0	3.1	0	0	0	2.7	0	4.3	2.1	4.4	0	3.1	0	0	0	0	2.1
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-2	4.27	0	0	2.2	0	3.2	3.2	0	0	0	2.2	3.5	0	0	0	0	2.2	3.2	0	4.3	2.2	3.9	0	3.2	3.7	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	0.95	-2.28	0	0	0	2.5	2.9	0	0	0	0	0	0	0	1.9	0	1.9	0	1.9	0	5.3	1.9	4.1	0	2.9	0	0	0	0	0
E7.5	E75_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.48	-5.37	0	0	2.5	1.9	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	3.4	0	3.4	0	3.4	0	1.9	0	0	2.5
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-0.77	-3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	2.3	4.7	2.3	3.4	0	2.3	0	0	2.3	0	3
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-6.73	2.71	0	0	0	0	0	0	0	0	0	4.3	2.3	0	0	0	0	0	3.8	0	0	0	4.6	0	2.3	0	0	0	2.3	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-0.82	0.1	0	0	0	0	1.6	0	0	0	1.6	0	2.1	0	0	0	0	1.6	2.5	2.5	4.9	2.1	4.4	0	3.5	1.6	0	2.1	0	0
E7.5	E75_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.88	-4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	3.1	0	0	0	2.5	0	0	2.5
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	1.05	4.58	3.6	0	4.4	2.9	3.8	3.8	0	0	0	4	0	0	2.3	0	0	0	2.3	0	4	0	3.6	0	2.9	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	1.36	-2.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	3.3	3.3	1.8	3.3	0	4.1	0	1.8	1.8	1.8	1.8
E7.5	E75_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-4.47	-2.7	0	0	0	0	0	0	0	3	0	2.3	3.3	0	0	0	0	0	3	3	0	0	4.7	0	3.3	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-3.74	0.58	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	3.1	0	4.9	2.4	4.8	3.1	3.1	4.1	0	4.1	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	6.46	-1.62	0	0	0	0	2.8	0	2.1	0	0	0	2.8	0	2.8	2.1	0	0	0	0	0	0	2.8	0	0	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-1.9	0.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	2.7	4.7	3.7	4.7	0	3.7	3.4	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-6.33	2.64	0	0	0	0	0	0	0	0	0	3.3	3.5	0	0	0	0	0	3	0	0	0	5.1	0	2.6	3	0	0	0	0
E7.5	E75_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.86	-3.62	0	0	0	0	0	0	0	0	0	0	1.9	0	1.9	0	0	0	0	0	2.9	0	2.5	0	2.5	0	0	0	1.9	2.5
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-4.97	3.79	0	0	2.3	0	0	3.3	0	0	0	4.3	3.6	0	0	0	2.3	0	2.3	0	2.9	0	4.1	0	2.9	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-2.34	-0.33	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	4.2	3.5	5	2.2	4.6	0	3.5	0	0	2.2	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-5.6	-0.84	0	0	0	0	0	2.8	0	2.2	0	3.5	3.2	0	0	0	0	0	3.9	0	0	0	4.8	0	0	0	0	2.2	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-2.66	-0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	3.5	4.8	3.7	4.6	0	2.4	0	3.1	2.4	2.4	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	2.56	-0.33	0	0	3	2.7	0	2	1.5	0	0	1.5	2.7	0	2.4	1.5	0	0	2.7	2.4	4.2	0	3.9	0	2.7	1.5	1.5	1.5	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-6.11	-0.29	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	3	0	2	0	4.6	0	2	0	0	0	2	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.91	-5.03	0	0	0	2.3	0	0	0	0	0	0	0	0	0	2.3	0	0	2.3	2.3	0	0	2.9	0	0	0	2.3	0	2.3	3.6
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	5.7	-2.93	0	0	0	0	0	0	0	2.7	0	0	0	0	2	2.7	0	0	0	0	0	0	2.7	0	2.7	0	0	0	0	2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.76	-3.26	0	0	3.5	3.5	0	2.8	0	0	0	0	0	0	2.2	0	0	0	0	0	4.5	0	3.7	0	2.2	0	0	0	0	2.2
E7.5	E75_Paraxial_mesoderm_B	Paraxial_mesoderm_B	-5	-1.5	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	3	0	3.7	0	3.4	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	0.77	5.36	3	0	4.2	2.3	3.9	3	0	0	0	4.2	2.3	2.3	0	0	0	0	2.3	0	3.4	0	4.2	0	2.3	3	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	4.91	-2.01	0	0	0	3	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	2.4	0	2.4	0	2.4	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	4.71	0.58	1.9	0	4.1	3.2	1.9	2.6	0	0	2.6	0	0	0	2.6	0	0	0	0	1.9	4.3	0	2.6	0	2.6	0	0	1.9	0	0
E7.5	E75_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.3	-4.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	4.1	0	2.7	0	3.1	0	2.1	0	0	2.7
E7.5	E75_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.32	-3.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	4	2.9	3.7	0	3.2	0	3.1	0	1.6	2.2
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-1.89	4.04	0	0	2.7	0	2.1	2.1	0	0	0	3.1	3.1	0	0	0	0	0	2.7	0	3.8	0	4.4	0	2.7	2.1	2.1	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-3.44	-1.97	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	2.3	0	4	0	4.3	0	2.3	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	1.86	-2.7	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	2.2	2.9	3.8	0	2.2	2.2	2.9	0	2.9	2.9	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-1.15	-3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	3.8	2.1	3.9	0	3.1	0	0	0	2.7	2.1
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-1.77	-3.46	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	2.5	0	3.1	3.1	3.1	0	0	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-2.89	4.16	1.5	0	3.8	1.5	2.5	3.1	1.5	0	0	2.7	2.7	0	0	2.1	0	2.1	4	0	4.5	1.5	4.1	0	2.7	2.7	0	1.5	2.1	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	5.16	-1.9	0	0	2.1	0	0	0	0	0	0	0	2.1	0	2.1	2.1	0	0	0	0	2.1	0	2.7	0	0	0	0	0	0	2.1
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	0.18	-0.62	0	0	0	0	1.9	1.9	0	0	1.9	0	0	0	0	0	0	0	3.2	0	4.9	3.9	3.6	1.9	3.2	0	2.6	1.9	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	0.28	4.66	0	0	2.7	0	2	0	0	0	0	3.5	3.1	0	2.7	0	0	0	3.9	2	3.5	0	4	0	3.5	3.7	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-0.07	-2.11	0	0	0	3.3	0	2	0	0	0	0	3.3	0	0	0	2.6	0	2.6	2	4.3	0	4.1	0	2.6	0	0	0	2.6	2
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-2.14	4.28	0	0	3.2	0	0	3.5	0	2.2	0	4.1	2.9	2.2	2.2	2.2	0	2.2	3.2	0	3.5	0	4.3	0	2.9	2.9	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	5.63	3.08	3.1	2.7	4.6	2.7	2.7	2.1	2.1	0	2.1	3.6	2.7	0	0	0	0	0	0	0	0	0	3.4	0	3.1	2.1	0	0	0	0
E7.5	E75_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.31	-5.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	3.6	0	2.7	0	0	0	0	2.7
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	1.88	4	1.7	0	3.7	2.9	2.3	2.9	0	1.7	0	2.9	3.8	0	2.3	0	0	1.7	0	2.7	3.9	0	3.7	0	2.9	0	0	0	0	0
E7.5	E75_Nascent_mesoderm	Nascent_mesoderm	-1.1	-3.75	0	0	0	0	0	2.3	0	0	0	0	2.3	0	0	0	0	0	3.6	0	4	0	3.3	0	2.3	0	2.3	0	0	2.3
