day	Anno	celltype	UMAP_1	UMAP_2	Atp1a2	Epha7	Itga11	Lamc3	Mkx	Nfia	Zfpm2	Zic1	Zic4
E10.5	E105_Early_chondrocyte	Early_chondrocyte	0.03	3.75	0	6.6	0	0	0	4.6	6	4.6	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-0.53	-3.39	0	0	0	0	0	4.7	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-3.69	1.58	0	0	0	0	0	5.5	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	3.63	-3.56	0	0	0	0	0	5.1	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.24	5.1	0	5.9	0	0	5.9	5.5	4.8	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	1.62	-0.8	0	0	0	0	0	0	5.5	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-0.89	2.91	0	6.5	0	0	0	5.1	5.1	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.05	5.27	0	6	0	0	0	4	5.6	0	4
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-2.98	2.3	0	4.8	0	4.8	4.1	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	0.21	-5.96	0	5.4	0	0	0	5.8	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-3.2	-1.33	0	5.1	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-1.85	-2.27	0	0	0	0	0	4.2	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-0.84	-4.05	0	0	0	0	0	4.4	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-6.95	1.5	0	4.7	0	0	0	5.8	4.7	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-1.35	0.6	0	6.2	0	0	4.6	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-2.03	1.87	0	0	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-0.46	-4.68	0	4.8	0	0	0	0	4.1	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	3.67	-3.19	0	4.4	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	4.55	2.99	0	5.7	0	0	4.4	5.9	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	5.34	1.75	0	5.1	0	0	0	4.7	4	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	2.61	-3.1	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.38	3.58	0	0	0	0	0	5.8	5.1	5.1	5.1
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-5.1	-4.82	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-2.96	1.78	0	0	0	0	0	5.4	4.8	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	4.02	-1	0	5.6	0	0	0	4.9	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-6.77	1.99	0	4.6	0	0	0	5.7	5.3	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	1.02	-1.04	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	1.68	2.7	0	0	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	5.07	0.92	0	0	0	0	0	0	0	0	4.8
E10.5	E105_Early_chondrocyte	Early_chondrocyte	2.16	5.83	0	4.9	0	0	4.2	5.5	5.4	4.2	4.2
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-2.07	4.07	0	4.8	0	3.7	0	0	5.7	0	3.7
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	2.22	-1.45	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	1.55	3.52	0	6.5	0	0	0	0	5.9	4.8	4.8
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-5.39	2.91	0	6	0	4.2	0	4.2	4.2	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	0.35	-5.03	0	3.9	0	0	3.9	5.9	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-2.35	3.54	0	6.6	0	0	0	3.7	4.8	3.7	5.3
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-4.51	-2.29	0	0	0	0	0	5.6	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	4.44	2.02	0	4.9	0	0	0	0	0	0	4.9
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-4.5	2.43	0	5.5	0	0	0	5.1	5.1	4.4	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	2.06	-1.58	0	0	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	3.57	-2.89	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.1	2.9	0	5.2	0	0	0	5.2	5.6	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-4.64	0.52	0	0	0	0	0	4.9	0	0	4.9
E10.5	E105_Early_chondrocyte	Early_chondrocyte	4.5	3.8	0	5.6	0	0	4.5	6.3	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	4.32	3.39	0	5.5	0	0	0	5.8	0	5.5	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.08	3.99	0	4	0	4	0	4	5.4	0	5.4
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-1.64	2.43	0	0	0	0	0	0	5.2	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	3.07	-0.53	0	0	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-4.07	-0.75	0	5.6	0	0	0	4.9	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	2.35	4.62	0	6	0	0	5.3	6	6	5.3	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-4.93	2.3	0	5.6	0	0	5.1	5.4	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-0.37	-0.02	0	0	0	0	0	5.6	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-5.82	0.93	0	5.5	0	0	0	5.2	4.1	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-0.05	-0.54	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-3.93	2.28	0	0	0	0	0	0	4.3	4.3	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	0.72	-1.66	0	5.3	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-4.58	-2.1	0	4.8	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-0.32	-4.74	0	0	0	0	0	6.5	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.76	4.34	0	4.7	0	0	0	0	4.7	5.4	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-2.23	3.55	0	5.3	0	0	4.9	0	0	0	4.2
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	0.58	-0.13	0	0	0	0	0	0	4.6	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-0.44	-3.88	0	5.2	0	0	0	0	4.5	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-4.59	-0.95	0	6.4	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	2.9	5.38	0	5.9	0	4.5	0	0	5.6	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	5.3	2.18	0	4.5	0	0	0	5.2	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	3.94	-1.44	0	4.6	0	0	0	6	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	0.12	-0.64	0	4.3	0	0	0	5.4	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	5.14	1.67	0	5.4	0	0	0	4.7	0	0	4.7
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-2.44	-3.46	0	4.5	0	0	0	5.6	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-1.15	-2.41	0	5	0	0	0	5	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	4.07	5.17	0	0	0	0	0	4.3	0	4.3	4.3
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	0.29	-2.99	0	0	0	0	0	4.6	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	3.44	-4.52	0	0	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	3.36	1.07	0	0	4.3	0	0	5.9	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	4.47	0.3	0	5.2	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-2.62	-3.69	0	0	0	0	0	5.5	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-2.62	0.12	0	6	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	2.75	2.66	0	6	5.1	0	0	6.3	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	2.99	-2.68	0	0	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-0.5	-0.15	0	0	0	0	0	5.2	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-5.27	-5.18	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-1.55	2.16	0	5.8	0	0	0	0	5.8	5.2	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	1.51	-3.54	0	0	0	0	0	5.8	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-3.28	2.72	0	4.9	0	0	4.9	5.6	4.9	0	4.3
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-0.39	-3.49	0	0	0	0	0	6.2	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-0.01	-3.85	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-3.11	1.41	0	6.1	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.6	5.49	0	0	0	0	0	6.7	0	5.1	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	2.85	-4.91	0	5	0	0	0	0	4.4	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-2.84	1.05	0	0	0	0	5.2	5.2	5.2	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	2.66	-0.01	0	0	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-3.78	0.65	0	0	0	0	0	6.1	6.1	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-5.17	-0.88	0	0	0	0	0	0	4.8	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-3.1	-1.22	0	0	0	0	0	0	4.3	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-7.21	2.22	0	0	0	0	0	6	6	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-5.02	3.52	0	4.5	0	0	0	0	4.5	4.5	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.29	6.01	0	0	0	0	0	6.8	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	1.37	-5.72	0	0	0	0	0	5.9	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	2.87	5.13	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	4.53	1.71	0	4.8	0	0	0	7	0	0	4.8
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	1.68	-4.27	0	0	0	0	0	6	4.9	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	3.71	-4.91	0	4.1	0	0	0	0	4.1	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	0.83	0.47	0	5.5	0	0	0	6.5	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	0.45	-1.84	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.72	2.92	0	0	0	0	0	5.5	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-3.84	2.84	0	0	0	0	0	4.8	5.5	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.98	4.56	0	5.7	0	0	0	4.8	4.1	4.1	4.1
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-0.14	-4.09	0	4.5	0	0	0	4.5	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	2.88	-1.67	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-5.06	3.31	0	6	0	4.8	3.7	5.6	6.8	3.7	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-3.45	1.39	0	5.2	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	2.21	-2.08	0	0	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-0.08	-3.71	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-4.14	2.82	0	6.4	4	0	0	5.1	6.1	0	4
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	2.7	-0.48	0	5.4	0	0	0	6.1	0	5.4	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	5.13	1.42	0	0	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-3.01	2.55	0	0	0	0	0	5.2	5.2	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	3.16	-2.17	0	0	5.1	0	5.1	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.3	3.72	0	5.6	0	0	4.5	0	4.5	5.6	5.6
E10.5	E105_Early_chondrocyte	Early_chondrocyte	2.47	3.54	0	0	0	0	0	4.7	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	3.68	-1.1	0	0	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-3.79	-3.59	0	5.3	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	1.05	-3.8	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	2.34	3.98	0	0	0	0	0	5.2	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-3.83	2.87	0	0	0	0	0	4.3	4.7	3.6	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-4.57	-3.14	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	1.98	3.21	0	0	0	6.1	0	0	0	0	5.7
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-2.98	-1.96	0	0	0	0	0	0	4.7	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	0.97	-2.03	0	0	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-0.82	-3.59	0	5.4	5.4	0	0	6.1	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-1.6	2.17	0	0	0	0	0	5.6	4.5	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	4.54	3.64	0	0	0	0	0	5.2	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-5.71	3.79	0	5.2	0	0	5.2	0	5.9	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-6.09	1.23	0	4.9	0	0	0	4.9	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	4.98	0.5	0	0	0	0	0	5.6	0	5	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	0.09	1.45	0	0	0	0	0	5.8	5.1	0	5.1
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-5.24	2.86	0	5.4	0	0	0	4.7	4.7	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	1.65	-2.08	0	0	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	5.09	0.62	0	4.2	0	0	0	4.2	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-1	2.67	0	6.9	0	0	0	0	4	4	5.1
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-4.78	-4.91	0	5.4	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	3.2	0.53	0	4.8	0	0	0	5.9	0	4.8	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-0.37	4.65	0	5.6	0	0	4.9	4.9	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	2.04	0.25	0	0	0	0	0	5.5	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-6.03	1.35	0	4.9	0	0	0	4.5	3.8	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	1.12	-4.37	0	0	0	0	0	6.2	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	3.18	-1.18	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-5.26	4.64	0	6.9	0	3.9	0	5.9	5	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-4.86	1.57	0	4.5	0	0	0	0	5.9	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	2.36	-2.42	0	0	0	0	0	0	5.5	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-5.41	-4.36	0	4.4	0	0	0	0	5.1	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	4.35	5.1	0	5.6	0	0	0	5.2	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	2.47	0.26	0	6.9	0	0	0	4.5	4.5	0	4.5
E10.5	E105_Early_chondrocyte	Early_chondrocyte	0.92	3.4	0	4.7	0	0	0	0	5.4	4.7	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-2.56	-6.56	0	0	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	0.27	-5.7	0	4.8	0	0	0	5.5	6.2	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-4.85	4.47	0	4.9	0	0	0	4.9	6.3	4.9	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-2.15	-2.99	0	5	0	0	0	4.3	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-1.41	-0.74	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-4.83	4.76	0	5.8	0	0	0	0	5.8	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	2.97	5.15	0	4	0	0	0	5.1	5.1	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.76	4.34	0	4.5	0	0	4.5	4.5	5.2	4.5	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	3.89	0.48	0	6.2	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.01	5.87	0	5	0	0	0	0	5.7	5.7	5
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-3.98	3.51	0	6.2	0	4.8	4.1	4.8	5.2	4.8	4.8
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.37	2.11	0	6.8	0	0	0	4.9	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	1.77	-4.93	0	0	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-1.24	-3.11	0	5	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	4.65	4.31	0	0	0	0	0	4.7	0	4.7	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	4.83	-0.43	0	5.9	0	0	0	4.8	4.8	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	2.98	-4.21	0	0	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-1.75	1.22	0	5.3	0	0	0	0	5.3	5.3	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	0.51	3.23	0	0	0	5.3	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-0.2	-5.15	0	0	0	0	0	4.5	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-4.31	-2.2	0	0	0	0	0	4.3	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	0.84	3.48	0	5.8	0	0	0	0	5.1	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	4.62	1.03	0	0	0	0	0	0	0	4.8	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-5.52	2.25	0	6.8	0	0	4.9	5.6	5.6	4.2	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	1.07	-5.01	0	0	0	0	0	6	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-5.07	-1.07	0	4.8	0	0	0	4.8	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.27	4.61	0	0	0	0	0	5.3	5.3	0	5.3
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-2.13	3.7	0	6.2	0	0	0	0	5.9	5.5	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-2.59	-2.73	0	0	0	0	0	4.2	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-1.28	3.5	0	4.1	4.1	4.1	0	5.7	6.2	4.1	4.8
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-5.14	1.65	0	0	0	0	0	5.9	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	2.8	3.72	0	5.3	0	0	0	5.3	5.9	5.3	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-1.77	-1.85	0	6	0	0	0	5.3	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	4.12	0.59	0	6.4	0	0	0	4.8	0	0	4.8
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-1.4	-2.84	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	1.68	2.9	0	5.1	0	0	0	5.1	4.4	4.4	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	2.57	1.8	0	5.3	0	0	5.3	5.3	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-5.35	0.22	0	4.6	0	0	0	4.6	0	4.6	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-0.11	-0.02	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	2.82	4.41	0	5.7	0	0	0	6.1	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	2.6	2.54	0	4.9	0	0	0	0	4.9	0	4.9
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-2.53	2.32	0	5	0	5	5.4	4.3	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-2.25	-2.38	0	0	0	0	0	0	5.2	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	3.9	2.2	0	0	0	0	0	0	5	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-4.94	4.76	0	5.6	0	0	5.1	5.1	4.7	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	1.67	-2.36	0	5.9	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-4.3	1.72	0	5.4	0	0	0	4.7	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-0.64	2.89	0	5	0	5	5	5.7	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	4.34	-0.56	0	0	0	0	0	0	0	0	5.2
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	3.39	-2.65	0	5.8	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-4.3	-2.24	0	5.2	0	0	0	0	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	2.17	-0.22	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-5.05	-0.76	0	0	0	0	5.2	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-5.12	0.97	0	4.2	0	0	0	5.5	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-3.47	2.34	3.9	5.6	0	0	3.9	3.9	6.3	3.9	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	2.39	-5.08	0	0	0	0	0	5.2	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-1.56	2.27	0	0	0	0	5.9	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-0.31	3.6	0	4.3	5.2	3.6	4.3	5.2	3.6	0	3.6
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.5	3.45	0	0	0	0	0	0	5.4	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	0.31	4.05	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-4.41	1.37	0	4.1	0	0	4.1	4.8	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-5.7	-4.82	0	5.3	0	0	0	4.9	3.5	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-0.25	-5.23	0	0	0	0	0	6	0	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	3.24	-2.33	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-3.4	3.23	0	5.9	0	0	0	4	5.9	0	4.6
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-5.17	0.01	0	5.1	0	0	0	5.8	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.42	6.51	0	0	0	0	0	5	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.45	3.59	0	6.1	0	0	0	0	0	5.7	5
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-2.29	0.76	0	5.8	0	0	0	4.7	4	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-4.55	-2.82	0	0	0	0	0	6.1	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	4.73	1.39	0	4.9	0	0	0	4.9	0	0	4.9
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-0.28	3.02	0	0	4.5	0	0	4.5	5.6	5.6	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	1.55	-0.52	0	5.4	0	0	0	0	6.1	0	0
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	4.88	-0.2	0	0	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	-0.41	3.44	0	5	0	0	0	5.7	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	0.38	3.7	0	4.9	0	4.9	0	4.9	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.32	4.75	0	6.2	0	0	0	5.1	5.1	0	5.8
E10.5	E105_Chondrocyte_prog	Chondrocyte_prog	-1.83	-6.84	0	4.5	0	0	0	0	0	0	0
E10.5	E105_Early_chondrocyte	Early_chondrocyte	3.81	2.36	0	5.3	0	0	0	6	0	0	4.6
