day	Anno	celltype	UMAP_1	UMAP_2	marker:Foxb1	marker:Pax6	marker:Crabp2	up:Hoxa1	up:Cenpa	up:Mis18bp1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.15	-3	0	0	3.5	4.3	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.47	1.12	0	0	4	3.9	2.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.1	4.73	0	0	2	2.6	2	0
E8	E8_Spinal_cord	Spinal_cord	-4.76	2.63	2.1	0	4.5	4.1	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.88	-1.41	0	2	4.1	2.6	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.28	-1.04	0	0	4.6	4	3.2	0
E8	E8_Spinal_cord	Spinal_cord	-4.51	1.81	1.8	0	3.9	3.8	3.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.34	1.54	2	0	5	3.7	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.23	4.99	0	0	3.1	3.6	3.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.4	-3.48	3.2	0	4.3	3.5	3.2	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.71	-0.85	0	0	2	0	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.53	-2.31	0	0	4.4	4.2	4.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.47	-0.7	0	0	3.9	4	3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.7	0.14	2.6	0	4.2	4.1	3.6	2.6
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.09	2.92	2	0	4.3	4.3	3	0
E8	E8_Spinal_cord	Spinal_cord	-1.22	3.32	0	2	4.4	3.9	3.9	0
E8	E8_Spinal_cord	Spinal_cord	-2.65	1.96	2.5	0	4	4.4	4.4	1.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.99	-0.28	2	0	4.5	3.5	2.6	2.6
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.45	-3.52	0	0	3.1	3.9	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.73	-0.74	0	0	4.5	4.3	4.3	2.2
E8	E8_Spinal_cord	Spinal_cord	-2.05	-0.79	0	0	3.2	3.9	4.2	0
E8	E8_Spinal_cord	Spinal_cord	-3.87	-1.37	0	0	3.9	3.9	3.9	1.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.49	0.24	0	0	4.6	4.4	3.6	2.1
E8	E8_Spinal_cord	Spinal_cord	-1.8	-1.43	0	0	3.1	3.8	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.3	0.81	0	0	4.4	2.8	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.59	-3.56	0	0	4.1	3.6	3.4	0
E8	E8_Spinal_cord	Spinal_cord	-2.98	1.33	0	0	3.6	4.4	3.4	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.47	1.97	1.8	0	3	4.1	3.7	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.05	-0.13	0	0	4.2	3.8	2.9	2.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.37	-1.17	3.3	0	3.6	3.3	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.81	-3.12	0	0	3.8	3	3.7	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.09	0.38	0	0	3.6	3.6	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.79	1	0	0	3.9	4.3	3.5	2.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.35	-4.23	1.9	0	4	3.2	2.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.03	0.48	0	0	3	3.9	2.6	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.35	0.16	0	0	4.6	3.8	3.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.79	-2	2.6	0	4	3.9	3.5	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.88	-3.53	3.2	0	3.7	3.9	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.61	1.7	0	0	5	3.7	3.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.09	3.55	2.2	0	3.5	3.9	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.34	1.92	2.2	0	4.3	4.1	4.1	0
E8	E8_Spinal_cord	Spinal_cord	-4.15	3.05	0	0	3.4	3.2	3.7	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.37	-2.45	0	0	3.7	3	4.1	0
E8	E8_Spinal_cord	Spinal_cord	-3.49	2.59	0	0	4.4	4.3	4.4	1.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.28	-1.81	2.7	0	0	2.7	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.1	-2.92	2	0	3	3.3	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.04	-2.65	0	0	3.3	3.3	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.73	-2.2	2	0	3	3.3	4.2	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.35	-2.17	0	0	2.7	2	3.5	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.58	-2.24	0	0	3.1	3.8	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.41	0.25	2.2	0	3.2	4.2	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.88	-0.54	3.5	0	2.4	4.4	2.4	2.4
E8	E8_Spinal_cord	Spinal_cord	-3.4	2.5	0	0	4.1	4	3	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.93	1.02	0	0	4.3	3.5	2.8	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.22	-1.78	0	0	2.5	4.4	2.5	2.5
E8	E8_Spinal_cord	Spinal_cord	-4.9	1.68	0	0	3.1	4	3.3	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	5.05	-2	0	0	4.1	4.1	2.9	2.2
E8	E8_Spinal_cord	Spinal_cord	-3.01	0.97	1.8	0	3.7	4.1	3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.05	-0.39	0	0	4.6	3.4	4.3	0
E8	E8_Spinal_cord	Spinal_cord	-2.66	2.21	2.3	0	3.2	3.8	3.7	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.36	-0.35	0	0	3.6	4.3	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.13	-2.91	2.7	0	3.5	3.9	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.96	-0.56	0	0	4	3.7	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.24	-2.68	0	0	3.4	0	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.83	0.64	2.8	0	4.2	4	4	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.9	1.31	1.8	0	3	3.2	3.7	0
E8	E8_Spinal_cord	Spinal_cord	-3.44	3.41	0	0	4.8	4.8	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.4	-0.63	2.3	0	4.9	4	2.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.86	-0.23	0	0	3.5	3.1	4.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.42	-0.85	2.3	0	2.3	3.7	3.7	0
E8	E8_Spinal_cord	Spinal_cord	-4.77	0.54	0	0	4	3.4	3.7	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.61	-1.61	0	1.9	4.2	3.9	0	1.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.57	1.65	0	0	4	4.4	3.5	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.77	-3.48	0	0	3.3	3.3	3.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.92	-1.7	0	0	3.8	3.7	4	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.06	-0.57	0	0	3.9	2.8	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.05	0.73	2	0	3.7	3.7	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.63	-1.62	0	0	3.2	3.2	2.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.48	-0.38	2.3	0	3	4.1	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.37	3.5	0	0	4.5	4.4	4	0
E8	E8_Spinal_cord	Spinal_cord	-3.69	1.19	1.8	0	3.2	3.8	3.9	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.41	-1.84	1.7	0	0	3.4	4	2.6
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.93	0.14	0	0	3.9	3.9	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.82	1.49	2.7	0	5	4.5	2.7	2.7
E8	E8_Spinal_cord	Spinal_cord	-3.79	0.6	0	0	3.2	3.2	3.6	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.01	-4.16	1.8	0	4.6	4.5	3.3	0
E8	E8_Spinal_cord	Spinal_cord	-2.08	0.76	2.7	0	3.7	4.1	2.7	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.84	-2.75	1.9	0	3.9	4.6	2.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.52	-1.23	0	0	4	4	2.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.55	-1.5	2	0	4.2	3.7	4.3	0
E8	E8_Spinal_cord	Spinal_cord	-2.59	1.22	0	0	4.4	4	4.2	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.17	1.25	0	0	3.8	3.5	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.12	-2.7	0	0	3.6	3.4	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.03	3.07	2.7	0	4.8	4.6	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.04	-0.19	0	0	4.2	3.4	3.6	0
E8	E8_Spinal_cord	Spinal_cord	-4.79	2.46	0	0	4.4	4.2	3.8	3.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.73	-2.06	0	0	4.1	2.8	3.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.24	-1.64	2.1	0	4	4.3	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.08	0.97	0	0	3	3.7	3.7	2.4
E8	E8_Spinal_cord	Spinal_cord	-3.18	2.16	0	0	4.6	4.1	2.8	2.1
E8	E8_Spinal_cord	Spinal_cord	-2.57	-1.6	0	0	3.1	4.8	3.7	1.9
E8	E8_Spinal_cord	Spinal_cord	-3.58	2.04	0	0	3.9	4.2	3.5	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.39	-0.16	0	0	3.2	4.1	3.5	2.2
E8	E8_Spinal_cord	Spinal_cord	-2.77	2.6	0	2.3	4.5	4.9	4	2.3
E8	E8_Spinal_cord	Spinal_cord	-3.97	1.54	2.1	0	3.6	3.4	3.8	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.4	0.23	0	0	3.6	3.4	3.9	0
E8	E8_Spinal_cord	Spinal_cord	-3.2	3.2	0	2.3	5	4.4	2.3	2.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.11	-0.28	2.1	0	4.2	3.4	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.16	-1.16	0	0	2.9	4.2	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.83	-1.16	0	0	3.7	3.2	3.7	0
E8	E8_Spinal_cord	Spinal_cord	-4.09	1.67	0	0	4.3	4.4	3.7	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.71	0.3	0	0	3	0	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.48	0.98	0	0	4.8	4.4	2.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.6	1.18	0	0	4	4.2	2.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.58	2.21	0	0	4.9	4.4	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.41	0.94	2.3	0	4.8	4.3	3.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.07	-0.55	0	0	4.1	4.1	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.17	-1.54	0	0	2.9	3.8	2.9	2.3
E8	E8_Spinal_cord	Spinal_cord	-4.08	1.08	0	0	3.7	2.4	3.4	2.4
E8	E8_Spinal_cord	Spinal_cord	-1.96	-2.34	0	0	3.9	1.9	3.2	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.42	-1.13	0	0	4	3.7	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.33	5.26	0	0	4	4	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0	-1.92	0	0	4.7	3.5	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.68	5.28	4	0	2.8	4	4	0
E8	E8_Spinal_cord	Spinal_cord	-4.9	2.49	0	0	3.8	3.9	3.8	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.11	-2.81	2.5	0	4.3	1.9	3.2	1.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.73	-2.98	0	0	3.2	3.6	3.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.24	-1.96	0	0	3.6	3.2	2.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.2	-1.35	0	0	3.8	2.6	3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.78	-1.27	0	0	3	0	3.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.24	-2.73	0	0	4.1	3.6	3.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.24	5.49	0	0	3.2	3.5	3.2	2.2
E8	E8_Spinal_cord	Spinal_cord	-2.95	2.47	1.9	0	4.2	3.9	3.8	3.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.09	4.46	2.8	0	0	3.2	3.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.35	-1.1	0	0	2.2	2.2	3.6	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.71	-0.29	0	0	0	3.5	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.19	-2.17	2.6	0	3	3	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.04	0.1	0	0	2.3	2.3	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.87	-0.55	0	2.8	3.7	4.5	3.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.22	1.08	0	0	3.4	4.5	2.9	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.37	2.7	2.5	0	4.4	2.8	2.5	2.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.55	-3.65	0	0	3.9	3.3	2	2
E8	E8_Spinal_cord	Spinal_cord	-4.2	3.53	0	0	3.5	4.4	3.7	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.6	4.13	2.9	0	2.9	3.2	3.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.44	-3.3	0	0	3.6	0	2.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.96	-3.51	0	0	3.9	3.6	3.6	0
E8	E8_Spinal_cord	Spinal_cord	-3.14	-0.46	1.9	0	3.5	4.1	3.8	1.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.74	-1.78	0	0	3.7	3.4	3.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.87	-0.38	0	0	3.8	2.3	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.35	0.89	0	0	2.4	4.9	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.53	-2.57	0	0	2.9	4.3	2.9	1.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.22	-3.48	0	0	3.4	3.8	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.49	-1.74	0	0	2.7	3.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.71	-2.6	0	0	3.7	2.6	3.5	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.12	0.46	0	0	4.3	3.6	3.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.37	2.27	0	0	4	3.3	3.4	1.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.6	0.58	2.3	0	3.3	4.4	2.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.35	-0.15	0	0	3.6	3.3	2.7	2.1
E8	E8_Spinal_cord	Spinal_cord	-1.43	1.3	0	0	3.4	3.8	3.2	1.9
E8	E8_Spinal_cord	Spinal_cord	-3.64	1.8	0	0	4.2	4.2	4	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.57	0.65	0	0	3.6	3.9	3.4	3.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.73	0.3	0	0	4.6	3.9	3.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.95	0.98	0	0	3.4	3.9	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.64	0.14	0	0	5	4.6	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.86	-3.72	2	0	2.6	3	3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.06	0.03	2	0	3.7	3.5	3.5	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.87	0	0	0	3.2	4.2	3.7	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.74	-1.53	0	0	3.8	3.7	3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	5.26	-1.24	2.8	0	2.8	3.8	3.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.31	1.84	0	2.2	4	4.4	4.3	0
E8	E8_Spinal_cord	Spinal_cord	-1.74	0.35	0	0	4.5	3.7	4.2	2.6
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.96	2.88	1.8	0	4.2	4.4	3.5	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.67	-0.96	0	0	2.6	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.54	0.17	0	0	3.7	4.9	3.9	2.8
E8	E8_Spinal_cord	Spinal_cord	-4.02	-0.47	1.8	0	3.9	3.5	2.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.13	-0.53	2.4	0	3.4	3.4	3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	5.13	-1.09	2.2	0	0	4.1	3.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.87	-0.23	0	0	3.6	4.4	3.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.61	-0.04	0	0	4.3	3.8	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.55	0.2	2.2	0	3.2	4.5	2.8	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.31	0.64	0	0	4.2	4.1	3.6	2.6
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.35	0.75	0	0	4.3	4.3	2.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.41	0.06	1.6	0	2.6	1.6	4.2	2.2
E8	E8_Spinal_cord	Spinal_cord	-1.66	1.79	0	0	4.1	4	3.5	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.66	0.8	1.7	0	3.4	4.4	3.5	3.4
E8	E8_Spinal_cord	Spinal_cord	-3.83	0.63	0	0	3.2	4.1	3.2	1.9
E8	E8_Spinal_cord	Spinal_cord	-2.74	3.7	0	0	3.8	4.4	3.2	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.47	-3.1	2.1	0	2.7	3.4	4.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.39	1.37	1.8	0	4.2	3.6	3.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.28	-1.31	3.1	0	4.5	4.2	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.67	-3.33	0	0	4.3	4.5	3.7	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.84	-0.39	0	0	4.2	3.2	4	0
E8	E8_Spinal_cord	Spinal_cord	-4.69	1.84	3	0	2.7	4.4	3.6	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.42	-2.15	1.9	0	3.2	3.2	2.5	1.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.39	-1.47	2.1	0	3.1	3.9	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.09	-1.71	0	2.2	3.2	0	4	0
E8	E8_Spinal_cord	Spinal_cord	-3.2	3.64	2.4	0	4.5	4.6	4.2	2.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.5	-0.13	2.2	0	4.4	3.5	4.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.09	0.99	0	0	4.9	4.2	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.03	-1.16	0	0	4.2	3.1	3.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.66	-1.86	0	0	3.8	2.5	3.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.3	-0.74	0	0	2.9	3.6	3.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.72	-0.82	0	0	3.5	2.5	3.1	2.5
E8	E8_Spinal_cord	Spinal_cord	-1.67	0.68	0	0	4.1	3.9	2.5	3.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.65	-0.1	0	0	3.6	0	4.4	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.72	-0.1	0	0	3.1	3.1	3.4	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.24	0.52	0	0	3.9	3.9	4.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.82	-0.86	0	0	3.1	3.6	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.1	-2.53	1.9	0	2.9	3.2	3.9	1.9
E8	E8_Spinal_cord	Spinal_cord	-3.53	3	0	0	3.9	3.1	3.3	2.5
E8	E8_Spinal_cord	Spinal_cord	-3.55	3.4	1.9	0	4.7	4.5	3.7	3.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.49	-2.32	2.2	0	1.6	2.8	3.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.15	1.9	0	0	4.9	4.3	4.1	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.01	0	0	0	4.3	3.4	2.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.37	2.63	0	0	4.1	4.2	3.2	3
E8	E8_Spinal_cord	Spinal_cord	-2.2	4.01	1.7	0	3.6	4.1	4.2	3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.05	0.11	0	0	4	4.4	4	3.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.07	-3.62	1.8	0	3.5	3.3	2.8	2.4
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.6	-1.32	1.9	0	3.2	4.1	2.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.07	0.69	0	0	3.6	3.6	2.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.79	-0.3	0	0	4.2	4.4	3.8	2
E8	E8_Spinal_cord	Spinal_cord	-3.07	3.5	0	0	3.9	3.3	4.5	2.7
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.57	4.8	0	0	2.6	3.5	3.5	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.32	1.66	0	0	4.6	4.7	4.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.99	0.8	0	0	2.6	2.6	0	0
E8	E8_Spinal_cord	Spinal_cord	-4.2	3.21	0	0	4	4.5	3	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.71	0.71	0	0	3.5	2.2	3.5	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.14	1.21	0	2	3.3	3.5	4.1	0
E8	E8_Spinal_cord	Spinal_cord	-2.8	-1.97	0	0	3.4	3.1	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.03	-0.13	2.2	0	2.2	4.1	3.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.22	-2.77	0	0	4.4	3	3.5	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.35	4.72	0	0	0	4	3.6	2.3
E8	E8_Spinal_cord	Spinal_cord	-4.64	0.73	2.1	0	3.6	3.8	3.6	2.1
E8	E8_Spinal_cord	Spinal_cord	-4	1.59	0	0	4.1	4.3	3.8	2.5
E8	E8_Spinal_cord	Spinal_cord	-3.8	-0.52	0	0	3.6	3.6	3.6	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.6	-2.92	0	0	2.9	3.2	3.8	1.9
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.36	-1.44	2.8	0	3.7	3.2	2.8	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.86	1.7	0	0	4.3	4.4	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.9	-2.01	2.7	0	3.6	2.7	4.2	0
E8	E8_Spinal_cord	Spinal_cord	-3.41	0.27	1.9	0	2.9	3.7	4.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.24	-2.39	3	0	3.7	3.5	3.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.01	-0.67	2.2	0	4.3	4.1	4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.37	-0.02	0	0	4.1	0	4.4	0
