day	Anno	celltype	UMAP_1	UMAP_2	Abcb4	Bcl11a	Etv6	Hba-x	Hbb-bs	Kel	Myb	Nr3c1	Runx1	Slc4a1	Snca	Tspan8
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.68	-3.41	0	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-2.61	1.01	0	0	0	7	0	4.6	0	0	0	0	5.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.35	1.57	0	0	0	7.4	0	5.1	0	0	0	6.2	5.1	5.1
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.37	1.68	0	0	0	7.3	4.9	5.6	0	0	0	6.5	4.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.53	3.38	0	0	0	8.3	0	0	0	0	0	6.1	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.49	2.39	0	0	0	7.7	0	5.5	0	0	0	6.4	5.1	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.72	-3.99	5.8	0	0	0	0	0	0	0	5.4	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.86	0.42	0	0	4.3	6.6	0	4.3	0	0	4.3	5.7	5.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.55	-0.42	0	0	0	6.1	0	4.7	0	0	0	0	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.62	3.98	0	0	0	7.1	0	4.2	0	0	0	4.9	0	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-7.12	-2.19	0	0	4.5	6.8	0	0	0	3.8	4.9	5.9	4.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.64	0.99	0	0	0	8.1	0	0	0	0	0	0	5.3	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.2	-4.27	0	0	4.5	0	0	0	0	0	5.2	0	4.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.46	3.86	0	0	0	5.7	0	0	0	0	0	5	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.98	3.5	0	0	0	7.8	0	5.2	0	0	0	6.6	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.39	0.27	0	0	0	7.2	0	5.5	0	0	0	5.5	5.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.63	-1.51	0	0	0	6.9	5.5	0	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.8	-0.15	0	0	5.5	7.3	0	5.5	0	0	0	5.5	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.76	1.09	0	0	0	7.8	0	0	0	0	0	7	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.74	-0.93	0	0	0	7.6	0	0	0	0	0	5.8	5.8	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.09	0.98	0	0	0	6.6	0	5.1	0	0	0	5.5	4.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.54	-2.65	0	0	0	5.4	0	0	0	0	0	5.4	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.38	-1.01	0	0	0	7.6	0	5.2	0	0	5.2	6.3	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.05	4.34	0	0	0	8.3	0	0	0	0	0	6.1	5.4	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-8.95	-3.74	5	0	0	5	0	0	0	0	5.7	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.33	3.32	0	0	0	8.8	0	4.4	0	0	0	5.1	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.4	0.01	0	0	0	7.7	0	6.1	0	0	0	6.4	5.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.96	1.99	0	0	0	8	0	0	0	5.9	0	5.2	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.34	-3.57	0	0	5.2	6.8	0	5.2	0	0	0	0	5.2	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-10.24	-3.4	5.8	6.2	5.8	0	0	5.8	5.1	5.1	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.69	0.8	0	0	0	7.3	0	4.6	0	0	5.3	5.7	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.67	-1.34	0	0	0	6	0	6.4	0	0	0	6	6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.34	-2.22	0	0	0	7.3	0	0	0	0	0	5.1	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.5	2.26	0	0	0	7.9	0	5.3	0	0	0	6.4	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.96	1.81	0	0	0	7	0	4.8	0	0	0	6.6	4.8	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.51	2.14	0	0	0	7.5	0	5.6	0	0	0	5.6	6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.4	1.8	0	0	0	7.3	0	0	0	0	0	5.5	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.5	1.95	0	0	0	8.1	0	5	0	0	0	5.4	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.7	-1.08	0	0	0	5	0	5	0	0	0	5.7	5.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-2.91	-0.71	0	0	0	7.4	0	5.5	0	0	0	0	4.8	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-3.55	0.18	0	0	0	7.2	0	0	0	0	0	5.2	4.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.03	-1.19	0	0	0	6.9	0	6.3	0	0	0	0	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.02	3.92	0	0	0	8.9	5.8	5.1	0	0	0	5.1	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.32	0.02	0	0	0	6.9	0	0	0	0	0	5.2	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.03	-2.51	0	0	0	6	0	0	0	0	0	5.3	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.29	0.08	0	0	0	6.5	0	0	0	0	0	6.2	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.7	1.12	0	0	0	7.3	0	5.2	0	0	4.5	7	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.75	-2.87	0	0	0	6.4	0	0	0	0	0	0	6.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.72	-0.93	0	0	0	6.2	0	5.3	0	0	4.6	5.7	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.95	0.3	0	0	0	6.8	5.4	6.1	0	0	0	6.1	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.7	2.39	0	0	0	7.5	0	0	0	0	0	6.3	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.79	0.37	0	0	0	7.6	0	5.3	0	0	0	4.6	4.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.87	0.99	0	0	0	8	0	6.7	0	0	0	6.4	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.01	0.73	0	0	0	7.3	0	5.2	0	0	0	4.5	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.44	2	0	0	0	7.8	0	0	0	0	0	6.8	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.09	4.29	0	0	0	7.5	0	5.4	0	0	0	5.4	5	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-6.11	-2.49	0	0	5.8	7.4	0	0	0	0	4.7	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-2.7	0.05	0	0	0	6.2	0	5.1	0	0	3.7	5.1	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.4	-1.86	0	0	0	5.3	0	0	0	0	0	0	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.67	0.8	0	0	0	7.2	0	6.3	0	0	0	5.3	5.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.09	2.78	0	0	0	7.5	0	0	0	0	0	5.5	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.63	2.2	0	0	0	8.1	0	5.9	0	0	0	5.9	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.32	0.79	0	0	0	7.8	0	0	0	0	0	5.6	4.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.4	-1.61	0	0	0	6.7	0	0	0	0	0	5.1	0	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.56	-4.74	0	5.2	0	0	0	5.2	4.6	0	0	0	4.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.86	0.27	0	0	0	7.4	0	0	0	0	0	6.8	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.82	4.03	0	0	0	6.8	0	4.6	0	0	5.3	6	5.3	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-8.34	-3.72	0	0	0	4.7	0	0	5.3	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.64	1.83	0	0	0	8	0	5.2	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.32	1.68	0	0	4.7	7.7	0	0	0	0	0	5.8	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.53	3.53	0	0	0	8.4	0	0	0	0	0	6.6	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.04	0.81	0	0	0	7.3	0	0	0	0	0	4.9	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.93	-1.62	0	0	0	5.2	0	5.2	0	0	0	5.2	5.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.22	1.14	0	0	0	6.4	0	4.8	0	0	0	4.8	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.91	2.37	0	0	0	8.4	0	0	0	0	4.6	0	4.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.79	-0.95	0	0	0	6	0	0	0	0	0	6.7	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.48	2.07	0	0	0	6.8	0	5.2	0	0	0	5.5	4.8	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.72	1.07	0	0	0	7.5	0	4.8	0	0	0	6.2	4.8	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.48	1.16	0	0	0	6.2	0	0	0	0	0	6.2	5.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.11	-2.14	0	0	0	5.2	0	0	0	0	0	0	5.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.56	1.53	0	0	0	6.8	0	0	0	0	0	6.5	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.47	1.16	0	0	0	6.2	0	5.5	0	0	0	6.6	5.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.47	-0.68	0	0	0	6.4	0	6.2	0	0	0	0	5.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.88	-1.91	0	0	0	6.4	0	5.7	0	0	5	0	5.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1	-2.71	0	0	0	5.3	0	5.3	0	0	6	6	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.18	1.88	0	0	0	7.8	0	0	0	0	0	6.5	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.5	0.33	0	0	0	7.3	0	0	0	0	0	6.2	5.5	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.5	-3.04	4.1	5.5	4.8	4.8	0	4.1	0	0	5.9	5.2	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.31	-0.56	0	0	5.3	6.7	0	5.3	0	0	0	5.3	0	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.79	-3.06	5.5	6.2	4.8	0	0	0	0	0	0	0	4.8	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-4.01	-2.48	0	0	3.9	5.5	0	3.9	0	0	3.9	5	5.8	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.94	0.78	0	0	0	6.7	0	5.5	0	0	4.4	6.2	5.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.96	0.12	0	0	0	7.9	0	5.7	0	0	0	5.1	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.13	1.59	0	0	0	7.6	0	6.1	0	0	0	6.5	6.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.08	-2.89	0	0	0	7	0	6.1	0	0	0	4.7	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.84	0.3	0	4.3	0	6.5	0	5.4	0	0	0	5.4	4.3	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.31	-4.22	0	0	0	0	0	5.1	0	0	6.2	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.65	0.21	0	0	0	7.2	0	5.8	0	0	0	5.4	4.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.96	2.77	0	0	0	8.3	5.2	0	0	0	0	0	6.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.31	3.02	0	0	0	7.9	0	5.3	0	0	0	5.3	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.61	-1.01	0	0	0	5.7	0	5	0	0	0	5.7	5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.03	0.18	0	0	0	6	0	4.9	0	0	0	5.6	6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.71	1.83	0	0	4.7	8.9	0	4.7	0	0	0	5.3	4.7	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.24	-3.54	4.8	0	4.8	0	0	0	0	0	5.9	0	4.8	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.73	3.32	0	0	0	7.7	0	5.2	0	0	0	5.2	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.32	-1.76	0	0	0	7.4	5.1	0	0	0	0	6.5	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.05	-1.95	0	0	0	7.4	0	5	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.02	4.07	0	0	0	8.3	0	0	0	0	0	6.9	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.21	3.6	0	0	0	7.4	0	5.9	0	0	0	5.5	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.43	2.93	0	0	3.7	8.5	0	3.7	0	0	3.7	5.4	3.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.87	-0.27	0	0	0	7.2	0	0	0	0	0	4.6	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.03	1.15	0	0	0	7.3	0	0	0	0	0	0	4.7	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.51	0.11	0	0	0	6.5	0	5.4	0	0	0	6.1	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.79	-1.24	0	0	0	6.6	0	0	0	0	0	4.8	5.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.22	-0.17	0	0	0	7.1	0	5.7	0	0	0	6.6	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.14	1.69	0	0	0	7.9	0	4.5	0	0	4.5	6.6	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.51	2.62	0	0	0	8.7	5.5	0	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.21	-0.55	0	0	0	7.2	0	0	0	0	0	6.2	5.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.57	1.72	0	0	4.5	7.5	0	4.9	0	0	0	4.9	5.2	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.99	-4.09	0	5.8	4.7	0	0	5.8	0	4.7	5.4	0	5.4	4.7
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-2.08	2.39	0	0	0	8.2	0	6.4	0	0	4.4	5.7	4.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.67	1.51	0	0	0	7	0	0	0	0	0	5.4	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.86	-1.73	0	0	0	5.9	0	5.2	0	0	0	5.2	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.72	-2.99	0	0	0	7.4	0	5.5	0	0	0	5.5	5.5	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.43	-4.69	4	0	4.7	5.4	0	0	4	4	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.09	-2.41	0	0	0	0	0	0	0	0	0	5.4	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.47	-0.95	0	0	0	7	0	0	0	0	0	0	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	5.19	2.83	0	0	0	7.5	0	6	0	0	0	5.3	6	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.57	-3.47	0	0	0	5.1	0	0	0	0	5.1	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.82	2.3	0	0	0	7.2	0	3.8	0	0	0	5.8	4.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.16	-2.01	0	0	0	7.5	0	5.1	0	0	5.1	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.19	-0.33	0	0	0	6.1	0	5.4	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.54	2.48	0	0	0	7.7	5.5	5.1	0	0	0	0	4.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.58	0.84	0	0	0	7.9	0	0	0	0	0	6.1	5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-2.82	0.55	0	0	0	7.5	0	4	0	0	0	6	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.87	1.25	0	0	0	8.4	0	0	0	0	0	5.9	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.38	0.6	0	0	0	8.3	0	0	0	0	0	6.4	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.36	1.61	0	0	0	7.2	0	5	0	0	0	6.4	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.55	2.62	0	0	0	7.9	0	0	0	0	0	4.9	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.64	0.94	0	0	0	7	0	4.9	0	0	0	6.5	6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.74	1.4	0	0	0	6.7	0	4.2	0	0	0	6.4	4.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.7	2.4	0	0	0	7.8	0	5.3	0	0	0	6.4	0	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-8.88	-4.15	0	6.1	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.47	0.06	0	0	0	6.5	4.8	0	0	0	0	4.8	5.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.72	1.82	0	0	0	7.2	0	6.3	0	0	0	6	4.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.76	-1.04	0	0	0	6.2	0	5.1	0	0	0	5.1	6.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.57	-1.88	0	0	0	6.5	0	5.4	0	0	0	5.4	5.4	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-8.7	-4.16	0	6.1	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.9	-0.19	0	0	0	7.7	0	5.9	0	0	5.2	5.2	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.24	-0.55	0	0	0	7.7	0	6	0	0	0	6.4	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.23	2.52	0	0	0	7.6	0	0	0	0	0	6	6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-3.44	1.31	0	0	3.8	7.4	0	3.8	0	0	4.5	4.9	4.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.68	1.35	0	0	0	7	0	0	0	0	0	6.7	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.26	1.68	0	0	0	7	0	5.2	0	0	0	6.6	5.2	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.27	2.84	0	0	0	7	4.4	0	0	0	0	6.3	4.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.84	2.78	0	0	0	8.3	0	0	0	0	0	5.4	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.78	1.95	0	0	4.2	7.5	4.2	4.9	0	0	4.2	6.1	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.52	1.7	0	0	5	8.2	0	5	0	0	0	5.7	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.14	2.19	0	0	0	7.3	0	5.3	0	0	0	5.3	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.22	3.4	0	0	0	8.3	0	4.6	0	0	4.6	6.3	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.14	0.99	0	0	0	6.8	0	5.9	0	0	0	5.2	5.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.67	1.26	0	0	0	7.6	5.3	0	0	0	0	0	6	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-10.09	-3.98	6	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.49	-0.17	0	0	0	5.4	0	5.4	0	0	0	5.4	6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.4	2.54	0	0	0	8.5	5.5	0	0	0	0	6.9	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.18	3.49	0	0	0	8.6	0	5.3	0	0	0	6.7	5.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.42	1.81	0	0	0	7.4	0	4.8	0	0	0	5.9	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.22	2.07	0	0	0	7.6	0	0	0	0	0	4.5	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.56	2.99	0	0	0	8.5	4.8	0	0	0	0	5.9	6.2	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-7.39	-2.81	0	0	4.9	4.5	0	3.8	0	0	5.5	4.5	3.8	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.3	2.28	0	0	0	7.9	0	0	0	0	0	5.3	6.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-2.06	-0.33	0	0	0	6.3	0	4.7	0	0	0	4.7	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.62	4.1	0	0	0	8.3	0	5.3	0	0	0	5.3	4.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.76	-0.54	0	0	0	6.2	0	5.6	0	0	0	6.2	5.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-2.28	1.25	0	0	0	7.5	0	5.1	0	0	0	6.2	4.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	4.9	1.1	0	0	0	7.2	0	0	0	0	0	0	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.72	-1.82	0	0	5.5	5.5	0	5.5	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.6	3.57	0	0	0	6.9	0	4.9	0	0	0	6	5.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.63	3.75	0	0	0	7	0	0	0	0	0	0	0	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-6.83	-2.46	0	0	4.3	7.2	0	5	0	0	5	4.3	4.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.31	-1.66	0	0	0	0	0	6.4	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.59	1.9	0	0	0	8.1	0	4.6	0	0	0	6.8	5.6	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-8.26	-3.35	0	5.2	0	0	0	0	4.5	5.2	4.5	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-2	-2.57	0	0	0	7	0	0	0	0	0	6.3	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.37	3.67	0	0	0	8.8	0	5.4	0	0	0	6.5	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.39	-2.18	0	0	0	0	0	5.4	0	0	0	5.4	0	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-9.34	-3.4	0	5.4	0	4.7	0	0	0	0	5.4	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.08	2.04	0	0	0	8.3	0	5	0	0	0	7	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.86	0.5	0	0	0	7.8	0	5.8	0	0	0	6.2	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.91	1.06	0	0	0	7.3	0	4.9	0	0	0	5.6	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.8	-2.7	0	0	0	5.1	0	0	0	0	0	5.1	6.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.09	0.98	0	0	4.6	7	0	5.3	0	4.6	0	5.9	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	3.87	2.2	0	0	0	7.2	0	0	0	0	0	6	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.22	0.94	0	0	0	6.4	0	5.7	0	0	0	5	6.4	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-8.48	-3.4	0	5	4.3	5.4	0	4.3	0	0	5	0	4.3	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.33	1.35	0	0	0	6.4	0	5.7	0	0	0	6.8	5	0
E10.5	E105_Def_erythrocyte	Def_erythrocyte	-6.6	-2.94	0	0	4.5	6.7	0	5.2	0	0	0	5.6	4.5	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.22	1.42	0	0	0	8	0	5.7	0	0	0	6.1	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.65	1.69	0	0	0	7.1	0	5	0	0	4.3	5.9	5.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.34	-0.91	0	5.1	5.1	5.1	0	5.8	0	0	0	0	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.29	3.58	0	0	0	7.7	0	4.8	0	0	0	6.8	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-2.09	3.12	0	0	0	6.9	0	0	0	0	0	0	4.9	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	0.71	1.74	0	0	0	6.5	0	0	0	0	0	4.7	5.4	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.74	1.07	0	0	0	7.2	0	0	0	0	0	7.5	0	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-0.94	-0.96	0	0	0	6.5	0	6.2	0	0	0	6.5	5.1	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	-1.9	0.82	0	0	0	6.6	0	0	0	0	0	6.4	5.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	1.97	2.18	0	0	0	8	0	0	0	0	0	6.2	4.6	0
E10.5	E105_Primitive_erythroid	Primitive_erythroid	2.91	4.08	0	0	0	8.6	0	0	0	0	0	6	0	0
