day	Anno	celltype	UMAP_1	UMAP_2	marker:Cdx4	marker:Epha5	marker:Hes3	up:Hoxb9	up:Nkx1-2	up:Sox2	up:Nr6a1	up:Foxb1	up:Lyar	down:T	down:Tbx6	down:Mixl1	down:Snai1	down:Hes7	down:Hand1	down:Klf5	down:Mesp1	down:Msx2
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.73	2.22	2.8	2.2	2.8	3.7	2.8	2.2	2.8	0	4.6	2.2	0	0	0	3.2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.07	-3.35	2.6	1.7	3.3	3.3	3.9	2.3	2.3	2.6	4.3	1.7	0	0	0	0	0	1.7	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.93	-0.54	2.8	2.8	3.3	3.3	3.3	0	2.4	0	3.9	0	0	0	0	0	0	1.8	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.13	-1.39	3	2.4	3.8	3.2	2.4	1.8	2.4	0	4.3	2.4	0	0	0	0	0	1.8	0	2.7
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-3.57	1.77	3	2.3	3	0	1.7	1.7	3.2	2.3	3.7	0	0	0	1.7	2.3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.33	0.17	3.1	2.4	1.8	2.4	3.3	1.8	3.1	2.4	4.7	0	0	0	0	1.8	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.38	1.98	0	0	1.8	2.4	3.9	1.8	1.8	1.8	3.4	3.7	0	0	0	3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.11	-4.46	2.3	1.7	3.7	2.3	1.7	2.6	2.3	0	4.3	1.7	1.7	0	0	1.7	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.89	5.26	1.7	0	2.3	2.3	1.7	0	3.4	2.3	4	3.5	1.7	1.7	0	3	0	0	1.7	2.3
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.01	-2.53	3.5	3.2	0	3.3	3.7	1.7	3	2.3	4.7	2.7	1.7	0	0	3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.82	-4.17	3.8	2.3	4	3.2	4.2	1.7	3.4	3	4.3	1.7	0	0	0	2.3	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.58	5.28	3	0	0	2.4	2.4	0	1.8	0	4.3	4.1	2.8	0	2.8	3.9	0	0	1.8	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.32	0.56	3.4	2.1	0	3	3.3	0	1.6	2.1	4.2	4.6	3.4	0	0	2.1	0	0	1.6	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.75	1.27	3.6	2.9	3.6	2.9	2.9	0	4	2.9	3.6	2.9	0	0	0	0	0	2.9	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.28	3.23	3.5	3.3	1.8	2.5	2.5	1.8	3.1	1.8	4.2	3.3	2.5	0	0	3.1	0	1.8	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.56	-0.34	2.3	2.3	2.3	2.3	2.3	0	2.9	0	4.4	2.3	0	0	0	3.7	1.7	2.3	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-1.3	0.2	4.3	3	3.8	3.3	3.4	0	2.4	1.8	3.7	3.3	1.8	0	0	1.8	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.61	-0.1	3.5	1.7	1.7	2.6	2.6	0	2.6	2.9	4.1	4.3	2.3	0	0	2.9	0	2.3	1.7	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.68	3.9	4	2.5	0	0	3.1	2.5	2.5	2.5	3.5	3.8	2.5	0	2.5	3.8	0	2.5	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.32	-0.24	3.6	2.5	1.9	2.5	3.2	0	2.5	0	3.7	1.9	0	0	0	4	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	2.45	-2.08	2.9	3.6	2.6	0	2.6	0	3.4	2.9	3.7	2.9	0	0	1.9	4.1	0	0	0	1.9
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.8	1.24	2.4	2.4	2.4	2.4	3.6	0	2.8	0	4.2	0	2.4	0	0	1.8	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	1.38	-3.84	3.7	1.5	3.7	3	3.7	0	2.1	1.5	4.5	0	0	0	0	2.5	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0	2.1	4	2.4	0	3.1	3.1	2.4	2.4	2.4	3.1	2.4	0	0	0	0	0	0	0	0
E8.25	E825_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.13	4.7	4.2	0	2.4	2.4	3.1	0	0	0	4	3.8	2.8	0	1.8	3.5	0	2.4	1.8	2.4
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.83	0.74	2.8	1.8	2.4	3.4	3.3	0	2.4	0	4.3	2.4	0	0	0	3.1	0	0	0	1.8
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-0.71	2.31	3.6	3.6	2.5	3.2	3.9	2.5	0	2.5	3.9	2.5	0	0	0	3.2	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.4	0.95	2.5	2.5	2.8	2.8	2.8	0	2.5	1.9	4.1	3.7	1.9	0	0	3.5	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-4.78	0.88	1.8	0	4.1	0	3.1	0	3.3	1.8	4.5	0	0	0	0	1.8	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.53	-2.5	4	2	3.4	3.4	2	2	3	2	4.4	0	2	0	0	3	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	0.88	-2.13	1.8	2.7	3	3.7	3.8	1.8	3	3.2	3.6	2.4	0	0	0	3.6	0	0	2.4	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.18	1.5	1.6	2.6	0	1.6	3.8	0	1.6	2.6	4.5	2.9	2.2	0	0	3.1	0	0	0	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.49	2.26	2	2	2.6	2	0	0	2	2	4.5	4.5	0	0	0	3	2	0	2	0
E8.25	E825_Neuromesodermal_progenitors	Neuromesodermal_progenitors	-2.73	-1.98	2.8	1.6	4.3	3.6	3.2	2.5	3	0	4.3	0	0	0	0	2.8	0	2.2	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-3.13	-0.38	2.2	0	0	0	2.8	0	2.2	0	3.9	3.2	0	0	0	4.3	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.79	2.35	3.2	2.9	0	2.2	0	0	3.7	0	4.1	4.2	2.2	0	0	4.1	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-2.26	2.16	0	0	0	0	0	0	0	0	4.4	3.6	2.5	3.2	0	2.5	0	3.2	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	2.57	2.96	2.5	0	1.9	1.9	3.4	0	2.5	0	4.3	2.9	2.5	0	0	2.9	0	0	1.9	1.9
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-4.21	-1.93	2.2	2.2	0	0	3.5	2.2	2.2	0	4	4	0	2.2	2.2	4	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	4.39	2.73	2.9	0	0	0	0	0	2.9	0	4.1	3.7	0	0	0	2.2	2.2	0	2.2	4.1
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	5.13	3.02	3.3	0	0	2.3	2.3	0	2.9	0	3.6	4	0	0	0	2.3	2.3	0	0	2.3
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-4.49	0.39	0	0	0	0	3	0	2.7	2	4	4.1	2	2	0	3	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.21	-1.24	0	1.9	0	0	2.5	0	2.9	3.2	4.5	4.8	2.5	0	0	4.8	0	2.9	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	4.65	2.36	3.7	0	0	0	2.2	0	2.2	0	3.9	3.5	0	2.2	0	2.2	0	3.5	0	3.2
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	3.47	2.94	0	0	0	0	3	3	0	0	3.6	4	3	0	0	3.6	3	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	2.54	-1.56	3	0	0	0	3.3	0	3	2	3.7	4.4	2.7	0	0	2.7	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.23	-1.02	0	0	0	0	2.2	0	2.2	2.2	3.5	4.8	0	2.8	0	2.8	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-3.94	0.48	2.4	0	0	0	2.4	0	0	0	3.9	4.4	0	0	0	4.7	0	0	2.4	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	3.38	3.11	2.4	0	0	3.4	2.4	0	3	0	3.7	3.9	3.4	2.4	2.4	3.7	2.4	0	0	2.4
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-2.03	2.93	0	0	2.3	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	5.16	3.73	3.5	0	0	2.9	2.2	0	2.9	0	3.3	4.1	0	2.2	0	2.2	2.2	0	3.3	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.79	3.81	0	0	0	2.8	2.2	0	2.2	0	4	3.5	3.7	2.8	0	3.5	0	0	2.2	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	2.37	-0.89	2	0	0	2	2.6	0	2.6	2	3.6	4	3.3	3	0	0	0	2	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-1.89	-0.12	0	0	0	0	3	3.6	3	0	4.3	5.1	3	0	0	4.5	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	4.81	4.49	2.4	0	0	2.4	0	0	0	0	3.7	4.3	0	2.4	0	3	3.7	0	2.4	3.7
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.32	2.15	3.5	2.2	0	3.2	2.2	0	3.5	0	4.4	4.4	2.8	2.2	0	2.2	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	3.81	2.72	2.6	0	0	2	2	0	0	0	4.5	4.4	0	2	2.6	2.6	2.6	2	2.6	2
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	2.85	-0.81	0	0	2.5	0	2.9	0	2.9	0	3.2	4.6	3.6	0	0	3.4	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.97	-2.1	0	0	0	0	3.3	0	3	3	4.1	3.8	0	0	0	4	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	2.68	-3.9	3.1	1.8	0	2.4	2.4	0	3.3	0	4.3	4	1.8	0	0	3.1	0	1.8	1.8	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.63	-3.4	2.7	3	0	2	0	0	2.7	0	4.6	3.5	2	0	0	0	0	2	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-1.36	-1.01	0	0	0	0	2.7	2.7	2.7	0	2.7	2.7	2.7	0	0	2.7	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-3.55	-0.21	2.6	0	0	0	2	0	2	0	4.4	4.2	2.6	0	0	0	2	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	2.74	-3.67	0	0	0	2.5	2.9	0	2.5	1.9	4.3	4.6	0	0	0	2.5	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-2.66	2.23	0	0	0	0	4.1	0	0	0	4.2	5.4	0	0	0	3	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-3.9	-2.53	0	0	0	3.1	3.8	0	0	0	3.5	3.5	0	2.5	0	2.5	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.57	4.25	2.1	0	0	2.1	2.7	2.1	3.1	2.7	3.8	4.3	3.4	2.7	2.1	4.3	0	2.1	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-1.2	3.45	0	0	0	0	0	0	2.2	0	4.2	3.9	2.8	0	2.2	2.2	0	0	2.2	2.2
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.35	-1.04	0	0	0	0	3.2	0	2.5	1.9	4.3	3.7	1.9	0	0	4.3	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.32	2.47	0	0	0	0	2.8	0	0	0	4.2	3.9	2.8	0	3.5	2.8	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.55	-2.06	2.7	2.7	0	0	2.7	0	3.3	2.7	3.9	4.1	0	0	0	0	2.1	2.7	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.19	-0.22	0	0	0	0	0	0	2	0	4.2	3.3	2.7	0	2	0	0	2.7	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.77	4.37	0	0	0	0	0	0	3.3	0	4.7	4.5	3.3	0	0	2.9	2.3	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	3.35	-1.08	2.7	0	2.1	2.1	0	0	2.7	2.7	4.1	4.8	2.1	0	0	3.1	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.24	4.66	0	0	0	0	2.1	0	0	2.8	4.2	3.7	3.7	2.1	0	3.4	0	2.1	2.1	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-3.76	-1.71	3.3	0	0	2.2	2.2	0	2.2	0	3.9	4.3	0	0	0	2.9	0	0	2.2	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-4.11	0.17	0	0	0	0	3.6	2.3	2.3	0	4	3.3	0	0	0	2.9	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	3.51	0.06	3.2	0	1.9	0	2.9	0	1.9	1.9	3.4	3.4	2.9	0	0	2.6	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	4.25	3.11	2.4	0	0	2.4	3.5	0	3.1	0	4.2	4	2.4	2.4	0	2.4	0	2.4	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.3	-2.87	3.9	0	2	3	2.7	0	0	2	4.1	3.9	0	2.7	0	4.1	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.82	4.33	0	0	0	0	2.8	0	2.8	2.1	4.5	3.2	2.1	2.1	2.8	0	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.36	-1.33	0	0	1.9	1.9	2.9	0	3.2	0	4	4.3	0	0	0	2.5	1.9	2.5	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	2.08	-1.12	2.1	0	0	2.1	2.7	0	3.8	0	3.8	4	2.7	0	0	2.7	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	3.61	3.21	2.8	0	0	0	0	0	2.2	0	4.5	4	2.2	3.9	0	0	0	0	2.8	2.8
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.35	-1.33	1.7	0	0	0	2.7	2.3	3.1	1.7	4.5	4.3	2.3	0	0	2.9	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-4.34	2.53	0	0	0	0	3.4	2.1	2.7	0	3.8	4	2.7	2.1	0	4	0	0	0	2.1
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	3.97	1.5	2.8	0	0	0	2.2	0	0	2.2	4.2	4.9	2.2	2.2	0	3.2	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.41	2.66	0	0	0	0	2.5	0	0	0	4.5	3.1	3.1	0	0	3.5	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.2	-1.7	2.6	0	0	0	3.3	2	2.6	0	4.5	4.1	0	0	0	2	0	2	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-3.31	1.29	0	0	0	0	4	0	3.1	3.1	3.5	5.2	0	3.1	0	2.4	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	4.01	-2.28	3.2	0	0	0	1.8	0	2.8	0	4.3	4.3	3.2	0	1.8	2.4	0	2.4	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	5.75	3.73	2.2	0	0	0	2.2	0	0	0	3.8	4.4	0	0	0	0	3.2	2.2	2.8	2.8
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.85	-0.33	0	0	0	0	3.3	2	2.7	2	3.7	4.5	2	0	0	3.7	0	2	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-1.31	4.25	0	0	0	0	3.2	0	2.6	0	4.8	4.1	3.2	0	2.6	3.6	2.6	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.28	1.32	1.9	0	0	1.9	1.9	0	1.9	1.9	4.5	4.1	1.9	2.9	0	2.6	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.54	-4.58	2	0	0	0	3.1	0	3.7	2.7	4.2	3.7	0	2.7	0	0	0	2	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.49	-0.23	0	0	0	0	3.6	0	0	0	3.9	4.8	2.6	0	0	3.6	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	4	0.78	1.9	0	0	0	2.5	1.9	1.9	1.9	4.7	4.5	0	2.9	1.9	3.6	1.9	1.9	1.9	2.9
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.27	0.66	2	0	0	0	2	0	3	2.6	4.2	4.2	2.6	0	2	3.3	0	2	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.91	4.59	0	0	0	0	0	0	3.5	0	3.5	3.9	3.5	0	0	4.4	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.34	5.8	2	0	0	2	2.6	0	3	0	3.5	4.6	3	0	0	3.5	2	3	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	2.02	-2.91	0	2	3.2	3.2	2.6	0	3	2	4.5	3.6	0	2.6	0	2.6	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.57	-2.37	3.9	2.1	0	3.4	2.1	0	2.7	3.9	4.7	3.8	0	0	0	3.6	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.88	-2.24	2.9	0	0	0	3.3	0	2.2	0	3.8	4.3	0	0	0	3.3	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-4.11	0.26	0	2	2.7	2	0	2	2	0	4.4	2.7	0	0	0	3.1	0	0	2	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	2.41	0.09	0	0	0	0	2.4	2.4	0	3.5	2.4	5.1	2.4	0	2.4	4.5	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	3.79	-1.44	3.3	0	0	2.8	2.4	0	3.3	3.1	4.2	3.9	3.5	1.8	1.8	4.5	1.8	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	2.7	2.87	3.1	2.4	0	2.4	0	0	3.1	0	4.1	4.5	2.4	3.1	3.1	2.4	0	2.4	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.35	-2.4	0	0	0	0	3.1	0	2.7	0	4.3	3.4	2.1	0	0	4.3	0	2.1	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-2.89	1.38	0	0	0	0	2.5	2.5	0	3.1	4.3	4.5	3.1	0	0	4.2	0	2.5	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.26	-2.42	2.9	0	0	2.3	3.3	0	3.8	2.9	4.5	3.8	3.3	0	0	3.3	0	2.3	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.89	4.86	1.9	0	0	1.9	2.9	1.9	2.5	0	4.1	3.8	2.5	0	1.9	2.9	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-4.43	-0.66	2.9	0	0	1.9	3.2	1.9	1.9	2.6	4	3.9	1.9	2.6	0	3.7	0	0	2.6	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-2.03	-2.51	2.1	0	2.1	0	3.1	2.1	2.7	0	4.6	2.1	0	0	0	2.1	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.62	3.14	0	0	0	0	0	0	4	0	4	4.7	0	3	3	3	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-2.26	-2.99	3.1	0	0	0	0	0	0	0	3.5	3.8	2.5	0	0	2.5	0	2.5	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-1.51	2.28	2.9	0	0	3.3	2.3	2.3	2.9	0	4.3	4	2.9	2.9	0	2.9	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.61	5.11	0	0	0	0	2.4	0	2.4	0	4.3	3.4	3	2.4	0	4.4	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-1.06	-2.43	0	0	0	0	2.9	2.3	2.3	2.3	4.3	3.8	0	0	0	2.3	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.46	-1.26	2.1	0	2.1	2.1	3.4	0	2.8	0	4.6	3.4	2.8	0	2.1	2.8	2.8	2.1	0	2.8
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	2.75	-0.15	0	0	0	0	1.9	0	3.4	1.9	2.9	4	1.9	0	0	3.9	0	1.9	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.11	-1.58	0	0	0	1.9	3.3	0	1.9	1.9	3.9	3.5	0	0	0	2.9	0	1.9	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.31	5.07	0	0	0	0	0	0	2.2	2.2	4.4	4.1	2.9	2.2	0	4.3	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.71	-1.82	2	0	0	0	3.3	0	3.5	3	4.5	4.4	2	0	0	2	0	0	0	2
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.15	-4.36	0	0	0	0	3.3	0	3.3	1.7	4	4.5	2.7	1.7	0	3	0	2.7	1.7	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-1.45	1.25	2.9	0	0	2.2	3.5	0	2.9	2.2	4.8	4.5	2.9	0	0	2.9	0	2.2	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	1.16	0.93	3.2	2.8	3.5	3.2	0	0	3.2	2.8	4.2	3.9	2.2	0	0	4.3	0	0	2.8	2.8
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	2.83	-0.54	3.6	0	0	0	3.6	0	2.2	2.2	3.8	4.4	2.2	2.2	0	2.9	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	5.3	4.78	2.5	0	0	2.5	2.5	0	0	0	4.4	4.6	2.5	0	0	2.5	4.2	0	2.5	2.5
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	4.06	-1.71	3	0	0	1.7	2.7	1.7	3.5	1.7	4.6	4.1	3	0	1.7	3.4	0	2.3	1.7	1.7
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-3.02	1.62	0	0	0	0	3.4	0	3.4	0	4.5	4.7	0	0	0	3	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-4.23	1.41	0	0	0	0	3.2	0	2.8	0	3.8	3.8	2.2	0	2.2	2.2	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.85	3.44	2.9	0	0	2.9	2.9	0	3.6	0	2.9	4.2	4	2.9	2.9	3.6	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-1.12	-2.25	2	2.6	2	2	2.6	0	2.6	2	4.7	3.6	3	2	2	3	0	0	2	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.3	5.54	0	0	0	0	3.2	0	3.5	0	4.2	3.8	0	3.5	0	3.8	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-3.77	-1.86	2.2	2.8	0	2.8	2.8	0	3.2	0	4.7	3.2	0	0	0	4.4	2.2	2.2	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.48	0.41	3.1	3.3	0	2.1	2.1	0	2.7	0	4.8	3.1	2.1	2.7	0	2.1	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-1.2	4.6	0	0	0	0	0	0	2.2	0	4.5	4.1	3.5	3.5	0	2.2	0	2.2	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-0.21	4.82	0	0	2.3	0	2.3	0	2.9	0	4.1	4.4	2.9	2.3	0	4.1	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-3.85	0.42	2.9	0	0	0	2.3	0	2.3	0	4	4.1	0	0	0	2.3	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	0.84	-4.35	0	1.7	0	0	2.3	0	3.1	2.3	4.2	3.3	0	0	0	2.9	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-3.65	-0.05	0	0	0	3	2.3	0	3.6	0	3	3.9	0	2.3	0	2.3	0	0	2.3	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-1.88	0.39	0	0	0	3.2	2.2	2.2	2.2	0	4.2	4.4	0	0	2.2	3.2	0	2.2	2.8	2.2
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	-2.82	0.96	0	0	0	0	3.2	2.8	2.1	0	4.6	4.1	3.2	0	0	2.1	0	0	0	0
E8	E8_Paraxial_mesoderm_C	Paraxial_mesoderm_C	5.27	2.31	1.9	0	0	1.9	2.9	1.9	1.9	0	4.1	4.4	0	0	0	3.2	1.9	3.4	0	2.9
