day	Anno	celltype	UMAP_1	UMAP_2	Alx1	Arid3b	Foxc2	Gata5	Irx1	Irx5	Mef2c	Myl4	Myl7	Nkx2-5	Pax3	Tbx1	Tcf15	Tnnt2	Tsc22d1
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.81	-2.41	0	2.1	4.1	0	0	0	0	0	0	0	2.1	0	4.2	0	3.1
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.32	0.17	0	0	2.3	0	2.3	3.6	0	0	0	0	0	3	4.9	0	2.3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.03	-0.2	0	2.5	0	0	2.5	2.5	3.5	0	2.5	3.5	0	2.5	0	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.74	-3.25	0	0	0	2.6	0	0	3	0	2	0	0	0	0	2.6	2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.35	-0.26	0	0	2	0	3	2.6	3	0	3.3	0	0	3	0	0	2.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.88	3.7	2.3	1.7	0	0	2.3	1.7	0	0	3.6	0	0	0	0	0	3.1
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-4.16	-1.63	0	2.2	0	2.9	0	0	4.1	3.9	6.7	3.9	0	0	0	3.9	3.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.45	-2.27	2	2	2	0	0	2	2.6	0	2	0	0	2.6	0	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.54	0.6	0	0	0	1.9	2.5	2.5	2.9	0	1.9	3.7	0	1.9	0	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.18	1.05	0	0	0	0	0	3.6	0	0	4.2	2.1	0	0	2.1	0	3.1
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.07	-1.53	0	1.9	0	3.2	0	0	4.3	5.5	6.6	3.4	0	0	0	5.2	3.7
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-5.07	-2.82	0	0	0	2.6	0	0	2.6	4.5	5.7	0	0	0	0	5.1	2.2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.41	-1.97	0	0	3.4	0	2.1	0	0	0	0	0	0	0	3.8	0	3.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.69	-0.3	0	1.7	2.7	0	2.7	1.7	0	0	0	0	1.7	1.7	3.6	0	2.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.42	3.37	4	1.7	2.3	0	0	2.3	0	0	3.2	0	0	0	3.9	0	2.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.19	-0.3	0	2.2	3	0	1.6	2.2	0	0	1.6	0	0	2.5	3	0	2.5
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-4.6	0.72	0	0	0	0	0	0	3.1	4.8	5.5	3.1	0	0	0	4.2	3.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.29	4.46	2.6	2	0	0	2	0	0	0	0	0	0	0	0	0	3.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.32	1.45	3.6	2.6	0	0	0	3.5	0	0	4.3	0	2	2	0	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.58	-2.87	1.7	2.3	0	0	1.7	0	0	0	2.7	0	0	2.3	1.7	0	1.7
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.14	-1.43	0	0	0	0	0	0	3.3	2.3	4.6	3.6	0	2.3	0	2.9	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.79	0.55	0	2.6	2.6	0	0	2.6	0	0	3.3	2	2	3	3.8	0	2
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.11	-1.82	0	3.4	0	2.7	0	0	4.3	4.9	6.4	3.8	0	0	0	4.6	3.1
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.44	0.78	0	0	3.1	0	0	2.1	0	0	0	0	0	2.7	4.2	0	2.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.1	2.88	4.2	0	2.6	0	3.3	0	0	0	2.6	0	2.6	0	0	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.99	-3.64	0	0	0	2.8	0	0	0	0	3.2	2.2	0	0	0	3.7	2.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	1.31	-2.41	3	1.8	1.8	0	0	2.4	1.8	0	2.4	0	0	3	1.8	0	2.4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.81	0.97	0	0	2.9	0	2.2	0	0	0	2.2	0	2.2	2.9	4.3	0	3.2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.33	-0.65	0	2.5	0	1.8	0	1.8	4.3	1.8	4.4	3.1	0	0	0	0	1.8
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-5.64	0.02	2.8	2.5	0	2.1	2.1	0	3.1	4	5.6	3.9	0	0	0	4.3	2.5
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.73	-1.77	2	2	0	0	0	3	2	3	4.7	3	0	0	0	4.1	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	5.07	-2.49	0	0	3.5	0	0	0	0	0	0	0	0	0	5.3	0	2.8
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.26	2.66	3.7	2.4	2.4	0	2.4	0	0	0	4.8	0	0	0	0	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.25	-0.14	0	0	0	2.2	0	2.8	3.9	0	4.2	3.9	0	0	0	2.2	3.5
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.8	-3.58	2.5	1.9	0	0	0	0	0	0	0	0	0	1.9	0	0	2.5
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.12	1.67	0	3	3	0	0	3	0	0	0	0	0	0	4.4	3	3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	1.69	-3.48	3	2	0	0	0	0	2	0	0	0	0	0	0	0	2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.55	-0.94	0	2.4	0	3.6	1.8	0	4	3.8	5.9	3.8	0	0	0	2.8	2.4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.8	3.69	3.7	3	0	0	2.7	0	0	0	2.7	0	0	2	2	0	3.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.41	0.23	0	2.1	2.8	0	0	2.8	0	0	0	0	0	2.1	5.1	0	2.8
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.69	-1.49	0	0	2.8	0	2.8	3.2	0	0	2.1	0	0	0	4.7	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	-0.32	4.63	3.5	2.8	2.8	0	2.2	0	0	0	2.2	0	0	0	0	0	2.2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.34	-2.56	0	1.6	0	2.8	1.6	0	2.2	2.8	5.4	3	0	0	0	2.5	2.8
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.1	0.04	0	3.6	3.6	0	2.9	2.9	0	0	2.9	0	0	2.9	4.6	0	0
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-5.96	0.05	0	3.2	0	2.5	2.5	0	4	5.6	6.9	3.9	0	0	0	5.2	3.2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.51	0.45	0	0	0	0	3	3.3	0	0	0	0	0	2	3.5	0	2.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.4	4.89	0	0	2.8	0	0	2.1	0	0	2.1	0	0	0	0	0	2.1
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-4.59	-0.89	0	3.3	0	3.1	0	0	3.9	5.2	5.3	4	0	0	0	5	3.1
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.64	-1.33	0	0	0	3.3	0	0	4.3	2.3	4.6	3.8	0	0	0	2.9	2.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.15	-2.99	0	2.2	0	1.6	0	0	3.2	4.2	5.6	2.2	0	0	0	4.3	2.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.35	0.7	0	2	2	2	0	2	2.7	0	3.7	2	0	2.7	2	0	3.7
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.42	-1.3	2	2	0	0	0	0	4.4	3.3	5.5	4.1	0	0	0	3.3	3.3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.7	-3.39	2.1	0	0	0	2.1	2.1	0	0	2.1	0	0	0	0	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	1.49	-3.44	2.2	2.8	0	0	0	2.2	0	0	2.2	0	0	0	0	0	2.8
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.47	0.54	0	3.1	0	0	0	4	0	0	3.1	0	0	4	3.5	2.4	4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.85	5.34	2.7	2.4	1.8	0	0	2.7	0	0	1.8	0	0	0	1.8	0	3.4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.17	3.5	2.1	2.1	0	0	2.5	2.5	1.5	0	2.5	0	0	1.5	2.1	0	2.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.14	-3.79	3.4	1.9	0	1.9	0	0	0	0	0	0	0	0	0	0	1.9
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	5.12	-2.05	0	1.9	2.5	0	1.9	0	0	0	1.9	0	1.9	0	4.2	0	1.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.75	-3.43	2	0	0	0	0	0	0	0	0	0	0	2	0	0	3.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	5.3	-2.24	0	3.5	2.8	0	0	0	0	0	0	0	0	0	5.5	0	4.4
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-5.27	-1.64	1.6	1.6	0	2.2	0	0	2.2	5.6	6.6	3.4	0	0	0	5	2.8
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.03	1.69	3.3	0	0	0	2.8	1.8	0	0	4.3	0	1.8	0	3.1	0	2.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	1.06	0.31	0	2.5	1.9	0	0	1.9	0	1.9	3.3	0	0	2.5	0	0	3.1
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.66	0.28	2.7	2	0	2	2	2	3.5	0	3.3	2	0	0	2	0	2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.51	-2.02	0	2.7	0	0	0	0	4.3	3.9	4.8	3.9	0	0	0	2.7	2.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.43	3.32	2.1	0	2.7	0	0	0	0	0	2.7	0	3.1	0	3.1	0	2.1
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.55	0.18	0	2	0	3	2	0	4.1	5.8	7.2	4.1	0	0	0	5.4	3.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.17	4.38	3.8	0	2	0	2.6	2	0	0	2.6	0	0	0	0	0	2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.31	-3.93	0	2.1	0	0	0	0	0	0	2.7	0	0	0	0	0	3.1
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-5.91	-0.11	0	2.5	0	2.5	2.8	0	3.3	5.2	6.6	4	0	0	0	5	3.5
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-5.65	-1.77	1.6	1.6	1.6	0	0	1.6	2.8	3.8	5.3	3	0	0	0	3.5	2.8
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.89	0.09	0	0	2	0	0	2.7	0	0	3	0	2	2	4.7	0	3.3
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-4.74	-1.99	0	2.1	0	2.1	0	0	4.3	5.2	6.2	3.6	0	0	0	4.6	3.4
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.46	-0.91	0	1.6	0	1.6	0	0	2.6	2.8	4.6	0	0	0	3.2	2.8	2.8
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	4.55	-0.83	0	0	2.7	0	2.1	2.7	0	0	0	0	0	0	4.7	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.13	4.11	2.8	0	2.2	0	2.8	2.8	0	0	2.2	0	0	0	2.8	0	3.2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.74	0.95	0	2.8	2.8	0	2.2	2.2	0	0	2.2	0	0	2.2	3.7	0	0
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-5.76	-1.32	0	2.5	0	3.5	0	0	2.5	4.5	6.3	3.9	0	0	1.9	4.6	3.5
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.03	-2.64	0	2.8	0	3	1.8	0	3.6	3.4	5	2.8	0	0	1.8	4.5	3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.18	-0.89	0	3.2	0	2.2	2.2	3.2	3.2	2.2	4.4	2.9	0	2.2	0	3.2	2.9
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-4.14	0.93	0	2.3	0	0	0	0	3.5	4.7	5.5	3.8	0	0	2.3	3.8	2.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	5.95	-2.36	0	2.1	3.7	0	0	0	0	0	0	0	0	0	4.7	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.59	0.54	0	0	2.9	0	0	2.9	0	0	0	0	0	3.5	4.8	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.06	-0.75	0	1.6	3.1	0	3.1	2.8	0	0	3.2	0	0	2.2	4.1	0	2.2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.56	4.56	4.5	2.5	3.2	0	1.9	0	0	0	2.5	0	0	0	0	0	3.4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.04	0.65	0	0	0	0	2.6	2.6	0	0	0	0	0	3.3	4.3	0	3.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.8	-0.41	0	2.9	0	0	0	3.6	0	0	2.9	0	2.3	3.3	4.6	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.44	-1.95	0	0	2.3	0	0	0	0	0	1.7	0	0	0	4.9	0	2.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.48	-1.77	0	3.2	3.2	0	0	2.9	0	0	0	0	0	0	4.9	0	2.9
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.39	2.78	0	1.9	0	0	2.5	1.9	0	0	0	0	0	1.9	3.1	0	2.5
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	-0.24	4.36	3.4	0	0	0	0	0	0	0	2	0	0	0	2	0	2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.51	-3.21	2.4	1.8	0	3.3	0	0	4.1	1.8	5	0	0	0	0	3.6	3.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	-0.2	3.98	2	0	2	0	2	2	0	0	2	0	0	2	0	0	3
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.34	-2.44	0	2.4	0	2.7	1.8	0	4.1	4.1	4.6	3	0	0	0	3.9	1.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.15	-2.88	1.9	0	0	0	0	0	0	0	2.6	0	0	1.9	1.9	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.45	4.07	2.5	1.9	3.2	0	0	1.9	0	0	2.5	0	0	0	0	1.9	3.2
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.54	-0.61	0	3.6	0	2.1	0	0	4.4	5.9	7.1	4.5	0	0	0	5.7	3.1
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.72	0.35	0	2	0	0	2.7	2.7	2	2	0	2	0	2	2	0	2.7
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.67	0.28	0	0	1.9	0	1.9	1.9	1.9	0	0	2.5	2.5	0	0	0	2.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.34	-0.48	0	2.4	0	1.4	0	0	2.6	4	5.1	2	0	0	0	2.6	2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	5.24	-1	1.9	2.5	3.1	0	0	0	1.9	0	0	0	0	0	4.8	0	2.5
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.53	-0.12	0	0	0	2.1	3.6	0	4.4	5.9	7.3	3.9	0	0	0	5.7	3.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.97	-3.13	0	0	0	2	0	0	3.6	0	4.6	2.6	0	0	0	0	2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-4.33	-3.7	0	0	0	0	0	0	2.7	3.4	4.5	2.7	0	0	0	4.5	2.7
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-3.91	-1.94	0	2.3	0	2.3	2.3	0	4.2	4.4	5.5	3.4	0	0	0	4.8	3.4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	5.05	-2.15	2.2	2.2	2.8	0	0	0	0	0	0	0	0	0	4.8	0	2.2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.43	-3.22	0	0	0	0	0	0	3.2	3.2	4.5	0	0	0	0	2.6	2.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.8	-2.15	0	1.9	1.9	0	0	0	0	0	0	0	2.5	0	2.9	0	2.9
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.54	2.64	2	1.4	2	0	2.3	2.6	0	0	4.4	0	0	2.3	1.4	0	1.4
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.2	-1.98	0	0	0	3.2	1.6	0	4.4	5.5	6.8	3.9	0	0	0	5.2	3.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.59	-0.55	0	2.5	0	1.9	0	0	2.5	1.9	4.5	3.7	0	0	0	0	3.2
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.78	1.58	2.4	1.8	2.4	0	1.8	1.8	0	0	3.3	0	1.8	3.1	0	0	3.1
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.71	3.18	3.4	0	0	0	0	2.7	2.7	0	4.6	0	0	0	2.1	0	2.7
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-4	-1.55	0	2.1	0	1.6	0	0	3	4.5	4.8	2.8	0	0	0	3.2	2.5
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-5.04	0.94	0	1.9	1.4	1.9	0	1.4	3.8	4.7	6.2	4.1	0	0	0	4.6	2.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.75	-2.33	2	0	0	0	2	0	0	0	2.7	0	0	0	0	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.34	-0.72	0	2.4	1.8	0	0	2.4	0	0	3.8	2.8	0	1.8	0	0	2.4
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-4.69	-1.59	0	0	0	3.4	0	0	4.5	5	6.2	4.1	0	0	0	4.6	2.5
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.98	4.39	1.6	0	1.6	0	0	1.6	0	1.6	4.4	0	0	2.2	2.6	0	3.7
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.74	-0.84	0	2.8	0	3.2	0	0	3.9	5.6	7.5	4.4	0	0	0	5.6	3.7
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-3.95	-1.86	0	2.4	0	3.3	0	0	3.7	4.2	5.9	3.4	0	0	0	3.7	3.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.75	0.24	0	2.7	0	0	2.7	2.7	0	0	3.4	0	0	2.7	3.4	0	2.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.66	-0.84	0	0	3.8	0	3.4	0	0	0	2.8	0	0	0	4.6	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.14	4.38	2.5	0	2.5	0	2.5	0	0	0	3.1	0	0	0	0	0	2.5
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.06	3.57	2.2	3.2	0	0	0	2.2	0	0	3.2	0	0	0	4.1	0	0
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.42	-0.28	0	3.4	0	3	0	0	3.8	5.8	7.4	4.2	0	0	0	5.5	4
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.08	0.16	0	3.2	1.9	0	2.5	2.9	2.5	0	1.9	1.9	0	2.9	0	0	2.9
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.23	3.5	3.3	0	2.7	0	3.3	2.7	2	0	3.7	0	0	0	0	0	2.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	-1.65	2.7	2.2	0	2.2	0	0	2.2	0	0	3.2	0	0	2.2	0	0	3.5
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.55	4.51	3.3	2.4	2.4	0	2.4	3.5	0	0	1.8	0	0	0	0	0	2.8
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-3.91	-2.36	0	0	1.4	1.4	1.4	0	3.7	3.6	5.1	1.4	1.4	0	2	3.7	3
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-6.59	0.15	2.2	2.2	0	2.2	0	0	4.8	5.4	6.9	5	0	0	0	5.5	3.7
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	1.75	-3.45	3.1	0	0	0	0	2.1	0	0	0	0	0	2.1	0	0	2.1
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.63	2.57	2.5	0	3.2	0	2.5	0	0	0	0	0	0	2.5	4.5	0	2.5
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.32	-3.99	2.9	2.2	0	2.2	0	0	3.3	0	3.5	2.2	0	0	0	2.2	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.7	-1.42	0	0	0	0	2.4	2.4	0	0	0	0	0	0	3.1	0	2.4
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.32	-1.49	0	0	0	1.9	0	2.9	2.9	1.9	3.4	3.4	0	2.6	0	0	2.6
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.44	2.57	3.1	2.7	2.1	0	0	2.1	0	0	2.7	0	2.7	0	0	0	3.4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.48	4.2	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-2.59	-0.86	0	2.5	0	2.5	1.9	0	3.9	2.5	4.5	3.1	0	0	0	2.5	3.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.13	2.95	3.9	2.6	2	0	0	2.6	0	0	2	0	0	0	2	0	3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.03	4.2	3	2	3.4	0	0	2	2	0	2.6	0	0	0	0	0	0
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-5.43	-2.71	0	2.5	0	2.5	0	0	4.5	4.7	5.9	2.9	0	0	0	5	2.5
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.01	-2.59	2.6	3.5	0	0	0	0	2	0	2	2	0	2	0	0	2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.04	-1.66	0	2.1	2.1	0	3.4	2.1	0	0	2.7	0	0	3.8	0	0	3.4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.34	2.31	3.1	2.5	2.5	0	0	2.5	0	0	0	0	0	0	4.2	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.92	3.66	0	0	2.6	0	2.6	1.9	1.9	0	3.4	0	0	0	2.9	0	0
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.99	1.79	3.5	0	1.9	0	1.9	0	0	0	4.4	0	0	0	0	0	2.9
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.86	2.7	3.7	0	0	0	0	2	0	0	2.7	0	0	0	3.3	2	2
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.71	-3.05	0	0	2.5	0	0	1.9	0	1.9	0	0	0	1.9	0	0	2.5
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.43	-1.55	0	0	3.5	0	0	1.8	0	1.8	0	0	0	0	4.7	0	2.4
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.71	1.92	3.5	2.5	2.5	0	2.5	0	0	0	2.9	0	0	0	3.5	0	3.1
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-4.93	-2.77	0	2.1	0	2.1	0	0	4	4.7	5.4	0	0	0	0	4.6	3.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.28	1.62	0	2.4	2.4	0	2.4	1.8	0	0	0	0	1.8	2.4	4.2	0	2.7
E7.75	E775_Cardiomyocytes	Cardiomyocytes	-5.09	1.14	0	1.9	0	0	0	0	2.5	4.7	6.4	3	0	0	0	4	2.9
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	1.25	-1.75	2.2	1.6	1.6	0	0	0	0	1.6	3.9	0	0	2.2	1.6	0	1.6
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	-1.93	-0.65	0	2.2	2.2	0	0	2.2	0	2.2	3.8	2.8	0	0	0	0	2.8
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	3.34	3.58	3.5	0	1.9	0	1.9	0	0	0	2.5	0	0	2.8	0	0	2.8
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	0.87	0.77	1.7	1.7	0	0	0	0	0	0	4	0	1.7	0	2.3	0	2.7
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	1.8	1.12	2.3	2.3	2.9	0	2.3	3.3	0	0	0	2.9	0	3.8	0	0	2.3
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.45	1.57	1.9	0	1.9	0	1.9	1.9	0	0	0	0	0	1.9	4.4	0	2.5
E7.75	E775_Paraxial_mesoderm_A	Paraxial_mesoderm_A	2.93	0.58	0	0	2.6	0	0	0	0	0	0	0	0	0	4.2	0	0
E7.75	E775_Splanchnic_mesoderm	Splanchnic_mesoderm	0.07	-0.62	0	2.2	2.6	2.2	0	2.6	3.1	1.6	3.1	3.4	0	1.6	0	0	3.4
