day	Anno	celltype	UMAP_1	UMAP_2	marker:Kdr	marker:Pecam1	marker:Cdh5	up:Elk3	up:Cebpd	up:Erg	up:Atf3	up:Sox18	up:Klf7	up:Bcl6b	up:Ets2	up:Mef2c	up:Carhsp1	up:Fli1	up:Lyl1	up:Xbp1	down:Lyar	down:T	down:Hand1	down:Tal1	down:Etv2	down:Mlx
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.52	0.29	2.4	1.8	0	2.8	0	1.8	0	0	1.8	0	0	0	2.8	2.8	0	2.8	4.1	0	0	2.4	4.1	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.27	-0.74	3.4	2	2.3	1.4	1.4	2	0	0	1.4	0	0	2	2	1.4	1.4	3	4.1	0	0	2.8	5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.58	0.56	2.6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	4.3	3.4	2	3.9	4.5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.67	-3.2	3.9	0	0	2.6	3.7	0	0	0	3.3	0	0	0	3.7	2.6	0	0	3.3	0	2.6	3.7	5	2.6
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.58	0.55	3	0	1.8	0	1.8	0	0	0	1.8	0	0	0	2.7	0	0	3	4.1	0	0	1.8	5.5	2.7
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.39	2.46	2.9	0	1.9	0	0	0	0	0	0	0	0	0	2.9	0	1.9	1.9	4.4	2.6	0	1.9	1.9	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.67	-1.55	2.9	0	0	2.2	0	0	0	0	3.3	0	2.9	0	2.9	3.3	2.9	3.5	3.5	0	0	2.9	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.21	2.96	1.7	0	0	0	0	0	0	0	1.7	0	2.3	2.3	2.9	1.7	0	0	4.2	2.3	1.7	2.3	4.4	1.7
E7.75	E775_Endothelium	Endothelium	3.51	-3.75	3.7	2.8	3.2	3.2	0	0	0	0	0	0	2.8	2.8	2.2	2.8	2.2	2.8	3.2	0	2.2	2.2	0	0
E7.75	E775_Endothelium	Endothelium	1.61	-0.52	3.1	1.7	2.3	3.3	0	2.3	0	1.7	2.6	1.7	0	0	3.5	1.7	2.9	2.6	4.3	0	0	2.9	2.3	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.99	-0.74	3.7	2.9	2.5	0	0	0	0	0	0	0	2.5	1.9	3.2	3.2	0	2.9	3.7	0	0	2.5	2.9	2.5
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.8	-3.56	4.3	0	0	2.8	2.4	1.8	2.4	0	0	1.8	1.8	0	1.8	3.3	1.8	2.4	4.3	0	0	2.4	4.3	1.8
E7.75	E775_Endothelium	Endothelium	4.33	-2.79	2.7	2.4	3	3	1.8	0	1.8	0	2.4	0	2.4	0	3.4	2.7	1.8	3	3.4	0	0	0	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.91	3.86	2.7	0	0	0	0	0	0	0	1.8	0	0	0	2.4	1.8	0	0	4.7	1.8	2.4	3.5	4.3	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.86	-3.34	3.4	0	0	0	0	0	0	0	0	0	0	0	2.8	2.8	0	0	4.1	0	0	2.8	4.7	2.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.93	2.12	3.2	0	0	1.7	0	0	0	0	0	0	0	0	3.2	0	0	2.7	4.4	0	2.7	1.7	4.1	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-5	2.94	1.8	0	0	0	0	0	1.8	0	2.4	0	0	1.8	1.8	0	0	1.8	4.4	0	2.4	3.1	4.7	1.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.95	2.85	0	0	0	0	1.8	0	0	0	1.8	0	1.8	0	0	0	1.8	1.8	4.5	2.4	0	2.8	0	2.4
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.02	1.5	3.5	0	1.7	0	0	1.7	1.7	0	1.7	0	2.3	0	0	3	2.7	1.7	4.1	3.2	2.3	0	3.9	1.7
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.18	3.13	0	0	0	0	1.9	1.9	0	0	0	0	1.9	0	1.9	0	0	1.9	4.8	2.5	1.9	1.9	1.9	1.9
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.25	-4.05	3.4	0	0	0	2.5	0	0	0	0	0	1.5	0	0	1.5	0	1.5	4.4	1.5	0	1.5	4.3	2.1
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.79	-0.98	2.6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3.8	3.8	0	3.6	2.6	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.38	1.88	4	0	0	2	2.6	0	0	0	2.6	2	3	0	0	3.4	0	2.6	3	0	0	3.2	3.2	2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.81	2.8	3.4	0	0	0	0	2.1	0	0	0	0	2.1	0	2.1	3.6	2.1	2.8	3.4	0	0	0	2.8	0
E7.75	E775_Endothelium	Endothelium	3.15	-3.22	0	2.6	2.9	1.9	0	1.9	1.9	0	1.9	0	2.6	0	1.9	2.6	1.9	2.9	4	0	0	2.6	2.6	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.97	1.26	1.9	1.9	0	2.6	1.9	0	0	0	2.9	0	1.9	0	2.9	1.9	0	2.6	3.6	0	0	2.9	4.2	2.6
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.53	-3.09	3.1	0	0	0	0	0	0	0	0	0	0	0	2.1	2.1	0	2.1	4.1	0	2.1	3.6	5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.11	-1.09	3.4	2.1	0	2.8	0	0	0	0	2.1	0	0	0	2.8	3.4	0	0	4.2	2.8	0	2.1	3.6	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.63	-3.36	2.5	1.9	1.9	0	0	0	0	1.9	1.9	0	1.9	0	1.9	2.9	1.9	0	4.1	1.9	1.9	2.9	3.7	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.37	0.41	3.3	0	0	2.4	0	0	1.8	0	3.1	0	0	0	1.8	2.4	0	3.1	3.7	0	0	3.3	5.3	1.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.22	-0.54	4.2	0	0	0	0	0	0	0	0	0	2.7	0	0	2.7	0	0	5.1	0	0	2.7	5.6	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.02	-1.21	2.4	1.8	1.8	0	2.4	2.4	1.8	1.8	2.4	0	1.8	0	1.8	2.4	2.7	2.7	3.6	0	0	1.8	2.4	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.73	0.28	3	0	0	3	2	0	2	0	3	0	0	0	2	2	0	2	4.3	2	0	3.3	4.9	2.6
E7.75	E775_Endothelium	Endothelium	2.62	-3.21	3.1	2.5	0	1.9	1.9	2.5	2.5	0	2.5	0	0	0	2.8	1.9	1.9	2.8	4.1	0	0	2.5	3.1	0
E7.75	E775_Endothelium	Endothelium	1.76	-2.16	3	2.5	2.8	2.5	2.8	1.6	1.6	1.6	1.6	0	2.5	1.6	3	2.5	2.5	3.6	4.3	1.6	0	2.2	1.6	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.24	4.02	1.9	0	0	0	0	0	0	0	1.9	0	0	0	0	0	1.9	0	4.6	1.9	3.2	2.9	1.9	1.9
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.53	-0.19	2.2	2.2	0	3.9	2.2	0	2.8	0	2.2	0	2.2	0	0	2.8	0	2.8	4.3	2.2	0	2.2	4	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.13	-0.36	0	2.1	0	2.1	0	0	0	0	0	0	2.7	0	3.6	2.7	2.1	2.1	3.3	0	0	0	3.7	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.95	0.43	3.2	0	0	2.2	0	0	0	0	0	0	0	0	2.2	0	0	2.2	4.4	2.2	0	0	4.6	2.2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.31	4.68	0	0	0	0	0	0	0	0	0	0	1.9	0	0	1.9	1.9	1.9	4.1	0	2.9	2.9	0	1.9
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.3	-3.83	3.2	0	3.2	2.2	0	0	0	2.2	0	0	0	0	2.2	2.9	0	2.2	3.5	0	0	2.9	2.9	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.4	0.36	2.1	0	2.4	0	2.1	2.4	2.1	0	1.5	0	2.4	0	3.1	2.4	1.5	1.5	4.2	1.5	3.1	2.7	2.1	1.5
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.54	0.27	3.2	0	0	1.8	0	1.8	1.8	1.8	3.2	0	0	0	2.4	2.4	1.8	1.8	4.1	1.8	0	1.8	1.8	1.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.67	3.99	2.6	0	2.6	2.6	2.6	0	0	0	0	0	0	0	2.6	0	0	0	4.5	3.7	0	2.6	2.6	3.3
E7.75	E775_Endothelium	Endothelium	2.02	-3.2	2.9	2.9	3.3	2.2	2.2	0	3.3	2.2	0	0	0	0	2.9	2.2	2.2	3.8	2.9	2.2	0	0	2.2	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-6.53	0.24	3	1.6	3.4	1.6	0	1.6	0	1.6	2.5	0	1.6	0	2.8	0	0	1.6	4.3	0	0	0	0	1.6
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.73	0.5	2.7	3	0	2	2	0	0	0	2.7	2	2	0	2	2.7	2	2	3.3	0	0	2.7	3.5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.29	-4.2	3	0	2	0	2	0	0	0	0	0	0	0	0	2	2.6	2.6	4.8	0	2	2	3.6	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.03	3.63	3.6	0	0	0	0	0	0	0	0	0	1.8	0	3.1	1.8	0	0	3.6	2.4	2.4	2.8	0	2.4
E7.75	E775_Endothelium	Endothelium	3.59	-2.94	4	2.4	1.8	3.3	2.8	0	0	0	3.1	2.4	2.8	0	3.8	3.1	0	0	3.8	0	0	0	2.4	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-6.57	-0.21	1.6	1.6	0	1.6	0	0	0	0	1.6	0	1.6	0	1.6	3	1.6	0	4	3.4	0	0	0	1.6
E7.75	E775_Endothelium	Endothelium	1.83	-2.47	3.2	2.8	0	0	2.8	0	0	0	2.2	0	2.8	0	2.2	2.8	2.2	3.2	4.4	0	0	2.2	2.2	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.67	-3.02	3.3	0	0	2.9	0	0	0	0	0	0	0	0	2.9	0	0	0	4.3	0	2.3	2.9	5.1	2.3
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.2	3.38	2.3	0	0	0	0	0	0	0	0	0	0	0	0	2.3	2.3	2.3	4.2	0	0	0	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.25	1.21	2.7	0	0	0	0	0	0	0	0	0	0	0	2.1	2.7	0	2.1	4.6	0	3.6	3.1	4.8	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.3	2.48	0	0	2.8	2.8	0	2.1	0	0	0	0	2.1	0	2.8	3.6	2.8	2.1	4.6	2.8	0	3.1	2.8	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.22	-1.03	3.2	2	0	0	0	0	2	0	2	0	2	0	0	3	2	2	3.8	2	0	3.5	2	0
E7.75	E775_Endothelium	Endothelium	3.01	-2.28	3.2	2.2	0	3.5	0	0	2.8	0	0	0	0	0	0	3.2	3.5	2.2	4.3	0	0	2.2	2.8	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-5.95	-0.87	3.7	2.4	0	1.7	0	0	0	0	3.2	0	0	0	1.7	0	1.7	2.4	4.1	1.7	0	2.7	4.1	1.7
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3	0.69	2.9	0	0	0	0	0	0	0	2.2	0	0	2.9	2.2	2.9	2.2	2.2	4.5	2.9	0	2.9	4.3	0
E7.75	E775_Endothelium	Endothelium	2.21	-3.56	1.7	2.6	3.3	2.9	0	0	1.7	0	0	0	1.7	0	3.3	3.1	1.7	2.9	4	0	0	1.7	1.7	1.7
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.34	2.48	3	0	0	0	0	0	0	0	0	0	2	0	3	3.3	0	2.6	4.4	2	0	3	3	0
E7.75	E775_Endothelium	Endothelium	1.88	-4.08	3.2	1.6	3	0	0	1.6	2.2	0	1.6	0	0	2.2	2.8	1.6	1.6	0	4.4	2.2	0	2.2	1.6	1.6
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.46	2.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	2.7	0	2.7	4	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.3	1.58	3	2.3	2.3	0	2.3	2.3	0	0	2.3	0	2.3	0	3	2.3	0	0	4.6	2.3	0	0	2.3	2.3
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.2	0.16	1.6	2.8	2.2	0	0	0	0	0	1.6	0	0	0	0	2.8	0	1.6	4	0	0	2.2	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.04	2.54	3.9	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	4.4	0	0	3.9	4.4	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.08	-2.68	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	2.6	4.3	0	1.9	2.9	5.2	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.34	-4.34	4.1	2.4	0	3	2.4	0	2.4	2.4	3	0	0	0	0	3	0	3	3.9	0	0	3	5.2	3
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.48	-3.93	2.2	2.6	2.2	2.2	0	0	3.2	0	3.1	0	1.6	0	2.8	3.1	2.8	3.2	3.8	0	0	2.2	2.6	1.6
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.36	0.11	2.6	0	2	0	0	0	2.6	0	0	0	0	0	3	3	0	0	4.5	2	0	3.5	4.4	2.6
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	2.91	-0.53	3.7	2.8	2.2	0	0	0	0	0	0	2.2	0	0	3.2	2.8	0	2.2	3.9	0	0	2.2	3.2	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.14	-2.86	4	0	0	0	2	0	0	0	0	0	0	0	2.7	0	0	2	4.1	0	0	2.7	5.7	0
E7.75	E775_Endothelium	Endothelium	2.11	-1.06	3.3	2.9	2.7	1.7	2.7	2.7	3.5	0	1.7	0	0	1.7	2.7	2.7	0	1.7	3.1	0	0	1.7	0	0
E7.75	E775_Endothelium	Endothelium	2.25	-3.15	3.9	2.6	2.6	0	0	0	0	0	0	2.6	3.3	0	3.6	3.3	0	0	3.6	0	0	0	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.72	-0.04	3.3	0	0	0	0	0	0	0	1.8	0	0	0	2.4	1.8	0	0	3.9	0	0	3.5	5.1	1.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-0.24	-3.9	3	1.6	1.6	2.2	0	1.6	1.6	0	0	2.2	3.3	1.6	3	3.2	2.8	2.5	3.6	0	1.6	1.6	3.5	1.6
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.72	-3.36	4	0	0	0	2.9	0	0	0	0	0	0	0	2.9	0	0	3.6	4.5	0	3.6	2.9	4.3	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.22	-1.53	3.3	0	1.8	0	1.8	1.8	0	0	3.3	0	2.4	1.8	2.4	4.2	1.8	2.8	4.5	0	0	2.8	4.6	1.8
E7.75	E775_Endothelium	Endothelium	2.59	-2.05	2.3	0	2.3	0	2.3	0	3.3	0	2.3	0	0	0	3.6	2.9	0	2.9	3.3	0	0	2.3	0	0
E7.75	E775_Endothelium	Endothelium	2.93	-2.61	3.2	3.2	2.8	2.8	2.2	0	0	0	2.2	0	0	0	3.2	2.2	0	2.8	3.8	0	0	0	2.2	0
E7.75	E775_Endothelium	Endothelium	5.48	-1.49	0	3.3	2.6	0	0	0	0	0	0	0	0	0	2.6	2.6	2.6	3.7	3.7	0	0	0	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.18	-2.25	2.8	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	3.8	1.9	2.8	2.5	5.1	1.9
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.41	-3.05	3.7	2.4	1.8	1.8	1.8	0	2.4	0	1.8	0	1.8	0	2.4	3	1.8	2.4	4.7	0	1.8	1.8	3.8	0
E7.75	E775_Endothelium	Endothelium	1.63	-1.88	4.2	2.1	2.4	2.4	2.7	1.5	2.7	0	3.5	2.1	2.1	2.1	3.1	3.1	2.4	2.4	2.9	0	0	1.5	1.5	0
E7.75	E775_Endothelium	Endothelium	2.78	-2.19	2.8	2.8	2.8	2.2	0	0	0	0	3.2	0	0	0	2.2	2.8	0	0	4.3	0	0	0	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.03	-2.02	2.6	3.3	0	0	2.6	0	0	0	0	0	0	0	3.3	2.6	2.6	3.7	4.6	0	0	0	0	2.6
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-5.31	1.45	2.2	1.6	0	0	1.6	0	0	0	0	0	0	1.6	2.8	1.6	1.6	1.6	3.7	0	0	0	3	2.2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.88	4.55	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	1.8	1.8	4.7	0	3.3	3.3	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.76	-0.34	4.1	0	0	0	0	0	0	0	0	0	2.2	0	0	2.2	0	2.9	4.3	3.5	0	4.1	4.5	2.2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.04	-2.58	0	3.2	0	4	0	0	0	3.5	0	0	2.5	0	3.5	0	3.2	0	4	0	0	3.8	5.1	0
E7.75	E775_Endothelium	Endothelium	3.87	-2.79	2.4	2.4	3.1	0	1.8	1.8	0	0	3.7	1.8	1.8	0	3.3	3.1	0	1.8	3.5	1.8	0	0	1.8	0
E7.75	E775_Endothelium	Endothelium	1.31	-0.18	3.5	0	2.7	1.5	1.5	2.5	0	0	2.1	0	2.5	0	3.3	1.5	2.1	2.5	3.7	0	0	1.5	1.5	0
E7.75	E775_Endothelium	Endothelium	1.01	-0.38	2.9	2.9	3	0	1.8	1.8	2.7	1.2	2.4	0	2.4	1.2	3.7	3	1.2	2.7	4.2	0	2.9	0	2.1	1.2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.35	2.59	3.7	0	0	0	2.4	0	0	2.4	2.4	0	0	3	0	0	0	2.4	4.4	0	2.4	2.4	4.7	0
E7.75	E775_Endothelium	Endothelium	4.42	-3.38	2.3	3.3	2.9	3.3	0	0	2.9	2.3	2.3	0	0	0	3.6	0	2.3	2.3	3.3	0	0	0	0	0
E7.75	E775_Endothelium	Endothelium	4.4	-2.09	2.5	1.9	1.9	1.9	1.9	0	1.9	0	0	0	1.9	0	2.5	1.9	2.9	0	3.7	0	0	2.5	1.9	1.9
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.16	0.46	1.5	1.5	2.6	0	0	0	1.5	1.5	2	0	2	0	3	3.5	1.5	2.4	3.7	0	0	2.4	2.4	1.5
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.35	-0.09	3.1	0	1.8	2.4	0	0	0	0	0	0	0	1.8	0	0	0	0	4.1	0	0	3.1	5.3	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.38	-0.68	0	0	2.5	0	2.5	0	0	0	2.5	1.9	0	0	2.9	1.9	0	0	3.6	0	0	0	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-5.08	-0.11	3.2	0	2.3	0	0	0	2.3	0	0	2.3	2.3	1.7	1.7	2.7	0	3	4	0	0	0	0	2.3
E7.75	E775_Endothelium	Endothelium	3.46	-2.87	3.1	2.5	2.5	3.1	0	2.5	0	0	2.5	0	0	0	0	2.5	0	3.8	3.1	0	0	0	2.5	0
E7.75	E775_Endothelium	Endothelium	3.75	-3.6	3.4	2.4	3.8	2.7	2.1	1.5	2.1	1.5	2.4	0	1.5	0	3.5	2.7	0	2.4	3.4	0	1.5	0	1.5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-1.67	2.73	1.7	1.7	1.7	1.7	1.7	1.7	1.7	1.7	0	0	0	0	2.7	0	1.7	1.7	4.5	0	4	1.7	1.7	0
E7.75	E775_Endothelium	Endothelium	3.23	-1.33	2.3	0	0	2.3	3.8	0	2.3	0	2.3	0	3	0	3.3	3	2.3	2.3	3.3	0	0	2.3	2.3	0
E7.75	E775_Endothelium	Endothelium	2.43	-2.82	3.9	3.1	3.6	3.1	0	0	0	0	3.4	1.8	1.8	2.4	3.4	3.1	2.4	3.1	3.3	0	0	0	2.4	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.81	-1.02	3.1	0	1.9	3.4	0	3.1	2.5	0	2.9	1.9	2.5	0	1.9	2.5	2.9	3.7	4.2	0	0	2.5	3.8	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.3	-3.95	3.5	2.8	3.5	2.2	0	2.2	2.2	0	0	0	2.2	0	0	2.8	3.5	0	4	0	0	0	4.2	0
E7.75	E775_Endothelium	Endothelium	2.21	-2.3	3.7	1.3	1.8	1.3	0	1.3	1.3	1.3	2.6	1.3	3.1	1.3	3.1	3.2	3.5	2.8	3.7	0	0	1.8	1.3	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	3.09	-2.8	3.7	2.5	2.9	2.9	0	0	0	1.9	2.5	2.5	1.9	2.9	1.9	3.7	1.9	0	3.6	1.9	0	1.9	2.9	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.85	-0.31	3.5	0	2	0	2	0	0	0	0	0	0	0	0	2	0	2	3.9	0	0	2.6	2.6	2.6
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.44	-3.58	2.8	0	0	0	2.2	0	0	0	0	0	0	0	2.2	0	0	2.8	3.9	0	2.2	2.8	5.3	2.2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.22	-4.49	2.8	1.8	0	1.8	0	0	2.8	0	0	0	0	0	2.8	1.8	1.8	1.8	4.4	1.8	2.5	2.5	4.8	2.8
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.1	1.01	3.4	0	0	3.1	0	0	0	0	0	0	0	0	3.1	2.7	0	2.7	4.1	0	0	3.1	3.9	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	0.45	3.37	3.6	0	0	0	0	0	0	0	0	0	0	0	3.4	0	0	0	4.7	2.7	3.9	2.1	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-5.78	-0.35	1.5	0	2.4	0	0	1.5	1.5	0	2.1	0	2.4	0	2.4	1.5	0	3.2	3.7	3.1	1.5	1.5	0	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.91	2.73	3.2	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	2.2	3.5	0	2.2	0	5	2.2
E7.75	E775_Endothelium	Endothelium	2.08	-2.55	4.3	0	0	0	0	0	0	0	3	0	3	0	0	3	0	0	3	0	0	3	0	3
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.47	-3.61	2.6	0	0	2.6	0	0	2	0	2.6	0	2	0	0	2	0	0	3.8	0	2	3	4.5	0
E7.75	E775_Endothelium	Endothelium	5.83	-1.65	2.7	2	3.5	2	2.7	2	0	2	0	0	0	2.7	3.5	3	2.7	2	3.5	0	0	3.3	2	0
E7.75	E775_Endothelium	Endothelium	5.01	-1.37	2.3	3	3.7	2.3	0	2.3	2.3	3	0	0	0	0	0	3.4	2.3	3	3.4	0	0	2.3	0	0
E7.75	E775_Endothelium	Endothelium	1.77	-4.15	2.6	2.6	3	3	2	0	2	2	0	2.6	2.6	2	3.2	3	2.6	3	3.8	0	0	2.6	2.6	2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-4.24	-4.17	3.5	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	2.2	4.3	0	3.5	2.9	5.4	2.2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.82	1.87	3.4	1.6	2.2	1.6	0	1.6	0	0	1.6	1.6	3.1	0	1.6	4	2.9	2.2	4.3	0	0	3.1	2.2	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.15	-2.94	2.5	2.5	0	2.5	2.5	0	0	0	3.2	0	0	0	2.5	3.5	0	0	4.2	2.5	0	2.5	2.5	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	4.15	-0.19	0	0	0	2.2	2.8	0	0	0	3.5	2.2	2.2	0	3.2	3.5	0	0	4.3	0	2.2	2.8	4	2.2
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.86	0.66	3.3	0	0	2.6	2	0	0	0	2.6	0	0	0	2.6	2	0	0	4.2	0	0	3.8	5.3	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	1.06	-1.88	3.3	2.2	2.2	3.9	2.2	0	2.9	2.2	0	0	2.2	2.2	2.9	3.8	2.9	2.9	3.3	2.2	0	2.2	3.9	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-6.72	-0.14	3.3	0	0	2.9	0	0	0	0	0	0	0	0	2.3	0	2.3	2.3	4.6	2.3	0	2.3	2.9	2.3
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-3.21	1.06	2.6	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	4.8	2	0	3	4.6	0
E7.75	E775_Hematoendothelial_progenitors	Hematoendothelial_progenitors	-2.02	1.47	3.3	2.3	0	1.7	0	0	1.7	0	0	0	0	0	2.3	2.3	0	1.7	4.3	0	3.8	2.3	3.3	0
