day	Anno	celltype	UMAP_1	UMAP_2	down:Klf6	down:Pitx2	down:Creb3l1	down:Tsc22d1	down:Peg3	down:Snai2	down:Prdm6	down:Tcf4	down:Tead1	down:Zfp711	down:Gata6	down:Hmg20b	down:Zfhx3	down:Purb	down:Tbx20	down:Epas1	down:Pbx1	down:Creb3	down:Myrf	down:Foxp1	down:Mbnl2	down:L3mbtl3	down:Tead4	down:Hlx	down:Dpf3	down:Tcf7l1	down:Gata5	down:Ets1	down:Zeb1	down:Cxxc4	down:Creb3l2	down:Zfp9
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	3.17	2.92	2.1	0	0	2.8	2.1	0	2.1	2.1	0	0	0	2.1	0	0	0	0	2.8	0	0	2.1	0	0	0	0	0	2.8	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.6	5.27	0	0	0	2.1	2.1	0	3.4	2.1	2.1	0	2.1	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	4.7	-1.67	2.1	2.1	2.7	3.1	2.7	2.1	0	0	0	0	0	2.7	0	0	0	0	2.7	0	0	0	0	0	2.1	0	0	2.1	0	0	0	0	2.1	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-3.65	-0.98	3.4	0	0	1.7	0	0	2.3	1.7	2.3	0	0	0	0	0	1.7	0	1.7	0	0	1.7	2.3	0	0	1.7	0	0	2.3	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	1.94	-1.84	2.1	0	0	2.1	2.7	0	0	2.1	0	0	2.7	0	0	2.1	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.09	5.53	2.6	0	0	2.6	1.9	0	0	0	0	0	1.9	1.9	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	1.16	0.93	2.7	2.1	0	0	2.7	0	2.7	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.11	0.28	2.8	0	0	3.2	3.2	0	2.2	0	2.2	0	2.8	2.8	2.2	2.2	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	3.57	-0.03	0	0	0	1.8	1.8	0	1.8	0	0	0	1.8	1.8	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	3.37	-1.36	2.1	0	0	2.7	3.1	0	0	0	0	0	2.1	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	2.7	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.41	-0.06	3.5	0	0	2.5	3.1	0	0	0	0	0	2.5	0	0	0	0	0	2.5	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-4	1.44	0	0	0	2	2	0	2	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.89	-0.01	3.2	0	1.9	3.2	2.9	0	1.9	1.9	0	0	2.6	2.9	1.9	0	0	0	1.9	1.9	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-3.87	-0.34	3	0	0	2.3	3.4	0	2.3	2.3	0	0	2.3	3	0	2.3	0	0	0	2.3	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.01	3.95	2.8	0	0	3.3	3.1	0	0	0	0	0	1.8	2.4	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.3	-3.67	2	0	0	0	2.7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.21	0.45	2.8	0	0	0	3.9	0	0	0	0	0	0	0	0	2.2	2.2	0	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	1.84	-1.17	2	0	0	0	2.6	0	0	2	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.59	3.04	2.9	0	0	3.6	2.9	0	2.9	2.3	0	0	2.3	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	0.2	4.55	3.2	0	0	0	3.9	0	0	0	0	0	2.6	3.2	0	0	0	0	0	2.6	0	0	2.6	0	0	0	0	0	0	2.6	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.08	-1.99	2.2	0	0	2.2	3.2	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	1.4	5.38	0	0	0	2	3	0	0	2	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.37	2.11	1.8	1.8	0	0	3.1	0	2.4	0	0	0	1.8	1.8	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	1.87	4.21	0	0	0	1.9	2.9	0	2.5	0	0	0	0	1.9	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	3.22	2.96	2	0	0	2	3.6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.62	4.5	2.3	0	0	0	3.8	0	2.3	0	2.3	0	0	3.3	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-6	-0.38	2.7	0	0	2.7	2	0	0	2	0	0	2.7	0	2	0	0	2	0	2.7	0	0	0	0	0	0	0	0	0	2	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-0.73	4.98	0	0	0	3.4	3.6	0	0	0	0	0	1.9	1.9	0	1.9	1.9	0	0	1.9	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	4.49	3.04	1.7	0	0	2.7	2.9	0	1.7	0	0	0	0	2.3	0	1.7	0	0	0	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.2	0.09	2.7	0	0	2.7	3.7	0	2.7	0	2.7	0	2.7	0	0	0	0	0	2.7	0	0	0	0	0	0	2.7	0	0	0	2.7	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	1.61	-0.36	0	2.4	0	3	3	0	2.4	0	0	0	0	2.4	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	1.88	5.04	0	0	0	0	3.3	0	2.7	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	1.61	-0.61	2.3	0	0	0	4	0	2.3	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.93	3.11	0	0	0	3.2	1.9	0	0	0	0	0	0	0	0	1.9	0	0	2.6	0	0	0	1.9	0	0	0	0	0	0	0	0	0	1.9	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.92	4.16	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.6	-1.21	3	0	0	0	2.8	0	1.5	0	1.5	0	1.5	2.1	0	0	0	0	1.5	1.5	0	0	0	0	0	0	2.1	0	0	0	0	1.5	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.2	3.53	3.1	0	0	0	3.1	0	0	0	2	0	0	2.7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-5.24	1	2.3	0	0	0	2.3	0	2.3	2.3	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	1.85	1.25	3	0	0	2	2	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	1.9	-0.47	0	3.1	0	2.1	2.1	0	2.7	2.1	0	0	2.7	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	4.54	-0.92	1.8	0	0	1.8	2.4	0	0	1.8	0	0	1.8	1.8	0	0	0	0	1.8	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.71	1.32	0	0	0	2.7	3	0	2	0	2	0	2	2.7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.17	0.76	2.2	0	0	2.9	2.9	0	0	0	0	0	0	2.2	0	2.2	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	3.88	-2.66	0	0	0	2.3	3.8	0	0	0	2.3	0	0	2.9	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	1.07	-0.43	0	0	0	1.6	3	0	1.6	1.6	1.6	0	1.6	1.6	0	1.6	1.6	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	1.05	-0.18	3	0	0	3	3	0	0	0	0	0	3.6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-1.93	-2.26	2.4	0	1.8	3	3	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	1.8	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	3.98	-3.18	0	0	0	3.6	2.5	0	0	0	0	0	0	2.5	0	0	0	0	0	1.9	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	3.81	4.15	0	0	0	2.6	3	0	2	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-2.84	-0.35	2	0	0	3.5	2.7	0	2.7	0	0	0	2.7	2	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	3.31	4.7	2.5	0	0	3.2	2.5	0	2.5	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.26	0.55	3.5	0	0	3.3	3.3	0	0	2	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	3.81	2.86	0	0	0	2.9	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	2.79	3.61	0	0	0	3.2	4.2	0	2.1	0	0	0	2.1	2.8	0	0	0	0	2.1	0	0	0	0	2.1	0	0	0	0	0	2.1	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	3.38	0.71	2.7	0	0	2.7	2.1	0	0	2.1	0	0	2.1	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-4.45	0.24	0	0	0	0	3.8	0	0	2.3	0	0	2.3	2.9	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.25	E725_Mixed_mesoderm	Mixed_mesoderm	-3.93	0.14	2.2	0	0	2.2	2.9	0	2.2	0	0	0	2.2	0	0	2.2	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	2.3	4.08	3.7	0	0	2.2	2.2	0	2.2	0	2.9	0	0	0	0	0	0	0	2.2	0	0	0	0	0	2.9	0	0	2.9	0	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	2.54	4.42	2.4	0	0	2.4	3	0	0	0	0	0	0	3.4	0	0	0	0	0	2.4	0	2.4	0	2.4	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.14	-4.4	0	0	0	4.2	2.9	0	2.2	0	0	0	0	2.2	0	0	0	0	2.2	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	3.15	4.66	0	0	0	2.3	3.6	0	0	0	0	0	2.9	2.3	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	2.3	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.92	-0.92	3.1	2.4	2.4	2.4	3.1	0	0	0	0	0	0	0	0	0	2.4	0	3.1	2.4	0	0	3.1	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.81	0.74	4	0	0	3.1	3.6	0	3.1	2.1	2.8	0	0	2.8	0	2.1	2.1	0	0	3.1	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-0.64	-0.75	2.1	0	0	0	3.8	0	2.8	0	0	0	2.1	3.2	0	2.1	0	0	2.1	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.91	0.41	2.1	2.1	2.1	3.4	3.4	2.1	2.8	0	0	2.1	2.8	2.1	2.1	0	0	2.1	0	0	0	2.1	0	2.1	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	3.49	4.5	0	0	0	2.7	3.1	0	3.1	0	0	0	0	2.1	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.3	2.35	0	0	1.7	2.9	2.9	0	3.1	0	1.7	1.7	2.2	1.7	2.2	2.6	0	0	2.2	0	0	1.7	0	0	1.7	2.9	1.7	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-2.32	4.07	3.6	0	0	2.9	3.8	0	0	0	2.2	0	0	0	0	2.9	0	0	0	0	0	2.2	0	0	0	0	0	2.2	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	0.89	-4.95	2.5	0	0	1.9	3.1	0	0	0	0	0	1.9	0	0	0	0	0	2.5	0	0	1.9	0	0	0	0	0	1.9	1.9	0	0	1.9	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.82	-5.29	0	0	0	0	2.1	0	0	0	0	0	3.4	2.7	2.1	0	0	0	2.1	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-5.53	-1.23	0	0	2.8	4.2	3.5	0	2.8	0	0	0	3.5	0	0	0	0	2.8	0	0	0	3.5	0	0	2.8	2.8	0	0	2.8	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.4	-3.09	0	0	0	3.1	4.1	0	0	0	2.4	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.41	-4.48	0	2.4	0	2.4	3.4	0	0	0	0	0	0	2.4	0	0	0	0	2.4	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.07	-0.27	0	0	0	3.4	3.4	0	0	2.8	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	3.4	2.8	0	0	2.8	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	0.06	-2.76	3.9	0	2.2	3.3	2.2	2.2	0	2.2	0	2.2	0	2.2	0	0	2.2	0	2.9	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	2.2
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	-0.09	-4.37	1.8	0	0	3.1	2.8	0	0	1.8	0	0	0	1.8	0	0	0	0	0	2.4	1.8	2.4	0	0	0	0	0	0	3.5	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-0.96	3.77	0	0	0	0	2.9	0	2.9	0	0	0	0	0	0	2.9	0	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-5.6	0.51	2.9	2.5	0	1.9	2.9	0	1.9	1.9	0	1.9	0	0	1.9	3.2	0	0	2.5	0	0	0	0	0	0	0	0	0	0	1.9	1.9	0	0	1.9
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.22	-2.46	2.6	2	0	3	2.6	2	2	2	0	0	0	2	2	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	2.78	-0.88	0	0	0	3.3	2.2	2.2	2.9	2.2	0	0	0	2.2	0	2.2	2.2	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.55	-3.06	2.2	0	0	2.9	2.9	0	0	0	0	0	3.3	2.9	0	2.2	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	2.85	5.21	2.6	0	0	2	3.3	0	2	0	2	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-2.56	-1.24	3.6	0	0	3.8	4.4	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-3.92	-0.02	0	0	0	0	3.5	0	2.2	0	0	0	0	2.2	2.2	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-1.44	3.74	2.6	0	0	2.6	2.6	0	2.6	0	0	0	0	2.6	0	2.6	0	0	2.6	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-1.59	-1.69	3.3	0	0	3.3	3.3	0	0	2.3	0	0	2.9	2.3	0	0	0	0	2.3	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.03	1.21	2.2	0	0	2.2	2.2	0	2.8	0	2.2	0	2.2	3.5	0	2.2	0	0	2.2	0	0	2.2	0	0	2.2	0	0	0	0	2.2	2.2	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	0.08	4.88	2.7	0	0	2	2.7	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.06	-4.02	0	0	0	2.9	3.2	0	0	1.9	0	0	1.9	2.9	0	0	0	0	2.5	0	0	2.5	0	0	0	0	0	0	0	0	0	1.9	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	5.4	-4.23	2.1	0	0	2.7	3.4	0	0	2.1	0	0	0	2.7	0	0	0	0	2.7	0	0	2.7	0	2.1	0	0	2.1	0	0	0	0	0	2.1	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	1.97	2.23	0	0	0	3.5	2.2	0	2.2	2.2	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	4.19	-4.1	3.6	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	3.51	5.17	1.8	0	0	2.8	3.9	0	2.4	0	0	0	1.8	1.8	1.8	2.8	1.8	0	1.8	2.4	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.69	-4.72	2.2	0	0	2.8	3.2	0	0	0	0	0	2.2	2.8	0	0	0	0	0	0	2.8	2.2	0	0	0	0	0	2.2	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.23	-4.56	2.8	0	0	1.9	4.1	1.9	1.9	2.8	2.5	0	2.8	0	0	2.5	2.5	0	1.9	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-1.5	2.73	0	0	0	3.5	4.6	0	0	3.5	3.5	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	3.5	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-0.26	1.91	3.4	0	0	0	3.4	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	1.92	3.64	3.5	0	0	4	3.7	0	2.2	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-2.47	3.06	2	0	0	3.1	3.5	0	2	0	2	0	2	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.31	-1.81	2	0	3.3	0	2.6	0	0	0	0	0	2	2.6	2.6	0	0	0	0	0	2	0	0	2	2	2	0	2	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	5.43	-4.59	2.1	2.1	0	2.7	2.1	0	0	2.7	0	0	0	2.1	0	0	0	0	0	0	0	2.1	0	0	0	0	2.1	3.1	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.63	-2.23	3.2	3.5	0	3.2	2.2	0	3.7	0	2.2	2.2	0	2.2	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	2.2	2.2	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-2.67	-2.56	3	0	0	3.4	2.8	1.8	1.8	1.8	1.8	0	2.8	2.8	0	1.8	0	0	2.4	0	2.4	0	0	0	0	1.8	0	0	1.8	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-4.34	-0.71	2.3	0	0	3.5	2.7	1.7	0	2.3	2.3	1.7	0	2.3	1.7	0	0	1.7	2.3	1.7	0	1.7	1.7	0	1.7	1.7	0	1.7	0	1.7	1.7	2.3	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-1.11	4.2	3.1	2.1	0	2.7	2.7	0	2.7	0	0	0	0	2.1	0	0	2.7	0	0	0	0	0	0	0	0	0	2.1	2.1	2.7	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	3.35	-4.62	0	0	0	3.5	3.5	0	0	2.7	0	0	3.3	0	0	3.1	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	3.63	4.01	0	0	0	2.8	2.8	0	2.8	0	2.1	0	0	2.8	0	0	0	0	2.8	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-6.96	0.83	3.4	4	3.6	4.1	3.4	0	3.1	0	2.1	0	2.1	3.4	0	0	2.8	0	2.1	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.7	-5.15	3.2	0	0	2	3	0	0	2	0	0	2	2	0	0	0	0	2.6	0	0	0	0	2.6	0	0	0	0	3.2	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	2.92	4.82	4	0	0	2.4	3.5	0	2.4	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	4	0.96	3	0	0	3.3	3.6	0	0	0	2.3	0	0	0	0	2.3	0	0	3.3	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-5.54	0.13	3.1	2.5	1.9	3.5	2.5	0	1.9	2.5	0	1.9	1.9	1.9	1.9	0	1.9	1.9	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	2.51	-5.2	0	0	0	2.8	3.2	0	2.1	2.8	0	0	0	0	0	0	0	0	2.1	0	2.1	2.1	0	0	2.1	0	0	0	0	0	0	0	0	0
E7.5	E75_ExE_mesoderm	ExE_mesoderm	-1.41	-2.93	3.3	0	0	4	3.3	2.3	0	0	0	0	2.3	0	0	0	2.9	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0
E7.5	E75_Splanchnic_mesoderm	Splanchnic_mesoderm	1.77	-4.76	2	0	0	2.6	3	0	0	2	0	0	0	2	0	2	0	0	2.6	2	0	0	0	0	0	0	0	3	2	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-5.49	0.06	2.3	0	0	4.2	3.6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0
E7.5	E75_Somatic_mesoderm	Somatic_mesoderm	-1.35	1.75	2.2	0	2.2	2.8	2.8	0	0	0	0	0	2.2	2.8	0	0	0	0	0	2.2	0	0	0	0	2.2	0	2.2	0	0	2.8	0	0	0	0
