day	Anno	celltype	UMAP_1	UMAP_2	marker:Rorb	marker:Trpm3	marker:Epha6	up:Tox	up:Casz1	up:Vsx2	up:Mecom	up:Pou2f2	up:Meis1	up:Dach1	up:Zbtb16	up:Myb	up:Plagl1	up:Zfpm2	up:Npas3	up:Rax	up:Baz2b	up:Zfhx4	up:Zfp532	up:Tbx3	up:Zeb2	down:Mitf	down:Sox5	down:Pax2	down:Sox6	down:Pbx3	down:Otx2	down:Prdm16	down:Meis2	down:Nr2f2
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.64	-2.84	6.2	0	4.5	4.5	3.8	0	0	5.6	5.6	4.5	3.8	4.9	3.8	4.9	0	4.5	5.4	0	0	0	4.5	0	0	3.8	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.57	-2.36	7.4	5	0	0	3.9	0	4.6	0	0	7	5.3	0	0	4.6	4.6	3.9	5	4.6	0	0	5	0	0	4.6	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.26	-1.89	4.8	5.4	5.2	5.2	0	4.1	4.8	0	4.8	6.4	0	4.8	4.8	5.2	6.3	0	5.7	4.1	0	0	4.8	0	0	0	0	6.4	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.88	2.81	0	6.5	5	5.3	0	0	5.9	0	5.6	6.6	4.3	0	0	5.6	4.3	3.7	5.6	5	0	0	4.7	0	0	0	4.3	5	0	0	5.3	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.33	1.82	5.1	4.8	3.8	6.2	3.8	0	4.4	0	5.3	6	0	3.8	3.8	3.8	5.7	0	5.7	3.8	0	0	5.5	0	0	0	0	4.4	0	0	4.4	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	7.05	2.77	0	7.6	0	0	0	0	0	0	0	5.7	0	0	4.1	0	4.8	0	4.8	4.8	0	0	0	5.5	0	0	4.1	5.5	4.1	4.1	5.7	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.43	2.26	0	5.4	6.2	5.7	0	4.1	4.1	4.1	5.4	6.6	0	0	0	4.7	5.1	0	6	5.1	0	4.1	0	0	4.1	0	0	0	0	0	5.1	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-0.14	2.58	4	6.6	5.1	4.6	0	4	6.3	0	5.3	6.5	0	0	4	0	4.6	0	4	0	4.6	0	0	4	0	0	5.3	4.6	0	0	4.6	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.29	-1.54	7.1	4.6	0	6.4	0	4.6	5.3	0	6.1	5.8	3.9	0	0	4.6	4.6	0	5	5	3.9	0	3.9	0	0	0	0	3.9	0	0	3.9	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	7	2.91	0	6.4	0	4	0	0	0	0	3.4	3.4	4	0	0	0	4.9	0	0	0	0	0	0	5.5	4.7	0	5.4	5.6	4.7	4.7	5.5	4.4
E11.5	E115_Retinal_neurons	Retinal_neurons	-0.3	-0.42	0	6.5	0	0	0	0	0	0	5.1	6.2	5.1	0	0	0	4.4	0	5.5	0	0	0	0	0	0	0	0	4.4	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	1.07	1.01	6.1	6	0	5	4	4	4.6	0	5	6.1	4	0	0	0	4	0	4	0	4	0	0	0	0	0	0	0	0	0	5.3	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.54	-0.6	7.1	3.8	6.2	6.4	0	3.8	5.4	0	5.6	5.6	4.5	0	5.4	0	6.2	4.5	4.5	4.5	0	3.8	4.9	0	0	0	0	6	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.82	-4.45	7.4	4.2	4.2	5.2	0	4.8	5.5	0	4.2	6.1	5.8	0	4.8	0	4.2	0	5.2	4.8	4.2	4.2	6.1	0	0	0	4.8	5.2	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	0.02	-0.19	4.8	7.5	0	4.8	0	0	6.3	0	6.2	0	5.5	0	0	0	5.2	0	0	0	0	0	4.8	0	0	4.1	0	5.5	0	0	4.8	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.37	-4.65	6.8	0	0	0	0	0	0	0	0	6.9	0	0	0	0	5.4	0	6.1	0	4.7	0	4.7	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.9	2.82	0	5.5	5.1	5.5	4.4	0	5.1	0	6	6	5.1	0	4.4	0	0	0	5.5	0	5.1	4.4	5.1	0	0	0	0	0	0	0	5.5	5.1
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	2.27	3.45	0	7.3	5.5	0	0	0	6.2	0	0	7.1	0	0	0	0	5.1	4.4	5.5	0	0	0	0	4.4	4.4	0	0	0	5.1	0	5.1	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	5.52	5.08	0	6.7	0	0	0	0	0	0	5.7	6.5	0	0	0	0	4.4	0	3.7	0	0	0	0	5.5	5.3	0	5.1	5.5	0	4.4	4.8	3.7
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.88	2.26	0	5.3	4.6	6	0	0	5.7	0	4.6	6.6	4.6	0	0	0	6.1	0	3.9	5	4.6	0	5.7	0	0	0	0	3.9	0	0	3.9	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	7.25	2.86	0	6.6	5.1	0	0	0	0	0	5.6	4	0	0	0	0	6	0	4	0	0	0	0	4.7	0	0	4.7	5.4	5.6	4	4	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.05	2.81	4.3	6.5	0	0	0	4.7	0	4.3	5	7.2	0	0	0	0	5.2	0	0	0	3.6	0	0	0	0	0	0	5	4.3	0	3.6	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.89	-5.28	7.8	0	0	3.8	0	3.8	0	0	5.6	0	5.2	3.8	0	0	3.8	0	5.2	0	3.8	0	4.9	0	0	0	5.6	5.6	0	0	4.9	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.56	0.21	4.6	5.8	0	6	0	4.6	3.5	4.9	5.9	5.9	0	4.6	4.6	3.5	4.6	0	0	3.5	0	0	0	3.5	0	4.2	4.2	3.5	0	0	4.6	0
E11.5	E115_Retinal_neurons	Retinal_neurons	0.34	-2.89	0	5.3	0	0	0	0	0	0	4.9	4.2	4.9	0	0	0	0	0	4.2	0	0	0	0	4.2	4.9	4.2	0	0	0	0	4.9	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.3	-2.81	7.2	4.4	5.1	5.7	0	5.5	0	5.1	0	5.5	5.1	4.4	5.1	4.4	6.3	0	0	0	0	0	5.7	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.65	-0.37	6	6.6	5.2	3.8	3.8	0	0	0	5.4	5.2	0	0	0	3.8	4.9	0	4.9	0	0	0	3.8	0	0	3.8	0	5.4	0	0	3.8	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.3	-1.46	5.3	4.9	4.2	5.8	0	4.2	5.3	5.6	4.2	4.9	0	0	4.9	4.2	4.9	4.9	4.2	4.2	4.2	0	0	0	0	0	0	4.2	0	0	4.2	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	5.55	4.33	4	6.4	6	0	0	0	0	0	5.1	5.1	0	0	0	0	4.7	0	4.7	0	0	0	5.6	6.2	0	0	0	5.1	5.6	0	5.1	4.7
E11.5	E115_Retinal_neurons	Retinal_neurons	0.58	0.6	0	6.3	0	5.7	0	0	5.2	4.1	5.7	6	0	0	0	0	0	0	5.5	0	4.1	0	4.1	4.1	0	4.1	0	4.1	0	0	4.8	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.71	-0.66	6.3	0	5.6	6.5	0	4.5	0	0	4.5	5.9	0	0	0	4.5	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.27	1.68	5.1	6	0	4.4	0	0	0	0	6.4	5.8	4.4	0	0	0	0	0	0	0	4.4	0	5.5	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.96	3.22	0	5.8	6	0	0	0	5.8	0	0	6	5.4	0	0	0	0	0	4.7	0	0	0	0	0	0	0	0	0	0	0	0	4.7
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.28	1.76	0	6.1	0	5	4.3	0	4.3	0	5	6.1	0	0	0	4.3	0	0	4.3	0	4.3	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	3.49	-3.3	0	5.1	0	4.4	0	0	0	0	0	4.4	4.4	0	0	0	5.5	0	0	0	0	0	5.1	4.4	4.4	5.5	5.1	4.4	0	0	5.5	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	3.13	-2.65	0	5.2	0	0	0	0	0	0	0	0	0	0	5.2	0	0	0	4.1	4.8	0	0	0	5.7	5.5	6.3	5.7	5.2	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.6	0.23	6.7	5.3	5.7	0	0	0	4.6	4.6	5.3	5.7	0	0	3.9	0	6.2	0	5.3	0	4.6	0	4.6	0	0	0	4.6	5.3	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.3	-0.83	6.9	5.1	5.1	4	0	0	5.8	4.7	0	6	0	0	4	4	5.4	0	5.4	5.1	0	0	0	0	0	0	0	5.1	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.65	-5.2	4.2	3.6	4.6	5.1	3.6	0	4.2	4.2	5.8	5.6	3.6	0	0	3.6	6.6	4.2	4.2	4.2	0	0	4.6	0	4.2	0	5.1	5.6	0	0	4.2	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.88	0.17	5.6	5.7	6.6	6	0	4.8	5	4.1	4.8	6.3	4.5	0	0	3.5	5.2	0	5.7	4.5	3.5	0	3.5	0	0	0	0	4.8	0	0	0	5
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	7.13	3.55	0	7.2	4.4	0	0	0	0	0	0	0	0	0	0	0	4.4	0	0	0	0	0	5.5	5.1	5.5	0	0	4.4	0	0	5.1	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.86	-5.08	6.4	4.3	5.4	5	0	0	5.7	0	4.3	6.2	0	0	0	0	5.4	0	5.4	4.3	0	0	0	0	0	0	0	5.7	0	0	5.7	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.27	0.26	5.8	5.8	5.4	4.7	0	4.1	4.7	0	0	6.9	5.1	0	4.1	0	4.1	0	4.7	4.1	4.7	0	0	0	0	0	0	4.1	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	2.69	-1.68	6.5	4.7	0	0	0	0	0	0	5.4	6	4	0	4.7	0	4	0	5.4	4	4.7	0	5.1	4.7	0	4.7	0	4.7	0	0	4	0
E11.5	E115_Retinal_neurons	Retinal_neurons	0.71	2.32	0	6.5	0	0	0	0	5.9	0	5.2	7.1	4.1	0	0	4.1	5.2	4.1	4.8	0	0	0	0	4.1	5.2	0	5.5	4.1	0	0	4.1	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.47	-0.7	5.7	6.3	5.4	6.6	4.3	0	0	0	4.3	6.1	4.3	0	4.3	5	7	0	0	4.3	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	2.24	0.48	5.6	6.3	3.8	3.8	0	0	0	0	5.2	6.3	0	0	0	3.8	4.5	0	4.9	0	0	0	4.5	5.2	0	4.9	0	5.6	0	0	4.9	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.12	0.92	6.3	5.5	6.2	6.7	0	5.5	0	0	4.4	6.4	5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5.5	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.68	1.79	7	6	5	5.8	0	0	6.2	4.6	5.5	5	0	3.9	3.9	0	0	4.6	0	0	3.9	0	0	0	0	0	0	0	0	0	3.9	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	4.67	4.1	0	6.9	0	0	0	0	0	0	5.3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6.4	0	5.3	0	5.3	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.8	-0.56	0	5.9	6.3	5.9	0	0	0	0	5.2	6.8	0	0	0	0	5.9	0	0	5.9	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.1	0.12	0	4.1	4.1	6.3	4.1	4.1	0	4.8	6.6	5.5	5.7	4.1	0	4.1	0	0	4.8	0	0	4.8	4.8	0	0	0	0	0	0	0	4.8	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.17	-1.02	0	6.7	0	0	0	6	5.3	6	6.4	0	5.3	0	0	6	0	0	0	5.3	0	0	0	0	0	0	0	6	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.44	1.3	6.3	5.9	0	6.8	0	0	0	4.5	6.1	7.4	0	0	0	4.5	0	0	5.6	0	0	0	6.7	0	5.2	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.41	-2.02	5.1	5.5	6	0	0	0	0	0	6.8	7.1	4.4	0	4.4	0	5.7	0	5.7	0	4.4	0	6	0	0	0	4.4	0	4.4	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-0.32	-3.62	0	5	0	0	0	0	0	0	0	0	0	0	0	5	5.7	0	5.7	0	5.7	5	0	0	0	0	5	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	0.05	1.95	5.3	6.2	0	3.9	0	0	5.3	3.9	3.9	6.8	0	0	0	0	4.6	0	4.6	3.9	0	0	0	0	0	0	0	5.8	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.73	-0.11	5.9	5.9	5.6	6.2	0	0	0	0	6	6	4.3	0	0	0	5.6	4.3	5	4.3	4.3	0	4.3	4.3	0	0	4.3	5.4	0	0	4.3	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	1.77	3.62	0	6.9	0	0	0	0	5.5	0	5.5	6.8	0	0	0	0	0	0	4.2	4.2	4.2	0	4.8	4.8	0	0	5.5	0	4.8	0	4.2	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-0.2	0.36	4.8	0	0	4.1	0	0	0	0	6.6	7	0	4.1	0	0	0	5.2	4.8	0	4.1	0	0	4.8	0	0	0	6.3	0	0	6.2	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.28	0.16	7.4	5.3	4.6	6.9	0	0	0	0	5.3	7	0	0	0	0	6.2	4.6	6.5	0	4.6	0	6	0	0	0	0	0	0	0	5.3	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	4.68	-2.25	0	5.6	0	0	0	0	0	0	5.6	0	0	0	4.2	4.2	4.2	0	4.2	0	0	0	0	5.3	5.8	4.9	5.8	5.3	0	0	5.3	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.54	-0.94	5.5	5.5	5.5	5.5	0	0	4.8	0	5.9	5.9	0	4.8	0	0	4.8	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	4.58	4.29	4.9	7.2	4.2	0	0	0	0	0	5.2	5.7	3.6	0	0	0	3.6	0	4.6	0	3.6	0	3.6	5.7	0	3.6	4.2	0	4.6	0	5.5	4.6
E11.5	E115_Retinal_neurons	Retinal_neurons	-0.54	3.59	4.1	5.7	4.1	4.1	4.1	4.1	6.2	0	4.8	6.4	0	0	0	4.1	4.1	0	5.2	0	0	0	0	0	0	0	0	5.9	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.97	-1.2	6.3	0	6.3	5.2	0	0	0	0	5.2	5.2	0	0	4.5	4.5	5.2	0	0	0	4.5	0	0	0	0	0	0	0	0	0	5.2	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.68	0.07	6.2	5.5	5.9	6.6	0	0	0	0	6.2	5.9	0	0	0	4.8	0	0	0	4.8	0	0	6.4	0	0	0	4.8	0	0	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	6.14	5.09	0	7	0	0	0	0	0	0	5.2	5.2	0	0	0	5.2	5.2	0	5.2	0	0	0	0	5.9	0	0	0	5.6	5.2	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.5	1.44	7.3	6.6	6.5	6.2	4.4	0	5.5	4.4	4.4	6.9	0	0	0	0	4.4	0	5.1	4.4	0	0	5.1	4.4	0	0	5.5	5.1	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.39	-0.71	6.5	6	6.8	6.3	0	0	4.9	0	4.9	4.9	4.9	0	4.9	0	6	0	4.9	4.9	4.9	5.6	5.6	0	0	0	0	0	0	0	4.9	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-0.95	-2.09	6	5.4	0	0	0	0	0	0	4.5	4.5	5.2	0	3.8	0	0	4.5	5.4	3.8	3.8	0	5.2	0	0	4.9	0	3.8	0	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	4.23	-2.95	0	4.6	0	0	0	0	0	0	0	0	0	0	0	0	3.9	0	5	0	0	0	0	3.9	6.8	6.1	3.9	3.9	3.9	0	5.3	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	5.81	4.03	0	7.4	0	0	0	0	0	0	5.4	6.6	0	0	0	0	4	0	0	0	5.4	0	4	4.7	4.7	0	5.4	0	0	0	5.1	5.1
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.81	1.65	0	5.5	5.5	0	0	0	6	5.2	6	6.6	4.8	0	0	0	4.8	0	5.9	4.8	4.1	0	0	0	0	0	0	5.2	0	0	4.1	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.99	1.49	0	6.2	6.8	5.1	0	3.5	5.4	0	6	6	4.2	0	0	4.2	5.1	3.5	4.2	3.5	3.5	0	5.3	4.6	0	0	4.2	5.3	0	0	3.5	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-0.71	0.15	5.5	6.4	0	0	0	0	6.2	4.4	6.6	5.1	4.4	0	0	0	0	0	5.1	0	0	0	5.5	0	0	4.4	0	4.4	0	5.1	5.8	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.66	-1.07	5.1	5.1	6.3	5.1	4.4	0	0	4.4	5.5	6.2	0	4.4	4.4	5.1	0	0	0	0	5.1	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	4.69	2.51	5.5	7.3	0	0	0	0	0	0	4.4	5.1	0	0	0	0	0	0	4.4	0	0	0	0	5.1	0	4.4	5.8	6.8	4.4	5.1	6.5	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.71	-3.39	4	4.7	0	4.7	0	0	0	0	5.1	4.7	0	0	4	0	4.7	0	5.6	0	4.7	0	4.7	4	5.6	4.7	0	5.6	0	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	5.06	4.49	4.1	6.8	0	0	0	0	0	0	0	4.1	0	0	0	4.1	0	0	4.1	0	0	0	0	5.2	0	0	5.2	5.5	4.8	0	4.8	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	5.03	3.71	5.7	6.4	0	0	0	0	0	0	5.7	5.7	0	0	0	0	0	3.9	0	3.9	0	0	4.6	5	4.6	0	0	5.8	4.6	0	5.7	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.54	1.96	6.8	4.8	0	6.1	0	0	4.8	0	6.5	6.7	5.2	0	0	0	0	0	0	4.8	0	0	4.1	0	0	0	0	4.1	0	0	0	4.1
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	6.98	1.61	5.5	6.7	0	4.1	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	5.2	4.5	4.8	0	5.3	5.9	5	3.4	5	4.1
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.75	-4.34	7.6	0	0	0	0	5.2	0	4.8	0	5.5	5.9	4.2	0	0	0	0	5.9	0	4.2	0	5.9	0	0	0	0	5.5	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.67	0.59	0	6.5	0	4.9	4.9	0	6.3	4.9	0	6.3	5.6	0	0	0	4.9	5.6	6	4.9	0	0	0	0	0	0	0	0	0	0	6.7	4.9
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.81	-2.45	5.5	6	0	0	0	0	0	0	0	6.5	0	0	4.4	0	6	5.1	5.5	4.4	0	0	5.1	0	0	4.4	0	4.4	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.33	-1.15	6.2	5.4	5.2	5.4	4.7	3.6	0	0	5	4.3	0	0	0	0	5	0	0	3.6	3.6	4.7	4.3	0	0	0	0	4.3	0	0	3.6	3.6
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.05	-1.44	7.3	4.4	0	4.4	4.4	5.1	0	4.4	0	4.4	0	4.4	0	4.4	4.4	0	4.4	0	0	0	0	0	0	0	0	5.5	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.3	-2.1	4.4	5.4	0	5.4	0	0	5	4.4	6.1	5	5	0	6	4.4	0	0	5.4	0	0	0	5.4	0	0	0	0	0	0	0	5.7	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-6.17	0.4	3.9	5.5	6.3	5.3	0	3.9	5	0	4.6	6.7	4.6	4.6	4.6	3.9	5	3.9	6	3.9	3.9	3.9	3.9	0	0	0	5	4.6	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.59	-1.29	5.5	6.5	6.4	6.5	3.9	4.6	4.6	0	5.8	5	3.9	0	0	3.9	3.9	0	4.6	3.9	0	0	5	0	0	0	0	5.3	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.28	-5.46	0	6	3.9	4.6	0	0	5.3	0	5.1	6.3	4.8	0	0	3.2	6	0	5.4	3.2	0	0	5.6	3.9	4.3	0	0	3.9	3.2	3.9	5	4.3
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.51	-4.68	6.7	0	0	5.6	0	0	0	5.2	6.4	6.5	0	0	0	0	4.5	0	4.5	0	0	0	0	0	0	4.5	0	4.5	0	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	6.85	2.8	0	7.4	0	0	0	0	0	0	0	0	0	0	0	0	5.7	0	4.6	0	0	0	0	5	4.6	0	5.3	6.1	3.9	3.9	5	4.6
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.74	2.13	4.5	4.5	4.5	5.6	4.5	4.5	0	0	6.3	5.9	0	4.5	0	4.5	4.5	0	5.2	0	5.2	0	4.5	0	0	0	0	4.5	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.94	-0.55	6.3	4.9	6	6	0	0	0	0	5.6	6.9	5.6	0	0	4.9	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	4.9
E11.5	E115_Retinal_neurons	Retinal_neurons	2.75	-2.45	5.6	6	6	0	4.2	0	0	4.2	5.6	5.3	4.2	0	0	0	5.6	0	5.6	0	4.9	0	0	0	4.9	5.6	0	0	0	0	5.3	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-6.1	1.74	0	5.3	6.2	5.7	0	0	6.5	0	6.2	6.2	0	0	4.6	0	0	0	4.6	0	4.6	0	0	0	5.3	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.03	-4.68	6	0	5.3	0	0	0	0	0	0	5.3	0	0	5.3	0	0	0	4.6	0	0	0	0	0	0	0	0	5.7	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.62	-0.96	6.2	0	6.8	5.1	0	0	5.8	6.2	5.1	6.2	4.4	0	4.4	5.1	4.4	0	5.5	0	0	0	5.1	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	6.52	1.9	0	6.1	4.5	0	0	0	0	0	0	6.3	0	0	0	0	0	0	4.5	0	0	0	6.4	6.3	0	0	5.2	4.5	0	0	5.2	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.94	-2.9	7.9	5.2	0	6.3	0	0	0	0	6.3	5.6	4.5	0	5.2	0	5.2	0	5.6	0	4.5	0	5.9	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-5.64	1.9	5.7	6.7	5.7	5.3	4.6	4.6	5.3	0	4.6	4.6	0	5.3	0	0	4.6	0	4.6	0	0	0	5.7	0	0	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-6.05	0.44	6.1	5.6	4.2	6.7	0	4.2	0	0	5.3	6.6	5.6	4.2	5.6	0	4.2	0	6	0	4.2	0	5.3	0	4.9	0	0	0	0	0	0	0
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	5.64	5.08	3.8	6.9	0	0	0	0	0	0	0	6.7	0	0	0	0	0	0	0	3.8	0	0	0	5.6	3.8	0	5.4	4.5	4.5	0	0	4.5
E11.5	E115_Retinal_pigment_cells	Retinal_pigment_cells	6.39	1.24	0	7.1	0	0	0	0	0	0	4.6	0	0	0	0	0	0	0	4.6	0	0	0	4.6	6	5.7	0	4.6	5.7	6	0	5.3	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-3.85	2.53	5.2	6.3	4.9	3.8	4.5	0	3.8	0	0	6.2	0	0	3.8	0	4.5	3.8	5.6	4.5	0	0	4.5	0	4.5	0	0	5.2	0	0	3.8	0
E11.5	E115_Retinal_neurons	Retinal_neurons	0.99	1.09	5.3	6.6	0	4.8	3.8	0	3.8	0	5.7	6.1	0	0	3.8	0	5.1	0	0	0	0	0	4.4	3.8	3.8	0	0	5.1	0	0	5.1	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.49	-0.1	6.3	6.2	5.1	5.8	4	4	5.1	4.7	6.1	6.9	0	0	0	0	5.1	4.7	4	4	4.7	0	6.1	4	0	0	0	4.7	0	0	4	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.34	2.13	0	5.7	0	4.6	0	4.6	4.6	0	6.2	6.2	5.3	0	0	0	6	4.6	0	0	4.6	0	4.6	0	5.3	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-1.58	-1.26	6.5	5.3	0	6.2	4.6	0	0	0	5.3	6.4	4.6	4.6	0	0	5.3	0	0	0	0	0	5.3	0	0	0	0	4.6	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-0.8	3.49	5	6.3	5.6	6	0	3.7	5.7	0	5.7	6.7	4.7	3.7	0	3.7	5.4	0	4.7	4.7	3.7	0	0	3.7	0	0	0	4.7	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	0.99	0.75	5.6	6.3	0	5.8	0	0	5.6	0	4.2	6.5	0	0	0	4.2	0	0	0	4.2	4.2	0	0	4.2	4.9	0	0	0	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-2.58	-1.41	0	0	5.3	6.3	0	0	0	0	5.3	0	0	0	0	0	4.7	0	5.8	4.7	0	0	0	0	0	0	0	5.3	0	0	0	0
E11.5	E115_Retinal_neurons	Retinal_neurons	-4.65	-1.32	7.2	5.9	0	6.4	5.5	5.5	5.5	0	4.8	6.2	0	0	5.5	0	5.9	0	0	4.8	4.8	0	0	0	0	0	0	0	0	0	0	0
