day	Anno	celltype	UMAP_1	UMAP_2	marker:Cdx4	marker:Epha5	marker:Hes3	up:Hoxc8	up:Hoxb9	up:Hoxa7	up:Hoxc6	up:Msx1	up:Hoxa9	up:Hoxc4	up:Sox4	up:Etv4	up:Hoxc9	up:Evx1	up:Hoxb6	up:Hoxb8	up:Hes7	up:Zfp503	up:Hoxa3	up:Tbx6	down:Hoxa1	down:Zic3	down:Meis2	down:Jund	down:Pbx2	down:Tshz1
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.65	-3.55	0	3	2.4	0	0	0	0	0	0	2.4	2.4	0	0	0	0	2.4	0	0	0	0	0	2.4	0	0	0	2.4
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.35	3.91	1.8	0	1.8	0	0	0	0	0	0	1.8	2.4	0	0	0	0	2.8	0	0	0	0	3.1	1.8	0	0	1.8	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.94	1.75	2.3	0	3.4	2.3	3	0	0	2.3	0	1.7	1.7	3.8	0	0	0	4.3	2.7	2.7	0	0	3.5	0	1.7	1.7	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.93	-2.91	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	2	0	0	2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4	3.57	0	0	2.8	0	0	0	0	0	0	0	2.8	0	0	0	1.8	0	0	0	0	0	4.1	2.4	1.8	1.8	1.8	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.55	0.94	1.8	1.8	3.6	0	0	0	0	3.6	0	0	3.1	0	0	0	0	3.1	0	2.4	1.8	1.8	3.5	0	2.4	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.97	-3.4	1.9	1.9	3.2	0	2.5	0	0	2.5	0	1.9	3.2	2.9	1.9	2.5	1.9	4.2	2.9	1.9	0	0	3.2	2.5	1.9	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.6	-3.82	0	3.6	2.5	0	2.5	0	0	3.8	0	0	0	2.5	0	2.5	0	4.4	2.5	0	0	0	3.6	2.5	0	3.2	0	2.5
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.47	2.65	1.8	2.8	3.1	1.8	3.1	0	0	0	0	1.8	1.8	3.3	0	0	0	3.6	3.1	1.8	0	0	3.1	0	0	1.8	0	2.5
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.43	1.54	2.7	2.3	0	0	1.7	0	0	1.7	0	2.9	3.8	2.9	1.7	2.7	2.3	3.9	2.7	0	0	2.3	2.3	1.7	0	1.7	0	2.3
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.17	-2.5	2.7	2.7	2.1	0	2.7	0	0	3.1	0	2.1	3.6	3.4	0	0	0	3.1	2.1	0	2.1	0	0	0	0	2.1	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.47	-0.97	2.7	2.7	3.4	0	0	0	0	2.7	0	0	2.1	3.1	0	2.1	0	3.1	2.1	2.1	0	0	3.9	0	0	3.1	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.05	2.98	0	2.2	0	0	0	0	0	0	0	0	2.2	2.2	0	0	0	2.2	2.2	0	2.8	2.8	4.3	2.2	0	2.8	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.81	-2.89	1.9	0	0	0	1.9	0	0	1.9	0	0	0	0	0	0	0	2.5	1.9	0	0	0	3.1	1.9	0	0	1.9	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.92	3.35	0	0	4	0	0	0	0	2.1	0	0	2.1	2.7	0	0	0	0	0	2.1	0	0	4	2.1	3.7	0	0	2.1
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.15	1.13	0	0	3.7	0	0	0	0	0	0	0	2.5	1.6	0	1.6	0	0	0	1.6	0	0	4.3	1.6	2.8	2.5	0	2.1
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.76	1.91	1.8	0	3.1	0	0	0	0	1.8	0	0	2.8	1.8	0	0	0	0	0	2.4	0	0	3.6	1.8	3.1	2.8	1.8	1.8
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.79	-3.5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2.4	0	4.1	0	0	2.4	0	2.4
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.08	1.94	2.5	1.9	3.4	0	0	0	0	1.9	0	1.9	3.4	0	0	0	1.9	2.5	1.9	0	0	0	4.1	0	2.5	2.5	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.06	4.34	2.3	0	2.7	0	0	0	0	0	0	0	1.7	2.3	0	0	0	1.7	4	0	1.7	0	4	0	1.7	0	1.7	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.82	2.44	2.9	0	1.9	0	0	1.9	0	2.9	0	0	1.9	2.9	0	2.9	1.9	2.5	2.9	0	1.9	0	3.9	0	1.9	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.67	-1.86	2.5	3.2	2.5	3.2	3.2	2.5	2.5	3.6	0	0	0	3.6	0	2.5	2.5	3.9	2.5	0	3.2	0	2.5	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.11	4.69	1.8	0	1.8	0	0	0	0	0	0	0	2.4	2.8	0	0	0	0	0	1.8	0	0	3.3	1.8	0	2.8	0	1.8
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.62	3.77	0	0	2.1	0	0	0	0	0	0	0	3.6	0	0	0	0	0	0	2.1	0	0	3.1	2.1	3.4	2.1	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1	-3.37	0	2.6	2	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0	0	3.6	2.6	0	3.2	2	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.47	3.82	1.7	0	2.3	0	1.7	0	0	0	0	1.7	2.3	2.7	0	2.3	0	3	2.3	0	0	0	3	1.7	0	0	1.7	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.41	-2.23	0	2.7	3.3	2.7	2.7	0	0	2.7	0	2.7	0	2.7	0	0	0	3.3	0	0	0	0	2.7	0	2.7	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.81	-0.88	0	3.1	2.1	0	2.1	0	2.1	2.7	0	0	3.4	3.4	0	2.1	0	2.7	3.8	2.7	0	2.7	3.1	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.02	0.91	0	0	4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	4.4	2.9	2.5	2.9	2.9	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.98	-3.62	2.8	0	0	0	0	0	0	2.8	0	0	2.2	0	0	2.2	0	3.5	3.2	0	0	0	3.5	0	0	2.8	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.96	-0.78	1.8	0	3.5	0	0	0	0	0	0	0	2.8	1.8	0	0	0	0	1.8	0	1.8	0	3.5	0	1.8	0	3.1	1.8
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.37	2.42	2.9	0	2.9	0	2.5	0	0	1.9	0	0	3.2	1.9	0	0	0	2.5	0	2.5	1.9	0	4.1	1.9	0	1.9	0	1.9
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.51	4.02	2.1	2.1	3.1	0	0	0	0	0	0	0	0	3.4	0	0	0	2.7	0	0	0	0	4.5	0	2.1	0	2.7	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.83	2.11	2	2	0	0	0	0	0	4.2	0	0	3.3	2.6	0	0	0	3.3	2	0	2	0	4.4	2	2	2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.07	2.95	0	0	3.1	0	0	0	0	0	0	0	2.4	2.4	0	0	0	0	0	1.8	0	0	4	0	2.8	1.8	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.55	3.49	0	2	2.6	0	0	0	0	3	0	0	2.6	2	0	0	0	2	0	0	0	0	4.1	2	2.6	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.2	-0.9	1.8	0	0	0	0	0	0	0	0	0	2.4	1.8	0	0	0	2.8	2.8	0	0	0	3.6	1.8	0	1.8	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.51	-4.87	0	0	0	0	0	0	0	2.2	0	2.2	2.2	0	0	0	2.2	2.8	2.2	0	0	0	3.4	0	2.8	0	2.2	2.2
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3	-3.25	0	0	3.1	0	1.9	0	0	0	0	0	0	2.5	0	0	0	0	1.9	0	1.9	0	4.2	2.8	1.9	0	1.9	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.07	-3.76	2.8	2.8	0	0	2.1	0	0	0	0	0	3.2	3.2	0	0	2.1	3.2	2.1	0	2.1	0	0	2.1	3.4	2.1	2.1	3.2
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.88	-4.39	0	0	2.1	0	0	0	0	2.1	0	2.1	0	2.1	0	0	0	3.1	0	0	0	0	3.8	0	2.1	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.39	0.46	1.9	2.6	2.6	0	1.9	0	0	2.6	0	1.9	0	0	0	0	1.9	4.1	2.9	1.9	0	0	1.9	2.9	2.6	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.65	3.16	2.5	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	4.1	0	0	2.5	2.5	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.44	-3.81	2	2	2.6	0	0	0	0	2	0	0	2	2	0	2	0	3	0	2	2	0	3.2	2	3	2.6	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.09	3.75	1.9	0	2.9	0	0	0	0	0	0	0	2.5	1.9	0	0	0	0	2.5	0	0	0	4	1.9	3.1	1.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.75	2.69	1.4	1.4	2.3	0	1.4	0	0	0	0	0	2.8	1.4	0	0	0	1.4	1.9	0	1.4	0	4	1.4	2.9	0	1.9	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.67	-4.29	2.8	0	3.9	0	0	0	0	2.8	0	0	3.7	0	0	0	2.2	4	0	2.2	2.2	0	3.2	0	2.2	2.2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.86	-0.72	3.7	3.1	0	0	2	0	0	2	0	0	0	2	0	0	2	4.2	3.1	0	2	0	3.5	2	2	2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.86	-3.12	0	0	0	0	0	0	0	2.1	0	2.1	2.1	2.1	0	0	0	2.1	0	2.1	0	0	3.1	2.7	0	2.1	2.1	2.1
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.99	1.95	1.7	0	3.5	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	4.7	0	3.6	1.7	1.7	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.14	-1.55	0	1.6	1.6	0	1.6	1.6	0	1.6	0	0	1.6	1.6	0	1.6	0	3.7	2.8	0	1.6	0	2.5	0	2.5	2.5	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.09	1.38	2	3.8	3.7	0	3	0	0	3.3	0	0	3	2.6	0	2	0	3.8	0	2	2	0	2.6	0	0	2	2	2.6
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.01	2.73	0	0	3.2	0	1.9	0	0	4	0	0	1.9	2.5	0	0	0	1.9	0	2.5	0	0	3.8	0	2.5	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.42	3.28	1.9	1.9	1.9	0	0	0	0	1.9	0	0	1.9	3.7	0	1.9	0	2.9	2.9	0	1.9	1.9	2.5	0	0	2.5	1.9	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.25	3.68	2.1	1.5	2.4	0	0	0	0	2.4	0	0	2.4	0	0	0	0	2.4	0	1.5	0	0	3.8	0	2.4	0	0	1.5
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.13	4.74	1.9	0	3.1	0	0	0	0	0	0	1.9	3.1	0	0	0	0	2.5	0	1.9	0	0	4.6	2.5	2.9	0	0	1.9
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.06	3.49	2.2	2.2	3.2	0	0	0	0	0	0	0	3.2	2.2	0	2.2	0	3.4	2.2	0	2.2	0	4.1	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.96	1.01	2.9	1.9	2.5	0	1.9	0	0	0	0	1.9	0	0	0	0	1.9	2.9	0	0	0	0	4.9	0	2.5	1.9	1.9	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.89	2.04	4	3.1	0	0	3.1	0	0	1.8	0	0	3.6	4	0	2.8	1.8	3.6	2.8	0	2.4	0	3.8	1.8	0	0	0	2.4
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.94	-4.81	0	0	2.3	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	3.3	0	2.3	2.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.19	-3.7	0	2.2	0	0	0	0	0	0	0	2.2	0	2.2	0	0	0	0	0	0	2.8	0	3.7	0	0	0	2.2	2.2
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-5.8	-0.6	0	0	2.2	0	0	0	0	2.2	0	0	2.2	0	0	0	0	0	0	0	0	2.2	4.1	0	0	2.8	2.2	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	5.69	-0.28	1.9	0	0	0	2.5	0	0	2.9	0	1.9	1.9	1.9	0	2.5	0	2.9	2.5	0	0	0	0	0	2.5	1.9	0	1.9
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.15	-3.13	0	0	0	0	0	0	0	0	0	0	2.6	3.2	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.16	-4.2	2.3	0	0	0	2.9	0	0	0	0	2.3	2.3	2.3	0	2.3	0	2.3	2.3	2.3	0	0	2.9	2.9	2.3	2.3	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.39	1.5	2.4	2.4	2.8	0	2.4	0	0	3.1	0	0	0	2.4	0	0	0	1.8	2.4	0	0	0	3.8	1.8	0	0	1.8	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.29	2.2	3.6	2.9	0	2.2	2.2	0	0	3.6	0	0	3.3	0	0	0	0	3.9	3.6	0	0	0	3.6	0	0	2.2	0	2.2
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.08	-3.7	3.2	2.5	2.9	0	1.9	0	0	0	0	0	1.9	1.9	1.9	2.5	0	3.7	1.9	0	0	0	3.9	1.9	0	2.5	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.71	4.19	1.7	1.7	2.3	0	0	0	0	0	0	0	1.7	3.6	0	1.7	0	1.7	2.6	1.7	0	0	3.6	0	1.7	0	0	1.7
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	3.47	1.72	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3.7	4.1	3	0	0	3.7	3	0	3	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.55	-4.34	1.9	0	0	0	0	0	0	0	0	1.9	1.9	1.9	0	0	0	3.6	3.4	0	0	0	4.1	0	1.9	1.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.07	2	1.9	0	2.5	0	0	0	0	2.8	0	0	2.8	0	0	0	1.9	3.1	0	0	2.5	0	4.3	0	2.8	2.5	1.9	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.73	-4.22	2	0	0	2	2	0	0	3.9	0	2	0	0	0	0	2.7	2	0	0	2	0	3.3	0	2	4.1	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.65	-1.6	0	2.3	2.3	0	0	2.3	0	0	0	0	2.3	2.9	0	0	2.3	4.3	0	0	2.9	0	2.3	2.3	0	2.3	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.93	0.06	3.1	2.7	0	0	2.7	0	0	4	0	0	2.7	3.6	0	0	2.7	3.4	2.7	2.7	0	0	2.7	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.69	4.34	0	0	2	0	0	0	0	3	0	0	3	3.6	0	2	0	2.6	0	0	0	0	4.2	2.6	2	2.6	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.44	-3.47	3.1	2.1	3.1	0	2.1	0	0	2.1	0	0	2.1	2.7	0	0	0	3.8	2.1	2.1	0	0	4.1	2.1	2.1	3.8	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.29	-0.29	1.9	0	3.1	0	2.5	0	0	2.5	0	0	2.5	0	0	2.5	1.9	3.7	1.9	1.9	1.9	0	3.5	0	2.5	1.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.74	-3.59	2.9	0	2.5	0	0	0	0	3.2	0	0	2.5	2.5	0	0	0	2.5	2.9	0	0	0	3.9	1.9	1.9	1.9	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.08	4.49	2.5	1.9	2.5	0	0	0	0	0	0	1.9	2.5	0	0	0	0	1.9	0	0	2.5	0	4.1	0	2.9	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.71	-0.77	2.4	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	3.4	0	2.4	0	0	3	0	0	2.4	2.4	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.34	2.03	0	0	1.8	0	0	0	0	0	0	2.4	0	2.8	0	0	0	0	3.2	0	1.8	0	3.2	0	0	1.8	2.8	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.99	2.83	3.7	2.7	3	0	3.7	2	0	3	0	0	3	3	0	2	0	4.3	2	0	2.7	0	4.2	0	0	2	0	2
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.4	-2.9	3.2	3.4	1.9	0	0	0	0	2.9	0	0	4	1.9	0	2.5	0	3.6	3.2	0	0	0	3.2	1.9	0	1.9	1.9	1.9
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.85	-3.6	0	0	3.1	0	0	0	0	3.1	0	0	3.5	3.1	0	0	0	2.5	3.5	2.5	0	0	3.5	0	2.5	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.34	3.65	0	0	3	0	0	0	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	4.4	2.1	3.1	1.5	1.5	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.91	-2.81	2.8	0	0	0	2.2	2.2	0	4.2	0	0	0	3.2	0	2.8	2.8	3.2	3.7	0	0	2.8	0	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.59	-4.58	0	0	0	0	0	0	0	0	0	0	2.1	2.1	0	0	0	0	0	0	0	2.1	3.4	0	0	2.1	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.61	-3.9	0	0	0	0	0	0	0	2.8	0	0	0	0	0	2.1	0	3.2	2.8	0	0	0	2.1	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.23	4.04	0	0	2.8	0	0	0	0	2.4	0	0	2.4	2.4	0	0	0	2	0	0	0	0	3.5	1.4	3.3	3.3	1.4	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.41	-4.09	2.2	0	2.8	0	0	0	0	3.7	0	2.2	2.8	3.2	0	0	0	2.8	2.2	0	0	0	2.8	0	2.2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.24	3	0	0	0	0	1.9	0	0	3.7	1.9	1.9	3.2	3.6	0	0	0	4.2	3.8	2.5	0	0	2.5	1.9	0	2.5	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.68	2.91	2.8	1.8	3	0	2.8	0	0	3	0	1.8	0	3.4	0	0	2.4	3.4	1.8	0	0	0	3.6	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.4	4.47	0	0	2.6	0	0	0	0	0	0	0	2.6	2.6	0	0	0	2.6	0	0	2.6	0	3.9	2.6	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.99	4.53	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	2.7	0	0	0	0	3.5	2	0	2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.15	1.67	0	0	2.3	0	0	0	0	0	0	2.3	2.3	1.7	0	0	1.7	2.9	0	0	0	0	3.6	0	2.3	1.7	1.7	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.76	3.15	1.8	1.8	3	0	0	0	0	0	0	0	2.8	0	0	0	0	0	1.8	0	1.8	0	4.1	0	2.4	2.4	1.8	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.63	-3.77	3.4	2.4	3	0	2.4	0	0	2.4	0	0	2.4	2.4	0	0	0	3	0	2.4	0	0	3.7	0	3	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	4.97	1.93	3.5	0	0	0	3.2	0	0	2.2	0	0	2.8	3.7	0	0	2.2	3.5	2.2	2.2	0	0	2.2	0	0	0	0	2.2
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.22	-1.09	0	0	0	0	0	0	0	0	0	0	2.8	2.2	0	0	0	0	0	0	0	0	3.2	0	0	0	0	2.2
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.62	2.68	1.8	2.8	2.4	0	1.8	0	0	0	0	0	1.8	2.8	0	0	0	3.6	3.3	0	0	0	2.8	1.8	0	2.8	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.08	-2.61	3.2	0	2.2	0	0	3.2	0	0	0	0	2.2	2.2	0	0	0	2.2	3.5	0	2.2	0	3.7	2.2	0	2.2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-3.13	4.64	0	1.7	2.7	0	0	0	0	2.3	0	0	2.3	2.7	0	0	0	1.7	0	0	1.7	0	3.6	0	2.3	2.3	1.7	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.25	-2.18	3.5	2.2	2.2	0	2.2	2.2	0	0	0	0	2.2	3.2	0	0	2.2	3.7	3.5	0	0	0	0	0	0	2.2	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.85	-1.07	0	0	0	0	0	0	0	0	0	0	2.5	3.1	0	0	3.1	0	2.5	0	2.5	0	3.8	0	0	2.5	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	5.57	-1.78	2.7	0	0	0	3	0	0	4	0	0	2	0	0	2	0	2	2	2	2	0	3.3	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.44	3.58	2.7	0	0	0	2	0	0	2	0	0	3.7	3.1	0	0	0	2.7	0	0	0	0	3.5	0	2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.64	-3.23	3.4	2.5	2.9	0	1.9	0	0	1.9	0	2.5	2.9	2.5	1.9	2.5	1.9	1.9	2.5	0	2.9	2.5	2.9	1.9	1.9	0	1.9	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.92	3.47	1.7	0	0	0	1.7	0	1.7	1.7	0	0	3.1	2.9	0	2.6	0	2.2	2.6	0	0	1.7	2.6	0	1.7	1.7	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.97	-4.14	2.4	0	2.4	0	2.4	0	0	0	0	0	2.4	2.8	0	1.8	0	1.8	2.4	0	0	0	3.8	0	2.8	1.8	1.8	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-1.93	1.68	2.4	0	2.8	0	0	0	0	0	0	0	3.4	2.8	0	0	0	2.4	0	1.8	1.8	0	4	0	2.4	1.8	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-4.48	0.66	0	0	4.2	0	0	0	0	0	0	0	2.6	0	0	0	0	1.4	0	0	0	1.4	4	2	2.4	2	2	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	5.13	-2.64	2.6	0	0	0	0	0	0	3.8	0	0	3.3	3.5	0	2.6	0	3	0	0	0	0	3	2	2	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.17	-4.31	2.6	0	0	0	0	0	0	2	0	0	0	2	0	2	0	2.6	0	0	0	0	3	2	0	2	2	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-0.38	-2.85	0	2.1	0	0	3.2	0	2.1	2.1	0	0	2.8	3.4	0	2.8	0	3.4	2.1	0	2.1	0	2.8	0	0	2.1	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	0.54	0.89	4	2.9	0	0	2.9	0	0	2.9	0	0	0	3.8	0	1.9	0	4	2.6	0	1.9	0	3.9	0	0	2.6	1.9	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	5.28	1.66	3.2	0	0	0	0	0	0	0	0	1.9	1.9	2.9	0	2.5	0	2.5	0	0	0	2.5	3.7	0	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.64	0.17	2.7	3.1	2.1	0	2.1	0	0	0	0	2.7	0	2.1	0	0	0	3.7	2.7	0	2.1	0	3.3	2.1	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	2.07	-2.86	1.9	0	0	0	3.4	0	0	2.9	0	0	1.9	3.2	0	1.9	0	2.6	1.9	0	1.9	0	3.4	1.9	0	0	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	1.14	-5.19	0	2	3	0	0	0	0	2.7	0	0	2.7	2.7	0	2	0	0	0	0	0	0	3	2	0	3	0	0
E8	E8_Caudal_lateral_epiblast	Caudal_lateral_epiblast	-2.43	4.34	1.9	0	0	0	0	0	0	1.9	0	0	1.9	2.5	0	0	2.5	1.9	0	1.9	0	0	3.9	1.9	0	1.9	0	0
