day	Anno	celltype	UMAP_1	UMAP_2	Casz1	Epha6	Mecom	Mitf	Oca2	Pou2f2	Rora	Rorb	Sox6	Trpm1	Trpm3	Tyr	Vsx2	Zfp385b	Zmat4
E11.5	E115_Retina_neuron	Retina_neuron	0.22	-0.81	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	2.94	-3.21	0	0	0	0	0	0	0	0	5.5	0	6.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.08	0.8	0	4.6	4.6	0	0	4.6	0	6.6	4.6	0	5.7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.15	3.22	0	0	5.4	0	0	0	4.8	4.8	0	0	6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.21	0.36	0	0	0	4.7	0	4.7	0	6	0	0	6.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.77	0.46	0	4.8	5.4	0	0	4.8	4.8	7	0	0	4.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.24	1.34	0	6.3	5.2	0	0	4.1	5.7	5.7	0	0	6.2	0	4.8	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.97	-4.49	0	0	0	0	0	0	5	5	6.1	0	5.7	0	0	0	5
E11.5	E115_Retina_neuron	Retina_neuron	-2.34	4.26	4.9	6.2	5.6	0	0	5.6	0	0	0	0	5.6	0	4.9	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.45	-5.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.11	0.15	0	0	4.7	0	0	4.7	4.7	6.7	0	0	5.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.25	4.15	0	5.4	5.4	0	0	0	5.8	0	0	0	5.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.02	5.02	0	0	6	0	0	0	5.6	4.9	4.9	0	6.7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.61	-5.63	0	0	0	4.4	0	0	5.5	4.4	5.8	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.52	-0.72	4.5	5.6	0	4.5	0	0	0	5.2	0	0	4.5	0	5.2	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.12	0.59	0	5.9	0	0	0	0	5.9	6.3	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.82	-1.85	0	0	0	0	0	0	5.4	5.4	0	0	6.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	2.37	2.53	0	0	0	0	0	0	0	6.4	0	0	6.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.6	3.54	0	3.9	3.9	4.5	0	0	3.9	0	0	0	6.7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.44	-6.31	0	0	5.3	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.61	-1.5	4.7	0	5.4	0	0	0	5.8	5.4	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.04	4.16	0	4.1	4.8	0	0	5.2	0	5.5	0	0	6.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.56	1.99	0	5.4	5	4.4	0	0	0	0	0	0	5.7	0	4.4	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.28	-5.19	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.25	0.86	0	0	5.5	0	0	0	5.5	5.5	0	0	6.4	0	5.5	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.03	1.66	0	4.9	5.6	0	0	0	0	0	0	0	5.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.91	0.76	0	6.1	5.4	0	0	0	0	7.4	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.89	0.16	0	6.1	0	0	0	0	5.7	7.4	0	0	5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	2.17	-4.54	0	0	0	0	0	0	5.9	0	0	0	5.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.33	-0.18	0	0	0	0	0	0	5.7	7	0	0	5.7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.1	-1.22	0	0	0	0	0	0	5.3	6.9	0	0	5.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.97	1.65	0	6.1	4.5	0	0	4.5	5.6	0	0	0	5.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.07	1.83	0	4.4	5.5	0	0	0	5.1	5.1	0	0	5.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.22	0.21	0	6.3	0	0	0	5.2	0	0	0	0	6.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.2	-5.79	0	0	0	0	0	0	0	0	5.1	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.81	1.59	0	5.9	0	0	0	4.5	4.5	6.6	4.5	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.87	-0.91	0	4.9	0	0	0	0	6	6.3	0	0	5.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.52	-3.65	0	5.2	4.5	0	0	0	0	4.5	0	0	6.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.76	0.76	0	0	0	0	0	4.4	0	0	0	0	5.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.23	3.51	0	0	4.3	0	0	0	0	5.4	0	0	6.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.63	-4.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.26	2.24	0	5.1	6.2	5.1	0	0	0	5.1	5.1	0	5.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.35	-0.2	0	0	4.9	0	0	0	0	0	0	0	5.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.18	0.88	0	0	0	0	0	0	6.4	6.9	0	0	5.3	0	0	5.3	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.25	-0.92	0	0	0	0	0	0	5.3	0	0	0	6.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.02	3.57	0	5.4	4.8	0	0	0	4.8	5.4	0	0	6.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.34	-1.36	0	0	0	0	0	0	5.3	6.4	0	0	5.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.49	3.55	0	0	5.3	0	0	5.3	5.9	0	0	0	6.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.56	-6.46	0	6.3	0	0	0	0	0	0	5.9	0	5.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.77	2.49	5.2	5.2	0	0	0	0	0	0	0	0	5.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.26	3.91	0	5.1	0	0	0	0	0	6.2	0	0	6.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.76	-6.35	0	0	0	0	0	0	0	0	0	0	4.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.43	-5.1	0	0	0	0	0	0	4.9	0	0	0	5.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.24	-2.28	0	0	0	0	0	0	5.5	6.6	0	0	4.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.56	-1.04	0	0	0	0	0	0	0	6.3	0	0	7.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.15	-6.44	0	4.8	5.5	0	0	0	5.5	0	0	0	4.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.79	-3.27	0	0	0	0	0	0	5.7	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.25	-6.43	0	0	0	0	0	0	5.3	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.92	2.45	0	0	5.9	0	0	0	0	0	5.5	0	6.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.79	3.25	0	6.4	5.7	0	0	0	0	6.1	0	0	5.7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.04	-5.25	0	0	0	4.9	0	0	5.6	0	4.9	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.36	3.59	0	5.6	5.2	0	0	0	0	4.5	0	0	6.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.07	1.68	0	5.1	5.8	0	0	0	0	6.5	0	0	5.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.34	0.87	5	5.7	0	0	0	0	6.1	5	0	0	6.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.06	1.07	0	5.5	5.5	0	0	4.4	5.8	6.5	0	0	6.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.78	2.51	0	5	5.7	0	0	0	6.1	7.5	0	0	5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.07	-5.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.04	1.21	0	0	5	0	0	5	0	5	5	0	6.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.81	-0.56	0	5.8	5.1	0	0	0	5.1	6.2	0	0	5.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.5	0.53	0	4.7	5.4	0	0	4.7	0	4.7	0	0	6.1	0	4.7	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.41	3.77	0	5.7	5.3	0	0	0	5.3	0	0	0	6.2	0	4.6	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.69	-0.87	4.7	4.7	0	0	0	0	4.7	6.3	0	0	0	0	4.7	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.23	-2.83	0	0	0	0	0	4.5	6.1	0	0	0	5.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.19	1.27	0	6.1	5.7	0	0	0	0	5	0	0	6.8	0	5.7	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.35	0.37	0	0	6.6	0	0	0	5.2	5.2	0	0	5.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.15	3.18	0	5.4	6.1	0	0	0	0	0	5.4	0	6.8	0	4.7	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.7	-0.07	0	6.4	5	0	0	5	5	6.4	0	0	5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.77	2.62	5.1	5.1	6.1	0	0	0	5.1	6.4	0	0	5.7	0	5.1	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.03	3.55	5.9	0	0	0	0	0	5.2	0	0	0	6.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.92	-3.54	0	0	0	0	0	0	5.3	0	0	0	0	0	5.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.14	0.05	0	4.9	0	0	0	0	0	4.9	0	0	6.3	0	4.9	0	0
E11.5	E115_Retina_neuron	Retina_neuron	2.28	-3.43	0	0	0	0	0	0	4.4	5.5	0	0	5.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.93	0.62	4.5	0	6.2	0	0	0	0	6.4	0	0	6.4	0	4.5	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.31	4.54	0	0	5.8	0	0	0	5.3	4.2	0	0	6.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.01	-4.65	0	0	0	0	0	0	6	0	5.3	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.99	-1.9	4.2	4.9	3.5	0	0	0	5.6	4.9	0	3.5	5.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.06	0.35	0	0	0	0	0	0	0	0	0	0	7.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.62	2.12	0	5.4	4.3	0	0	0	0	0	0	0	5.9	0	5.4	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.79	1.18	0	0	0	0	0	5.4	6.1	0	0	0	7.7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.8	-1.17	0	4.3	4.3	4.3	0	0	5.9	0	0	0	5.4	0	4.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.57	-5.98	0	0	0	5.2	0	0	0	0	0	0	5.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.32	2.25	4.6	0	5.3	0	0	0	5.3	0	0	0	6.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.23	0.25	0	0	0	0	0	5.1	0	0	0	0	4.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.68	3.48	0	0	7.1	0	0	0	0	0	0	0	6.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.7	-0.93	4.6	5.7	4.6	0	0	0	0	6.4	0	0	6.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.2	2.18	0	0	5	0	0	0	0	0	0	0	4.3	0	4.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.13	-5.78	4.4	0	0	0	0	0	0	4.4	0	0	6.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.08	1.15	0	4.9	0	0	0	0	4.9	6.3	0	0	6.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.52	1.35	0	0	4.6	4.6	0	5.3	5.3	5.7	0	0	6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.1	2.76	0	0	0	0	0	4.7	0	0	0	0	6.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.36	1.21	0	0	0	0	0	0	0	5.6	0	0	6.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.93	-2.19	0	0	4.7	0	0	4	5.4	7	0	0	5.4	0	4	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.99	2.99	0	6	0	0	0	0	0	6	0	0	5.6	0	5.6	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.17	-1.48	5.3	0	0	0	0	0	0	6.7	0	0	5.7	0	5.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.34	3.84	4.5	6.3	0	0	4.5	0	6.3	0	0	0	5.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.6	-2.83	0	4.3	0	0	0	0	4.3	5.4	0	0	5.7	0	4.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.26	2.66	0	0	5.2	0	0	0	0	6.5	0	0	6.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.22	-2.43	0	0	0	0	0	0	0	5.2	5.2	0	5.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.74	0.5	0	6.5	0	0	0	0	4.7	5.4	0	0	5.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.59	3.91	0	0	0	0	0	4.4	4.4	5.1	0	0	7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.1	2.74	0	4.5	6.3	0	0	4.5	4.5	6.8	0	0	5.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.02	-0.69	0	5.2	0	0	0	4.5	5.2	4.5	0	0	5.9	0	4.5	4.5	0
E11.5	E115_Retina_neuron	Retina_neuron	0.48	0.31	5.5	0	0	0	0	0	0	5.5	0	0	6.2	0	5.5	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.75	2.77	0	0	6	0	0	4.6	4.6	4.6	0	0	6.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.69	-1.71	0	0	0	4.7	0	0	5.1	0	0	0	6.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.18	-1.99	0	5.4	0	0	0	0	4.7	6.3	0	0	6.1	0	4.7	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.76	2.49	0	0	4.9	0	0	0	4.5	5.8	3.8	0	6.6	0	3.8	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.48	1.85	0	0	4.8	0	0	3.7	5.1	3.7	3.7	0	6.2	0	3.7	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.04	4.64	0	0	5.9	3.7	0	0	5.7	0	3.7	0	6.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.3	-5.21	0	0	0	0	0	4.5	4.5	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.54	1.49	0	0	0	0	0	0	0	0	4.8	0	6.2	0	4.8	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.46	0.66	0	0	5	0	0	0	0	5.7	0	0	6.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.02	1.16	0	0	0	0	0	0	5.5	5.5	0	0	5.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.31	-1.68	0	0	0	0	0	0	4.8	6.2	0	0	6.7	0	4.8	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.38	-4.56	0	0	0	5.1	0	0	6.2	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.55	-1.61	5.1	4.4	0	0	0	0	5.5	7.7	0	0	5.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.94	-0.96	0	0	5.3	0	0	0	5.3	0	0	0	5.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.28	2.65	0	5.5	0	0	0	0	0	0	0	0	5.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.23	2.94	0	0	0	0	0	4.4	0	4.4	0	0	5.5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.23	2.11	0	4.9	6.7	0	0	4.9	4.9	0	0	0	6.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.23	-0.03	0	6.5	0	0	0	0	0	6.9	0	0	0	0	4.7	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.79	0.28	0	4.4	0	0	0	5.1	5.1	5.8	0	0	5.5	0	5.5	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.88	-1.52	0	5.5	0	0	0	5.5	0	7.4	0	0	6.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.76	-0.15	4.9	0	0	0	0	4.9	5.6	7.1	0	0	6.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.72	1.5	4.3	6.4	5.4	0	0	0	4.3	4.3	0	0	6.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.09	1.13	0	4.5	5.5	0	0	3.9	4.9	5.8	0	0	6.4	0	5.2	0	0
E11.5	E115_Retina_neuron	Retina_neuron	2.14	-5.21	0	0	0	0	0	0	5.5	5.5	6.4	0	4.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.81	-6.39	0	4.7	4.7	0	0	0	4.7	0	5.8	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.22	2.92	0	0	5.3	0	0	0	0	4.6	0	0	6.2	0	4.6	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.47	1.41	0	0	0	0	0	0	5.6	4.9	0	0	6	0	4.9	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.18	-0.58	4.3	4.3	4.3	0	0	0	5.7	5.4	0	0	5.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.21	-0.78	4.9	4.9	5.6	0	0	0	5.6	0	0	0	6.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.33	1.91	0	0	5.8	0	0	0	5.1	5.1	0	0	5.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.22	0.41	5.3	5.3	0	0	0	0	0	6.4	0	0	0	0	5.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	1.44	-5.48	0	0	0	4.8	0	0	0	0	5.5	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.56	1.16	5	5.7	0	0	0	5	0	7.1	0	0	5	0	5	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.28	0.41	0	0	5.2	0	0	0	0	5.2	0	0	0	0	5.2	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.85	-1.47	0	0	0	0	0	0	0	5.9	0	0	5.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.34	-2.53	4.4	6.8	0	0	0	4.4	5.5	5.1	0	0	4.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.47	2.06	3.7	5.3	5.8	0	0	3.7	0	4.4	0	0	6.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.93	0.42	0	4.5	4.5	0	0	4.5	0	5.6	0	0	5.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.01	1.4	0	0	6.1	0	0	4.1	5.4	4.7	4.1	0	5.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.49	-3.03	0	0	0	0	0	0	5.7	6.3	0	0	5.7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.1	-0.6	0	0	5.2	0	0	0	0	6.3	0	0	5.2	0	5.2	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.95	2.59	0	0	0	0	0	4.8	0	0	0	0	6.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4	-1.56	4.3	0	0	0	0	0	0	5.4	0	0	5.4	0	4.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.01	-0.89	0	0	4.6	0	0	0	0	3.9	0	0	3.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.52	-1.47	0	0	0	0	0	0	0	4.9	0	0	0	0	4.9	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.2	-2.75	0	0	0	0	0	0	5.6	6.5	0	0	5.2	0	0	4.6	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.36	1.09	0	6.2	5.5	0	0	0	0	0	0	0	0	0	6.2	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.02	4.19	0	0	5.3	4.6	0	0	5.3	0	0	0	6.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.13	-0.33	0	0	0	0	0	0	4.6	4.6	5.2	0	5.9	0	4.6	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.92	2.15	4.6	0	0	4.6	0	4.6	0	6.6	0	0	5.7	0	4.6	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.84	2.73	0	6.1	4.3	0	0	0	5	4.3	0	0	6.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.19	2.68	0	4.7	5.4	0	0	4.7	5.4	0	0	0	5.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.06	2.44	0	0	5.7	0	0	5	0	6.4	0	0	5.7	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	2.15	-5.52	0	0	0	5.6	0	0	4.9	0	5.6	0	5.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	2.79	2.84	0	0	6.8	0	0	0	0	0	4.8	0	7.4	0	0	0	4.8
E11.5	E115_Retina_neuron	Retina_neuron	-1.44	4.51	0	0	6.7	0	0	0	0	4.5	4.5	0	6.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.3	2.51	0	6	5.6	4.3	0	0	4.9	6.3	5.3	0	5.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.66	2.9	0	6.4	5.3	4.6	0	0	5.3	0	0	0	5.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.83	0.02	0	6.2	4.8	0	0	0	5.5	7.2	0	0	5.5	0	4.8	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.96	-0.21	4.5	6.1	5.2	0	0	0	4.5	6.5	0	0	5.9	0	4.5	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.57	2.48	0	6	0	0	0	0	5.3	6.4	0	0	0	0	4.7	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.78	-2.12	5.3	0	0	0	0	0	0	5.3	0	0	5.3	0	5.3	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.16	2.34	4.6	4.6	5.7	0	0	0	0	0	0	0	6.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.17	-1.82	5	0	5.7	0	0	0	6.1	5	5	0	5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.83	3.66	0	5.3	5.6	0	0	0	5.3	6	0	0	4.3	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.69	-6.7	0	0	4.9	0	0	0	0	0	4.2	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.21	-0.5	0	6.3	0	0	0	0	6.5	6.3	0	0	5.2	0	5.2	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.34	-1.44	4.3	6.2	5	0	0	0	5.4	5.9	0	0	6.2	0	4.3	0	4.3
E11.5	E115_Retina_neuron	Retina_neuron	-2.27	-5.46	0	0	5.3	0	0	0	0	5.3	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.38	0.14	0	6.2	0	0	0	0	5.1	6.7	0	0	6.5	0	5.8	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.18	1.57	0	0	5.9	0	0	5.2	5.2	0	0	0	6.8	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-3.59	-0.83	0	5	5	0	0	0	0	0	0	0	5	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1	0.88	0	0	6.2	0	0	0	6.9	0	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-1.84	-0.62	0	5.5	5.5	0	0	5.5	0	6.2	0	0	6.2	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.01	-0.25	0	0	5.1	0	0	0	0	7.5	0	0	5.1	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.76	-0.65	0	0	0	0	0	0	0	0	0	0	5.8	0	5.1	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-2.48	3.05	4.3	4.3	5.4	0	0	0	0	5.4	0	0	5.9	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.54	0.33	4.6	0	0	0	0	0	4.6	0	0	0	0	0	4.6	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-4.75	2.32	0	4.6	5.3	0	0	0	0	5.3	0	0	5.3	0	4.6	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.23	1.65	0	6.6	4.5	0	0	4.5	0	5.6	0	0	0	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	3.37	-3.4	0	0	0	0	0	0	5.4	0	6.5	0	5.4	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	0.68	-4.33	0	0	0	0	0	0	4.8	0	0	0	0	0	4.8	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-0.62	1.72	0	0	6.1	5.4	0	4.7	4.7	6.3	0	0	6.6	0	0	0	0
E11.5	E115_Retina_neuron	Retina_neuron	-5.03	-0.96	0	5.6	0	0	0	0	0	7.2	0	0	6	0	4.9	0	0
