day	Anno	celltype	UMAP_1	UMAP_2	marker:Tbx4	marker:Hoxa11	up:Pitx1	up:Hoxc9	up:Hoxa10	up:Hoxa9	up:Hoxa7	up:Hoxc8	up:Prrx2	up:Smad7	up:Twist1	up:Snai1	up:Twist2	up:Gata5	up:Bbx	up:Hoxc10	up:Smarca1	up:Zfx	up:Hey2	up:Hoxc11	up:Jun	up:Gata4	up:Tcf21	up:Smad6	up:Klf14	up:Tbx2	down:Mesp1	down:Pou5f1	down:T	down:Hoxb1	down:Foxf1	down:Mixl1	down:Evx1	down:Sub1	down:Cdx2	down:Cdx4	down:Irf1	down:Msx2	down:Foxo4	down:Cdx1
E7.75	E775_Allantois	Allantois	-5.24	-1.24	2.3	0	3.8	1.4	1.4	2.3	1.9	1.9	3.8	2.7	2.5	2.9	2.3	1.4	2.3	0	2.5	0	0	0	3.3	2.3	0	2.5	1.9	1.9	0	1.4	0	0	2.5	0	1.4	4.4	2.3	0	0	3.2	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.73	-0.36	0	0	0	0	0	3	0	2.6	0	2	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2.6	2.6	3	2.6	3.5	3	4.8	3.3	4.2	0	3.5	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.58	-1.3	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	3.2	3.9	2	2.6	2.6	0	2.6	4.7	3.6	3.9	2	3	0	3.2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.53	0.13	0	0	0	0	0	0	1.8	0	2.4	2.4	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	3	2.4	1.8	2.8	3	0	3.2	4.6	2.8	4.5	0	2.8	1.8	1.8
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.04	-0.38	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	2.2	0	2.2	0	0	0	0	0	0	0	0	0	0	2.2	2.2	4	2.2	0	2.2	4.5	3.5	3.2	0	2.8	0	4.3
E7.75	E775_Allantois	Allantois	-5.15	1.51	0	0	2.7	0	2.7	0	0	0	3.7	3.7	2.7	4	2.7	0	2.7	0	2.7	0	0	3.3	3.3	0	0	0	0	2.7	0	0	0	0	0	0	0	3.7	0	0	0	2.7	0	0
E7.75	E775_Allantois	Allantois	-6.29	2.03	0	0	3.9	0	0	2	2.7	0	2	2.7	0	2	2	2.7	3	2	0	2	0	0	0	0	2.7	2.7	0	0	0	2	0	0	3	0	0	4.4	2.7	0	0	3.5	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.25	-0.19	0	0	0	0	0	0	2.1	0	0	2.8	0	2.1	0	0	0	0	0	0	0	0	2.1	2.1	0	0	0	0	3.2	3.4	3.4	3.4	3.4	0	2.1	4.6	4.2	4	0	2.1	2.1	3.4
E7.75	E775_Allantois	Allantois	-3.71	0.65	2	0	3.7	3	3	2.6	3.8	2	3.5	2	2.6	2.6	0	2.6	2.6	0	2	2	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	4.8	3	2.6	0	3.3	0	2
E7.75	E775_Allantois	Allantois	-3.86	-1.87	3.2	2.8	3.2	2.2	2.8	0	0	0	2.2	2.8	2.2	2.2	0	0	0	2.2	0	2.2	0	0	2.2	0	0	2.2	0	0	0	0	0	0	3.2	0	2.2	4.6	3.7	3.2	0	4.1	0	0
E7.75	E775_Allantois	Allantois	-0.94	2.5	0	0	3.4	2.1	2.1	3.1	3.1	0	2.1	0	0	2.1	2.1	0	2.1	2.1	2.7	2.1	0	0	0	0	0	2.1	0	0	0	3.1	0	0	2.1	0	0	4.7	2.7	3.1	2.1	3.4	0	3.4
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.33	0.78	0	0	0	1.4	0	0	1.4	0	2	2	0	2	0	0	2	0	0	0	0	0	1.4	0	0	0	0	0	0	2.6	2.8	3	2	0	1.4	4.5	2.8	3.3	0	2.4	0	2.8
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.24	-1.27	0	2.4	2.4	2.4	4.1	2.4	3	0	3	2.4	2.4	3	0	0	2.4	0	0	2.4	0	0	3	0	0	2.4	0	0	2.4	3	0	0	0	0	0	5.1	0	2.4	0	3.4	3.4	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.78	-1.98	0	0	0	0	0	0	2.1	0	0	3.4	0	2.7	0	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0	3.6	3.1	3.1	2.1	3.6	3.4	5	3.6	2.1	2.1	3.6	0	3.4
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.18	-0.02	0	0	0	1.8	1.8	1.8	1.8	1.8	1.8	1.8	2.4	0	0	0	1.8	0	0	1.8	0	0	0	1.8	0	1.8	0	0	2.4	2.8	1.8	1.8	2.8	0	2.4	5	3.6	3.6	0	3.1	1.8	0
E7.75	E775_Allantois	Allantois	-4.55	2.19	2.2	0	3.8	0	0	2.2	0	0	2.2	3.5	3.7	2.8	0	2.2	2.2	0	0	0	0	0	2.8	2.2	2.8	2.2	0	2.2	0	0	0	0	2.8	0	0	4.4	2.2	0	0	3.2	2.2	0
E7.75	E775_Allantois	Allantois	-6.3	0.54	0	1.9	3.7	1.9	2.9	3.4	1.9	3.2	3.4	3.4	1.9	3.5	2.9	1.9	0	0	0	0	0	1.9	1.9	0	0	1.9	0	1.9	0	0	0	0	2.5	0	0	4.4	2.9	0	0	1.9	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.45	0.03	0	0	2	0	0	0	2	0	2	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	3	0	0	3.3	0	3.3	4.9	4.4	3.7	0	3.7	0	2.6
E7.75	E775_Allantois	Allantois	-3.43	3.02	1.9	0	4	0	2.8	1.9	1.9	1.9	1.9	1.9	2.8	0	1.9	0	1.9	0	0	2.5	0	0	0	0	0	1.9	0	0	0	0	0	0	3.1	0	1.9	4.7	3.9	2.5	0	3.1	0	0
E7.75	E775_Allantois	Allantois	-5.15	1.24	0	2.9	4.3	1.9	1.9	1.9	1.9	0	1.9	2.9	0	3.7	0	0	2.5	2.9	0	0	0	0	3.6	2.9	0	0	1.9	0	0	0	0	0	3.7	0	1.9	4.8	2.9	0	0	3.2	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.79	-0.61	0	0	0	0	0	0	0	0	2.6	2.6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	3	0	3.3	0	2	0	4.9	3	3.5	0	2	0	3
E7.75	E775_Allantois	Allantois	-6.46	1.05	0	0	3.3	2.3	2.3	0	2.3	0	2.3	0	2.3	2.3	3.8	0	3.3	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2	3	0	0	3.8	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.39	-2.23	0	0	2	2	2.7	0	3	2	2	2	2	2.7	0	0	2.7	0	0	0	0	0	0	0	0	2	0	0	4	2.7	0	0	2.7	0	0	4.8	3.3	2	0	3	2	0
E7.75	E775_Allantois	Allantois	-7.07	0.84	0	0	4.1	2.6	2.6	2.6	2.6	0	4.1	2.6	2	2.6	3.8	3	3	0	3	0	0	0	3.8	0	0	3	2	0	0	2	0	0	2.6	0	0	4.4	2.6	0	0	3	0	0
E7.75	E775_Allantois	Allantois	-3.26	2.48	0	2	3.8	2.6	2.6	2	2	3	3	0	0	2	0	0	3.7	0	0	2	0	0	2.6	2	2.6	0	0	0	0	0	0	0	2	0	2	4.5	3	2	0	2	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.18	1.79	0	0	0	0	0	0	1.8	0	2.4	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	3.4	3.6	2.8	2.8	2.4	0	0	4.6	3.4	2.8	0	1.8	1.8	2.8
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.72	1.29	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	2.6	3	0	3.5	4.1	0	2	4.8	2.6	3.9	0	0	0	3
E7.75	E775_Allantois	Allantois	-3.43	3.1	0	0	2.4	2.4	3.7	0	0	0	0	3.1	3.1	3.1	2.4	0	0	0	0	0	0	0	0	0	3.1	3.7	0	0	0	0	0	0	4	0	0	4.9	3.7	0	0	2.4	2.4	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-2.94	-0.83	2.3	2.3	3.6	2.3	0	3	0	2.3	3	0	0	0	3	0	3	2.3	2.3	0	0	0	2.3	0	0	0	0	0	0	3.4	2.3	0	2.3	0	0	4.4	0	3.4	0	3.4	2.3	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.83	1.92	0	0	3.2	0	2.6	1.9	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	3.4	0	0	0	0	0	0	0	0	0	3.2	0	2.6	5.3	3.4	0	0	2.9	2.6	0
E7.75	E775_Allantois	Allantois	-4.37	2.29	0	2.7	3.3	2.1	3.9	2.7	3.1	0	0	2.7	0	3.1	2.7	2.1	2.1	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	2.1	0	0	4	3.6	0	0	3.3	2.1	0
E7.75	E775_Allantois	Allantois	-2.55	3.18	1.7	0	3.1	2.9	2.6	2.6	2.9	2.6	0	1.7	0	2.9	1.7	0	2.6	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0	2.9	0	0	4.6	3.6	1.7	0	2.6	0	0
E7.75	E775_Allantois	Allantois	-5.26	2.72	0	2.6	3.5	2.6	3	2.6	2.6	0	3.3	3	2.6	0	2	2.6	2	2	0	0	2	0	2	0	0	0	0	2	0	0	0	0	2.6	0	0	5	2.6	0	0	2.6	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.74	1.03	0	0	0	1.9	0	0	0	0	1.9	1.9	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	3.2	2.9	2.5	3.8	0	1.9	4.4	3.5	3.7	0	3.8	0	3.5
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.67	1.54	0	0	0	0	0	0	0	0	1.8	2.4	1.8	2.4	0	0	1.8	0	0	0	0	0	0	0	2.4	0	0	0	4.2	1.8	0	1.8	3.1	0	2.4	4.8	3.5	3.1	0	3.3	0	2.8
E7.75	E775_Allantois	Allantois	-4.3	0.56	2.2	0	4.2	0	2.2	2.8	2.2	2.2	2.2	3.2	0	2.8	3.4	2.8	3.2	0	0	2.8	0	0	2.2	2.2	2.2	2.2	0	0	0	0	0	0	2.8	0	0	5.2	0	0	0	2.8	0	2.2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.99	0.57	0	0	4	2.5	0	0	0	2.5	0	0	0	0	0	0	3.5	0	3.1	0	0	0	0	0	2.5	0	0	0	0	2.5	0	2.5	3.1	0	0	4.2	4	3.1	2.5	2.5	2.5	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.73	-0.46	2.9	0	2.9	0	3.5	3.5	0	0	2.9	3.5	0	2.9	0	0	0	0	2.9	2.9	2.9	3.5	2.9	0	0	0	0	0	0	0	0	0	2.9	0	2.9	4.4	2.9	3.9	0	0	0	0
E7.75	E775_Allantois	Allantois	-3.55	-0.92	1.9	0	2.9	2.9	2.5	2.5	1.9	1.9	1.9	2.9	3.1	0	2.5	0	1.9	1.9	1.9	0	1.9	1.9	1.9	0	0	0	0	0	0	1.9	1.9	0	1.9	0	0	4.5	2.9	2.5	0	1.9	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.3	-2.62	0	0	0	2.1	0	3.1	3.6	3.6	0	2.7	0	3.3	0	0	2.1	0	2.1	0	0	0	0	0	0	0	0	2.1	2.7	3.1	3.3	3.3	3.3	2.1	3.6	5	3.6	4.4	0	4.2	0	2.7
E7.75	E775_Allantois	Allantois	-5.85	-0.99	2.6	2	4.2	2.6	0	2	2.6	2	4.1	3.8	0	2	3.3	2	3	0	2.6	0	0	0	3.7	0	0	0	2.6	0	0	0	0	0	2	0	0	4.6	0	0	0	3.9	0	0
E7.75	E775_Allantois	Allantois	-4.74	1.42	0	1.9	3.4	3.2	0	2.5	2.9	2.5	3.2	2.9	0	2.5	1.9	0	1.9	0	1.9	1.9	1.9	0	2.5	0	1.9	1.9	0	0	0	0	0	0	1.9	0	0	4.4	1.9	0	0	2.9	0	0
E7.75	E775_Allantois	Allantois	-2.84	-1.13	1.8	2.4	3.2	2.7	3	3	2.4	2.4	3.4	3.4	3.5	3.2	1.8	0	1.8	1.8	2.4	0	0	0	2.4	2.4	0	2.7	0	0	0	0	1.8	0	1.8	0	0	4.9	2.4	1.8	0	3	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.72	1.03	0	0	3.5	2.6	0	2	2.6	2.6	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2.6	0	0	0	0	2.6	4.8	3.7	3.3	0	3.8	2.6	2
E7.75	E775_Allantois	Allantois	-2.33	0.9	0	0	2.1	2.1	2.8	0	3.6	2.1	3.4	2.1	3.1	4	0	0	0	0	2.1	2.1	0	0	3.1	2.1	0	0	0	0	0	2.1	0	0	2.1	0	0	4.2	3.1	2.1	0	2.8	2.1	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.63	-0.25	0	2	0	2	3.8	2.6	0	2.6	0	2.6	0	3.3	2	0	0	3	0	2.6	0	0	2	0	0	0	0	0	2	3	2	2.6	3.5	0	2	4.8	3.5	2	0	3.6	3.3	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.02	0.7	0	0	0	0	0	0	2.2	0	2.2	0	0	0	0	0	2.2	0	0	2.2	0	0	2.2	2.2	0	0	0	0	0	2.2	0	0	2.2	0	0	4.6	3.2	3.5	0	0	0	3.2
E7.75	E775_Allantois	Allantois	-6.55	0.57	2	2.6	4.5	2	3.5	2	0	0	3.7	2.6	2	2.6	4	3	4	0	2	0	0	0	3.5	0	0	0	0	2	0	0	0	0	2.6	0	0	4.2	2	0	0	3.7	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.61	-2.16	0	0	0	0	0	0	2.3	0	0	0	0	2.9	0	0	2.3	0	0	0	0	0	0	2.3	0	0	0	0	2.9	4	3.8	2.3	2.3	2.3	2.3	4.8	3.8	0	2.3	2.3	0	2.3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.91	-1.03	0	0	1.8	0	0	0	0	2.4	1.8	2.8	0	2.4	0	0	1.8	0	1.8	0	0	0	2.8	1.8	0	0	0	1.8	2.4	3.3	3	3.4	3.6	1.8	2.4	4.8	3.4	3.7	0	3.4	1.8	3.6
E7.75	E775_Allantois	Allantois	-6.11	1.95	0	1.8	3.6	3.1	3.1	3.1	1.8	2.4	2.4	1.8	1.8	3.1	3.3	1.8	3.1	0	0	1.8	0	0	0	1.8	0	2.4	1.8	0	0	0	0	0	3.3	0	0	4.7	2.4	0	0	1.8	1.8	0
E7.75	E775_Allantois	Allantois	-7.02	0.54	0	0	3.7	0	3	2	2	0	3.3	3	2.6	2	0	2	3.7	2	2.6	0	0	0	2.6	2.6	2	2	0	2	0	0	0	0	3.3	0	0	4.2	3	0	0	3.5	2	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.88	-0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	3	0	0	4.9	3.7	0	0	3	3	3
E7.75	E775_Allantois	Allantois	-2.43	1.81	2.3	2.3	1.7	2.3	2.7	2.9	2.3	2.7	2.7	2.9	3.1	2.7	0	0	3.1	0	1.7	0	1.7	0	0	1.7	0	0	1.7	0	0	0	0	0	2.3	0	0	4.1	2.7	1.7	0	2.3	0	0
E7.75	E775_Allantois	Allantois	-6.63	-0.41	0	0	3.9	0	1.9	1.9	2.5	2.5	3.4	2.5	2.9	3.4	3.6	2.5	2.9	0	1.9	1.9	1.9	0	3.9	2.5	0	2.5	0	1.9	0	0	1.9	0	2.5	0	1.9	4.3	2.5	0	0	1.9	1.9	0
E7.75	E775_Allantois	Allantois	-5.76	1.14	0	0	4.1	2.6	3	3	3	2	3.5	3.2	2	3.5	3	2.6	2.6	0	0	2.6	0	2	2	0	2	2.6	0	0	0	0	0	0	2	0	0	4.5	0	0	0	3.2	0	0
E7.75	E775_Allantois	Allantois	-4.6	-0.18	0	1.7	1.7	1.7	3	2.7	3	3.2	1.7	2.7	1.7	3	1.7	0	3.4	1.7	2.3	0	0	1.7	2.3	2.7	0	0	1.7	1.7	0	2.7	0	1.7	1.7	0	1.7	4.6	2.3	0	0	1.7	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.94	1.07	0	0	2.1	0	0	0	2.1	2.1	2.1	2.1	2.1	2.1	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	2.1	2.1	2.1	3.1	0	0	4.7	3.6	3.8	0	2.1	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.27	0.51	0	1.8	3.4	0	1.8	2.7	3.4	3.4	1.8	1.8	1.8	3.9	2.7	0	2.4	0	0	1.8	0	0	1.8	0	0	0	0	0	3	2.4	0	1.8	3	0	2.4	4.9	4	3.6	0	1.8	1.8	1.8
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	6.1	-1.32	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0	3	0	0	2	0	0	4.2	2.6	2	3	3	2	0	4	3	3.2	0	2	0	2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.7	-0.63	0	0	0	0	2.1	0	0	0	2.1	0	0	2.7	2.1	0	3.4	0	0	0	0	0	0	2.1	0	0	0	0	3.1	0	0	2.1	3.1	2.1	2.7	4.7	3.8	4	0	3.6	0	2.7
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	6.87	-0.7	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	2	0	0	0	2.6	0	0	0	0	0	4.3	3.5	2.6	0	2.6	0	2	4.7	2	0	0	2	2	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.71	-0.09	0	0	0	0	0	0	0	0	0	1.9	0	3.2	0	0	1.9	0	0	1.9	0	0	1.9	0	1.9	0	0	0	3.8	1.9	1.9	2.9	2.5	0	0	4.8	3.6	3.7	0	0	1.9	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.11	-0.72	0	0	0	0	0	2	2	0	0	2.7	0	2	0	0	2	0	0	0	0	0	2.7	2.7	0	0	0	0	3.7	3.1	2	3.5	2	2	2.7	4.6	4	2	0	4	0	2.7
E7.75	E775_Allantois	Allantois	0.15	0.72	0	2	3	2.6	2.6	3.3	2.6	3.3	3	3	2	3	0	0	2.6	0	2	0	0	0	3	0	2	2	0	0	2	0	0	0	0	0	2	4.7	3	3	0	2.6	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.28	-2.6	0	0	0	2.2	0	2.2	3.3	2.2	0	0	0	2.9	0	0	0	0	0	0	0	0	2.2	0	0	0	0	0	0	2.2	4.1	2.9	0	2.2	2.2	4.8	3.3	4.2	0	0	0	2.9
E7.75	E775_Allantois	Allantois	-4.9	1.88	0	1.9	3.4	0	2.5	0	0	0	2.9	2.5	0	3.1	3.4	2.5	2.5	0	1.9	0	0	0	3.1	0	0	1.9	0	0	0	0	0	0	2.9	0	0	5	2.9	0	0	4	0	0
E7.75	E775_Allantois	Allantois	-3	1.47	2.3	0	4.4	0	2.3	0	0	3	4.2	2.3	2.3	3	2.3	0	2.3	0	2.3	0	0	0	2.3	2.3	0	0	0	0	0	0	0	0	0	0	0	4.9	0	0	0	0	0	0
E7.75	E775_Allantois	Allantois	-6.85	0.21	1.9	0	1.9	0	2.6	1.9	1.9	0	1.9	1.9	2.6	3.4	3.4	0	1.9	0	0	0	0	0	1.9	0	0	2.9	0	0	0	0	0	0	3.6	0	1.9	4.6	2.9	0	0	0	0	0
E7.75	E775_Allantois	Allantois	-1.54	1.72	0	2.6	2	0	3	2.6	2.6	2.6	2.6	0	2.6	3.8	2	0	0	0	0	0	0	0	2	0	2	2	0	0	2	0	0	2	3	0	0	4.5	3	3.3	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.5	-1.85	0	1.9	3.6	3.4	3.6	3.4	3.4	3.2	0	2.6	0	0	0	0	0	2.6	0	0	0	0	2.9	0	1.9	1.9	0	1.9	0	0	0	0	2.6	0	0	4.9	2.9	2.9	0	3.8	0	2.6
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.16	-1.14	0	0	0	0	0	0	2.9	2.9	0	0	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	4	2.9	0	2.9	4	2.9	4.2	0	3.6	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.6	-1.24	0	0	0	2.5	3.2	2.5	3.2	2.5	0	0	0	3.6	0	0	2.5	0	0	0	0	0	3.9	0	0	0	0	0	3.2	3.2	2.5	0	3.6	0	2.5	4.5	3.9	3.6	0	3.6	2.5	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	7.04	-1.38	0	0	0	0	0	0	0	0	0	2.8	0	1.9	0	0	2.8	0	0	0	0	0	3.1	0	0	2.5	0	0	4	4.4	1.9	3.3	2.5	1.9	2.5	4.6	3.9	0	1.9	3.5	1.9	0
E7.75	E775_Allantois	Allantois	-5.46	-0.21	2.5	1.6	3.7	3	3.3	2.2	2.2	2.2	3.2	1.6	2.8	2.5	2.5	1.6	3.6	1.6	0	1.6	0	0	2.2	0	1.6	1.6	1.6	1.6	0	2.5	1.6	1.6	2.2	0	0	4.4	3	0	0	2.5	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.15	-0.23	2.5	0	3.1	0	3.1	3.5	3.5	0	0	3.1	0	2.5	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	3.8	2.5	2.5	5.1	3.1	0	0	3.8	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.33	-2.17	0	0	0	0	0	0	0	0	1.8	0	0	2.7	0	0	2.4	0	0	0	1.8	0	0	0	0	0	0	0	2.4	3.2	3	2.7	0	1.8	1.8	4.9	4	4.1	0	3.5	0	2.4
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	6.83	-0.78	0	0	0	0	2.2	0	0	0	0	0	0	3.5	2.2	0	2.8	0	0	0	0	0	2.2	2.2	0	0	0	0	5.2	3.5	2.2	2.8	3.7	2.2	0	4.4	3.2	0	2.2	3.2	2.2	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.38	0.17	2.1	0	2.1	2.1	2.7	0	0	3.4	0	2.1	0	2.7	0	0	2.7	0	0	0	0	0	2.1	0	2.7	0	0	0	3.1	3.6	2.1	0	3.6	2.7	2.1	4.7	2.1	4.1	2.7	3.1	2.1	2.1
E7.75	E775_Allantois	Allantois	-2.45	2.61	0	2.4	2.4	0	1.8	2.4	3.1	0	2.4	2.4	1.8	3.1	0	0	2.8	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	4.2	3.5	2.4	0	0	0	0
E7.75	E775_Allantois	Allantois	-1.09	2.8	0	0	4	3	3	0	3	3.3	0	0	0	3	2.3	0	3	0	0	0	0	0	0	0	0	0	0	2.3	0	2.3	2.3	2.3	2.3	0	0	4.6	3.8	2.3	0	2.3	0	3
E7.75	E775_Allantois	Allantois	-0.61	0.81	2	0	4.2	2	0	2.6	3.2	3.2	2	3	0	2.6	2.6	0	3	0	0	2	0	0	2.6	2	2	2	0	0	0	2	0	0	3.2	0	0	4.3	3	2.6	0	2.6	2	2.6
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.18	1.16	0	0	2.1	2.1	0	3.6	3.1	2.1	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	2.1	0	0	0	0	2.1	0	0	2.1	0	2.7	4.5	3.4	3.6	0	2.1	0	2.7
E7.75	E775_Allantois	Allantois	-6.42	-0.38	2.5	2.1	3.5	1.5	3.1	0	1.5	0	3.4	2.5	1.5	2.1	3.4	2.8	3.1	0	0	0	1.5	0	2.5	0	1.5	2.8	0	1.5	0	1.5	0	0	2.1	0	1.5	4.6	3.3	0	0	2.1	1.5	1.5
E7.75	E775_Allantois	Allantois	-2.39	-1.47	0	0	3.7	2.6	2.8	2.8	3.6	2.6	2.2	2.6	2.6	2.8	1.6	1.6	2.6	1.6	0	1.6	1.6	0	2.6	1.6	0	0	0	0	0	1.6	0	0	0	0	1.6	4.5	2.2	3	0	3.4	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.52	-0.15	0	1.9	2.9	2.9	2.9	0	1.9	2.5	2.5	2.5	0	1.9	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	3.3	0	1.9	4.3	3.5	2.5	1.9	2.5	0	0
E7.75	E775_Allantois	Allantois	-5	3	0	1.9	4.1	2.5	2.5	0	2.9	2.5	1.9	0	0	3.7	2.5	2.5	1.9	1.9	0	0	2.5	0	0	0	0	1.9	0	1.9	0	0	0	0	3.2	0	0	4.1	0	0	0	1.9	1.9	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.24	-0.8	0	0	0	0	0	2.1	2.1	0	0	0	0	2.1	2.1	0	3.1	0	0	2.7	0	0	0	0	0	0	0	0	0	2.7	3.3	3.1	0	2.7	0	4.5	3.3	3.6	0	2.1	0	3.3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.57	-1.56	2.6	2.3	1.7	1.7	3.1	2.6	2.3	2.6	2.3	2.9	2.6	2.9	0	0	2.9	0	1.7	1.7	0	0	0	2.6	0	2.3	0	0	0	2.6	0	0	2.3	0	2.3	4.6	3.6	1.7	0	3.3	1.7	1.7
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.46	-0.03	0	0	0	0	0	0	0	0	0	2.5	2.5	3.2	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	2.5	4.1	4.1	0	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.51	-3.39	0	0	0	0	0	0	2.6	0	2.6	2.6	0	0	0	0	2.6	0	0	0	0	0	3.7	0	2.6	0	0	0	2.6	3.3	0	2.6	0	0	0	4	2.6	2.6	2.6	2.6	3.3	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.12	-0.57	0	0	0	0	0	0	0	0	1.8	2.8	1.8	2.8	2.4	0	1.8	0	0	1.8	0	0	2.4	0	2.4	1.8	0	0	3.5	2.4	1.8	3.5	3.6	3.1	1.8	4.6	3.9	3.9	0	1.8	2.8	0
