day	Anno	celltype	UMAP_1	UMAP_2	Gata6	Hand1	Lefty2	Lhx1	Mesp1	Mesp2	Sp5
E6.5	E65_Primitive_Streak	Primitive_Streak	2.11	-3.82	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2	-0.9	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.43	-3.64	0	0	2.5	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.1	2.18	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-4.09	0.27	0	0	0	0	2.4	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.39	1.49	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.92	-0.97	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.37	2.61	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.44	2.64	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.19	-2.09	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.23	2.16	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.81	2.49	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.19	2.17	0	2.1	0	0	0	0	2.8
E6.5	E65_Primitive_Streak	Primitive_Streak	2.18	2.87	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.34	-1.05	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	5.28	0.53	0	0	2.3	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.92	1.61	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.58	1.96	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.75	1	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.49	-2.07	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.7	3.29	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.28	2.46	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.07	0.04	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.6	-1.83	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.65	-1.44	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.96	4.53	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.81	1.24	0	0	1.9	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.88	-1.81	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.89	-2.06	0	0	0	0	2.3	0	3.8
E6.5	E65_Primitive_Streak	Primitive_Streak	3.07	-3.52	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.64	2.9	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.31	-2.14	0	0	2.6	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.16	-1.71	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.48	-0.08	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.03	-1.38	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.18	-2.82	0	0	2.7	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.9	-2.31	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.1	2.99	0	0	0	0	0	0	2.3
E6.5	E65_Primitive_Streak	Primitive_Streak	2.62	-1.68	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.77	-2.65	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.34	4.35	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.14	-1.77	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.49	-2.66	0	0	0	0	0	0	2.8
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.76	2.31	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.76	1.89	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.33	2.04	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.52	1.51	0	0	2.4	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.5	-3.06	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.36	1.04	0	0	3	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.93	2.19	0	0	2.4	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-5.37	0.43	0	0	2.6	2.6	4.4	0	2.6
E6.5	E65_Primitive_Streak	Primitive_Streak	1.02	-2.61	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.69	1.34	0	0	2.3	0	2.3	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.11	-0.18	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.07	1.18	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.47	1.44	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.58	-1.45	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.66	0.61	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.77	0.56	0	0	2.5	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.27	3.54	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.97	0.68	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.13	-2.03	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.13	2.85	0	0	0	0	0	0	2
E6.5	E65_Primitive_Streak	Primitive_Streak	0.48	2.44	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.93	-0.27	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.06	3.28	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.35	2.48	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.79	-0.34	0	0	0	0	0	0	2.8
E6.5	E65_Primitive_Streak	Primitive_Streak	2.69	-2.26	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.03	4.45	0	0	2.1	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.01	0.6	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.56	-2.03	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.3	2.2	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.55	-3.31	0	2.7	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.73	0.17	0	0	0	0	0	0	2.5
E6.5	E65_Primitive_Streak	Primitive_Streak	2.58	3.85	0	0	0	0	0	0	2
E6.5	E65_Primitive_Streak	Primitive_Streak	2.4	-3.85	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.49	2.72	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.67	0.35	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.58	3.31	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.26	-1.94	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.7	1.65	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.89	-0.9	0	0	0	0	0	3	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.13	-0.52	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.51	2.74	0	0	2.4	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.04	3.72	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.59	1.66	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.12	4.73	0	0	2.6	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.8	-0.35	0	0	2.6	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.12	1.16	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.27	-3.68	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.6	-1.45	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.22	4.49	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.48	2.25	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.18	-2.05	0	0	3.2	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.21	3.8	0	0	2	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.03	0.43	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.03	3.2	0	0	2.6	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.25	-3.11	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.05	1.17	0	0	0	0	0	0	2.4
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.34	-0.61	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.61	1.74	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.42	1.53	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.36	0.13	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.22	3.76	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.78	3.48	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.72	0.58	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.82	2.37	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.56	1	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1	-2.17	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.74	4.2	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.99	2.1	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.56	-1.24	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.34	-2.69	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.8	1.28	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.9	-2.3	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.34	-0.63	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.76	2.92	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.36	-2.43	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.84	-3.31	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.49	0.57	0	0	2.4	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.33	-0.76	0	0	0	0	3.6	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.9	-0.84	0	0	0	0	0	0	3.7
E6.5	E65_Primitive_Streak	Primitive_Streak	1.59	4	0	0	2.2	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.79	0.89	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.59	1.91	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.71	-0.97	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.68	0.86	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.83	2.46	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.87	-1.99	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.29	-0.18	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.14	-0.25	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.44	3.04	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.67	3.34	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.56	3.74	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.22	0.37	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.78	2.46	0	0	0	0	0	0	2.3
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.55	2.82	0	0	0	0	0	0	1.6
E6.5	E65_Primitive_Streak	Primitive_Streak	0.24	-2.69	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.71	-2.07	0	0	2.1	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.27	0.93	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.27	-2.19	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.86	-1.32	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.87	-3.32	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.69	-1.67	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.41	1	0	0	0	0	3.4	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.8	-3.08	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.5	2.08	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.35	0.06	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.3	1.95	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.02	-1.44	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1	-3.85	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.54	-2.79	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.38	2.09	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.81	0.23	0	0	0	0	0	0	2.5
E6.5	E65_Primitive_Streak	Primitive_Streak	3.68	1.2	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.29	0.02	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.99	1.08	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.74	2.35	0	0	2.2	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.1	-3.2	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.78	0.55	0	0	2.3	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.17	1.17	0	0	2.5	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.56	1.04	0	0	0	0	2.2	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.36	2.47	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.26	0.37	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.73	-1.26	0	0	0	0	0	0	2.7
E6.5	E65_Primitive_Streak	Primitive_Streak	4	2.76	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.61	-0.66	0	2.5	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.95	0.11	0	0	0	0	0	0	2.8
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.72	-2.54	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.47	4.13	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.19	3.85	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.65	2.21	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.06	1.26	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.33	-2.8	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.79	-0.74	0	0	0	0	0	0	3.3
E6.5	E65_Primitive_Streak	Primitive_Streak	3.19	3.14	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.47	2.08	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.45	4.95	0	0	2	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.26	-0.89	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.59	0.57	0	0	2.8	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.44	-2.5	0	0	3.8	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.21	1.77	0	2.9	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.99	4.66	0	0	0	0	0	0	1.9
E6.5	E65_Primitive_Streak	Primitive_Streak	2.83	-1.29	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.99	-3.22	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.06	-2.68	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.15	-0.15	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.25	0.4	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.47	1.27	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.74	-3.16	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.76	2.41	0	0	2.6	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.41	0.76	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.13	-0.3	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.25	0.52	0	0	3.4	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.31	1.62	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.64	-0.77	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.25	3.58	0	0	1.9	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.45	0.48	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.18	2.18	0	0	2.5	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.85	-1.48	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.85	-1.48	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.37	-1.53	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.1	-2.11	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.84	-1.81	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	0.21	-3.38	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.73	4.08	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.43	1.56	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.36	2.12	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.58	-2.78	0	0	2.3	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.58	1.7	0	0	0	0	2.2	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	4.27	2.26	0	0	2	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	1.38	3.04	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	3.92	0.18	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-1.67	2.92	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-2.07	-0.93	0	0	0	0	2.8	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-4.09	-0.05	0	0	0	0	3.7	0	2.6
E6.5	E65_Primitive_Streak	Primitive_Streak	4.28	1.64	0	0	2.8	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-3.5	0.67	0	0	0	0	0	0	2.7
E6.5	E65_Primitive_Streak	Primitive_Streak	0.76	4.13	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	2.56	3.4	0	0	0	0	0	0	0
E6.5	E65_Primitive_Streak	Primitive_Streak	-0.78	-1.13	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.32	-1.67	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.71	3.17	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.61	-0.12	0	0	0	0	0	0	3.8
E6.75	E675_Primitive_Streak	Primitive_Streak	1.56	-0.86	0	0	2.5	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.07	0.31	0	0	2.5	0	4.8	2.5	3.2
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.42	1.81	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.02	-0.64	0	0	0	0	0	0	2.7
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.38	-0.8	0	0	2.9	2.9	4.2	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	5.19	-2.29	2.3	0	0	4.3	0	0	2.3
E6.75	E675_Primitive_Streak	Primitive_Streak	1.8	0.41	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.31	-0.75	0	0	0	0	0	0	3.8
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.64	1.09	2.8	0	2.8	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.72	3.68	0	0	1.8	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.09	3.33	0	0	2	0	0	0	2
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.39	-3.01	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.28	-2.55	0	2.1	0	0	4.1	0	2.1
E6.75	E675_Primitive_Streak	Primitive_Streak	1.93	2.96	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.76	-0.45	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.86	-0.4	2.5	0	0	0	4.6	2.5	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	0.88	2.57	0	0	0	0	0	2.3	2.9
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.04	-1.26	2.9	4	2.9	2.9	3.6	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.33	0.13	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.1	-0.82	0	3.2	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.23	-0.62	2.9	0	4.6	3.6	5.1	2.9	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.56	0.08	0	0	2.5	3.1	0	0	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	0.02	-1.55	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.1	0.94	3.3	0	5.2	2.9	5	2.3	3.3
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.27	1.52	0	0	0	0	0	0	3
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.82	-0.3	2.9	0	3.9	0	4.2	0	2.9
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.63	-2.46	2.7	3.7	2.7	3.3	5.1	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.75	3.69	0	0	2.4	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.12	-3.28	2.3	3.8	0	0	4	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.73	-1.65	0	2.3	0	0	2.9	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.52	-4.02	0	4.5	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.59	-1.14	0	0	2.6	2.6	4	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.78	-1.54	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.24	2.55	0	0	0	0	0	0	3.1
E6.75	E675_Primitive_Streak	Primitive_Streak	1.48	1.64	0	0	2.4	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.46	-2.14	0	0	0	2.6	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.76	-2.07	2.8	0	0	0	4.7	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.22	-2.78	2.7	3.8	0	0	5.1	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.85	4.8	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	3.43	0.23	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.72	-0.6	0	0	0	2.8	4.2	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.64	0.44	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.05	0.72	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.05	1.33	0	0	0	0	0	0	2.3
E6.75	E675_Primitive_Streak	Primitive_Streak	1.2	0.67	0	0	0	0	0	0	2.6
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.17	-0.44	0	0	0	0	0	0	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	0.35	0.87	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	3.36	-1.48	0	0	0	3.2	0	0	2.5
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5	-3.98	2.4	4	0	0	3.8	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.41	-2.02	3	3	2.3	0	4.7	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.77	-3.69	0	5.3	0	0	4.3	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.96	1.92	0	0	0	2.6	0	0	3.2
E6.75	E675_Primitive_Streak	Primitive_Streak	0.92	-0.07	0	0	0	0	0	0	0
