day	Anno	celltype	UMAP_1	UMAP_2	Gata6	Hand1	Lefty2	Lhx1	Mesp1	Mesp2	Sp5
E6.75	E675_Primitive_Streak	Primitive_Streak	2.1	-1.33	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.38	-1.48	0	0	2.8	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.19	-2.3	0	0	0	2.5	3.1	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.19	-0.95	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.41	2.05	0	0	0	0	0	0	2.4
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.26	-1.02	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.8	-0.83	0	0	4.2	2.7	4.7	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.89	-0.91	0	0	0	0	0	0	2.4
E6.75	E675_Primitive_Streak	Primitive_Streak	3.47	-0.95	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.4	-0.09	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.01	2.69	0	0	2.2	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.58	-0.43	0	0	0	0	0	3.9	4.1
E6.75	E675_Primitive_Streak	Primitive_Streak	1.86	-1.06	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.11	1.74	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.01	1.5	0	0	2.9	0	0	0	3.3
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.57	-4.04	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.39	-0.86	0	0	0	0	0	0	2.4
E6.75	E675_Primitive_Streak	Primitive_Streak	0.93	0.05	0	0	0	0	0	0	2.9
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.13	-0.17	0	0	3.1	0	3.1	0	3.1
E6.75	E675_Primitive_Streak	Primitive_Streak	1.78	-0.2	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.96	-2.53	3.3	3.7	0	4.5	4.8	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.38	3	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-2.22	2.34	0	0	3	0	5.1	0	3
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.15	3.13	0	0	2.2	0	3.5	0	2.2
E6.75	E675_Primitive_Streak	Primitive_Streak	5.1	-2.63	3.8	0	3.4	0	0	0	3.8
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.44	-3.73	0	4.5	0	2.4	4.9	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	5.59	-2.32	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.72	0.23	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.65	-0.51	2.5	0	5.4	2.5	4.9	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.83	-0.41	0	0	0	0	0	0	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	1.57	-1.69	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.22	-0.13	0	0	0	0	0	0	2
E6.75	E675_Primitive_Streak	Primitive_Streak	0.07	1.26	0	0	2.5	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.88	-0.34	0	0	4.6	2.6	4.7	3.2	3.2
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.07	-0.34	3.1	0	5	3.7	3.1	0	3.1
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.53	-0.41	2.6	0	4.8	3.6	3.9	2.6	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.45	2.06	2.3	0	3.6	2.3	0	0	3
E6.75	E675_Primitive_Streak	Primitive_Streak	0.68	-0.19	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.47	1.64	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.62	0.79	0	0	2.3	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.42	-1.25	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.83	1.81	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.9	1.01	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.48	-0.56	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.49	-0.15	0	0	0	2.5	4.4	2.5	3.1
E6.75	E675_Primitive_Streak	Primitive_Streak	3.51	3.29	0	0	1.8	0	0	0	1.8
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-2.77	1.98	0	0	2.4	0	4.9	0	2.4
E6.75	E675_Primitive_Streak	Primitive_Streak	3.89	3.24	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.22	-0.49	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.29	-0.27	0	0	3.2	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.74	3.33	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.98	1.49	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.07	-2.29	0	3.7	4.7	2.9	4.9	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.61	4.18	0	0	2.1	0	2.1	1.5	1.5
E6.75	E675_Primitive_Streak	Primitive_Streak	2.52	0.85	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.64	-0.28	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.46	-1.16	0	0	0	0	2.7	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.3	2.97	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.54	-0.52	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.44	0.11	0	0	2.2	0	0	2.2	2.2
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.58	-1.02	3.3	3.6	3	0	5	3.3	2.3
E6.75	E675_Primitive_Streak	Primitive_Streak	2.97	0.79	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.42	-0.45	0	0	0	2.3	4.2	0	3.6
E6.75	E675_Primitive_Streak	Primitive_Streak	2.25	-1.2	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.33	-4.5	2.5	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	3.75	3.55	0	0	2.1	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.12	1.96	0	0	0	0	0	0	2.4
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.9	0.79	0	0	0	0	5.1	0	2.4
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.51	2.03	0	0	0	0	3.6	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.46	-3.1	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.56	2.32	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.87	0.13	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.24	-0.39	2	0	0	2	3.5	0	3.6
E6.75	E675_Primitive_Streak	Primitive_Streak	1.25	2.16	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.37	-0.59	2.4	2.4	0	0	5	0	3.1
E6.75	E675_Primitive_Streak	Primitive_Streak	1.85	0.64	0	0	2.6	0	0	0	2.6
E6.75	E675_Primitive_Streak	Primitive_Streak	1.75	1.37	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.27	0.63	2.4	0	2.4	0	4.2	0	2.4
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.82	-3.13	0	0	0	0	4.7	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	3.64	-0.62	0	0	0	0	0	0	2.1
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-2.96	1.5	0	0	0	2.2	4.5	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.08	-2.33	3.4	3	0	0	4.8	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.95	-1.28	0	0	0	0	4.7	3.4	2.8
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.2	1.85	2.4	0	0	3.1	2.4	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.93	-2.17	2.4	3.1	3.8	2.4	4.8	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.45	-0.64	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.12	-2.44	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.93	-1.21	2.6	0	2.6	0	4.7	0	2.6
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-2.24	-0.84	3.4	0	0	0	4.6	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.05	-1.01	2.9	0	0	2.9	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	5.19	-2.69	0	0	0	3.9	0	0	3.9
E6.75	E675_Primitive_Streak	Primitive_Streak	0.58	-0.56	0	0	0	0	0	0	3.3
E6.75	E675_Primitive_Streak	Primitive_Streak	2.51	3.71	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	3.13	-2.2	2	0	0	2.6	3.3	0	3.8
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.23	1.55	2.3	0	4.3	4.2	0	0	2.3
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5	-3.95	3.1	3.5	0	0	4.5	0	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	1.6	0.9	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.85	0.7	0	0	4.5	0	5	2.4	4.1
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.56	-0.12	0	0	5.7	2.8	4.1	3.5	2.8
E6.75	E675_Primitive_Streak	Primitive_Streak	1.76	1.09	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.76	2.53	0	0	3.7	0	0	0	2.1
E6.75	E675_Primitive_Streak	Primitive_Streak	1.86	-0.85	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.7	1.63	2.4	2.4	0	4.4	2.4	0	4.3
E6.75	E675_Primitive_Streak	Primitive_Streak	3.18	2.3	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.77	-2.54	0	0	0	0	4	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.67	-0.71	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.87	-1.2	0	0	0	0	2.7	0	3.7
E6.75	E675_Primitive_Streak	Primitive_Streak	0.1	-0.83	0	0	0	0	0	0	2.4
E6.75	E675_Primitive_Streak	Primitive_Streak	1.1	2.05	0	0	0	0	0	0	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	2.43	-0.72	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.74	0.82	0	0	0	2.4	5	3.1	3.8
E6.75	E675_Primitive_Streak	Primitive_Streak	5.29	-2.36	2.5	0	0	3.1	0	0	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	1.18	1.03	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.97	2.01	0	0	0	0	0	0	2.1
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.43	-0.73	0	0	0	2.7	4.9	2.7	3.8
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.94	-3.2	0	0	0	0	0	0	2.6
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.57	-0.82	0	0	4.8	3.6	3.6	2.6	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.57	-2.97	0	3.2	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.12	-0.84	0	0	2.6	2.6	0	0	3.6
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.29	-0.45	0	0	0	0	2.5	2.5	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.18	1.26	0	0	0	2.3	4.9	3	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.96	-1.99	3.3	3.3	0	0	3.9	0	2.6
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.31	-3.64	2.5	2.5	0	0	3.5	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.83	1.97	0	0	2.5	3.2	4.4	2.5	3.2
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.82	0.12	2.5	0	2.5	3.2	5.1	3.2	3.8
E6.75	E675_Primitive_Streak	Primitive_Streak	0.8	-0.84	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.25	-2.3	2.5	3.2	4.4	3.9	4.3	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.92	4.11	0	0	0	0	3.6	0	2.1
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.64	2.45	0	0	2.1	0	3.6	0	2.1
E6.75	E675_Primitive_Streak	Primitive_Streak	1.29	-0.16	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.71	-2.36	0	0	0	0	2.8	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.09	0.33	2.5	0	5.1	4.1	4.8	2.5	4.6
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.06	-1.98	3	3	3	3	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6	-1.71	3	3.9	4.4	3.7	5	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.14	4.91	0	0	0	2	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.27	-1.16	2.7	4	4.9	4	4.8	0	2.7
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.01	-0.9	0	2.6	4	3.3	4	0	2.6
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.03	2.22	0	0	2.3	0	5.4	0	3.3
E6.75	E675_Primitive_Streak	Primitive_Streak	2.26	0.26	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.06	0.09	0	0	0	3.5	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.45	1.8	0	0	2.2	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.6	-1.08	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.42	3.4	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.29	0.47	3.6	0	5.1	2.5	5.1	0	3.6
E6.75	E675_Primitive_Streak	Primitive_Streak	1.03	0.38	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.47	1.98	0	0	0	0	3.4	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.2	-0.74	0	0	4	3.6	4.5	3.6	3.6
E6.75	E675_Primitive_Streak	Primitive_Streak	1.32	0.42	0	0	3.7	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.97	2.42	0	0	2.7	0	0	0	3.1
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.69	2.92	0	0	0	0	0	0	3.4
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.93	-1	0	0	0	0	0	0	2.8
E6.75	E675_Primitive_Streak	Primitive_Streak	1.95	0.68	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.37	0.42	0	0	0	0	0	0	3.5
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.44	-0.28	1.8	2.7	3	2.4	4.7	0	3.4
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.35	-1.05	0	0	0	2.7	4.2	2.7	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.7	1.47	0	0	2.4	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.52	-1.56	0	0	0	0	0	0	2.8
E6.75	E675_Primitive_Streak	Primitive_Streak	1.23	4.66	0	0	1.4	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.21	2.21	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.21	0.19	3.6	0	4.6	0	4.4	0	3.6
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.14	-0.49	0	0	3.2	3.2	3.9	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.49	-4.08	2.9	4.2	0	0	2.2	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.82	-1.58	2	2.6	4.4	4.1	5.1	0	3
E6.75	E675_Primitive_Streak	Primitive_Streak	2.22	-0.2	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.05	-0.53	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.1	4.43	2	0	4	0	5	2.7	3.5
E6.75	E675_Primitive_Streak	Primitive_Streak	0.71	3.45	0	2.3	0	0	0	0	3.6
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.69	1.44	2.4	0	0	0	3	0	4.1
E6.75	E675_Primitive_Streak	Primitive_Streak	0.22	1.24	0	0	0	0	0	0	3
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.95	-1.41	0	0	0	0	4	3.3	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.33	-0.31	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.66	-1.51	0	0	0	0	0	0	4.4
E6.75	E675_Primitive_Streak	Primitive_Streak	1	-1.1	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.46	-2.29	0	0	0	0	3.5	0	2.9
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.67	0.16	0	0	2.5	0	0	0	3.5
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.56	-2.08	0	0	4.6	2.3	4.3	0	2.3
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.04	0.71	0	0	0	0	0	0	3.5
E6.75	E675_Primitive_Streak	Primitive_Streak	1.36	1.03	0	0	0	2.6	2.6	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.29	1.05	2.5	0	0	0	5.2	3.6	3.6
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.55	-4.43	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.71	1.39	2.6	0	5.1	3.3	4.9	0	3.7
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.17	0.25	0	0	0	0	2.7	0	2.7
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.02	-2.36	2.6	2.6	0	0	4.9	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.85	-1.23	2.5	0	2.5	0	4.3	2.5	3.6
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.04	-0.33	0	0	0	0	3.2	0	4.4
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.88	-1.43	0	2.9	0	3.5	4.2	0	2.9
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.93	-1.65	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.75	-0.07	0	0	0	0	0	0	2.7
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.21	-2	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.98	0.87	0	0	2.5	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.71	0.03	0	0	0	0	0	0	2.1
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.17	-0.52	0	0	4.1	0	4.5	2.8	3.4
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.96	-0.9	2.5	2.5	0	0	4.8	0	2.5
E6.75	E675_Primitive_Streak	Primitive_Streak	2.64	-0.4	0	0	3.4	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.45	1.77	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.39	0	0	0	2.7	0	4.4	0	3.3
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.12	0.87	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.18	1.22	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.09	1.61	0	0	0	0	0	0	2.4
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.95	-0.74	2.6	3.2	5.3	2.6	5.2	3.6	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-3.65	0.35	0	0	0	2.6	5	2.6	3.6
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4	0.48	0	0	0	0	4.7	2.2	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.39	-2.3	0	0	0	0	3.3	0	2.9
E6.75	E675_Primitive_Streak	Primitive_Streak	0.82	-1.87	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.6	1.59	2.2	0	5.1	2.8	4.2	0	3.2
E6.75	E675_Primitive_Streak	Primitive_Streak	1.99	-3.14	0	0	2.3	0	4.2	0	2.3
E6.75	E675_Primitive_Streak	Primitive_Streak	2.78	0.28	0	0	0	0	0	0	2.4
E6.75	E675_Primitive_Streak	Primitive_Streak	2.21	-0.29	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	3.96	3.48	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	2.42	0.1	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	0.48	4.36	2	0	0	0	3.7	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-4.38	-2.38	2	4.1	0	2	3.7	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	4.37	3.3	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-2.41	1.93	2.1	0	0	2.1	4.5	0	2.1
E6.75	E675_Primitive_Streak	Primitive_Streak	2.13	-0.88	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	-0.65	-1.25	0	0	0	0	3.7	3	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.75	-1.17	0	0	0	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-5.79	-1.09	0	0	4.6	2.8	5.6	0	2.8
E6.75	E675_Primitive_Streak	Primitive_Streak	2.93	1.64	0	0	0	0	0	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	1.84	0.46	0	0	3	0	0	0	0
E6.75	E675_Nascent_mesoderm	Nascent_mesoderm	-6.22	-2.79	0	2.7	2.7	0	3.8	0	0
E6.75	E675_Primitive_Streak	Primitive_Streak	4.43	-2.05	3.2	0	0	2.6	0	0	3.2
E6.75	E675_Primitive_Streak	Primitive_Streak	-1.29	1.45	0	0	0	0	0	0	3.7
