day	Anno	celltype	UMAP_1	UMAP_2	down:Pou5f1	down:Gbx2	down:Hoxb1	down:Hoxa1	down:Tal2	down:Dlx5
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.8	1.33	4.2	2.3	0	4.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.38	-1.68	2.8	0	2.2	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.24	2.26	3.8	0	2.5	3.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.29	-3.02	4.2	0	0	5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.57	0.93	3.2	0	2.2	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.85	5.48	2.9	0	0	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.99	2.06	3.6	2.3	2.9	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.55	1	0	0	2.5	2.5	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-0.54	2.86	3.2	0	0	4.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.23	1.75	3	0	0	4.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.39	3.05	2.9	0	2.3	4.6	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.3	0.71	3	2.4	3	4.3	3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.18	1.32	3.4	2.3	0	3	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.21	-2.77	4.3	2.7	0	4.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.77	-3.76	4.1	2.2	2.8	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.89	0.39	3.9	0	0	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.6	-0.05	0	0	0	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.67	2.7	3.6	2.3	3.3	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.99	1.93	3.4	0	0	3.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.84	2.5	3.2	3.2	2.2	4.9	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.71	-2.64	4	3.2	2.2	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.9	-2.26	3.6	0	2.3	3.8	0	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.51	1.74	2.3	0	0	3.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.69	0.47	3.4	0	0	3.9	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.23	0.62	4.1	0	2.1	5.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.02	2.6	2.2	2.2	0	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.09	3.45	3.1	0	0	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.89	-1.46	2.6	2.6	2.6	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.44	4.99	2.8	2.1	0	3.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.47	1.07	3.6	0	2.9	4.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.32	0.4	3.7	0	0	4.4	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.43	3.03	2.7	0	0	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.7	-1.55	2.9	0	2.9	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.84	2.87	3.8	0	3.3	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.36	1.3	3.3	0	0	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.2	-1.79	4.3	0	0	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.18	2.67	2.5	0	0	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.68	1.67	3.2	2.2	0	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.54	2.78	2.4	0	0	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.53	0.06	3.1	0	0	4.2	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.02	0.9	3.9	3.2	2.9	4.1	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-0.93	5.22	3.2	0	2.5	4.4	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.14	0.81	3.7	3	0	3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.16	-0.72	4	2.1	2.8	2.8	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.62	3.9	0	2.7	0	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.69	3.09	3.3	0	2.9	4.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.03	0.51	3.6	3	0	4.2	0	2.3
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.08	2.97	2.9	0	0	5.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.27	1.04	4	2.4	2.4	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4	2.13	2.4	2.4	0	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.95	0.93	3.7	0	0	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.82	0.46	3.2	2.2	0	2.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.04	-1.71	4.1	2.6	2.6	4.7	0	2.6
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.41	-3.14	3.9	3	0	3.7	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.44	1.07	3.7	0	0	4.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.83	0.06	3	2	0	3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.05	0.87	3.4	0	0	4.8	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.51	4.63	4.2	2.6	2.6	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.01	1.26	0	2.5	0	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.12	-1.24	4	0	2.5	0	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.59	2.16	0	0	2.9	4.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.43	4.42	3.1	0	0	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.11	2.01	0	0	2.3	4.9	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.92	-0.45	3.2	0	3.2	4.8	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.96	-2.25	4	2.9	1.9	4.4	1.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.07	1.56	3	0	3.6	3	2.3	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.95	4.21	4.5	0	2.3	3.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.05	-0.2	3.2	0	0	3.2	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.53	2.94	3.4	0	2.7	4.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.77	-0.14	0	0	0	1.9	1.9	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.23	-0.42	2.8	2.8	2.1	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.71	-1.97	3.5	3.1	0	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.14	-2.86	3.2	0	2	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.78	1.61	4	0	0	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.33	1.48	2.3	2.3	0	5.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.24	-0.8	3	2.4	0	3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.45	-0.36	3.3	0	2.6	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.82	-2.77	4.3	3.1	2.7	4.5	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.2	2.01	2.4	2.4	2.4	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.08	0.01	3.4	0	3.1	2.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.13	1.02	2.8	0	0	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.42	-2.03	4.3	2.1	0	3.6	2.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.07	-1.61	3.5	3.1	3.1	4	0	3.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.23	1.36	3.5	0	0	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.45	-2.75	3.9	3	3	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.44	5.16	2.5	0	0	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.46	-3.89	3.2	3.5	2.2	2.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.46	-2.31	4.4	2.6	2	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.18	1.47	3.7	0	0	4.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.82	1.91	0	0	0	4.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.85	1.17	2.5	0	0	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.93	-2.5	3.9	2.2	0	4	2.2	2.2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.37	1.44	3.8	0	0	4	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.78	2.44	2.7	2.7	0	5.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.11	0.88	3.4	0	3	4.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.02	4.33	2.4	2.4	3	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.63	-3.38	4.8	2.2	0	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.31	2.7	0	0	3.3	4.3	0	2.3
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.86	2.76	4	0	0	4.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.07	-3.12	4.4	2.8	2.2	2.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.25	-2.66	4.2	0	0	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.18	-3.47	4	2.4	0	2.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.65	2.3	2.9	2.3	2.3	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.57	-1.13	3.4	0	0	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.52	-3.98	4.1	2.3	0	3.6	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-0.92	1.04	2.7	0	0	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.22	-2.68	3.7	0	2.4	4.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.73	1.55	3.7	0	0	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.63	-0.77	4.5	0	0	3.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.57	2.35	3.2	0	2.2	4.2	2.2	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.48	2.92	3.6	0	2.7	4.2	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.9	3.79	2.7	2	2	2.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.84	-3.27	3.6	3.3	0	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.76	-0.79	3.2	2.6	0	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.67	-1.59	3.3	3.3	3	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.59	2.68	4	2.3	2.3	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.47	1.1	2.6	0	0	4.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.9	3.05	2.9	0	1.9	4.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-3.85	-0.18	2.2	2.2	3.3	2.2	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.75	1.25	2.3	2.9	2.3	5	0	2.3
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.57	-1.47	3.3	0	2.9	2.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.77	-1.57	4.1	0	3.7	3.9	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.46	2.17	3.2	0	0	5.1	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.34	3.31	3.9	0	0	5.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.28	4.37	3.4	0	2.4	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.32	-2.19	4.7	2.7	2.1	4.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.04	5.25	2	0	0	2.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.49	-3.87	4.1	2.5	0	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.95	-1.6	3	2.3	0	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.07	-2.55	3.7	2.4	2.4	4	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.11	3.29	4.1	2.1	2.1	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.34	0.49	3.7	2.8	3.2	4.2	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.34	1.53	4.3	1.9	1.9	3.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.95	-3.81	4.6	2.6	0	2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.61	0.19	3.9	0	2.2	3.8	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.35	2.27	4.3	2.6	2.6	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.32	-2.09	4.5	3.3	0	3.1	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.11	-0.34	4.4	2.7	2.7	3.8	2.1	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-1.06	4.85	4	2	0	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.42	-0.85	3.8	2.5	3.1	4.2	2.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.84	-0.86	4.2	2.2	2.2	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.43	-2.47	4.5	0	2.7	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.17	-1.53	3.6	0	2.3	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.4	-2.29	4.6	3.1	2.1	2.1	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.24	1.18	3.4	0	4.1	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.42	-3.58	4.1	2.5	0	2.5	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.87	-1.64	4.5	3.7	1.8	3.7	0	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	5.03	-1.13	4.5	2.2	0	3.5	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.59	-2.97	4.5	2	2.7	3.3	2	2
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.35	-1.74	3.4	3.2	0	3.2	2.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.4	-1.17	4.5	0	0	2.2	2.2	2.2
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.27	1.56	4.4	0	3.6	4.5	0	1.8
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.73	-2.71	3.5	0	3.5	0	2.2	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.5	1.4	4	1.9	3.8	3.7	2.5	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.83	-2.95	4.4	2.2	0	2.8	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.44	-3.25	4.7	2	2	3.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.82	1.9	4.5	2.8	2.1	3.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.42	-1.64	5.1	2.9	3.3	3.6	2.3	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.99	-2.02	4.1	2.1	0	3.8	2.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.3	-0.05	4.6	2.8	4.2	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.04	-0.01	4.3	2.8	3.4	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.61	-3.08	4.2	0	2.8	2.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.38	-1.18	4.9	3	3	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.52	0.77	3	0	3.7	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-4.59	1.55	3.7	2.4	3	4.5	2.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.24	1.57	2.2	2.2	3.5	4.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	5.21	-0.79	4.7	3.5	0	4	0	2.4
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.04	2.7	3.8	2.6	3.3	4.3	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.87	0.19	4.1	2.2	3.2	4	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.03	-2.63	4.3	2.8	2.2	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.33	-3.24	2.7	0	0	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.8	-2.68	4.2	2	2.6	3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.96	0.73	3.8	0	2.5	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.45	-0.03	4.3	2.1	0	4.5	2.1	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.08	-1.75	4.3	2	2	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.25	1.71	3.7	3.3	3	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.11	-1.87	5	3.3	2.7	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.71	-1.98	3.7	2.4	0	0	2.4	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.92	-1.29	4.5	3.1	0	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.05	1.82	4.4	0	3	3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.69	-3.84	4	1.7	2.3	2.3	1.7	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.5	1.41	4.6	3.3	3	4.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.3	1.65	4.2	3.7	2	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.47	-1.88	4.7	2.7	2.1	3.8	2.7	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.8	0.08	3.5	2.9	2.9	4.4	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-2.92	0.36	4.3	0	3.2	2.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.14	0.06	4.2	2.2	2.2	3.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.28	1.52	3.3	0	2.3	4	2.3	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.09	1.4	4.2	1.8	2.4	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	5.25	-0.41	4.6	2.2	3.8	2.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.2	-2.21	3.9	0	2.1	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.65	-1.07	4.5	0	3.7	2.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.21	-0.16	4	2.9	2.9	4.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-1.07	-3.24	4.1	0	2.7	3.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.5	-2.69	4.1	0	0	2.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.72	0.49	2.9	0	2.9	3.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.2	-0.15	3.6	2.9	2.3	4.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.22	-0.15	3.4	0	0	4.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	5.19	-0.99	4.5	3.1	3.4	3.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.91	1.09	3.7	3.2	0	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.08	-3.72	4.6	2	0	0	2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.36	-0.64	4.9	2.3	2.3	2.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.29	-1.31	4.4	3.1	2.7	4.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.91	-1.74	4.4	2.2	2.9	4.3	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.69	-0.67	4.2	2.7	2	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.27	-1.17	4.5	0	0	2.5	0	2.5
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.14	-2.55	5	3.1	3.8	3.6	0	2.1
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.72	1.14	3.2	0	0	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.86	-1.13	3.7	2.3	3	3.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.74	-1.61	3.7	2.2	2.2	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.46	-0.74	3.9	2.7	3.1	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.28	-2.27	4.6	0	2.4	3.4	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.98	2.86	4	0	2.2	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.11	0.21	4.2	0	0	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.98	-1.52	4.5	2.1	2.1	3.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.9	0.49	4.2	0	4	3.5	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.1	-1.94	0	3.4	2.8	0	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.89	-2.26	4.3	2.7	2.1	3.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.43	0.6	4.7	2.4	3.7	4.1	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-2.81	-1.09	4.6	3.3	0	3.7	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.65	-1.66	4.2	0	2.2	3.9	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.93	1.21	4	0	3	4	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-3.57	3.22	4.4	0	2.3	4.2	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	2.31	1.04	3.1	2.1	0	3.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.97	-0.98	3.8	0	3.2	3.4	3.2	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.47	2.96	3	2.6	0	4.4	2.6	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.73	-1.2	4.5	2.9	3.8	4.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.48	-1.68	4.2	0	3.6	4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.62	2.28	4.4	3	0	4.2	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.25	-0.42	4	2.8	0	2.8	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	3.98	-0.36	3.2	2.2	2.8	3.9	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.55	-1.66	4.7	2.8	2.8	4.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	1.43	-1.01	4.1	0	2.3	2.9	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.44	1.97	3.9	3.2	1.9	3.6	3.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	0.53	-0.21	2.9	0	2.3	2.6	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.37	-1.61	3.8	2.1	3.1	3.4	0	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	-0.43	5.25	4.1	0	2.8	3.9	0	0
E8	E8_Spinal_cord_ventral	Spinal_cord_ventral	-4.12	2.1	3.9	0	2.8	4	2.2	0
E8	E8_Caudal_neuroectoderm	Caudal_neuroectoderm	4.18	-1.39	4.5	2	3	3.9	2	0
