day	Anno	celltype	UMAP_1	UMAP_2	marker:Fgf8	marker:Msx2	marker:Rspo2	up:Trps1	up:Meis1	up:Trp63	up:Rere	up:Tcf4	up:Bach2	up:Dach1	up:Sox6	up:Lef1	up:Setbp1	up:Arid5b	up:Tshz2	up:Foxn3	up:Cux1	up:Zfp521	up:Pou6f2	up:Bbx	up:Etv1	up:Pbx3	up:Etv5	up:Sox13	up:Tox	up:Baz2b	up:Arid1b	up:Zfp710	up:Zim1	up:Foxo3	up:Rfx3	up:Smad5	down:Pknox2	down:Elf1	down:Tead1	down:Jazf1	down:Tfap2b
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-3.52	-3.03	0	0	0	5.5	5.4	4.6	5.2	5	0	5.1	4.6	4.3	5.2	3.9	4.6	4.6	5.6	5.6	0	0	3.9	5	0	0	3.2	5.1	5.4	0	0	3.2	4.3	0	0	3.2	3.9	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	5.72	-3.16	0	0	0	5.3	5.6	5.1	4.4	4.8	4.8	0	4.4	0	5.8	5.1	0	0	0	0	0	5.6	0	4.8	0	0	4.4	0	4.4	0	0	0	5.6	0	5.6	0	5.1	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.16	-2.35	0	0	0	0	4.8	0	5.5	0	0	0	4.8	4.8	0	0	0	0	0	0	0	4.8	0	0	0	4.8	0	4.8	0	0	0	0	0	0	0	0	5.9	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	3.4	-4.34	0	0	0	4.5	4.5	0	5.2	5.2	4.5	0	0	0	0	0	0	0	0	5.6	0	5.2	0	4.5	0	0	0	0	0	0	0	0	5.9	0	0	0	5.6	4.5	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.61	-1.51	0	0	0	4.7	6.5	6	5.1	4.7	0	5.1	5.4	0	0	0	0	4.7	4	4.7	0	0	0	0	0	0	4	4	0	0	0	0	4.7	0	0	0	5.1	0	4.7
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.47	2.85	0	0	0	0	4.8	3.2	3.9	3.2	0	0	4.8	0	5.3	3.9	0	0	5	3.2	0	0	0	0	0	0	0	3.9	4.3	0	4.6	4.3	3.9	0	0	0	4.8	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-1.57	-4.83	0	0	0	5.2	4.8	5.2	6.4	0	0	4.2	0	4.8	0	4.8	0	4.2	4.8	4.8	0	0	0	4.2	0	0	0	0	4.2	4.2	0	0	0	0	0	0	4.2	4.2	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.29	-3.57	0	0	0	5.2	5.9	5.6	0	0	0	0	0	0	0	5.2	0	0	0	5.2	0	0	0	0	0	0	0	5.2	0	0	0	0	0	0	0	0	4.5	0	5.2
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-2.19	-3.48	0	0	0	0	5.7	4.1	5.4	5.4	0	0	5.7	0	6.4	4.8	0	0	4.8	0	0	0	0	0	0	0	0	5.2	4.1	0	0	0	5.2	0	0	0	5.2	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-1.79	-1.88	0	0	0	0	5.6	3.8	5.4	0	0	3.8	4.5	4.5	0	3.8	0	3.8	0	4.9	0	0	0	4.5	0	3.8	0	4.5	4.9	0	0	0	4.9	0	0	0	3.8	0	4.5
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-2.3	-4.09	0	0	0	5	6.4	0	0	4.3	0	0	5	4.3	0	0	0	0	5.9	0	0	4.3	0	0	0	0	0	5.9	0	0	0	0	6.1	0	0	0	5.4	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-5.73	-5.26	0	0	0	4.5	4.5	5.6	4.5	0	0	7	5.6	4.5	5.2	0	0	4.5	0	0	0	5.6	0	0	4.5	0	0	0	4.5	0	0	0	0	0	4.5	0	5.2	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.84	-4.99	0	0	0	0	5	0	3.9	3.9	0	0	0	0	0	0	0	0	0	5.2	3.9	5.8	0	3.9	0	4.6	0	6.9	3.9	0	0	0	0	0	0	3.9	3.9	0	3.9
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.05	-2.11	0	0	0	5.2	6.3	5.2	4.6	0	4.6	5.9	5.6	0	0	0	0	0	5.2	0	0	4.6	0	5.2	0	0	0	0	5.6	0	0	0	5.2	0	5.2	0	5.2	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-4.57	0.87	0	0	0	4.4	4.4	4.7	5.1	4.9	0	0	5.2	0	5.5	3.3	0	4	5.8	4.7	0	4.9	0	0	4	0	0	4	3.3	0	0	0	4.7	0	3.3	0	5.1	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-4.2	-5.16	0	0	0	6.2	6.2	5.7	5.9	4.8	4.1	4.8	4.8	4.1	6.2	0	0	0	4.1	4.8	0	0	0	0	0	0	0	0	0	4.8	0	4.1	4.1	0	0	0	0	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-5.3	-4.68	0	0	4.9	6.6	7.4	4.5	5.4	6.2	4.5	4.5	6.1	3.8	6	5.6	0	4.9	0	0	0	0	0	5.2	0	0	0	5.6	0	0	0	0	3.8	0	0	0	3.8	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.81	-0.06	0	0	0	0	6.5	4.7	0	0	0	0	0	0	6.6	5.8	0	0	4.7	0	0	0	0	0	0	0	0	5.4	0	4.7	0	0	5.8	0	0	0	5.4	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.47	5.06	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.7	-0.33	0	0	0	4.4	0	4.8	0	4.4	0	4.4	0	3.7	0	0	0	3.7	3.7	5.4	0	0	0	3.7	0	0	0	0	4.4	0	0	3.7	4.4	0	0	0	3.7	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.75	3.28	0	0	4.3	4.3	0	3.6	5.8	4.7	0	0	4.3	0	6.4	0	0	4.7	5	5	0	0	0	0	4.7	0	0	5.2	4.7	0	0	4.3	0	0	0	0	5.5	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.41	0.04	0	0	0	0	0	4.7	0	4.7	0	0	0	0	5.8	0	0	0	4.7	0	0	0	0	0	0	0	0	0	5.8	0	0	0	0	0	0	0	4.7	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-2.75	-2.83	0	0	0	4.8	4.2	0	4.2	5.9	0	0	5.2	4.8	5.5	0	4.8	0	5.2	0	0	5.8	4.2	0	0	4.2	0	4.2	4.8	0	0	0	0	4.2	0	0	4.2	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	5.64	-0.05	0	0	0	4.3	3.3	4.3	5	4.8	0	4.6	4.6	3.3	0	0	0	4.8	3.3	3.3	0	4.8	0	0	0	0	0	4.6	4.3	0	0	0	0	3.3	0	0	5.2	0	4.8
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.43	0.65	0	0	0	4.6	4.8	4.8	5	4.3	0	4.8	4.6	0	4.8	4.3	0	5.3	4.3	3.9	0	4.8	0	3.3	0	0	3.3	6.2	0	0	0	0	3.3	0	0	4.6	4.3	5.4	3.9
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-3.21	-3.38	0	0	0	0	6.2	3.8	5.2	5.2	4.5	4.5	0	3.8	3.8	5.4	3.8	3.8	5.4	0	0	5.8	0	3.8	0	0	0	0	3.8	0	4.5	0	4.5	0	0	0	4.5	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-2.43	-3.84	0	0	0	4.4	5.1	4.4	5.7	4.4	0	0	4.4	4.4	4.4	5.1	0	0	4.4	0	0	0	0	0	4.4	0	0	0	0	0	0	0	0	0	0	0	4.4	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.28	0.95	0	0	0	5.1	0	0	0	5.8	0	0	4	0	5.4	0	0	0	0	4	0	0	0	0	0	0	4	5.4	0	0	4.7	0	0	0	0	0	4	0	4
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.31	-5.25	0	0	0	0	5.4	0	0	4.7	0	0	0	0	0	0	0	0	0	0	0	4.7	0	4.7	0	0	0	0	0	0	0	0	0	0	0	0	4.7	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.85	-1.33	0	0	0	0	5.8	5.8	6.1	4.2	0	0	5.3	0	4.2	0	0	4.9	0	0	0	0	0	0	0	0	0	4.2	5.3	0	0	0	5.3	0	0	0	0	0	5.6
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.54	1.08	0	0	0	5.1	0	0	4.4	4.4	0	0	5.1	0	5.5	0	0	5.1	4.4	0	0	4.4	0	0	0	0	0	5.5	4.4	0	0	0	4.4	0	0	0	5.1	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-3.72	-2.73	0	0	0	0	5.9	5.1	5.9	5.1	0	5.6	4.7	4	4.7	4.7	4	4.7	5.6	5.7	0	4	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-0.89	-4.11	0	0	0	5.8	6.5	5.8	6.3	4.7	0	0	5.4	0	0	0	0	0	0	5.4	0	4.7	0	0	0	0	0	5.4	4.7	0	0	0	0	0	0	0	5.4	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-4.44	5.87	0	0	0	0	0	4.6	6	4.6	4.6	0	5.7	4.6	0	0	0	0	5.3	5.3	0	0	0	5.3	0	0	0	0	0	0	0	0	4.6	0	0	5.3	4.6	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-1.2	-1.12	0	0	0	0	6.5	4.6	5	3.9	0	0	5.8	3.9	3.9	0	3.9	4.6	0	3.9	0	5.8	0	5	0	0	0	5	3.9	0	0	0	5	0	0	0	3.9	4.6	3.9
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-2.05	-2.99	0	4.5	0	3.8	6	3.8	4.9	4.9	3.8	0	5.1	3.8	5.1	3.8	0	4.5	5.4	0	0	5.1	0	0	0	0	0	4.5	3.8	0	0	0	0	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-1.55	-1.56	0	0	0	4.2	6.4	4.2	5.8	5.3	0	4.9	4.2	0	0	0	0	0	4.2	4.9	0	4.9	0	0	0	0	0	0	5.6	0	0	0	0	0	4.2	0	5.8	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.28	3.27	0	0	0	4	0	4	4	0	0	5.4	0	4	0	0	0	0	0	0	4	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.07	-1.04	0	0	0	4.1	0	4.8	4.1	5.2	0	0	5.5	5.2	5.7	0	5.9	0	5.5	4.8	0	4.8	0	0	4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.01	1.58	0	0	0	0	5.3	0	0	5.3	4.6	0	0	0	4.6	0	0	0	0	0	0	0	0	0	0	0	0	4.6	0	0	0	0	4.6	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-3.03	1.64	0	0	0	0	0	4.5	5.2	4.9	0	0	5.2	0	6.4	0	0	0	0	5.4	0	0	0	0	0	0	0	4.9	0	0	0	0	0	3.8	3.8	0	5.4	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-1.19	-2.88	0	0	0	4.9	7.3	6.3	6	6	0	0	6	4.9	0	0	0	0	0	0	0	0	0	4.9	0	0	0	0	0	0	0	0	0	0	0	4.9	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.34	-3.61	0	0	0	0	0	0	0	5.8	5.1	5.8	0	0	5.1	5.1	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0	0	0	0	0	5.8	0	0	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-3.65	-4.23	0	0	0	5.6	4.2	5.3	5.3	4.2	0	4.9	0	0	0	0	0	4.2	4.9	5.3	0	5.3	0	4.9	0	0	0	0	0	0	0	0	4.9	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.49	-4.63	0	0	0	0	0	0	0	0	4.8	0	5.5	0	6.4	0	0	0	4.8	6.4	0	0	0	0	0	0	0	0	0	0	0	0	4.8	0	0	0	5.9	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	0.04	-3.17	0	0	0	4.9	4.9	0	5.6	0	0	4.9	0	4.9	0	0	4.9	0	0	0	0	5.6	0	4.9	0	0	0	0	4.9	0	0	0	0	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.51	2.36	0	0	0	0	0	4.6	5.7	5.9	0	0	0	5	6.2	0	0	5.3	0	5.7	0	4.6	0	4.6	4.6	3.9	0	3.9	4.6	0	0	0	4.6	0	0	0	4.6	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.94	-4.32	0	0	0	5.3	5.7	5.7	4.7	4.7	0	0	6	0	4.7	0	0	5.3	4.7	0	0	0	0	0	0	0	0	5.3	4.7	4.7	0	0	4.7	0	0	0	5.3	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-2.21	-0.72	0	0	0	0	3.9	5	5.8	5.3	3.9	0	5.3	3.9	3.9	5	0	0	0	5	0	0	0	0	4.6	0	0	4.6	0	0	0	0	0	0	0	3.9	5.5	0	3.9
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-4.17	2.63	0	0	0	4.3	0	0	4.9	4.9	0	0	5.6	0	6	0	0	0	5.3	0	0	4.9	0	4.3	4.9	0	0	0	0	0	0	0	0	0	0	4.3	5.3	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.1	-3.61	0	0	0	0	5.1	0	4.4	5.5	0	4.4	0	0	5.1	0	0	0	5.5	0	0	0	0	5.1	0	0	0	0	4.4	0	5.1	0	5.1	0	0	0	5.8	0	5.1
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-2.92	-4.54	0	0	0	4.8	5.9	4.8	5.5	5.2	0	4.8	0	4.8	5.5	5.2	0	4.8	0	4.2	0	0	0	5.2	0	0	0	5.5	4.2	0	0	0	0	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.82	-4.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7	0	5.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-4.22	-4.93	6	0	0	6.4	5.5	5.1	4.4	4.4	0	0	5.1	4.4	0	0	4.4	0	0	5.1	0	5.1	0	4.4	0	0	0	4.4	0	0	0	4.4	0	4.4	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.16	-2.51	0	0	0	0	5.8	4.7	4.7	6.1	0	0	4.7	0	5.4	0	0	0	5.4	0	0	0	0	0	5.4	0	0	0	0	0	0	0	0	0	0	0	4.7	0	4.7
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-2.6	-2.69	0	4.9	0	0	0	4.9	5.6	6.2	0	0	4.9	0	0	5.6	4.2	4.9	5.6	0	0	5.3	0	5.8	0	0	0	5.6	0	0	0	0	4.9	4.2	0	0	0	4.9	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.32	-1.81	0	0	0	0	0	5.2	4.5	5.2	0	5.2	5.6	0	5.9	0	0	0	0	6.3	0	0	0	0	0	0	0	4.5	0	0	0	0	4.5	0	4.5	0	5.6	4.5	4.5
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.85	-3.07	0	0	0	0	4.6	5.3	0	4.6	0	0	5.7	4.6	0	0	4.6	0	0	0	0	0	0	5.3	0	0	0	0	0	0	0	0	0	0	0	0	6.2	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-3.93	-3.08	0	0	0	4.5	4.5	5.4	5.6	5.2	0	4.9	0	3.8	4.5	4.5	0	6.5	0	4.5	0	0	0	0	0	0	0	4.9	4.5	0	0	0	3.8	0	0	0	4.5	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.13	-4.02	0	0	0	0	5.3	4.6	5.3	5.7	0	0	4.6	0	5.3	0	0	0	5.7	4.6	0	0	0	5.3	0	0	0	0	0	0	0	0	5.3	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.29	5.94	0	0	0	5.5	0	5.1	5.5	5.1	0	0	5.1	0	5.1	4.4	0	0	0	0	0	0	0	5.8	0	0	0	0	5.5	0	0	0	0	0	4.4	0	5.5	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-5.32	-3.28	3.1	0	0	6.6	5.8	5	5.7	5.5	3.8	5.6	4.2	5	5.7	5	3.8	4.5	4.7	5.3	0	4.5	3.1	4.2	3.1	0	4.2	4.5	5.1	0	4.5	3.8	3.8	0	0	0	4.2	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.43	-5.38	0	0	0	0	0	4.8	5.9	4.8	0	0	0	0	4.8	5.5	0	0	5.5	0	0	4.8	0	5.5	0	0	0	0	0	5.5	0	0	0	0	0	0	4.8	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-1.22	-2.32	0	0	0	0	5.7	4.3	5	0	0	0	5.7	0	4.3	0	0	4.3	5	5	0	0	0	4.3	0	0	0	4.3	5.4	0	0	5	0	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.91	-0.86	0	0	0	0	5.9	5.2	5.2	5.2	0	5.2	4.5	3.8	4.9	0	0	0	4.9	0	0	0	0	4.5	5.2	0	0	0	0	0	0	0	3.8	0	0	0	3.8	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.3	0.88	0	0	0	0	5.5	4.4	3.8	4.4	4.4	0	6.1	0	5.5	0	3.8	0	0	0	0	0	0	0	0	4.8	0	4.4	4.4	0	0	0	5.8	0	0	0	5.3	0	4.8
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.82	-3	0	0	0	5.7	5.4	4.3	5	5.7	0	0	0	4.3	0	0	0	0	0	5	0	5.4	0	5.7	0	0	0	0	5	0	0	0	4.3	0	0	0	0	5.4	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-0.17	3.46	0	4.2	0	3.8	4.5	3.1	4.2	4.2	3.1	0	0	4.2	5	0	0	3.8	4.2	3.8	0	3.1	0	4.5	0	4.2	0	3.1	3.1	0	3.8	0	0	0	0	0	3.1	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.28	-5.2	0	0	0	0	5.5	0	4.9	0	0	0	0	0	0	0	0	0	0	0	0	4.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.64	0.71	0	0	0	0	4.3	0	5	4.3	4.3	0	0	0	0	5	0	0	0	0	5.4	5	0	0	0	0	0	0	0	0	0	0	5.4	0	0	0	4.3	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.11	-1.19	0	0	0	5.9	5.6	5.2	5.2	5.9	0	0	0	0	0	0	0	5.6	5.6	4.5	0	0	0	0	0	0	0	4.5	5.2	0	0	0	0	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.71	0.7	0	0	0	4.5	0	4.5	5.6	5.2	0	0	0	0	6.6	0	0	0	0	4.5	0	5.2	0	0	0	0	0	5.6	0	4.5	0	0	0	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.87	0.81	0	0	0	0	6.2	3.6	5	4.7	0	0	5	0	0	4.7	0	0	5	4.3	0	4.7	0	0	0	0	0	4.3	4.7	0	4.3	0	4.3	0	3.6	3.6	5.2	0	3.6
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-1.69	-2.67	0	0	0	5.5	6.5	5.2	6.1	4.1	0	4.1	0	4.8	5.7	4.8	0	0	0	5.2	0	4.8	0	0	0	0	0	4.1	0	0	0	0	0	0	0	0	4.8	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-0.94	-1.35	0	0	0	0	5.7	5.5	3.9	0	4.6	0	4.6	0	5.5	5.7	0	3.9	0	4.6	0	4.6	0	0	4.6	0	0	0	5	0	0	0	0	0	0	0	4.6	0	3.9
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	4.26	-0.24	0	0	0	3.8	4.9	4.5	3.8	4.9	0	0	0	0	0	0	0	0	5.4	4.5	0	4.9	0	0	0	0	0	3.8	3.8	0	0	0	0	0	0	0	4.9	4.5	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	2.06	-5.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.09	-0.62	0	0	0	4.3	6	0	5	4.3	0	4.3	5	3.7	0	0	0	0	4.3	5	0	4.3	0	5.6	5	0	0	0	4.7	0	0	0	4.7	0	0	0	4.3	0	3.7
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.55	2.84	0	0	0	4.6	0	3.2	5.4	5.4	0	0	3.2	4.6	6.3	0	0	3.9	3.2	3.9	0	4.3	0	0	0	0	0	4.3	3.2	3.2	0	0	4.3	0	3.2	3.2	3.2	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-4.07	6.08	0	0	0	5.8	6	3.7	5.7	4.8	3.7	4.4	4.4	3.7	0	0	0	5.5	3.7	5.3	0	0	0	0	0	0	0	0	3.7	4.4	0	0	3.7	0	0	4.4	5.7	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-5.04	-4.2	0	0	3.8	6.5	6.1	5.4	5.6	5.8	5.2	5.9	4.9	3.8	6	4.5	4.5	4.9	3.8	5.2	3.8	4.9	0	4.5	0	0	0	4.5	0	0	0	5.2	4.9	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	-5.69	2.86	0	0	0	5.1	0	5.7	4.6	5.3	0	0	5.1	0	5.6	4.3	0	3.9	5.6	4.3	0	5	3.2	3.9	4.6	0	3.2	3.9	5.4	0	0	3.9	3.9	0	0	0	5.5	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-1.62	1.67	0	5	0	5.7	6.5	5	6.6	5.5	0	0	3.9	3.9	5.7	4.6	0	0	3.9	0	0	5.5	0	4.6	0	0	0	0	4.6	0	0	0	5	0	3.9	0	0	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-4.42	-2.93	3.6	0	0	5	5.4	4.7	6.7	5.4	3.6	5.9	5	4.7	5	4.7	3.6	5.4	0	5.4	0	5.6	0	5.4	5.2	0	0	3.6	5	0	0	0	4.7	0	0	0	0	3.6	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-5.1	-3.9	0	0	0	5.5	6.2	5.2	4.1	4.1	0	4.8	4.1	0	4.1	5.2	4.8	0	5.2	5.2	0	5.2	4.1	4.1	0	4.1	0	0	0	0	0	0	4.8	0	0	0	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.79	-0.13	0	0	0	0	5.4	0	4.7	0	0	0	4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0	0	0	0	0	0	4.7	0	5.4	5.4	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	3.35	-0.96	0	0	0	5.3	5.3	4.2	4.9	5.6	0	0	0	4.2	4.9	4.2	0	0	5.3	5.3	4.9	0	0	4.9	0	0	0	0	0	0	0	0	0	0	4.2	4.2	0	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	0.08	-1.33	0	0	0	5.3	5.9	4.6	5.9	5.3	0	5.3	0	0	0	4.6	0	5	5.3	0	0	0	0	5	0	0	0	5.3	5	0	0	0	5.3	0	0	0	4	0	0
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-5.34	-3.36	0	3.2	0	0	5.4	5	5.7	5.4	5	5.3	3.2	3.2	3.2	3.9	0	5.4	3.2	4.3	0	5	3.9	5.2	3.9	0	0	0	0	0	3.9	4.6	4.3	3.2	3.2	3.2	3.2	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	1.71	-5.4	0	0	0	4.2	4.9	0	4.2	4.2	0	0	0	0	0	0	0	0	0	4.2	0	4.2	0	5.3	0	0	0	5.6	4.2	0	0	0	0	0	0	0	4.2	0	0
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	3.11	-0.55	0	0	0	0	5.7	0	4.2	4.8	0	5.2	5.5	4.2	0	4.8	0	5.5	5.5	4.8	0	0	0	5.2	0	0	0	0	0	4.2	0	0	4.8	0	0	4.2	5.5	0	4.8
E9.5	E95_Pre_epidermal_keratinocytes	Pre_epidermal_keratinocytes	5.49	-1.97	0	0	0	5.2	4.7	4.1	5.4	5.2	0	4.1	0	4.7	5.8	0	4.1	5.7	0	4.1	0	4.1	0	4.7	0	0	4.7	5.2	0	0	0	0	4.1	0	4.7	4.1	5.2	0	4.1
E9.5	E95_Apical_ectodermal_ridge	Apical_ectodermal_ridge	-3.12	-4.34	0	4.5	0	0	0	4.5	5.8	0	4.5	0	5.1	0	4.5	0	5.1	0	0	0	0	0	0	5.1	0	0	0	5.5	5.1	4.5	0	0	5.1	0	0	0	0	0	0
